,KHDC1 (80759)
ACH-000004,-0.12272794584899999
ACH-000007,-0.138198760315
ACH-000009,-0.18545305202
ACH-000011,-0.155809714964
ACH-000012,-0.248758326746
ACH-000013,-0.157247220538
ACH-000014,-0.188023135398
ACH-000015,0.057474559529800004
ACH-000017,-0.19673165478100002
ACH-000018,-0.21972648479
ACH-000019,-0.204386904865
ACH-000021,-0.43905799785599997
ACH-000022,0.04756703457119999
ACH-000025,-0.224646968603
ACH-000028,-0.12341314865900001
ACH-000030,-0.23030425184300002
ACH-000035,0.0347973176679
ACH-000036,-0.1703374484
ACH-000037,0.082541420039
ACH-000039,0.043993853367499995
ACH-000040,-0.40420108116899994
ACH-000041,-0.15611453848600002
ACH-000042,-0.129304847424
ACH-000045,-0.022996914099300002
ACH-000047,-0.325031843982
ACH-000052,-0.473912732567
ACH-000053,-0.00145217391546
ACH-000054,-0.162146404076
ACH-000055,0.046078786173
ACH-000060,-0.22462455917
ACH-000067,-0.280295611968
ACH-000070,-0.121986849997
ACH-000075,0.144094831478
ACH-000078,-0.124072431314
ACH-000082,-0.0741540562984
ACH-000085,0.11096031767
ACH-000086,-0.37174611492700005
ACH-000087,-0.588769122085
ACH-000092,-0.201199125732
ACH-000095,-0.116533029811
ACH-000097,-0.328686379098
ACH-000098,-0.177885347672
ACH-000099,-0.09193119473660001
ACH-000108,-0.258809713735
ACH-000113,-0.30452101317200003
ACH-000115,0.115160071612
ACH-000116,-0.00139320530046
ACH-000118,-0.210824621439
ACH-000120,-0.14703619399700002
ACH-000123,-0.169144561809
ACH-000127,-0.240222560008
ACH-000128,-0.014403019063799998
ACH-000132,-0.246302776289
ACH-000133,-0.133418351617
ACH-000137,-0.024746957137099998
ACH-000138,-0.060092669305600005
ACH-000142,-0.290046751185
ACH-000143,0.162646544334
ACH-000146,-0.19565647523
ACH-000148,-0.242579589565
ACH-000150,-0.303667446674
ACH-000152,-0.345465351347
ACH-000153,-0.355890815814
ACH-000159,-0.304993064815
ACH-000160,-0.057206849594099995
ACH-000163,0.006502082107520001
ACH-000167,-0.22482211484700002
ACH-000168,-0.176580484221
ACH-000169,-0.14651650670299998
ACH-000178,-0.0724905821976
ACH-000182,0.131107731728
ACH-000183,-0.37005525909000003
ACH-000188,-0.05468875439259999
ACH-000189,-0.241859738777
ACH-000190,-0.246170363095
ACH-000198,-0.054670895491300005
ACH-000204,-0.0238021200226
ACH-000206,-0.335405149362
ACH-000207,-0.09247470135630001
ACH-000211,-0.234506033576
ACH-000215,-0.0419971664503
ACH-000221,-0.44136927001599996
ACH-000222,-0.204609034
ACH-000223,-0.35445879301100003
ACH-000226,-0.166781388839
ACH-000227,-0.282108835977
ACH-000228,-0.11336670469
ACH-000231,-0.149892571
ACH-000232,-0.0960667992283
ACH-000233,-0.367485161413
ACH-000234,0.0147646539082
ACH-000235,-0.243607960772
ACH-000237,-0.00321645766241
ACH-000238,-0.193225344958
ACH-000243,-0.09197653277540001
ACH-000244,-0.23191268813700003
ACH-000246,-0.12859549187799998
ACH-000248,-0.190064597452
ACH-000250,-0.0248389415444
ACH-000251,-0.008782583903
ACH-000253,-0.308571134746
ACH-000255,-0.15229084643
ACH-000256,-0.261077137091
ACH-000257,0.11747622635199999
ACH-000258,-0.151033213974
ACH-000259,-0.216470070508
ACH-000260,-0.033710694015
ACH-000261,-0.024220138411
ACH-000262,-0.0180588945084
ACH-000263,-0.277416299608
ACH-000264,-0.0738004322252
ACH-000265,-0.12888895691
ACH-000266,-0.141152759125
ACH-000272,-0.258684844752
ACH-000273,-0.327937799165
ACH-000274,-0.24031359125500001
ACH-000277,-0.189214252096
ACH-000278,-0.44953102264399997
ACH-000279,-0.29624530564
ACH-000280,-0.0114597267934
ACH-000281,0.00668068241912
ACH-000288,-0.17141924353100002
ACH-000291,-0.151776638096
ACH-000293,-0.237173906598
ACH-000294,0.22348784736900001
ACH-000295,-0.482849901825
ACH-000296,-0.159717180899
ACH-000302,-0.186802460634
ACH-000304,0.016457252061499998
ACH-000307,-0.284730908677
ACH-000308,-0.213686139835
ACH-000310,0.15437081436300001
ACH-000311,-0.119461292877
ACH-000312,-0.09299529751739999
ACH-000315,-0.114917514976
ACH-000316,-0.300932246499
ACH-000317,-0.217359543805
ACH-000318,-0.40031297547600003
ACH-000319,-0.35924257768
ACH-000320,-0.240761833385
ACH-000322,-0.247714427777
ACH-000323,0.010545953099
ACH-000324,-0.0247294379117
ACH-000329,-0.026462354167299997
ACH-000330,-0.142303246657
ACH-000331,-0.228232775192
ACH-000332,-0.09561615122030001
ACH-000334,-0.120148235824
ACH-000335,-0.182680563932
ACH-000336,0.040019001938300006
ACH-000337,0.107807638259
ACH-000339,-0.158498370931
ACH-000341,-0.310478434735
ACH-000348,-0.22395090869000003
ACH-000350,-0.199895100064
ACH-000352,-0.15648277100299998
ACH-000356,-0.337772524336
ACH-000361,-0.311481265639
ACH-000362,-0.24029843980700002
ACH-000363,-0.222580248625
ACH-000364,-0.26600527593
ACH-000365,-0.0876516665781
ACH-000366,-0.19604372130699999
ACH-000368,-0.27519149401
ACH-000374,-0.126915706638
ACH-000375,0.08299667320660001
ACH-000376,-0.187719614042
ACH-000381,-0.277369980154
ACH-000383,-0.063548707083
ACH-000387,0.178021429712
ACH-000389,-0.264912034514
ACH-000390,-0.140487010076
ACH-000393,-0.25725269293
ACH-000395,-0.019193405921
ACH-000397,-0.192995127513
