,MT1A (4489)
ACH-000004,-0.0897260500758
ACH-000007,-0.14110545910800001
ACH-000009,-0.00960185566585
ACH-000011,-0.00432462876415
ACH-000012,-0.22312680243299998
ACH-000013,-0.126390082603
ACH-000014,-0.32142619128899996
ACH-000015,-0.00390249574313
ACH-000017,-0.312954097175
ACH-000018,-0.171602177735
ACH-000019,-0.23857641359600001
ACH-000021,-0.0598523729628
ACH-000022,-0.23522700536
ACH-000025,-0.125396126715
ACH-000028,-0.148331350778
ACH-000030,-0.156851841602
ACH-000035,-0.133943135924
ACH-000036,-0.143223844193
ACH-000037,-0.206117620215
ACH-000039,-0.379502097331
ACH-000040,-0.0692484943094
ACH-000041,-0.18904159902800002
ACH-000042,-0.20305932987300002
ACH-000045,-0.225126629771
ACH-000047,-0.153679615088
ACH-000052,-0.222476511801
ACH-000053,-0.23524912615600002
ACH-000054,-0.219730126695
ACH-000055,-0.224951183822
ACH-000060,-0.283060797843
ACH-000067,0.028011540218599997
ACH-000070,-0.24148644858100002
ACH-000075,-0.323730209039
ACH-000078,-0.145951227341
ACH-000082,-0.300508590056
ACH-000085,-0.181066637804
ACH-000086,-0.320107811716
ACH-000087,-0.0961106446714
ACH-000092,-0.311126569228
ACH-000095,-0.36588967642700004
ACH-000097,-0.221561337626
ACH-000098,-0.301054209815
ACH-000099,-0.05554031899780001
ACH-000108,-0.0158441373333
ACH-000113,-0.13754110937300001
ACH-000115,-0.380747037346
ACH-000116,-0.19730892512499998
ACH-000118,-0.097004617803
ACH-000120,-0.0308875016165
ACH-000123,-0.054405708804199995
ACH-000127,-0.136078454937
ACH-000128,-0.270294391091
ACH-000132,-0.28976280508900004
ACH-000133,-0.165335896789
ACH-000137,-0.31315210005800004
ACH-000138,-0.08235186244710001
ACH-000142,-0.170827665896
ACH-000143,-0.09664324285539999
ACH-000146,-0.112870516029
ACH-000148,-0.180880496219
ACH-000150,-0.288567249929
ACH-000152,-0.352852074966
ACH-000153,-0.440440790431
ACH-000159,0.0103591681344
ACH-000160,-0.303960263056
ACH-000163,0.014219627546600002
ACH-000167,0.193448384701
ACH-000168,-0.3666131405
ACH-000169,-0.15034618897
ACH-000178,-0.20029118084199998
ACH-000182,-0.141546395382
ACH-000183,-0.251870084899
ACH-000188,-0.0972033647701
ACH-000189,-0.132975989913
ACH-000190,-0.378215641289
ACH-000198,-0.155352275194
ACH-000204,-0.348336636159
ACH-000206,-0.0587949717167
ACH-000207,-0.275201678669
ACH-000211,-0.192595882783
ACH-000215,-0.24786349639000002
ACH-000221,-0.18338343667999998
ACH-000222,-0.0008844447399080001
ACH-000223,-0.221007135826
ACH-000226,-0.34110907375200006
ACH-000227,-0.22728522179299998
ACH-000228,-0.0591905540095
ACH-000231,-0.18484087297899998
ACH-000232,-0.0497167049501
ACH-000233,-0.209640698343
ACH-000234,-0.155618195092
ACH-000235,-0.211052071783
ACH-000237,-0.279237781956
ACH-000238,-0.147835375064
ACH-000243,-0.0334278081203
ACH-000244,-0.0513396981339
ACH-000246,-0.173270588262
ACH-000248,-0.302607000481
ACH-000250,-0.249720366447
ACH-000251,-0.099695609759
ACH-000253,-0.19186863768399998
ACH-000255,-0.09498977097030001
ACH-000256,-0.0842472285864
ACH-000257,-0.136632238071
ACH-000258,-0.08955865655760001
ACH-000259,-0.15461953895199998
ACH-000260,-0.163478588409
ACH-000261,-0.172296289438
ACH-000262,-0.25970738128000004
ACH-000263,0.0470254773917
ACH-000264,-0.220293438756
ACH-000265,0.00454573854192
ACH-000266,-0.235701590841
ACH-000272,-0.08799811480860001
ACH-000273,-0.17830505239500002
ACH-000274,-0.08390852229250001
ACH-000277,-0.21469658701699998
ACH-000278,-0.18392332885200002
ACH-000279,-0.140126942146
ACH-000280,-0.17678285361200002
ACH-000281,0.035211912912
ACH-000288,-0.392187411383
ACH-000291,-0.07445149243969999
ACH-000293,-0.157695635126
ACH-000294,-0.212499320719
ACH-000295,0.008611212177129998
ACH-000296,0.00112812301991
ACH-000302,-0.140012680802
ACH-000304,-0.09983389014760001
ACH-000307,-0.13601215137199998
ACH-000308,-0.165227214142
ACH-000310,-0.241284745433
ACH-000311,-0.011265163480400001
ACH-000312,-0.120686274152
ACH-000315,-0.049866567350399994
ACH-000316,-0.300633813593
ACH-000317,-0.133815187827
ACH-000318,-0.10239988055
ACH-000319,-0.23289731354200002
ACH-000320,-0.11478057754799999
ACH-000322,-0.298296509937
ACH-000323,-0.22154070254500002
ACH-000324,-0.138051699813
ACH-000329,-0.415777492073
ACH-000330,-0.153918369704
ACH-000331,-0.250197399173
ACH-000332,-0.162165740035
ACH-000334,-0.41198340995899996
ACH-000335,-0.38621226773
ACH-000336,-0.240541713369
ACH-000337,-0.17034677775499998
ACH-000339,-0.147649432225
ACH-000341,-0.19028789573199997
ACH-000348,-0.21260122855
ACH-000350,-0.257387914111
ACH-000352,-0.187532815057
ACH-000356,-0.124054521403
ACH-000361,-0.130648940433
ACH-000362,-0.105209138738
ACH-000363,-0.166503469968
ACH-000364,-0.120114055628
ACH-000365,-0.17831184106400003
ACH-000366,-0.13253936261
ACH-000368,-0.359265292532
ACH-000374,-0.308830127286
ACH-000375,-0.0674391322466
ACH-000376,-0.108303555346
