,HNF1A (6927)
ACH-000004,-0.114914448725
ACH-000007,-0.352344716347
ACH-000009,-0.404028944979
ACH-000011,0.010006860041200001
ACH-000012,-0.10565170079700001
ACH-000013,-0.260143475031
ACH-000014,-0.07297786395610001
ACH-000015,-0.17707467943100003
ACH-000017,-0.128331438106
ACH-000018,0.057135704735699996
ACH-000019,-0.009779115460770002
ACH-000021,-0.332157074954
ACH-000022,-0.0888575193078
ACH-000025,-0.17949345699000002
ACH-000028,-0.102404287799
ACH-000030,-0.0546909541143
ACH-000035,-0.26684203717300004
ACH-000036,-0.040143231583
ACH-000037,-0.285706403226
ACH-000039,-0.224819164401
ACH-000040,-0.0169145513886
ACH-000041,-0.0937130705744
ACH-000042,-0.299239652886
ACH-000045,-0.07311235352239999
ACH-000047,-0.08722299642789999
ACH-000052,-0.185806363231
ACH-000053,-0.0338949296513
ACH-000054,-0.08447451323010001
ACH-000055,-0.35800340952299997
ACH-000060,-0.013873398679500002
ACH-000067,-0.09758313275260001
ACH-000070,0.102867388469
ACH-000075,0.0187581746703
ACH-000078,-0.08456267887129999
ACH-000082,-0.22370571987500001
ACH-000085,-0.23694152276900002
ACH-000086,-0.171421114697
ACH-000087,-0.0876143347978
ACH-000092,-0.148616061425
ACH-000095,-0.128523126116
ACH-000097,-0.253843255831
ACH-000098,-0.0947408173715
ACH-000099,-0.124125826575
ACH-000108,-0.787763209497
ACH-000113,-0.0180379849997
ACH-000115,-0.123628542342
ACH-000116,-0.120178860461
ACH-000118,-0.23852251726399998
ACH-000120,-0.131688416499
ACH-000123,-0.10610098242699999
ACH-000127,-0.11136812028200001
ACH-000128,-0.460847142479
ACH-000132,-0.129876966757
ACH-000133,-0.147620387395
ACH-000137,-0.20564996068100003
ACH-000138,-0.216245573769
ACH-000142,-0.216212662783
ACH-000143,-0.188643812229
ACH-000146,-0.158902696736
ACH-000148,-0.136133415934
ACH-000150,-0.482298941696
ACH-000152,-0.17650801008699998
ACH-000153,-0.184047320467
ACH-000159,-0.137573076188
ACH-000160,-0.239686880877
ACH-000163,-0.23706507821800002
ACH-000167,-0.34466909065300005
ACH-000168,0.030976646603700003
ACH-000169,0.0517902506068
ACH-000178,-0.038822911253
ACH-000182,-0.08251087308510001
ACH-000183,0.0085235182107
ACH-000188,-0.244809834304
ACH-000189,-0.0620826800435
ACH-000190,-0.350170368866
ACH-000198,-0.157381136643
ACH-000204,-0.04558186012630001
ACH-000206,-0.260504900939
ACH-000207,-0.0902717158396
ACH-000211,-0.253308062585
ACH-000215,-0.168790708431
ACH-000221,-0.165681453937
ACH-000222,-1.01230874314
ACH-000223,-0.11601139194700001
ACH-000226,-0.209813015719
ACH-000227,0.0397960526464
ACH-000228,0.163359846836
ACH-000231,-0.10810417079199999
ACH-000232,-0.14717963666699999
ACH-000233,-0.20628818646699998
ACH-000234,-0.33501763326699996
ACH-000235,-0.18416076041700002
ACH-000237,-0.0426407367011
ACH-000238,-0.261530570352
ACH-000243,-0.089258648315
ACH-000244,-0.0704478586362
ACH-000246,-0.08412162603199999
ACH-000248,-0.176995230045
ACH-000250,-0.128223322114
ACH-000251,-0.553500512807
ACH-000253,-0.31355370594
ACH-000255,-0.0409556537992
ACH-000256,-0.41721619599200005
ACH-000257,-0.158695005423
ACH-000258,-0.29169596431600003
ACH-000259,-0.197139823334
ACH-000260,-0.122485108499
ACH-000261,-0.11407440448799999
ACH-000262,-0.207162372108
ACH-000263,-0.33925969066
ACH-000264,-0.128356163279
ACH-000265,-0.172559363731
ACH-000266,-0.209348450614
ACH-000272,-0.007776212730180001
ACH-000273,-0.22541798866999999
ACH-000274,-0.34821710203
ACH-000277,-0.178938928596
