,ACTG2 (72)
ACH-000004,0.049832117690599996
ACH-000007,0.259531703096
ACH-000009,0.20904914765799998
ACH-000011,-0.132730889587
ACH-000012,0.11428344731899999
ACH-000013,0.0223584043646
ACH-000014,0.0593917700612
ACH-000015,0.00418839173327
ACH-000017,0.20850520818399998
ACH-000018,0.108354696263
ACH-000019,0.14633741794500002
ACH-000021,-0.106649272932
ACH-000022,-0.0363065083075
ACH-000025,0.0206699832658
ACH-000028,0.199139446956
ACH-000030,0.07466949592939999
ACH-000035,-0.274640152685
ACH-000036,0.173852656916
ACH-000037,-0.139554994125
ACH-000039,0.223753785133
ACH-000040,0.091241795043
ACH-000041,0.048991355832599996
ACH-000042,-0.0547457051669
ACH-000045,0.0429759035785
ACH-000047,0.00950877493932
ACH-000052,-0.00024972777532299996
ACH-000053,0.117617473148
ACH-000054,0.125735335199
ACH-000055,-0.0564025810222
ACH-000060,0.142650342693
ACH-000067,0.147166716877
ACH-000070,-0.0333203519654
ACH-000075,0.129972905243
ACH-000078,0.120529977889
ACH-000082,0.21852355376200003
ACH-000085,-0.134409736538
ACH-000086,0.07314897980650001
ACH-000087,-0.020341795577400002
ACH-000092,-0.0224621853815
ACH-000095,0.00795884572712
ACH-000097,0.122485869641
ACH-000098,0.111126282929
ACH-000099,-0.0168496868824
ACH-000108,0.17977113022500002
ACH-000113,0.13790793953299998
ACH-000115,-0.00710085107074
ACH-000116,0.0400259105322
ACH-000118,0.0347402111825
ACH-000120,0.122537303026
ACH-000123,0.227909579756
ACH-000127,-0.057130449802199994
ACH-000128,0.0266785961406
ACH-000132,0.0346134959738
ACH-000133,0.114218571371
ACH-000137,-0.0477374861322
ACH-000138,0.12853648199200002
ACH-000142,-0.07297486650610001
ACH-000143,-0.0367956773124
ACH-000146,0.0829488778212
ACH-000148,0.0660245554916
ACH-000150,0.189833729562
ACH-000152,0.060588609523800005
ACH-000153,0.262136488693
ACH-000159,0.118546355416
ACH-000160,0.0330343414411
ACH-000163,0.222738347531
ACH-000167,-0.163048887967
ACH-000168,0.160149134782
ACH-000169,-0.0701222462312
ACH-000178,0.132524875605
ACH-000182,0.103522035733
ACH-000183,-0.039128506494
ACH-000188,0.0685363181067
ACH-000189,-0.0231302886095
ACH-000190,0.12741641523
ACH-000198,0.06037223323890001
ACH-000204,0.10262723289999999
ACH-000206,0.124784158243
ACH-000207,0.101154248807
ACH-000211,0.100150167139
ACH-000215,0.09951758969489999
ACH-000221,0.13344840348099998
ACH-000222,-0.288304441013
ACH-000223,0.0154761995992
ACH-000226,0.05115578478680001
ACH-000227,0.17506553917599998
ACH-000228,0.30574960505800003
ACH-000231,0.09276577088810001
ACH-000232,0.0164870269687
ACH-000233,0.104538460022
ACH-000234,0.244900931448
ACH-000235,0.085526118685
ACH-000237,0.0820766259243
ACH-000238,-0.061650899495900004
ACH-000243,0.08980262076300001
ACH-000244,0.371231653406
ACH-000246,0.0176409777587
ACH-000248,0.123519469683
ACH-000250,0.0263765560181
ACH-000251,0.235279928509
ACH-000253,0.122201392369
ACH-000255,0.0062085769911799996
ACH-000256,0.142514320292
ACH-000257,0.246686117421
ACH-000258,0.0878936532215
ACH-000259,0.0602317972955
ACH-000260,-0.017671130863299998
ACH-000261,0.0165106090671
ACH-000262,0.034118573993500004
ACH-000263,0.028203725359099995
ACH-000264,0.0492346239564
ACH-000265,-0.00696718049515
ACH-000266,-0.0142355883214
ACH-000272,0.078910573973
ACH-000273,0.0177440615138
ACH-000274,0.00899610277754
