,PSAP (5660)
ACH-000004,-0.242780788238
ACH-000007,-0.436955947597
ACH-000009,-0.11991834831800001
ACH-000011,-0.017118606942
ACH-000012,-0.0946414932562
ACH-000013,-0.0145080232431
ACH-000014,0.09586652726389999
ACH-000015,-0.11377407567600001
ACH-000017,-0.0571121150596
ACH-000018,-0.248847365319
ACH-000019,0.208278931049
ACH-000021,-0.133633952892
ACH-000022,-0.14745730285800002
ACH-000025,-0.165594769379
ACH-000028,-0.168896610796
ACH-000030,-0.45355316575800003
ACH-000035,-0.107276008768
ACH-000036,0.00692343144681
ACH-000037,-0.127220422255
ACH-000039,-0.14674351949
ACH-000040,0.199152471936
ACH-000041,0.21534895515799998
ACH-000042,-0.256214105556
ACH-000045,-0.211896227957
ACH-000047,0.0784402924163
ACH-000052,0.027501539270599996
ACH-000053,-0.125367190021
ACH-000054,-0.35341048528499996
ACH-000055,0.0688594823713
ACH-000060,-0.182766767339
ACH-000067,-0.116873638311
ACH-000070,-0.22294720508299998
ACH-000075,0.0936044996357
ACH-000078,-0.12537869595999998
ACH-000082,0.0448408159906
ACH-000085,-0.0649713921778
ACH-000086,-0.317667480326
ACH-000087,0.117473650265
ACH-000092,-0.318298819726
ACH-000095,0.0530694089078
ACH-000097,-0.0119991004692
ACH-000098,0.26703540633
ACH-000099,-0.21343055336300001
ACH-000108,-0.401219757749
ACH-000113,-0.019923455899
ACH-000115,-0.029079624490099997
ACH-000116,0.10115261517100001
ACH-000118,-0.321901566315
ACH-000120,-0.006223830321300001
ACH-000123,-0.13815678784000002
ACH-000127,-0.10628317553200001
ACH-000128,-0.0476260671683
ACH-000132,-0.0790795909819
ACH-000133,-0.10688251617599999
ACH-000137,-0.0495954581221
ACH-000138,-0.23333303133299998
ACH-000142,-0.285864589444
ACH-000143,-0.0145721625983
ACH-000146,-0.28186266417100003
ACH-000148,0.0158037756004
ACH-000150,-0.07840614791289999
ACH-000152,-0.0777033224112
ACH-000153,0.0908137011255
ACH-000159,0.04665790223519999
ACH-000160,0.018582009354
ACH-000163,0.09185236192129999
ACH-000167,0.034876321347699996
ACH-000168,-0.155720675305
ACH-000169,-0.290953642741
ACH-000178,-0.114959056333
ACH-000182,-0.118019216927
ACH-000183,-0.198940692571
ACH-000188,-0.23165402761999998
ACH-000189,-0.10100863108
ACH-000190,-0.0869196580864
ACH-000198,0.0290809623641
ACH-000204,-0.221424308237
ACH-000206,-0.17320938444400003
ACH-000207,-0.490612958823
ACH-000211,-0.09004574384839999
ACH-000215,0.022928896675900003
ACH-000221,-0.0748789901714
ACH-000222,-0.144554526895
ACH-000223,-0.045853468053
ACH-000226,-0.041532090184999995
ACH-000227,0.0056349420097600005
ACH-000228,-0.18781453469700002
ACH-000231,-0.17585019055599999
ACH-000232,-0.108772130839
ACH-000233,-0.0671829998305
ACH-000234,-0.261848243898
ACH-000235,-0.129169288988
ACH-000237,-0.136873229477
ACH-000238,-0.0102847581995
ACH-000243,-0.124671574212
ACH-000244,0.0787632543458
ACH-000246,0.106335330537
ACH-000248,-0.09841200752389999
ACH-000250,-0.0579398299025
ACH-000251,-0.11637771607799999
ACH-000253,-0.212291645608
ACH-000255,-0.21504020411
ACH-000256,-0.0196770097095
ACH-000257,-0.251669389187
ACH-000258,-0.20258699385099999
ACH-000259,-0.028792639974
ACH-000260,-0.09828861809489998
ACH-000261,-0.133801557641
ACH-000262,-0.182696224011
ACH-000263,-0.156050476687
ACH-000264,-0.0772533408528
ACH-000265,-0.007749645336859999
ACH-000266,-0.0961947549292
ACH-000272,-0.061463700224199995
ACH-000273,-0.0864231785411
ACH-000274,0.25102276775
ACH-000277,-0.08079855056850001
ACH-000278,0.114887541067
ACH-000279,-0.147052235373
ACH-000280,0.093132974135
ACH-000281,-0.26577441987
ACH-000288,-0.197722781349
ACH-000291,-0.16375749047399998
ACH-000293,0.044867584456599996
ACH-000294,-0.413924826426
ACH-000295,-0.045956262573499995
ACH-000296,-0.253719509158
ACH-000302,-0.050859038100399996
ACH-000304,0.013378068155
ACH-000307,-0.0845288362783
ACH-000308,-0.20412724722
ACH-000310,-0.183026780624
ACH-000311,-0.30946133229899997
ACH-000312,-0.0911499033793
ACH-000315,0.0608862441226
ACH-000316,0.11041195591700001
ACH-000317,0.0189103470751
ACH-000318,0.103155786463
ACH-000319,-0.21302279805100002
ACH-000320,-0.0302521548671
ACH-000322,-0.20545864513099998
ACH-000323,-0.0830663710063
ACH-000324,-0.147791073869
ACH-000329,-0.052141208238900005
ACH-000330,-0.00448480291112
ACH-000331,-0.278269961662
ACH-000332,-0.146039201587
ACH-000334,0.0285719890704
ACH-000335,0.020510259535999997
ACH-000336,0.238453147367
ACH-000337,-0.321622958347
ACH-000339,-0.178162172897
ACH-000341,-0.282891998749
ACH-000348,-0.0161304583714
ACH-000350,-0.115698285238
ACH-000352,-0.022072963041400002
ACH-000356,-0.18292540901999998
ACH-000361,-0.0178726216759
ACH-000362,-0.141487700649
ACH-000363,-0.055066057512
ACH-000364,-0.24493785161200002
ACH-000365,-0.142723202834
ACH-000366,-0.123755507632
ACH-000368,-0.18461101303
ACH-000374,-0.33706891855899995
ACH-000375,-0.110772661317
ACH-000376,-0.042568441075999996
ACH-000381,-0.17600143660999998
ACH-000383,-0.111383584108
ACH-000387,-0.10152796785399999
ACH-000389,0.0345676363615
ACH-000390,-0.23608645224599997
ACH-000393,-0.05544486533009999
ACH-000395,-0.185068877566
ACH-000397,-0.027687401088200003
ACH-000401,0.05911127459430001
ACH-000402,0.16494863589000003
ACH-000403,-0.0254718826338
ACH-000404,-0.0906897297249
ACH-000406,-0.179892947355
ACH-000407,0.028686056040099998
ACH-000408,-0.162151339378
ACH-000410,0.0546106111934
ACH-000411,-0.421665119262
ACH-000414,-0.449939631604
ACH-000415,-0.31219359720400003
ACH-000416,-0.0316847643088
ACH-000420,0.0739387281687
ACH-000421,0.0522466665508
ACH-000424,-0.0261199719349
ACH-000425,-0.100491299235
ACH-000426,-0.167837986253
ACH-000427,-0.00515004244394
ACH-000433,-0.007475824856050001
ACH-000436,0.209132668778
ACH-000444,0.0202698607597
ACH-000445,0.129712838291
ACH-000448,0.0082394420122
ACH-000450,0.105404368894
ACH-000452,-0.139335421835
ACH-000454,-0.337466523737
ACH-000458,-0.0061040323304900005
ACH-000459,0.08269247711660001
ACH-000460,-0.301581774889
ACH-000461,-0.0189695474393
ACH-000463,0.0573925377791
ACH-000464,-0.16914242617400002
ACH-000466,-0.0425542255002
ACH-000467,-0.137895787466
ACH-000468,-0.322752138092
ACH-000469,-0.024227311565999998
ACH-000470,-0.10989328481699999
ACH-000471,-0.0994559063399
ACH-000472,-0.15156085863
ACH-000473,-0.0161365848181
ACH-000475,-0.0476596465531
ACH-000476,-0.0744854451855
ACH-000477,0.0408763053696
ACH-000480,-0.156477505912
ACH-000481,-0.125578464637
ACH-000483,-0.0434503276794
ACH-000484,-0.09088738410630001
ACH-000485,-0.287860129939
ACH-000486,-0.0297358161546
ACH-000487,-0.0608381592648
ACH-000488,0.048382303495199994
ACH-000490,-0.263360200713
ACH-000491,-0.138986136932
ACH-000495,-0.45646673160400003
ACH-000496,-0.133055143746
ACH-000499,-0.24830351228599998
ACH-000500,-0.0134981757818
ACH-000502,-0.012506956067299999
ACH-000503,-0.230821585722
ACH-000505,0.06256854937940001
ACH-000507,-0.106255485654
ACH-000510,-0.12319717464400001
ACH-000511,0.0704893291077
ACH-000512,-0.368719941762
ACH-000516,-0.0773889737273
ACH-000517,0.019790673899
ACH-000518,-0.26200378062699997
ACH-000520,-0.126521627831
ACH-000521,0.0216405789136
ACH-000522,-0.0107911656382
ACH-000524,-0.00450610232451
ACH-000527,0.057032925219000004
ACH-000528,-0.144909128252
ACH-000537,-0.12204250458900001
ACH-000541,-0.297646088293
ACH-000542,-0.0545221270113
ACH-000544,-0.09688676439989999
ACH-000545,-0.10061193573999999
ACH-000547,-0.036548178599199996
ACH-000548,-0.502954334171
ACH-000549,-0.24365746994600002
ACH-000550,0.00746284843244
ACH-000552,-0.214903238165
ACH-000556,-0.09544084755989998
ACH-000557,-0.08611019225510001
ACH-000570,0.133556193674
ACH-000571,-0.11670037711100001
ACH-000573,-0.107253891928
ACH-000576,-0.0232098971001
ACH-000580,-0.00034644953876199994
ACH-000584,-0.08819411779179999
ACH-000585,-0.233304657357
ACH-000588,-0.0545660014621
ACH-000589,-0.133821907961
ACH-000591,-0.144111995448
ACH-000593,-0.0430746260236
ACH-000600,-0.11897256181600001
ACH-000601,0.009048089563610001
ACH-000604,0.0975696812162
ACH-000605,-0.0375851501395
ACH-000606,-0.130080742207
ACH-000608,-0.0835990412527
ACH-000614,-0.0193860161963
ACH-000616,-0.275226536613
ACH-000618,-0.220987126135
ACH-000619,-0.08416626218910002
ACH-000620,0.168147479298
ACH-000621,0.074922333111
ACH-000622,0.306612794403
ACH-000623,-0.036857720573699994
ACH-000624,-0.00881250189625
ACH-000627,0.139258689474
ACH-000630,-0.45625111024
ACH-000632,-0.127201530482
ACH-000633,-0.0887198541387
ACH-000637,0.169145129051
ACH-000638,-0.18115140554200002
ACH-000646,0.250755209277
ACH-000647,-0.111976509728
ACH-000648,-0.19742560702700002
ACH-000649,-0.259450009584
ACH-000651,-0.181168119602
ACH-000652,-0.258741730453
ACH-000653,0.05142621435190001
ACH-000657,0.0531957236186
ACH-000658,0.0232709567088
ACH-000661,0.106653485284
ACH-000662,0.0682991464686
ACH-000663,0.09657817490560001
ACH-000665,-0.139496463067
ACH-000671,-0.0853978259474
ACH-000673,0.0143220915534
ACH-000676,-0.0926893917756
ACH-000677,0.017332871721000002
ACH-000681,-0.15694209812100002
ACH-000682,-0.15827902911
ACH-000683,-0.0544487816005
ACH-000684,-0.128232573754
ACH-000688,-0.255119121515
ACH-000693,-0.036895196556899996
ACH-000694,-0.189448116041
ACH-000695,-0.050598484201
ACH-000696,-0.0699051696143
ACH-000697,-0.136386912188
ACH-000699,-0.13341500967599998
ACH-000701,-0.010268285726899999
ACH-000706,-0.338534077757
ACH-000711,-0.08269511149560001
ACH-000713,0.0627272432709
ACH-000714,-0.030253240009
ACH-000718,-0.322406296398
ACH-000720,0.042242801244000004
ACH-000721,-0.09581856542989999
ACH-000724,0.290346387762
ACH-000725,-0.0261691761867
ACH-000732,0.0487597653869
ACH-000734,0.0566039795725
ACH-000735,-0.118483859174
ACH-000736,0.039214990732499996
ACH-000738,-0.244009998752
ACH-000746,-0.0646936394141
ACH-000747,-0.13097085565
ACH-000748,-0.116379334333
ACH-000753,-0.08469695964
ACH-000756,0.10266559231200001
ACH-000757,-0.24346922178599997
ACH-000758,0.0476056999664
ACH-000760,-0.0585140406675
ACH-000763,-0.0757727521417
ACH-000764,0.0139487121129
ACH-000765,-0.09167897953680001
ACH-000766,-0.257807828696
ACH-000767,-0.028422862209299998
ACH-000768,0.00483648332142
ACH-000769,0.048383788259
ACH-000770,-0.11184494612
ACH-000771,-0.0434118531871
ACH-000773,-0.024497537389599998
ACH-000776,-0.014237616009
ACH-000777,-0.0552397121156
ACH-000778,-0.132401658019
ACH-000781,0.074383163681
ACH-000782,-0.190678880063
ACH-000783,0.105616743451
ACH-000784,-0.10354999435699999
ACH-000785,-0.336100658438
ACH-000787,-0.133051321765
ACH-000788,-0.0875558055132
ACH-000791,-0.0672114077104
ACH-000792,-0.120220216834
ACH-000794,0.007250346993749999
ACH-000796,-0.147041930717
ACH-000799,0.00015297066539399998
ACH-000800,-0.16882368901500003
ACH-000802,-0.039185043093
ACH-000804,-0.264309852281
ACH-000805,-0.00912201071321
ACH-000809,-0.385661950036
ACH-000810,0.0227964291396
ACH-000811,-0.0500572734984
ACH-000817,-0.286716568125
ACH-000819,-0.142735597701
ACH-000820,-0.0135032918445
ACH-000821,-0.11454841277899999
ACH-000822,-0.18743293810199999
ACH-000823,-0.143780308162
ACH-000824,-0.332383589757
ACH-000827,0.144602672076
ACH-000829,0.0934178815318
ACH-000831,-0.052521189273699996
ACH-000832,-0.250153425585
ACH-000833,-0.0764296625118
ACH-000834,-0.156636054467
ACH-000835,-0.00854116068013
ACH-000836,-0.060320840028400005
ACH-000837,-0.43914069126599997
ACH-000838,-0.11547044415100001
ACH-000839,-0.257531664538
ACH-000840,0.139592126345
ACH-000841,-0.225510945429
ACH-000843,0.00316088631731
ACH-000846,-0.0487441895299
ACH-000847,-0.267616485565
ACH-000848,-0.11381908043
ACH-000849,-0.250714537199
ACH-000851,-0.18100200128
ACH-000855,-0.211325138229
ACH-000856,-0.202879219474
ACH-000858,-0.1267736612
ACH-000859,-0.26447173686000003
ACH-000861,-0.212253791274
ACH-000862,-0.032889553221
ACH-000865,-0.10589799162699999
ACH-000866,0.07738393624289999
ACH-000867,-0.00992572942446
ACH-000869,-0.0651929122342
ACH-000872,0.0756861858491
ACH-000873,-0.0876285361089
ACH-000876,0.00994946385717
ACH-000878,-0.35943935201800004
ACH-000880,-0.26977253248599997
ACH-000881,0.0063297379154
ACH-000882,-0.0682457637506
ACH-000884,0.147727073683
ACH-000885,-0.0009627340438610001
ACH-000887,-0.0707327308071
ACH-000888,-0.028031259427799996
ACH-000889,-0.158824832616
ACH-000890,-0.273135097313
ACH-000896,-0.473622988148
ACH-000898,-0.24711154720400003
ACH-000900,-0.017417701533500002
ACH-000901,-0.034495789742900004
ACH-000905,-0.08597397703130001
ACH-000906,0.10697861887900001
ACH-000907,0.12603994225
ACH-000910,0.07649045997060001
ACH-000911,-0.0994768067
ACH-000912,0.18423134499000002
ACH-000913,-0.09664905966739999
ACH-000915,0.0124045348205
ACH-000916,-0.39512248072899997
ACH-000917,-0.183009456821
ACH-000921,-0.115501016746
ACH-000924,-0.09088677630480001
ACH-000926,-0.0955151852496
ACH-000928,0.0649014207595
ACH-000929,-0.0816824339072
ACH-000932,0.0754775742314
ACH-000935,-0.0285566695456
ACH-000936,-0.1933456094
ACH-000937,-0.118387745909
ACH-000938,-0.516046743111
ACH-000939,-0.0889940234201
ACH-000941,0.020107264193400004
ACH-000943,-0.058729771050000004
ACH-000946,-0.013097964064200001
ACH-000947,-0.0223104306518
ACH-000948,-0.0470455712466
ACH-000950,-0.343001568531
ACH-000953,0.051713315710899994
ACH-000957,-0.260895712816
ACH-000958,-0.341145910703
ACH-000960,-0.12490466265599999
ACH-000963,0.00776030647246
ACH-000968,-0.252740386032
ACH-000969,-0.147707857429
ACH-000973,-0.0031001078484799998
ACH-000974,-0.161048280471
ACH-000975,-0.07455197481510001
ACH-000976,-0.09102525906989999
ACH-000978,-0.10241498716700001
ACH-000980,-0.106193301086
ACH-000984,-0.102705874462
ACH-000986,-0.392495608562
ACH-000988,-0.128763963937
ACH-000993,-0.09318953870439999
ACH-000994,-0.45202965536000006
ACH-000996,0.037354224519500004
ACH-001001,0.0169744850186
ACH-001020,-0.370005569391
ACH-001028,-0.106350656214
ACH-001031,-0.0798405196566
ACH-001038,-0.148123720158
ACH-001048,-0.187082726563
ACH-001050,-0.0661341876468
ACH-001053,0.0023422312253800004
ACH-001054,0.09447926772019999
ACH-001061,-0.09293116661139998
ACH-001067,0.00831107536257
ACH-001075,-0.0358393094532
ACH-001096,0.032192463437799995
ACH-001128,0.239976655814
ACH-001134,-0.08982033121889998
ACH-001151,-0.182132245281
ACH-001163,-0.111736115588
ACH-001164,-0.0330373650505
ACH-001173,-0.140858209331
ACH-001183,-0.050925582229199996
ACH-001184,-0.107961521934
ACH-001190,-0.120010138725
ACH-001192,0.0256079650287
ACH-001193,-0.24440216619000002
ACH-001196,-0.073081476883
ACH-001197,-0.031221749703900004
ACH-001205,-0.0183827692037
ACH-001211,-0.214759948701
ACH-001212,0.0325599821263
ACH-001228,0.0709201805514
ACH-001232,-0.116028741977
ACH-001239,0.051735209777199996
ACH-001274,-0.126436653201
ACH-001275,0.0613407313527
ACH-001277,-0.16191557418
ACH-001278,-0.178125317359
ACH-001280,0.242526577151
ACH-001283,-0.123374293015
ACH-001289,-0.00150379979897
ACH-001295,0.0328162256546
ACH-001300,-0.0506939368119
ACH-001301,-0.0400161471498
ACH-001302,-0.120642561087
ACH-001303,0.087285944342
ACH-001306,-0.0873354255886
ACH-001318,-0.0912138123594
ACH-001322,-0.10450013653899999
ACH-001328,-0.131117339286
ACH-001332,-0.086198834779
ACH-001333,-0.242263600771
ACH-001336,-0.131700379113
ACH-001340,-0.10061273300899999
ACH-001346,-0.188193805308
ACH-001353,-0.125367189973
ACH-001354,-0.0624383580954
ACH-001367,-0.0462810028175
ACH-001368,-0.09808118965
ACH-001374,-0.0391051142486
ACH-001375,-0.103961165431
ACH-001377,0.03671709090459999
ACH-001380,0.0275849239261
ACH-001391,-0.06387465975829999
ACH-001407,-0.287596567679
ACH-001408,-0.04580398590509999
ACH-001413,-0.373098546739
ACH-001430,0.028474749752099997
ACH-001431,0.000521498566818
ACH-001450,-0.294681863403
ACH-001496,-0.18919824694899998
ACH-001500,-0.10492608299799999
ACH-001521,-0.15435762834300001
ACH-001523,-0.0676786424412
ACH-001532,0.04024225624469999
ACH-001536,-0.08791686787860001
ACH-001550,-0.126902088306
ACH-001552,-0.0952264546204
ACH-001554,0.0225826917155
ACH-001645,0.024213247649400003
ACH-001654,0.047070648580099995
ACH-001715,0.000441822230145
ACH-001735,-0.09761084605350001
ACH-001736,-0.167861304113
ACH-001737,-0.308302880425
ACH-001740,-0.028323646714400002
ACH-001745,0.103582355561
ACH-001750,0.006065272109920001
ACH-001765,-0.011216062546899998
ACH-001956,-0.12432224567500001
ACH-001957,-0.10456043723200001
