,UBQLN4 (56893)
ACH-000004,-0.7795930161769999
ACH-000007,-0.8058855601530001
ACH-000009,-0.932661778002
ACH-000011,-0.638092503423
ACH-000012,-0.668121898591
ACH-000013,-0.617487335836
ACH-000014,-0.576398264745
ACH-000015,-0.5979908592700001
ACH-000017,-0.412080185754
ACH-000018,-0.658196041048
ACH-000019,-0.367414167305
ACH-000021,-0.656959834655
ACH-000022,-0.586433483412
ACH-000025,-0.6726395044490001
ACH-000028,-0.5438015754309999
ACH-000030,-0.589063752587
ACH-000035,-0.6287509974100001
ACH-000036,-0.435788278878
ACH-000037,-0.7170474749510001
ACH-000039,-0.8532672295460001
ACH-000040,-0.5942745592890001
ACH-000041,-0.5632735368289999
ACH-000042,-0.609903452529
ACH-000045,-0.597181572163
ACH-000047,-0.506883962581
ACH-000052,-0.623457326528
ACH-000053,-0.640049727226
ACH-000054,-0.69784751881
ACH-000055,-0.95255440331
ACH-000060,-0.505704858541
ACH-000067,-0.5124921085540001
ACH-000070,-0.58080816532
ACH-000075,-0.470216235659
ACH-000078,-0.7816622888529999
ACH-000082,-0.44859935604999995
ACH-000085,-0.624596129402
ACH-000086,-0.758047620992
ACH-000087,-0.453044915004
ACH-000092,-0.644054861054
ACH-000095,-0.667247972073
ACH-000097,-0.633762927082
ACH-000098,-0.559668539025
ACH-000099,-0.600657023618
ACH-000108,-0.726810874808
ACH-000113,-0.434977903111
ACH-000115,-0.5303030449639999
ACH-000116,-0.7755899320649999
ACH-000118,-0.5668692203869999
ACH-000120,-0.6417815873430001
ACH-000123,-0.478287462205
ACH-000127,-0.707689829219
ACH-000128,-0.45000314152500004
ACH-000132,-0.5333095524170001
ACH-000133,-0.63853334915
ACH-000137,-0.67218802973
ACH-000138,-0.748021979647
ACH-000142,-0.692607101413
ACH-000143,-0.577599945365
ACH-000146,-0.474007675145
ACH-000148,-0.625820555131
ACH-000150,-0.7661933816750001
ACH-000152,-0.598226440537
ACH-000153,-0.424553867745
ACH-000159,-0.613111409706
ACH-000160,-0.555203459845
ACH-000163,-0.768251585088
ACH-000167,-0.332386484255
ACH-000168,-0.646269179111
ACH-000169,-0.5644342104010001
ACH-000178,-0.512790628831
ACH-000182,-0.7004081482969999
ACH-000183,-0.5356629521549999
ACH-000188,-0.6020922560899999
ACH-000189,-0.744521507905
ACH-000190,-0.560885926753
ACH-000198,-0.515101368224
ACH-000204,-0.841305842484
ACH-000206,-0.167817520413
ACH-000207,-0.6654803205259999
ACH-000211,-0.622411100755
ACH-000215,-0.6790108798350001
ACH-000221,-0.575063996225
ACH-000222,-0.9111740914
ACH-000223,-0.6119719628270001
ACH-000226,-0.346616022985
ACH-000227,-0.550190227017
ACH-000228,-0.688160340919
ACH-000231,-0.5166348500810001
ACH-000232,-0.506536580462
ACH-000233,-0.610154945669
ACH-000234,-0.6786520464069999
ACH-000235,-0.7162412741869999
ACH-000237,-0.505079221498
ACH-000238,-0.336386512828
ACH-000243,-0.516669827372
ACH-000244,-0.565609267562
ACH-000246,-0.541046094534
ACH-000248,-0.62670447653
ACH-000250,-0.42079682506899996
ACH-000251,-0.675248035973
ACH-000253,-0.40214142804700004
ACH-000255,-0.665972010766
ACH-000256,-0.44572545631399996
ACH-000257,-0.516494958638
ACH-000258,-0.664529185595
ACH-000259,-0.830108678975
ACH-000260,-0.5653853940770001
ACH-000261,-0.437276900354
ACH-000262,-0.543020571988
ACH-000263,-0.494905959307
ACH-000264,-0.590264807541
ACH-000265,-0.6350395389760001
ACH-000266,-0.603366075061
ACH-000272,-0.678753949329
ACH-000273,-0.725261916276
ACH-000274,-0.508226955348
ACH-000277,-0.36414857549
ACH-000278,-0.514445078249
ACH-000279,-0.578881419952
ACH-000280,-0.726586789706
ACH-000281,-0.565780238355
ACH-000288,-0.719000088634
ACH-000291,-0.411864303518
ACH-000293,-0.632535942081
ACH-000294,-0.43212501615800003
ACH-000295,-0.193335725335
ACH-000296,-0.6267342218
ACH-000302,-0.505886444387
ACH-000304,-0.514382892048
ACH-000307,-0.705750640744
ACH-000308,-0.5324447024
ACH-000310,-0.672927308366
ACH-000311,-0.77175732777
ACH-000312,-0.672006052772
ACH-000315,-0.7360604647490001
ACH-000316,-0.47780908205600003
ACH-000317,-0.735964581244
