,CLEC18B (497190)
ACH-000004,-0.304720443984
ACH-000007,-0.23314418184500002
ACH-000009,-0.185974768948
ACH-000011,-0.279418838803
ACH-000012,-0.39191546547
ACH-000013,-0.326577359797
ACH-000014,-0.466061914588
ACH-000015,-0.0599354872693
ACH-000017,-0.48398802787600004
ACH-000018,-0.44070296352899996
ACH-000019,-0.169849205051
ACH-000021,-0.29645451020999997
ACH-000022,-0.05280787674819999
ACH-000025,-0.23156393773400002
ACH-000028,-0.09615075901879999
ACH-000030,-0.20146985963199998
ACH-000035,-0.183270718883
ACH-000036,-0.345231325445
ACH-000037,-0.46052676393799996
ACH-000039,-0.194672316569
ACH-000040,-0.276477355909
ACH-000041,-0.00176260461775
ACH-000042,-0.272514422954
ACH-000045,-0.42019127195100003
ACH-000047,-0.221463399067
ACH-000052,-0.319101727779
ACH-000053,-0.21931585825999997
ACH-000054,-0.296768109005
ACH-000055,-0.0528218527878
ACH-000060,-0.101240112847
ACH-000067,-0.259933260149
ACH-000070,-0.283063897148
ACH-000075,-0.24211746069099999
ACH-000078,-0.40422570923
ACH-000082,-0.130287204042
ACH-000085,-0.183017296056
ACH-000086,-0.397940763286
ACH-000087,-0.0944343207522
ACH-000092,-0.21915837701
ACH-000095,-0.530225422191
ACH-000097,-0.376259770481
ACH-000098,-0.45712718759
ACH-000099,-0.352854726473
ACH-000108,-0.38753029081
ACH-000113,-0.377552087426
ACH-000115,-0.290454260376
ACH-000116,0.005037116370109999
ACH-000118,-0.165319889158
ACH-000120,-0.34772144717799996
ACH-000123,-0.231399400572
ACH-000127,-0.267978755529
ACH-000128,-0.249069867483
ACH-000132,-0.619906568776
ACH-000133,-0.273628284675
ACH-000137,-0.273538858402
ACH-000138,-0.33026548073600004
ACH-000142,-0.245085046389
ACH-000143,-0.171102399191
ACH-000146,-0.36490411842
ACH-000148,-0.339814736088
ACH-000150,-0.118427829561
ACH-000152,-0.30541096112599997
ACH-000153,-0.22111816146299998
ACH-000159,-0.220330266597
ACH-000160,-0.12794583572999998
ACH-000163,-0.279665070743
ACH-000167,-0.65518320598
ACH-000168,-0.167826049439
ACH-000169,-0.291397328693
ACH-000178,-0.343335031244
ACH-000182,-0.2236626011
ACH-000183,-0.226596932009
ACH-000188,-0.14447231505000002
ACH-000189,0.19502673413600002
ACH-000190,-0.171794458888
ACH-000198,-0.405338776542
ACH-000204,-0.35505067608
ACH-000206,-0.132821440232
ACH-000207,-0.387071657557
ACH-000211,-0.302577255767
ACH-000215,-0.266225246635
ACH-000221,-0.338203530226
ACH-000222,-0.104794115601
ACH-000223,-0.29703995448000003
ACH-000226,-0.20905019838599997
ACH-000227,-0.547369913729
ACH-000228,-0.336993543669
ACH-000231,-0.197122880854
ACH-000232,-0.389122844645
ACH-000233,-0.5934141081700001
ACH-000234,-0.21363806640299998
ACH-000235,-0.25789041660100004
ACH-000237,-0.35194869608
ACH-000238,-0.22209867963799998
ACH-000243,-0.27146858761
ACH-000244,-0.11321371924799999
ACH-000246,-0.115541323882
ACH-000248,-0.228456578754
ACH-000250,-0.27108906862
ACH-000251,0.0878383699168
ACH-000253,-0.387595168587
ACH-000255,-0.0756891484942
ACH-000256,-0.337701356806
ACH-000257,0.01012624996
