,PLAGL2 (5326)
ACH-000004,-0.826836430063
ACH-000007,-0.12043101428099999
ACH-000009,-0.867904783142
ACH-000011,-0.216233940466
ACH-000012,-0.207691880691
ACH-000013,-0.252640353329
ACH-000014,-0.400758157096
ACH-000015,-0.309159007015
ACH-000017,-0.08552283521510001
ACH-000018,-0.500817517048
ACH-000019,-0.155929990905
ACH-000021,-0.200916925635
ACH-000022,-0.155162081119
ACH-000025,-0.0944204954108
ACH-000028,-0.303467203588
ACH-000030,-0.311344554623
ACH-000035,-0.11246694601900001
ACH-000036,-0.11704407397399999
ACH-000037,-0.132031413416
ACH-000039,-0.400278770913
ACH-000040,-0.32553099374
ACH-000041,-0.191821855612
ACH-000042,-0.6024283956600001
ACH-000045,-0.35819756629
ACH-000047,-0.384866142251
ACH-000052,-0.20600487721799998
ACH-000053,-0.230870544089
ACH-000054,-0.198058221043
ACH-000055,-0.361280077237
ACH-000060,-0.289847307514
ACH-000067,-0.0543625255172
ACH-000070,-0.195366703772
ACH-000075,-0.308894276197
ACH-000078,-0.29332551123000006
ACH-000082,-0.308776076964
ACH-000085,-0.171278245504
ACH-000086,-0.218329626763
ACH-000087,-0.0806360891493
ACH-000092,-0.249620470113
ACH-000095,-0.08376985851680001
ACH-000097,-0.234005956833
ACH-000098,0.0304689478992
ACH-000099,-0.32477536679499996
ACH-000108,-0.434047374176
ACH-000113,-0.673037629067
ACH-000115,-0.569823302894
ACH-000116,-0.590079485933
ACH-000118,-0.021946595746400004
ACH-000120,-0.35508549411300006
ACH-000123,-0.259541286415
ACH-000127,-0.17523386502500002
ACH-000128,-0.25863079772799996
ACH-000132,-0.0615641460888
ACH-000133,-0.23985983705299999
ACH-000137,-0.314909440719
ACH-000138,-0.310101734734
ACH-000142,-0.209029293763
ACH-000143,-0.354856419623
ACH-000146,-0.371968185348
ACH-000148,-0.181365173633
ACH-000150,-0.07723812241519999
ACH-000152,-0.126939499941
ACH-000153,-0.399524035268
ACH-000159,-0.28347881963599997
ACH-000160,-0.193261044914
ACH-000163,-0.310987771642
ACH-000167,-0.298915148852
ACH-000168,0.0060580009332
ACH-000169,-0.306456910503
ACH-000178,-0.134404525359
ACH-000182,-0.385488939938
ACH-000183,-0.184004460288
ACH-000188,-0.08604198244830001
ACH-000189,-0.27086137948899996
ACH-000190,-0.301380716933
ACH-000198,-0.5832941830839999
ACH-000204,-0.404984352913
ACH-000206,-0.407541627205
ACH-000207,-0.11091334624600001
ACH-000211,-0.189020926552
ACH-000215,-0.24091526189100002
ACH-000221,-0.29224627573199996
ACH-000222,-0.42101042205300004
ACH-000223,-0.162903181271
ACH-000226,-0.297367678433
ACH-000227,-0.343903988447
ACH-000228,-0.0156012673565
ACH-000231,-0.300559303331
ACH-000232,-0.206379034854
ACH-000233,-0.12901604455399998
ACH-000234,-0.438059052817
ACH-000235,-0.30186772516399996
ACH-000237,-0.0161346800813
ACH-000238,-0.0928809091448
ACH-000243,-0.333166629537
