,CACNA1I (8911)
ACH-000368,-0.0355580954846
ACH-000374,0.0652125573161
ACH-000375,0.115457572149
ACH-000376,-0.149901653425
ACH-000381,-0.30885329855300003
ACH-000383,-0.0876212584394
ACH-000387,-0.07746120853749999
ACH-000389,-0.009532901538959998
ACH-000390,0.0870625828255
ACH-000393,-0.08796291515419999
ACH-000395,0.010748436494
ACH-000397,-0.130697961113
ACH-000401,-0.10697930862400001
ACH-000402,0.0035446349087399995
ACH-000403,-0.0163616540445
ACH-000404,-0.133080630372
ACH-000406,-0.0941352070827
ACH-000407,-0.148705823498
ACH-000408,0.0508592209674
ACH-000410,0.08101319839030001
ACH-000411,-0.012989054445899999
ACH-000414,-0.12619705611999998
ACH-000415,0.08736442938930002
ACH-000416,-0.08847407616219999
ACH-000420,-0.10713722301
ACH-000421,-0.128611394455
ACH-000424,-0.09961868903010002
ACH-000425,-0.350109104462
ACH-000426,0.06881316216689999
ACH-000427,0.0113083340635
ACH-000433,-0.005376350535620001
ACH-000436,0.164898960731
ACH-000444,-0.07591966728619999
ACH-000445,-0.120531142573
ACH-000448,-0.0357489349798
ACH-000450,-0.0040391272678
ACH-000452,-0.041535833764999995
ACH-000454,-0.0037376297395800002
ACH-000458,-0.164613170727
ACH-000459,-0.07004910815519999
ACH-000460,-0.10896238112199999
ACH-000461,-0.0570124126965
ACH-000463,-0.12236075512399999
ACH-000464,-0.446045073038
ACH-000466,-0.0843828678445
ACH-000467,-0.209739767182
ACH-000468,-0.0533453984781
ACH-000469,-0.205276785737
ACH-000470,-0.242957425819
ACH-000471,-0.10524835739
ACH-000472,-0.17867917778200001
ACH-000473,-0.0277127379094
ACH-000475,-0.020846854259
ACH-000476,0.157462109715
ACH-000477,-0.013239277968999999
ACH-000480,-0.13705082106
ACH-000481,0.0208115348205
ACH-000483,-0.226887199126
ACH-000484,-0.06377304014719999
ACH-000485,-0.032575208689200004
ACH-000486,-0.049581899365
ACH-000487,-0.00440062309469
ACH-000488,-0.0690387747271
ACH-000490,0.007172723145569999
ACH-000491,-0.0524831487417
ACH-000495,-0.00676812819588
ACH-000496,-0.051949375675099996
ACH-000499,-0.20174970782499999
ACH-000500,0.5043038114339999
ACH-000502,-0.141270601179
ACH-000503,0.0948716246678
ACH-000505,-0.08670616456790001
ACH-000507,-0.21286258911699998
ACH-000510,-0.0549529745959
ACH-000511,-0.151797835804
ACH-000512,-0.152948027277
ACH-000516,-0.322840977238
ACH-000517,-0.00578310835454
ACH-000518,0.0628279144609
ACH-000520,-0.0481461850519
ACH-000521,0.025702848673400003
ACH-000522,0.24714283666200001
ACH-000524,-0.0985458079935
ACH-000527,-0.20597038257
ACH-000528,-0.14627373627499998
ACH-000537,0.00264928988588
ACH-000541,-0.20984269387899998
ACH-000542,-0.0834492418039
ACH-000544,0.03747369601830001
ACH-000545,0.0074654933400000005
ACH-000547,-0.273777675385
ACH-000548,0.038384197036199996
ACH-000549,-0.0269783671162
ACH-000550,0.0296641461118
ACH-000552,0.0100453669356
ACH-000556,-0.0462613660614
ACH-000557,-0.128478746288
ACH-000570,-0.247187650603
ACH-000571,-0.0781527073316
ACH-000573,-0.0831321360468
ACH-000576,-0.138883512559
ACH-000580,-0.0472759977793
ACH-000584,-0.19124902548
ACH-000585,0.15274644089000003
ACH-000588,0.0257148309548
ACH-000589,-0.16990410096
ACH-000591,-0.005211306287510001
ACH-000593,0.0468706569516
ACH-000600,-3.9742873381999995e-05
ACH-000601,-0.0683522601807
ACH-000604,-0.19785566941
ACH-000605,-0.105923482081
ACH-000606,0.0601764382835
ACH-000608,-0.0814592406521
ACH-000614,-0.109106552345
ACH-000616,-0.073097231541
ACH-000618,-0.153268318624
ACH-000619,0.06945783950680001
ACH-000620,-0.16913950551600002
ACH-000621,-0.10079341304
ACH-000622,-0.151116234599
ACH-000623,-0.163637991361
ACH-000624,-0.0951854309372
ACH-000627,-0.106738927163
ACH-000630,-0.0607059408102
ACH-000632,-0.0943804308371
ACH-000633,-0.0482042259355
ACH-000637,-0.197114994211
ACH-000638,-0.0704219930472
ACH-000646,-0.195508579353
ACH-000647,-0.102853256178
ACH-000648,-0.17462353471
ACH-000649,-0.00130638256098
ACH-000651,-0.161453272438
ACH-000652,0.133592013802
ACH-000653,0.0984959135622
ACH-000657,0.0397181860338
ACH-000658,-0.05000117291259999
ACH-000661,0.166020511827
ACH-000662,0.280621293224
ACH-000663,-0.142770523783
ACH-000665,-0.170178457809
ACH-000671,-0.13126016794099998
ACH-000673,-0.19546976285300002
ACH-000676,0.050692744069600004
ACH-000677,-0.09808442317780001
ACH-000681,-0.17363875725000003
ACH-000682,-0.117001419089
ACH-000683,1.33242333563e-05
ACH-000684,0.115627424541
ACH-000688,0.117156045274
ACH-000693,-0.145259326422
ACH-000694,-0.14176008428300002
ACH-000695,0.0970533068368
ACH-000696,-0.0779297577139
ACH-000697,0.104963684604
ACH-000699,-0.0878290071059
ACH-000701,-0.07871166168060001
ACH-000706,-0.051694228513000005
ACH-000711,-0.11069118694499999
ACH-000713,0.08648181560180002
ACH-000714,-0.14106167051100002
ACH-000718,0.11626302954600001
ACH-000720,-0.0741446077394
ACH-000721,-0.032898867199900005
ACH-000724,0.127339542087
ACH-000725,-0.0577064107806
ACH-000732,0.137409818184
ACH-000734,-0.07213621184119999
ACH-000735,0.018417862836
ACH-000736,0.0246374174628
ACH-000738,0.0135176281392
ACH-000746,-0.310502695953
ACH-000747,-0.134818442879
ACH-000748,-0.234914013849
ACH-000753,-0.0406157148349
ACH-000756,-0.0847294539704
ACH-000757,-0.323041253638
ACH-000758,-0.0266565689304
ACH-000760,-0.180889283059
ACH-000763,-0.270604461508
ACH-000764,0.0396518197185
ACH-000765,0.10764217641799999
ACH-000766,-0.09329002978810001
ACH-000767,-0.0396088569916
ACH-000768,-0.17185131405999998
ACH-000769,-0.156266794321
ACH-000770,-0.09915583452929999
ACH-000771,-0.10808553373299999
ACH-000773,-0.0844101585594
ACH-000776,-0.0061019284959399995
ACH-000777,-0.0907851152943
ACH-000778,-0.0724451090927
ACH-000781,-0.166225315903
ACH-000782,-0.0655584045083
ACH-000783,0.0135764430107
ACH-000784,-0.061250829134099995
ACH-000785,-0.037394995776
ACH-000787,-0.143030329376
ACH-000788,-0.091103652357
ACH-000791,-0.26820369617400003
ACH-000792,0.115463343513
ACH-000794,0.00938199148707
ACH-000796,-0.00678317436288
ACH-000799,0.009177840104790001
ACH-000800,-0.0501314911438
ACH-000802,0.0761644143576
ACH-000804,-0.09784922928680001
ACH-000805,-0.232725801536
ACH-000809,-0.130413947232
ACH-000810,-0.0906300465365
ACH-000811,-0.0244803601769
ACH-000817,-0.0841959374677
ACH-000819,-0.00565102247012
ACH-000820,-0.274350129014
ACH-000821,-0.17292417723
ACH-000822,4.33271358206e-05
ACH-000823,-0.039231118716000005
ACH-000824,-0.030469395699400003
ACH-000827,-0.044800666048999994
ACH-000829,-0.0430104329715
ACH-000831,-0.149962300573
ACH-000832,-0.0670775593845
ACH-000833,-0.08074988146869999
ACH-000834,0.029006858971799998
ACH-000835,-0.159787435232
ACH-000836,-0.0783137677284
ACH-000837,-0.0977864835063
ACH-000838,-0.0484703846485
ACH-000839,-0.041306415628699994
ACH-000840,0.020541420708
ACH-000841,-0.13061652530099999
ACH-000843,0.0297218538077
ACH-000846,-0.166994537218
ACH-000847,0.175231282736
ACH-000848,-0.0861790165979
ACH-000849,-0.0704275406228
ACH-000851,0.048201310967699994
ACH-000855,-0.386647735454
ACH-000856,-0.114292430617
ACH-000858,-0.0644284116138
ACH-000859,-0.204098608603
ACH-000861,0.16860123400899998
ACH-000862,-0.136825958402
ACH-000865,-0.08822411660070001
ACH-000866,0.064898878481
ACH-000867,-0.0783981320738
ACH-000869,-0.027796194202900002
ACH-000872,-0.042466636475099996
ACH-000873,0.0285190031951
ACH-000876,-0.0264573696863
ACH-000878,-0.09157973411699999
ACH-000880,-0.0213582718493
ACH-000881,-0.121110891019
ACH-000882,-0.111123708486
ACH-000884,-0.234140451202
ACH-000885,0.0444924416776
ACH-000887,0.0261249185408
ACH-000888,0.06633844037639999
ACH-000889,-0.036519562848900004
ACH-000890,-0.59302038808
ACH-000896,-0.0650082729129
ACH-000898,0.10755717934900001
ACH-000900,-0.20092532806699998
ACH-000901,-0.09183046982160001
ACH-000905,-0.0567355873018
ACH-000906,0.0108563876345
ACH-000907,-0.175769788029
ACH-000910,-0.11420743124600001
ACH-000911,-0.0391297735024
ACH-000912,-0.023017502120599997
ACH-000913,-0.0223900660242
ACH-000915,0.22478587094099997
ACH-000916,0.146023142057
ACH-000917,-0.09895214254660001
ACH-000921,-0.11145587873400001
ACH-000924,-0.154753034876
ACH-000926,-0.0286735858966
ACH-000928,-0.363118305678
ACH-000929,-0.05187763670559999
ACH-000932,-0.155289728278
ACH-000935,-0.313687058753
ACH-000936,0.037333364918199996
ACH-000937,-0.121007000661
ACH-000938,0.0266010347321
ACH-000939,-0.0469655430639
ACH-000941,-0.0309152523335
ACH-000943,-0.004305692086529999
ACH-000946,0.055618420048900004
ACH-000947,-0.160821304841
ACH-000948,-0.008309544804720001
ACH-000950,-0.14550886374299998
ACH-000953,-0.037370537231699995
ACH-000957,-0.027934094629900003
ACH-000958,-0.14419179017699998
ACH-000960,-0.0991652968932
ACH-000963,-0.266067479597
ACH-000968,-0.243748104796
ACH-000969,-0.0225955107083
ACH-000973,-0.00586425687806
ACH-000974,-0.0330116856789
ACH-000975,-0.00273539908056
ACH-000976,-0.0170771501607
ACH-000978,0.0402207360492
ACH-000980,-0.13473831514
ACH-000984,0.0149901869235
ACH-000986,-0.078092237679
ACH-000988,-0.340829999877
ACH-000993,-0.188380783517
ACH-000994,-0.36834920458400006
ACH-000996,-0.246257422056
ACH-001001,-0.09819343059699999
ACH-001020,-0.061543679681199996
ACH-001028,-0.0795165171747
ACH-001031,-0.025913033363099996
ACH-001038,-0.143420423031
ACH-001048,-0.14671503127399999
ACH-001050,-0.09175715550110002
ACH-001053,0.0776148967046
ACH-001054,0.0534368606422
ACH-001061,0.0165942086229
ACH-001067,-0.1495411639
ACH-001075,0.135922395427
ACH-001096,-0.10408678275800001
ACH-001128,-0.0549811765434
ACH-001134,-0.15279877573200001
ACH-001151,-0.012464415950899999
ACH-001163,-0.114153548136
ACH-001164,-0.24741026073800002
ACH-001173,-0.0261795152012
ACH-001183,-0.0349130210556
ACH-001184,-0.14506492300899998
ACH-001190,-0.426219056902
ACH-001192,-0.0785375091018
ACH-001193,0.160921400168
ACH-001196,-0.0493531259624
ACH-001197,-0.113624420306
ACH-001205,0.0690989848594
ACH-001211,-0.0585026578285
ACH-001212,-0.39913677192599994
ACH-001228,-0.10077432772600001
ACH-001232,-0.037849988266199994
ACH-001239,-0.239115493756
ACH-001274,0.0414910316131
ACH-001275,0.0940114528878
ACH-001277,-0.239417956083
ACH-001278,-0.08202590875469999
ACH-001280,-0.036763220235800004
ACH-001283,-0.0272968297475
ACH-001289,-0.0730922278169
ACH-001295,-0.040277370763199996
ACH-001300,-0.149164088265
ACH-001301,-0.0894926322045
ACH-001302,-0.39425301530400003
ACH-001303,-0.190575304423
ACH-001306,-0.128563264596
ACH-001318,-0.08035803846549999
ACH-001322,-0.23517916868900002
ACH-001328,-0.203593766088
ACH-001332,-0.288500222544
ACH-001333,0.028761480539099996
ACH-001336,0.022400216299
ACH-001340,0.0389728804912
ACH-001346,-0.22059425091600002
ACH-001353,-0.106073076462
ACH-001354,-0.034513770910699994
ACH-001367,-0.18031839059799998
ACH-001368,-0.036791743106300005
ACH-001374,0.0166671769172
ACH-001375,-0.160444679716
ACH-001377,-0.120671028069
ACH-001380,0.0295236161761
ACH-001391,-0.016656515416000002
ACH-001407,-0.200778464292
ACH-001408,-0.151845510649
ACH-001413,-0.0494805999694
ACH-001430,0.24006942868099998
ACH-001431,-0.0746366166454
ACH-001450,-0.24150524285
ACH-001496,-0.0586568599044
ACH-001500,-0.0696959347184
ACH-001521,-0.253935618563
ACH-001523,0.10737599839800001
ACH-001532,-0.0660912898294
ACH-001536,0.22310137911999997
ACH-001550,-0.114091042193
ACH-001552,-0.15865101164999998
ACH-001554,-0.059431018536
ACH-001645,-0.22251441792100002
ACH-001654,-0.112785252343
ACH-001715,-0.379757302987
ACH-001735,-0.00174811919204
ACH-001736,-0.0417954650676
ACH-001737,-0.232341611711
ACH-001740,0.0287661095542
ACH-001745,-0.05141760070169999
ACH-001750,-0.0745056493047
ACH-001765,-0.149424817073
ACH-001956,0.00315424260476
ACH-001957,0.0758932229325
