,GTF2F2 (2963)
ACH-000004,-0.853771350782
ACH-000007,-0.217342456952
ACH-000009,-0.596471708113
ACH-000011,-0.714484576011
ACH-000012,-0.7559695931039999
ACH-000013,-0.777682105348
ACH-000014,-0.9015333354839999
ACH-000015,-0.9513412316650001
ACH-000017,-0.735051469461
ACH-000018,-0.20570254569600002
ACH-000019,-0.502785743254
ACH-000021,-0.835770673756
ACH-000022,-0.7894648657860001
ACH-000025,-0.538673727414
ACH-000028,-0.7535667455830001
ACH-000030,-0.6720914602470001
ACH-000035,-1.18266982049
ACH-000036,-0.688208637301
ACH-000037,-1.28114496572
ACH-000039,-0.6516518268289999
ACH-000040,-0.6927132441230001
ACH-000041,-0.9295572195999999
ACH-000042,-0.897493424807
ACH-000045,-0.978282923383
ACH-000047,-0.471690780121
ACH-000052,-0.699905130587
ACH-000053,-0.659387293512
ACH-000054,-0.8860923720080001
ACH-000055,-0.450997328037
ACH-000060,-0.964080808093
ACH-000067,-0.655667053936
ACH-000070,-0.677553636355
ACH-000075,-0.8662861961130001
ACH-000078,-0.6828731539480001
ACH-000082,-0.8314291421259999
ACH-000085,-0.750545552496
ACH-000086,-0.827184064091
ACH-000087,-1.29985704159
ACH-000092,-0.5763012865789999
ACH-000095,-0.96073475927
ACH-000097,-0.767142759313
ACH-000098,-0.9119627591949999
ACH-000099,-0.8541456414599999
ACH-000108,-0.693129881163
ACH-000113,-0.7456726022619999
ACH-000115,-0.863330038175
ACH-000116,-0.7893579702850001
ACH-000118,-0.7022464137279999
ACH-000120,-0.869272754444
ACH-000123,-0.907959417283
ACH-000127,-0.8736885082170001
ACH-000128,-0.724820981843
ACH-000132,-0.634578394571
ACH-000133,-0.9070153322799999
ACH-000137,-0.792477161036
ACH-000138,-0.926548698242
ACH-000142,-1.0137907879899999
ACH-000143,-1.0780754965100001
ACH-000146,-0.984655586709
ACH-000148,-1.02293184247
ACH-000150,-0.7957539388249999
ACH-000152,-0.502099553152
ACH-000153,-0.7587161220280001
ACH-000159,-0.843031172812
ACH-000160,0.0898663188123
ACH-000163,-0.763847232378
ACH-000167,-0.37076179526
ACH-000168,-0.9059538520899999
ACH-000169,-0.8901623056460001
ACH-000178,-0.788979679992
ACH-000182,-0.8544030681550001
ACH-000183,-0.909531878603
ACH-000188,-0.710434226187
ACH-000189,-0.59208707367
ACH-000190,-0.014329725718100001
ACH-000198,-0.849291478187
ACH-000204,-1.23782215312
ACH-000206,-1.07047731968
ACH-000207,-0.813495102495
ACH-000211,-0.80347949418
ACH-000215,-0.848763787227
