,SERINC4 (619189)
ACH-000004,-0.6700985754300001
ACH-000007,-0.19611467831
ACH-000009,-0.5039285582999999
ACH-000011,-0.49531645598000007
ACH-000012,-0.48998624506899996
ACH-000013,-0.380659125514
ACH-000014,-0.457921687668
ACH-000015,-0.28367440469
ACH-000017,-0.17783892427700002
ACH-000018,-0.25028535133200003
ACH-000019,-0.110992762617
ACH-000021,-0.261301836499
ACH-000022,-0.212541008458
ACH-000025,-0.365098126194
ACH-000028,-0.0499796240293
ACH-000030,-0.45778510326099997
ACH-000035,-0.519103877628
ACH-000036,-0.297371606354
ACH-000037,-0.683430632341
ACH-000039,-0.426808278116
ACH-000040,-0.223694946435
ACH-000041,-0.185256393993
ACH-000042,-0.393751952523
ACH-000045,-0.478863883833
ACH-000047,-0.268102863974
ACH-000052,-0.118550476731
ACH-000053,-0.451032382081
ACH-000054,-0.333279942969
ACH-000055,-0.288638339421
ACH-000060,-0.46735116791599995
ACH-000067,-0.395454439497
ACH-000070,-0.499312535977
ACH-000075,-0.631772136453
ACH-000078,-0.554546689569
ACH-000082,-0.442550923267
ACH-000085,-0.0752164783102
ACH-000086,-0.47833977742
ACH-000087,-0.280878666845
ACH-000092,-0.490054535589
ACH-000095,-0.440627517043
ACH-000097,-0.229170374969
ACH-000098,-0.281955324208
ACH-000099,-0.402054846964
ACH-000108,-0.36560230625100004
ACH-000113,-0.170142961357
ACH-000115,-0.11511173194299999
ACH-000116,-0.268731912056
ACH-000118,-0.3228464806
ACH-000120,-0.49577838404200003
ACH-000123,-0.362260793824
ACH-000127,-0.223155952583
ACH-000128,-0.15879876577
ACH-000132,-0.45105403900799995
ACH-000133,-0.46430848834
ACH-000137,-0.25174418313499997
ACH-000138,-0.261760687225
ACH-000142,-0.271861010932
ACH-000143,-0.39396814682
ACH-000146,-0.449673943243
ACH-000148,-0.19161093110599997
ACH-000150,-0.28096113779
ACH-000152,-0.283701556244
ACH-000153,-0.563266105114
ACH-000159,-0.285623414062
ACH-000160,-0.394211614204
ACH-000163,-0.25339430329999996
ACH-000167,-0.35603080674099996
ACH-000168,-0.520526406269
ACH-000169,-0.486768782708
ACH-000178,-0.41320028556
ACH-000182,-0.289422529248
