,GATS (352954)
ACH-000004,-0.137781193245
ACH-000007,-0.257797586047
ACH-000009,-0.08683775535949999
ACH-000011,-0.30088738458000003
ACH-000012,-0.197367789783
ACH-000013,-0.17947933074900002
ACH-000014,-0.49545262390699996
ACH-000015,-0.07674505992710001
ACH-000017,-0.184883230887
ACH-000018,-0.26086802315200003
ACH-000019,-0.388333444565
ACH-000021,-0.564043340699
ACH-000022,-0.312380386122
ACH-000025,-0.25946943815400003
ACH-000028,-0.345924783002
ACH-000030,-0.133211651503
ACH-000035,-0.419635627892
ACH-000036,-0.419815117372
ACH-000037,-0.28507161247900004
ACH-000039,-0.22403118343000003
ACH-000040,-0.420035412866
ACH-000041,-0.528461824931
ACH-000042,-0.324076760656
ACH-000045,-0.20955759901700002
ACH-000047,-0.441858992675
ACH-000052,-0.18810457609099998
ACH-000053,-0.20716548414
ACH-000054,-0.286678886834
ACH-000055,-0.13030308145800001
ACH-000060,-0.229109338961
ACH-000067,-0.366882255486
ACH-000070,-0.142013069063
ACH-000075,-0.613090994964
ACH-000078,-0.08541534157710001
ACH-000082,-0.054217475763800003
ACH-000085,-0.219895284537
ACH-000086,-0.0584872141171
ACH-000087,-0.35547457216899997
ACH-000092,-0.0609796653871
ACH-000095,-0.239321481002
ACH-000097,-0.17972416761399998
ACH-000098,-0.220066593009
ACH-000099,-0.345650486232
ACH-000108,-0.157085830064
ACH-000113,-0.230683640067
ACH-000115,-0.23956089712200002
ACH-000116,-0.133545585193
ACH-000118,-0.214901806578
ACH-000120,-0.16756393808599998
ACH-000123,-0.274656606776
ACH-000127,-0.46710474228200005
ACH-000128,-0.42412288499399997
ACH-000132,-0.127707076434
ACH-000133,-0.191054997184
ACH-000137,-0.441387557244
ACH-000138,-0.0670047016313
ACH-000142,-0.31776098414299997
ACH-000143,0.0808517765311
ACH-000146,-0.32142104209600003
ACH-000148,-0.273572513646
ACH-000150,-0.22507960951499997
ACH-000152,-0.254334909628
ACH-000153,0.0846392816998
ACH-000159,-0.43002243609800006
ACH-000160,-0.40197124844000004
ACH-000163,-0.438538265999
ACH-000167,-0.542239029274
ACH-000168,-0.24481106197500002
ACH-000169,-0.19551869566
ACH-000178,-0.44341983599600004
ACH-000182,-0.319895132614
ACH-000183,-0.18264116055500002
ACH-000188,-0.257944481872
ACH-000189,-0.393480022624
ACH-000190,-0.228049316078
ACH-000198,-0.322664976694
ACH-000204,-0.014534358476
ACH-000206,-0.31130214739100004
ACH-000207,-0.0118529951933
ACH-000211,-0.364878663469
ACH-000215,-0.37976395524800005
ACH-000221,-0.33788644406499996
ACH-000222,-0.417870684397
ACH-000223,-0.162477834578
ACH-000226,-0.273002182247
ACH-000227,-0.0491781437836
ACH-000228,-0.121067977046
ACH-000231,-0.24561733003800001
ACH-000232,-0.292141067977
ACH-000233,-0.176810226489
ACH-000234,-0.234845898925
ACH-000235,-0.312851089211
ACH-000237,-0.33623341034299997
ACH-000238,-0.294890926475
ACH-000243,-0.252802723484
ACH-000244,-0.281308621446
ACH-000246,-0.408695800559
ACH-000248,-0.26671575312
ACH-000250,-0.12310827176200001
ACH-000251,-0.163326402871
ACH-000253,-0.366554602381
ACH-000255,-0.32423212297299997
ACH-000256,-0.325111998472
ACH-000257,-0.272507606994
ACH-000258,-0.349379301245
ACH-000259,-0.217943115631
ACH-000260,-0.111529784923
ACH-000261,-0.40158820996399996
ACH-000262,-0.17473143976799999
ACH-000263,-0.39059575659900003
ACH-000264,-0.17554621503400003
ACH-000265,-0.157896847009
ACH-000266,-0.35958468524099996
ACH-000272,-0.287170982813
ACH-000273,-0.340069720047
ACH-000274,-0.235886095027
ACH-000277,-0.0720508725983
ACH-000278,-0.329521856124
ACH-000279,-0.048200334230199995
ACH-000280,-0.523037007864
ACH-000281,-0.14463225235899999
ACH-000288,-0.344310444066
ACH-000291,-0.221958704632
ACH-000293,-0.248410985227
ACH-000294,-0.145706413528
ACH-000295,-0.15196774791099998
ACH-000296,-0.189361456182
ACH-000302,-0.287099924826
ACH-000304,0.0101982630577
ACH-000307,-0.229827447307
ACH-000308,-0.09051373161939999
ACH-000310,-0.20138741144900002
ACH-000311,-0.390403805991
ACH-000312,-0.342577043436
ACH-000315,-0.351879037511
ACH-000316,-0.457949316844
ACH-000317,-0.349638116311
ACH-000318,-0.34394196598800003
ACH-000319,-0.201369769324
ACH-000320,-0.464496308389
ACH-000322,-0.298485266309
ACH-000323,-0.249844727274
ACH-000324,-0.317681785475
ACH-000329,-0.10353325244799999
ACH-000330,-0.113179584781
ACH-000331,-0.362335734506
ACH-000332,-0.20755673122999999
ACH-000334,-0.624016371653
ACH-000335,-0.21608298275600002
ACH-000336,-0.47537773931999994
ACH-000337,-0.289002107735
ACH-000339,-0.349733397885
ACH-000341,-0.330777000908
ACH-000348,-0.18358432155
ACH-000350,-0.0028039583618699997
ACH-000352,-0.0199611460243
ACH-000356,0.09025185837069999
ACH-000361,-0.233664785861
ACH-000362,-0.384478009732
ACH-000363,-0.040224341553199996
ACH-000364,-0.335244156539
ACH-000365,-0.483964939085
ACH-000366,-0.163470465043
ACH-000368,-0.34396723529600004
ACH-000374,-0.464868293599
ACH-000375,-0.22718947375
ACH-000376,-0.33224093867
ACH-000381,-0.36654872738399996
ACH-000383,-0.341795691527
ACH-000387,-0.172483654232
ACH-000389,-0.412225053894
ACH-000390,-0.14654981966800001
ACH-000393,-0.31566074143100004
ACH-000395,-0.6683331135689999
ACH-000397,-0.290848812043
ACH-000401,-0.408778375865
ACH-000402,-0.0506312913552
ACH-000403,-0.164988758968
ACH-000404,0.115708182435
ACH-000406,-0.30874453169599997
ACH-000407,-0.415177879308
ACH-000408,-0.386195758956
ACH-000410,-0.166842425616
ACH-000411,-0.12182319913100001
ACH-000414,-0.38561178935199997
ACH-000415,-0.715845673148
ACH-000416,-0.194580284724
ACH-000420,-0.41620207834399997
ACH-000421,-0.190403972167
ACH-000424,-0.118007162531
ACH-000425,-0.462747021599
ACH-000426,-0.0668988219991
ACH-000427,-0.100047443991
ACH-000433,-0.260701749905
ACH-000436,-0.257596715303
ACH-000444,-0.265931773193
ACH-000445,-0.144274671546
ACH-000448,-0.122224263641
ACH-000450,-0.591635297386
ACH-000452,-0.457779418143
ACH-000454,-0.269671946391
ACH-000458,-0.327891446104
ACH-000459,-0.353929739161
ACH-000460,-0.218138611701
ACH-000461,-0.332588264814
