,RRAD (6236)
ACH-000160,-0.271775136906
ACH-000163,-0.183199363037
ACH-000167,-0.22883140625700002
ACH-000168,-0.17889211497699997
ACH-000169,-0.25183161165999995
ACH-000178,-0.348805918325
ACH-000182,-0.047644263574800005
ACH-000183,-0.08321227124689999
ACH-000188,-0.158683369103
ACH-000189,-0.37341430640900003
ACH-000190,-0.110677715518
ACH-000198,-0.24434730993
ACH-000204,-0.480590706771
ACH-000206,-0.32311454343
ACH-000207,-0.150690728959
ACH-000211,-0.332363764685
ACH-000215,-0.32990092818000005
ACH-000221,-0.5228073501100001
ACH-000222,0.127065564857
ACH-000223,-0.0924002751533
ACH-000226,-0.5119665247
ACH-000227,-0.0819606979062
ACH-000228,-0.18149705657499998
ACH-000231,-0.375587553519
ACH-000232,-0.28678965785
ACH-000233,-0.474994289664
ACH-000234,-0.18481068635200001
ACH-000235,-0.263967115495
ACH-000237,-0.252134694536
ACH-000238,-0.464098350254
ACH-000243,-0.113213803825
ACH-000244,-0.710896241292
ACH-000246,-0.36427231690399997
ACH-000248,-0.368156929319
ACH-000250,-0.304263307572
ACH-000251,-0.24959380339899997
ACH-000253,-0.418244377342
ACH-000255,-0.130294304528
ACH-000256,-0.15151034091399998
ACH-000257,-0.440945726319
ACH-000258,-0.131748765482
ACH-000259,-0.151202084151
ACH-000260,-0.307867374169
ACH-000261,-0.286226423489
ACH-000262,-0.312327532132
ACH-000263,0.07900169183889999
ACH-000264,-0.302191811253
ACH-000265,-0.104848149195
ACH-000266,-0.19101477590500002
ACH-000272,-0.17506042998399998
ACH-000273,-0.126894139564
ACH-000274,-0.27510911976
ACH-000277,-0.0504428957407
ACH-000278,-0.21335630789700002
ACH-000279,-0.110720815443
ACH-000280,-0.347793692816
ACH-000281,-0.264873212896
ACH-000288,-0.490820351335
ACH-000291,-0.202415155817
ACH-000293,-0.31644813222
ACH-000294,-0.323177158392
ACH-000295,-0.327750065213
ACH-000296,-0.06417135190449999
ACH-000302,-0.22932916456500002
ACH-000304,-0.531361020419
ACH-000307,-0.20900850482
ACH-000308,-0.263072376829
ACH-000310,-0.46286234603999993
ACH-000311,-0.0780268885112
ACH-000312,-0.109895236157
ACH-000315,-0.395925223774
ACH-000316,-0.43718978582900003
ACH-000317,-0.0011800548382599999
ACH-000318,-0.11948898107599999
ACH-000319,-0.338359868051
ACH-000320,-0.28050599308400004
ACH-000322,-0.7460092616130001
ACH-000323,-0.345551166549
ACH-000324,-0.245921784291
ACH-000329,-0.43593836978399997
ACH-000330,-0.35614479116400005
ACH-000331,-0.308631003288
ACH-000332,-0.138370081468
ACH-000334,-0.18368676935699998
ACH-000335,-0.549067538776
ACH-000336,-0.303423885026
ACH-000337,-0.596659850671
ACH-000339,-0.299986220252
ACH-000341,0.03559868151559999
ACH-000348,-0.467651306851
ACH-000350,-0.359012309805
ACH-000352,-0.48928688234800005
ACH-000356,-0.7628658242919999
ACH-000361,-0.214466560938
ACH-000362,-0.25408354104499997
ACH-000363,-0.265958705768
ACH-000364,-0.27893085926399996
ACH-000365,-0.364268723553
ACH-000366,-0.185312786982
ACH-000368,-0.101614508456
ACH-000374,-0.421415654699
ACH-000375,-0.252700202733
ACH-000376,-0.29542295018000003
ACH-000381,-0.516418286827
ACH-000383,-0.440631716045
ACH-000387,-0.502324203883
ACH-000389,-0.557657556131
ACH-000390,-0.281251747984
ACH-000393,-0.500520039164
ACH-000395,-0.36004653662
ACH-000397,-0.375726584032
ACH-000401,-0.247299257011
ACH-000402,-0.08127765354460001
ACH-000403,-0.24523413649700002
ACH-000404,-0.175265280975
ACH-000406,-0.32219668683499997
ACH-000407,-0.343264310212
ACH-000408,-0.453000133322
ACH-000410,-0.223980525388
ACH-000411,-0.42785924219899996
ACH-000414,-0.195858846237
ACH-000415,-0.21401603832000002
ACH-000416,-0.504744234687
ACH-000420,-0.347387213833
ACH-000421,-0.193545880565
ACH-000424,-0.0331773418716
ACH-000425,-0.503207740922
ACH-000426,-0.559915032368
ACH-000427,-0.45607220678599997
ACH-000433,-0.45958591010300004
ACH-000436,-0.288931414324
ACH-000444,-0.258247437227
ACH-000445,-0.21388866158
ACH-000448,-0.250348273829
ACH-000450,-0.482283112883
ACH-000452,-0.34624867863000003
ACH-000454,-0.551955421931
ACH-000458,-0.618261401033
ACH-000459,-0.36591174431699997
ACH-000460,-0.22644410281
ACH-000461,-0.243859677558
ACH-000463,-0.25958434834399996
ACH-000464,-0.585880915087
ACH-000466,-0.35952431233800003
ACH-000467,-0.452798920825
ACH-000468,-0.282709617619
ACH-000469,-0.45118439727700005
ACH-000470,-0.44830652640100005
ACH-000471,-0.336323950607
ACH-000472,-0.24043859124000003
ACH-000473,-0.265723193012
ACH-000475,-0.30650291599199997
ACH-000476,-0.40539174321599997
ACH-000477,-0.43065117863200003
ACH-000480,-0.246056924106
ACH-000481,-0.12930193408500001
ACH-000483,-0.382554145676
ACH-000484,-0.225021270054
ACH-000485,-0.430261942743
ACH-000486,-0.217474478167
ACH-000487,-0.200740989439
ACH-000488,-0.197520980951
ACH-000490,-0.383121512503
ACH-000491,-0.0638564776281
ACH-000495,-0.20659588832800002
ACH-000496,-0.402953654705
ACH-000499,-0.70638196612
ACH-000500,-0.621076771359
ACH-000502,-0.197891632077
ACH-000503,-0.135830389081
ACH-000505,-0.332486794682
ACH-000507,-0.246114053707
ACH-000510,-0.217227037819
ACH-000511,-0.286216529201
ACH-000512,-0.172409451644
ACH-000516,-0.7201862765100001
ACH-000517,-0.333562970845
ACH-000518,-0.271630177555
ACH-000520,-0.613710469901
ACH-000521,-0.1927140998
ACH-000522,-0.48937869676600004
ACH-000524,-0.229844400236
ACH-000527,-0.24562092315
ACH-000528,-0.345707903331
ACH-000537,-0.48619037118999997
ACH-000541,-0.25000527189800004
ACH-000542,-0.311968990392
ACH-000544,-0.44346136512900003
ACH-000545,-0.354751767522
ACH-000547,-0.0834321568781
ACH-000548,-0.572272501136
ACH-000549,-0.331406870139
ACH-000550,-0.6649406211469999
ACH-000552,-0.445852096277
ACH-000556,-0.41614934259
ACH-000557,-0.546638285916
ACH-000570,-0.280983400457
ACH-000571,-0.295374221996
ACH-000573,-0.294136391594
ACH-000576,-0.316122858425
ACH-000580,-0.155765663262
ACH-000584,-0.392306379911
ACH-000585,-0.286444978542
ACH-000588,-0.322066083423
ACH-000589,-0.269184009242
ACH-000591,-0.465623664529
ACH-000593,-0.414804066159
ACH-000600,-0.10054327366
ACH-000601,-0.31147749949299997
ACH-000604,-0.585689007275
ACH-000605,-0.413264930928
ACH-000606,-0.18444127710799998
ACH-000608,-0.12641083787000001
ACH-000614,-0.131405435391
ACH-000616,-0.422528369774
ACH-000618,-0.456437789718
ACH-000619,-0.275509069391
ACH-000620,-0.477164908411
ACH-000621,-0.48245235380199997
ACH-000622,-0.379457674391
ACH-000623,-0.302415068813
ACH-000624,-0.26581082946999995
ACH-000627,-0.273057377413
ACH-000630,-0.276335116813
ACH-000632,-0.219371056917
ACH-000633,-0.320167250953
ACH-000637,-0.584337146745
ACH-000638,-0.183769117862
ACH-000646,-0.239993778514
ACH-000647,-0.475240924218
ACH-000648,-0.22282836823600002
ACH-000649,-0.204228233512
ACH-000651,-0.668081993079
ACH-000652,-0.35121441358499994
ACH-000653,-0.13025906789799999
ACH-000657,-0.245654457581
ACH-000658,-0.364585747759
ACH-000661,-0.187901459024
ACH-000662,-0.203909845984
ACH-000663,-0.40919820850199995
ACH-000665,-0.21891382866099998
ACH-000671,-0.361532114088
ACH-000673,-0.266828943554
ACH-000676,-0.31717579901500004
ACH-000677,-0.16985002180999997
ACH-000681,-0.101311399133
ACH-000682,-0.184547804863
ACH-000683,-0.36170139938600004
ACH-000684,-0.232708479374
ACH-000688,-0.511819383083
ACH-000693,-0.265607741715
ACH-000694,-0.34083146290700006
ACH-000695,-0.228477158451
ACH-000696,-0.24140514169100002
ACH-000697,-0.362871632434
ACH-000699,-0.403142277029
ACH-000701,-0.26825472545699997
ACH-000706,-0.10415949739399999
ACH-000711,-0.239529608195
ACH-000713,-0.22581078075599997
ACH-000714,-0.165167751513
ACH-000718,-0.16931267192699997
ACH-000720,-0.241267542247
ACH-000721,-0.27712806980300003
ACH-000724,-0.549118416702
ACH-000725,-0.311622780908
ACH-000732,-0.39189318210699997
ACH-000734,-0.27355852247900003
ACH-000735,-0.31549069099599997
ACH-000736,-0.333766174375
ACH-000738,-0.42248803881499997
ACH-000746,-0.395199581256
ACH-000747,-0.334721712243
ACH-000748,-0.419485893366
ACH-000753,-0.348287174228
ACH-000756,-0.408329148512
ACH-000757,-0.29080986106199996
ACH-000758,-0.35442293861900004
ACH-000760,-0.255650733696
ACH-000763,-0.273863604522
ACH-000764,-0.262622333511
ACH-000765,-0.164126654042
ACH-000766,-0.31029665579599996
ACH-000767,-0.28573450846799997
ACH-000768,-0.363151564355
ACH-000769,-0.24772409820799998
ACH-000770,-0.341267526789
ACH-000771,-0.374250425972
ACH-000773,-0.292258903781
ACH-000776,-0.110238924191
ACH-000777,-0.371132279269
ACH-000778,-0.511900034825
ACH-000781,-0.130518913989
ACH-000782,-0.617502226334
ACH-000783,-0.384490417429
ACH-000784,-0.419123077113
ACH-000785,-0.210688324491
ACH-000787,-0.286432173093
ACH-000788,-0.184386290429
ACH-000791,0.0145282324608
ACH-000792,-0.387738251763
ACH-000794,-0.30059065647100003
ACH-000796,-0.304829705223
ACH-000799,-0.37807841207099996
ACH-000800,-0.05589331700590001
ACH-000802,-0.377871138448
ACH-000804,-0.34743782775300003
ACH-000805,-0.0964374241573
ACH-000809,-0.444571185928
ACH-000810,-0.178567272649
ACH-000811,-0.17645947769200002
ACH-000817,-0.19365284468600003
ACH-000819,-0.323418006509
ACH-000820,-0.266253621687
ACH-000821,-0.24598193014800002
ACH-000822,-0.148237323637
ACH-000823,-0.13768511645
ACH-000824,-0.43334211274400003
ACH-000827,-0.37040838131399995
ACH-000829,-0.22088740394499998
ACH-000831,-0.458770550273
ACH-000832,-0.388605999991
ACH-000833,-0.331457124679
ACH-000834,-0.317227717106
ACH-000835,-0.26972964352699996
ACH-000836,-0.245708648413
ACH-000837,-0.0215495418187
ACH-000838,-0.0476976104493
ACH-000839,-0.661896085724
ACH-000840,-0.160148838498
ACH-000841,-0.115994171016
ACH-000843,-0.342419356746
ACH-000846,-0.178441690462
ACH-000847,-0.0743653049037
ACH-000848,-0.36914666725
ACH-000849,-0.29379665973700003
ACH-000851,-0.512650567012
ACH-000855,-0.524336345771
ACH-000856,-0.195618629628
ACH-000858,-0.270040437513
ACH-000859,-0.365706032984
ACH-000861,-0.303877217792
ACH-000862,-0.418386160858
ACH-000865,-0.315707582988
ACH-000866,-0.236025559509
ACH-000867,-0.316547117296
ACH-000869,-0.42674883345
ACH-000872,-0.09256457977489999
ACH-000873,0.0495169067272
ACH-000876,-0.233808225511
ACH-000878,-0.32233630782
ACH-000880,-0.297262235569
ACH-000881,-0.41130204481700006
ACH-000882,-0.340368596079
ACH-000884,-0.321014556888
ACH-000885,-0.211069279474
ACH-000887,-0.28554469809
ACH-000888,-0.30465382938200003
ACH-000889,-0.379305644675
ACH-000890,-0.548579557509
ACH-000896,-0.135482742426
ACH-000898,-0.354368215418
ACH-000900,-0.174556891717
ACH-000901,-0.229289339484
ACH-000905,-0.41815327630599997
ACH-000906,-0.269969651184
ACH-000907,-0.431697540902
ACH-000910,-0.589187482516
ACH-000911,-0.251554661548
ACH-000912,-0.430281146483
ACH-000913,-0.0447749069412
ACH-000915,-0.519359193256
ACH-000916,-0.116227050889
ACH-000917,-0.541239395868
ACH-000921,-0.43210566393999994
ACH-000924,-0.207529883894
ACH-000926,-0.49517416487800003
ACH-000928,-0.599869726405
ACH-000929,-0.45657375808
ACH-000932,-0.35725581983800003
ACH-000935,-0.369297422367
ACH-000936,-0.135957758272
ACH-000937,-0.485228870359
ACH-000938,-0.24245276938000002
ACH-000939,-0.6289005140649999
ACH-000941,-0.270248794319
ACH-000943,-0.30069767970600003
ACH-000946,-0.521396464064
ACH-000947,-0.418344110059
ACH-000948,-0.498990603336
ACH-000950,-0.558741341475
ACH-000953,-0.395395700259
ACH-000957,-0.555780732067
ACH-000958,-0.49718243772799997
ACH-000960,-0.332185887592
ACH-000963,-0.45291245041199996
ACH-000968,-0.324189035761
ACH-000969,-0.385482191791
ACH-000973,-0.351255840584
ACH-000974,-0.323138147897
ACH-000975,-0.116045289144
ACH-000976,-0.33823762533299995
ACH-000978,-0.844668859421
ACH-000980,-0.369772559777
ACH-000984,-0.404907611308
ACH-000986,-0.342787102028
ACH-000988,-0.313409502723
ACH-000993,-0.361872715339
ACH-000994,-0.542431470446
ACH-000996,-0.264070190043
ACH-001001,-0.314051382861
ACH-001020,-0.123295075386
ACH-001028,-0.252266428673
ACH-001031,-0.24913385303399999
ACH-001038,-0.371996976259
ACH-001048,-0.0892418253353
ACH-001050,-0.225698453413
ACH-001053,-0.11091357782
ACH-001054,-0.131370786534
ACH-001061,-0.45893871721699997
ACH-001067,-0.305803597008
ACH-001075,-0.162784821687
ACH-001096,-0.565145787721
ACH-001128,-0.530205649992
ACH-001134,-0.215077929622
ACH-001151,-0.393906043604
ACH-001163,-0.31795382252
ACH-001164,-0.12004703909299999
ACH-001173,-0.430476241704
ACH-001183,-0.287674962056
ACH-001184,-0.243255169405
ACH-001190,-0.419627477616
ACH-001192,-0.20468234653200001
ACH-001193,-0.245300361486
ACH-001196,-0.43522066463
ACH-001197,-0.103226685307
ACH-001205,-0.333048508894
ACH-001211,-0.425383037201
ACH-001212,-0.0915271744295
ACH-001228,-0.589021791189
ACH-001232,-0.16870583674000003
ACH-001239,-0.333961258774
ACH-001274,-0.31738528999000004
ACH-001275,-0.334497617449
ACH-001277,-0.7162258296289999
ACH-001278,0.0271115382673
ACH-001280,-0.21653272598099998
ACH-001283,-0.334157226586
ACH-001289,-0.381108984917
ACH-001295,-0.266074141487
ACH-001300,-0.188987838877
ACH-001301,-0.6173124581399999
ACH-001302,-0.23815204088300002
ACH-001303,-0.7776504218320001
ACH-001306,-0.333969967351
ACH-001318,-0.253465601591
ACH-001322,-0.411962307241
ACH-001328,-0.36222291642300003
ACH-001332,-0.448131816707
ACH-001333,-0.371336735924
ACH-001336,-0.353797928128
ACH-001340,-0.191492802219
ACH-001346,-0.206121855203
ACH-001353,-0.332899041761
ACH-001354,-0.21567063380100002
ACH-001367,0.045593738921699996
ACH-001368,-0.36761079660400003
ACH-001374,-0.582619890547
ACH-001375,-0.7516200672650001
ACH-001377,-0.348878101428
ACH-001380,-0.17093861599
ACH-001391,-0.45271642719899996
ACH-001407,-0.297258188395
ACH-001408,-0.277563601934
ACH-001413,-0.363030320849
ACH-001430,-0.55430011438
ACH-001431,-0.209940220394
ACH-001450,-0.7475905278049999
ACH-001496,-0.32323783983300003
ACH-001500,-0.244641001538
ACH-001521,-0.180832933737
ACH-001523,-0.36331241553300003
ACH-001532,-0.342866514785
ACH-001536,-0.354098686782
ACH-001550,-0.277260104279
ACH-001552,-0.38863747986999997
ACH-001554,-0.361313172032
ACH-001645,-0.256445857454
ACH-001654,-0.446807227149
ACH-001715,-0.465292014701
ACH-001735,-0.271695614008
ACH-001736,-0.20763493350900003
ACH-001737,0.224406296861
ACH-001740,-0.298470450265
ACH-001745,-0.168023922685
ACH-001750,-0.41164103435099997
ACH-001765,-0.18639159336
ACH-001956,-0.293215287523
ACH-001957,-0.395240445645
