,TPX2 (22974)
ACH-000004,-1.21482083724
ACH-000007,-1.5324407898299999
ACH-000009,-0.8110752459780001
ACH-000011,-1.10687307014
ACH-000012,-1.18405971151
ACH-000013,-1.08787672589
ACH-000014,-1.06455598905
ACH-000015,-1.4272214820200002
ACH-000017,-1.17491227265
ACH-000018,-1.09898172079
ACH-000019,-1.60173377194
ACH-000021,-1.4061027386000002
ACH-000022,-1.26993110508
ACH-000025,-1.31092786871
ACH-000028,-1.48848623653
ACH-000030,-1.6724059710799999
ACH-000035,-0.783605595784
ACH-000036,-1.15176510215
ACH-000037,-1.4484918967200002
ACH-000039,-1.59951765153
ACH-000040,-1.18506913535
ACH-000041,-1.06481247405
ACH-000042,-1.53522603285
ACH-000045,-1.21399781947
ACH-000047,-1.37532338315
ACH-000052,-1.3986583050299999
ACH-000053,-1.58621062371
ACH-000054,-1.4893723407700001
ACH-000055,-1.3938977170500002
ACH-000060,-1.36247985868
ACH-000067,-1.27261682812
ACH-000070,-1.3621484969100002
ACH-000075,-0.947997736928
ACH-000078,-1.61177365741
ACH-000082,-1.8274908429299999
ACH-000085,-1.3446444628
ACH-000086,-1.3807704395700002
ACH-000087,-1.39439124684
ACH-000092,-1.09001906289
ACH-000095,-1.1457850161799998
ACH-000097,-1.7160015755899998
ACH-000098,-1.0890177891
ACH-000099,-1.46071563313
ACH-000108,-1.25493026207
ACH-000113,-1.3225853054
ACH-000115,-1.8602803996200001
ACH-000116,-1.18194901017
ACH-000118,-1.24321183501
ACH-000120,-1.2859743931299998
ACH-000123,-1.39629878935
ACH-000127,-0.714609703894
ACH-000128,-1.3065928599799999
ACH-000132,-1.13234323919
ACH-000133,-1.2956130921
ACH-000137,-1.2129181337600001
ACH-000138,-0.764476666139
ACH-000142,-0.557754741461
ACH-000143,-1.09306608006
ACH-000146,-1.46069743556
ACH-000148,-1.00846440405
ACH-000150,-1.22523006884
ACH-000152,-1.47141399649
ACH-000153,-1.46386621296
ACH-000159,-0.734380041054
ACH-000160,-1.54846238029
ACH-000163,-1.3388627850100001
ACH-000167,-1.34209843286
ACH-000168,-0.895743211524
ACH-000169,-1.18414596201
ACH-000178,-0.894754942352
ACH-000182,-1.35122800329
ACH-000183,-1.20260938157
ACH-000188,-1.25024901612
ACH-000189,-1.0269958266099999
ACH-000190,-1.27343915848
ACH-000198,-1.67106934905
ACH-000204,-0.971888777703
ACH-000206,-1.02665665098
ACH-000207,-1.7571432423700002
ACH-000211,-1.4597202286500002
ACH-000215,-1.18970437821
ACH-000221,-1.32691618384
ACH-000222,-1.38176344551
ACH-000223,-0.9036066127310001
ACH-000226,-1.1390405820799998
ACH-000227,-1.53557710132
ACH-000228,-1.5530170767500002
ACH-000231,-1.43177576709
ACH-000232,-0.932985763579
ACH-000233,-1.19648745442
ACH-000234,-1.38506152174
ACH-000235,-1.2034741713400001
ACH-000237,-1.32920182097
ACH-000238,-1.46299007027
ACH-000243,-1.30727844909
ACH-000244,-1.26026775937
ACH-000246,-1.50027196536
ACH-000248,-1.49794841162
ACH-000250,-1.1077271366600001
ACH-000251,-0.8966085048200001
ACH-000253,-1.4434620214899998
ACH-000255,-1.3456997527799999
ACH-000256,-0.8967363922759999
ACH-000257,-1.39239787545
ACH-000258,-1.40617520336
ACH-000259,-1.17677661869
ACH-000260,-1.53723053335
ACH-000261,-1.5033052026700002
ACH-000262,-1.17704856222
ACH-000263,-1.53747064436
ACH-000264,-0.775331168043
ACH-000265,-1.27815666725
ACH-000266,-1.16322181042
ACH-000272,-1.08272396811
ACH-000273,-1.17590640858
ACH-000274,-1.38486968695
ACH-000277,-1.10399345233
ACH-000278,-1.1171184026899998
ACH-000279,-1.1969261549899999
ACH-000280,-1.18442394271
ACH-000281,-1.31278398176
ACH-000288,-0.9399065771680001
ACH-000291,-1.51566777618
ACH-000293,-0.7233657213439999
ACH-000294,-1.9611763153400001
ACH-000295,-1.52776212768
ACH-000296,-1.25339921244
ACH-000302,-1.05874707158
ACH-000304,-1.28089400869
ACH-000307,-1.4684508361300002
ACH-000308,-1.13591137796
ACH-000310,-1.45017372791
ACH-000311,-1.21650415705
ACH-000312,-1.27668748625
ACH-000315,-1.0107159007200002
ACH-000316,-1.28976624229
ACH-000317,-1.16642665776
ACH-000318,-1.27886409385
ACH-000319,-1.1867074437799998
ACH-000320,-1.16473095846
ACH-000322,-1.0222886266
ACH-000323,-0.756563208691
ACH-000324,-1.11129473233
ACH-000329,-1.58337645285
ACH-000330,-0.9939260294769999
ACH-000331,-1.37050046234
ACH-000332,-0.9849603184569999
ACH-000334,-1.9929599945200003
ACH-000335,-1.01562021101
ACH-000336,-1.08999595766
ACH-000337,-1.02574460005
ACH-000339,-0.765759582109
ACH-000341,-1.33201861046
ACH-000348,-1.41277976286
ACH-000350,-1.44661187655
ACH-000352,-1.50355084343
ACH-000356,-1.09087824621
ACH-000361,-1.28740452066
ACH-000362,-1.43681381816
ACH-000363,-1.2946639978499999
ACH-000364,-1.1610318132100002
ACH-000365,-1.0267923728200001
ACH-000366,-1.24675459231
ACH-000368,-1.19297911688
ACH-000374,-1.00734935298
ACH-000375,-1.38034994701
ACH-000376,-1.47034823467
ACH-000381,-1.19392467039
ACH-000383,-1.79047645495
ACH-000387,-1.0865191674299999
ACH-000389,-1.20280416937
ACH-000390,-0.9549308877860001
ACH-000393,-0.954897545428
ACH-000395,-1.2522381683700001
ACH-000397,-1.07720971478
ACH-000401,-0.818911709619
ACH-000402,-0.878514568418
ACH-000403,-1.23968496756
ACH-000404,-1.8494788933000001
ACH-000406,-0.7339516212710001
ACH-000407,-1.34150551208
ACH-000408,-1.1218745889100001
ACH-000410,-1.1189481805700001
ACH-000411,-1.2694806029899999
ACH-000414,-1.2346819166
ACH-000415,-0.829997411259
ACH-000416,-0.9438558805689999
ACH-000420,-1.1779677733
ACH-000421,-1.18587465389
ACH-000424,-1.33201572659
ACH-000425,-1.2830018288299998
ACH-000426,-1.0836384359
ACH-000427,-1.607753655
ACH-000433,-1.26387592776
ACH-000436,-1.19186278659
ACH-000444,-1.04527211258
ACH-000445,-1.1993129879200002
ACH-000448,-1.10210338782
ACH-000450,-1.4578650094999999
ACH-000452,-0.749261058632
ACH-000454,-1.1407825951700001
ACH-000458,-1.27465514264
ACH-000459,-1.08387269422
ACH-000460,-1.08363849587
ACH-000461,-1.8074594333400003
ACH-000463,-0.963913448759
ACH-000464,-1.42779276714
ACH-000466,-1.3627762542200001
ACH-000467,-1.47752938831
ACH-000468,-1.37592154285
ACH-000469,-1.7579379980400003
ACH-000470,-0.877630906335
ACH-000471,-0.984387285271
ACH-000472,-1.0779237292200001
ACH-000473,-1.16706009448
ACH-000475,-1.0167235106499999
ACH-000476,-1.19564474834
ACH-000477,-1.36310653412
ACH-000480,-1.2234490258700002
ACH-000481,-1.2998083540799998
ACH-000483,-1.53193718371
ACH-000484,-1.14426758873
ACH-000485,-1.6914085374799999
ACH-000486,-1.15739717958
ACH-000487,-1.38890482472
ACH-000488,-1.37466267941
ACH-000490,-1.20891324534
ACH-000491,-1.2987346915200002
ACH-000495,-1.15051845139
ACH-000496,-1.4288468634399998
ACH-000499,-0.992499491491
ACH-000500,-0.665195004354
ACH-000502,-1.0037127290799999
ACH-000503,-1.2475914590000001
ACH-000505,-0.9616217305399999
ACH-000507,-0.837120413618
ACH-000510,-1.52279768023
ACH-000511,-1.3250234146200002
ACH-000512,-1.4041363159
ACH-000516,-1.4078510083899998
ACH-000517,-0.7167213820370001
ACH-000518,-0.8308481425480001
ACH-000520,-1.3446618244
ACH-000521,-1.0707254065799998
ACH-000522,-1.28930245961
ACH-000524,-1.27042426576
ACH-000527,-1.2057282958
ACH-000528,-1.2121484409999999
ACH-000537,-1.03524483747
ACH-000541,-1.8625932208400002
ACH-000542,-1.3606123398899999
ACH-000544,-1.17443873646
ACH-000545,-1.11124724773
ACH-000547,-1.14589294307
ACH-000548,-0.965434110046
ACH-000549,-1.17791399347
ACH-000550,-0.8602204505969999
ACH-000552,-1.46670792086
ACH-000556,-0.791237695097
ACH-000557,-1.05214761647
ACH-000570,-1.0412756836900001
ACH-000571,-1.24498959744
ACH-000573,-1.11491541249
ACH-000576,-1.30357265506
ACH-000580,-1.1908262664700002
ACH-000584,-1.10380376089
ACH-000585,-1.39281190974
ACH-000588,-1.41877745197
ACH-000589,-1.46244402887
ACH-000591,-1.13780115108
ACH-000593,-0.714629289668
ACH-000600,-1.44145497068
ACH-000601,-1.28676709844
ACH-000604,-1.3788252623
ACH-000605,-1.0973081733399999
ACH-000606,-1.1938006079
ACH-000608,-1.3833102602899998
ACH-000614,-0.881022515896
ACH-000616,-1.0232169304
ACH-000618,-0.9284372737090001
ACH-000619,-1.33874112963
ACH-000620,-1.21235343111
ACH-000621,-1.52448622661
ACH-000622,-1.06493293527
ACH-000623,-1.4494778274899998
ACH-000624,-1.16713068492
ACH-000627,-1.71574783606
ACH-000630,-1.13531376791
ACH-000632,-0.841881210807
ACH-000633,-1.19693098112
ACH-000637,-1.24146833974
ACH-000638,-1.02142574519
ACH-000646,-0.8844129314370001
ACH-000647,-1.32575938546
ACH-000648,-1.0853890198
ACH-000649,-0.9879674005339999
ACH-000651,-1.31550085244
ACH-000652,-0.710048727658
ACH-000653,-1.10694722162
ACH-000657,-1.26780814678
ACH-000658,-1.61517183307
ACH-000661,-0.981802560025
