,SYS1 (90196)
ACH-000004,-0.9775949576749999
ACH-000007,-1.44169874289
ACH-000009,-0.997933584541
ACH-000011,-1.9353641231799998
ACH-000012,-0.95957292823
ACH-000013,-1.44301295776
ACH-000014,-1.61904458482
ACH-000015,-1.4828686733
ACH-000017,-0.812016417876
ACH-000018,-1.5240138170200002
ACH-000019,-1.06438377394
ACH-000021,-1.82276473227
ACH-000022,-1.12738182485
ACH-000025,-1.32479403307
ACH-000028,-1.5301129929600001
ACH-000030,-1.63607317305
ACH-000035,-0.627308579193
ACH-000036,-1.42837359641
ACH-000037,-0.5347748363970001
ACH-000039,-1.6449689927200002
ACH-000040,-1.72996786694
ACH-000041,-1.02957117299
ACH-000042,-1.44968642437
ACH-000045,-1.98157000098
ACH-000047,-1.71459987248
ACH-000052,-1.47560499836
ACH-000053,-1.8464433472400001
ACH-000054,-1.63403666443
ACH-000055,-1.3003189974299998
ACH-000060,-1.89038086186
ACH-000067,-1.8275886514
ACH-000070,-1.87985667455
ACH-000075,-1.35007534325
ACH-000078,-1.9909589141599997
ACH-000082,-1.64440898515
ACH-000085,-1.50440393424
ACH-000086,-1.3368878662
ACH-000087,-1.80790127377
ACH-000092,-1.80203345464
ACH-000095,-1.7634365769099998
ACH-000097,-0.9645175979180001
ACH-000098,-1.5705368078200002
ACH-000099,-1.88092128535
ACH-000108,-1.2053067129700001
ACH-000113,-1.5090429879299998
ACH-000115,-1.86857284825
ACH-000116,-0.7394629748620001
ACH-000118,-1.5694829707700002
ACH-000120,-1.60556457861
ACH-000123,-1.4163340424200002
ACH-000127,-1.4517564850600002
ACH-000128,-1.7650545849400001
ACH-000132,-0.839414874165
ACH-000133,-1.72549886323
ACH-000137,-1.1247540011200001
ACH-000138,-1.56774326302
ACH-000142,-1.6185597622799999
ACH-000143,-1.6937250938600001
ACH-000146,-1.37247990415
ACH-000148,-1.81570275948
ACH-000150,-1.792286625
ACH-000152,-1.73910213527
ACH-000153,-1.77741066393
ACH-000159,-1.0155583825299999
ACH-000160,-1.83874887243
ACH-000163,-2.23162627262
ACH-000167,-2.04728839808
ACH-000168,-1.5577823589200002
ACH-000169,-1.76141968215
ACH-000178,-1.45748293454
ACH-000182,-1.2331928600700002
ACH-000183,-1.60097694039
ACH-000188,-1.44395497109
ACH-000189,-1.24238223795
ACH-000190,-1.34298760414
ACH-000198,-1.57157458537
ACH-000204,-1.2860260382100002
ACH-000206,-1.3463279581099998
ACH-000207,-1.7845155321900001
ACH-000211,-1.6201432086
ACH-000215,-1.8345760012
ACH-000221,-1.21242393981
ACH-000222,-1.09383485185
ACH-000223,-1.3360580043299999
ACH-000226,-1.5764279934
ACH-000227,-2.1710389461400004
ACH-000228,-0.462124044958
ACH-000231,-1.86852853722
ACH-000232,-1.8283157083400001
ACH-000233,-1.58779493623
ACH-000234,-1.64576748218
ACH-000235,-1.17282709891
ACH-000237,-1.65704611683
ACH-000238,-1.1929143300799998
ACH-000243,-0.880289687392
ACH-000244,-2.0306621532299998
ACH-000246,-0.914788499403
ACH-000248,-1.1695698068
ACH-000250,-1.64597413869
ACH-000251,-1.65077180743
ACH-000253,-1.24521253169
ACH-000255,-1.7446244445900003
ACH-000256,-1.2176002383700002
ACH-000257,-1.67111219605
ACH-000258,-1.8199850741099999
ACH-000259,-1.9424748883400003
ACH-000260,-1.41433597278
ACH-000261,-2.10044501162
ACH-000262,-1.29900183355
ACH-000263,-2.16153542624
ACH-000264,-1.44471776602
ACH-000265,-1.5197314829700002
ACH-000266,-1.2305190041299998
ACH-000272,-1.4428457301700002
ACH-000273,-1.5020226982799998
ACH-000274,-1.9297054656700001
ACH-000277,-1.0620082780700002
ACH-000278,-1.33922592489
ACH-000279,-0.557281637451
ACH-000280,-0.746864941234
ACH-000281,-0.9793746126459999
ACH-000288,-1.4428198369
ACH-000291,-0.998609173232
ACH-000293,-1.54373364091
ACH-000294,-1.2424845347
ACH-000295,-1.8406153079499998
ACH-000296,-1.31175873051
ACH-000302,-1.3004938812
ACH-000304,-2.2116450974400004
ACH-000307,-1.46859343098
ACH-000308,-1.14502831611
ACH-000310,-1.78871451324
ACH-000311,-1.5313655414899998
ACH-000312,-1.77865973523
ACH-000315,-1.56860028789
ACH-000316,-1.5354569104499998
ACH-000317,-1.23370021631
ACH-000318,-1.7169824839399999
ACH-000319,-1.56386954753
ACH-000320,-1.51647494458
ACH-000322,-1.29648794532
ACH-000323,-1.32643927723
ACH-000324,-1.28596105142
ACH-000329,-1.7717673001499998
ACH-000330,-1.689617422
ACH-000331,-1.4917321708899998
ACH-000332,-1.25347676412
ACH-000334,-1.78690727969
ACH-000335,-1.7773020517400002
ACH-000336,-1.2820458263299999
ACH-000337,-1.4122697698
ACH-000339,-1.39992598542
ACH-000341,-1.79435329491
ACH-000348,-1.94891009958
ACH-000350,-0.8124933591529999
ACH-000352,-0.76797867924
ACH-000356,-1.0596956672799998
ACH-000361,-1.7483772998400002
ACH-000362,-1.62213927901
ACH-000363,-1.27436255838
ACH-000364,-1.32109304482
ACH-000365,-1.7593333362
ACH-000366,-1.7703541888999998
ACH-000368,-1.5746985969799998
ACH-000374,-1.7942628181599998
ACH-000375,-1.49852269243
ACH-000376,-1.6836041522100003
ACH-000381,-1.5078697668099998
ACH-000383,-1.40341523679
ACH-000387,-1.19154693409
ACH-000389,-1.77642252105
ACH-000390,-0.7034767223780001
ACH-000393,-1.7157586921599999
ACH-000395,-1.79338792317
ACH-000397,-1.49281867671
ACH-000401,-1.6224121346
ACH-000402,-1.56027031746
ACH-000403,-1.4713547954100001
ACH-000404,-1.5588561139500001
ACH-000406,-0.587985411373
ACH-000407,-1.36046800961
ACH-000408,-1.07295110792
ACH-000410,-1.6829563709
ACH-000411,-1.76972283022
ACH-000414,-1.6346366330200002
ACH-000415,-1.80949872152
ACH-000416,-1.5975885212
ACH-000420,-1.33047518226
ACH-000421,-1.1954740561
ACH-000424,-1.2555063416399999
ACH-000425,-1.5379615983200001
ACH-000426,-2.18303604884
ACH-000427,-1.27190131324
ACH-000433,-0.994779112981
ACH-000436,-1.72373060866
ACH-000444,-1.55249372593
ACH-000445,-1.30630816676
ACH-000448,-0.9458027605670001
ACH-000450,-2.30015843661
ACH-000452,-1.65903110016
ACH-000454,-2.15786086052
ACH-000458,-1.41155403435
ACH-000459,-0.912067946485
ACH-000460,-1.50738936951
ACH-000461,-1.31378417078
ACH-000463,-1.51009837341
ACH-000464,-1.7733634985
ACH-000466,-1.32614303771
ACH-000467,-1.59337166303
ACH-000468,-1.23403092508
ACH-000469,-2.0740821495099997
ACH-000470,-0.83673642579
ACH-000471,-1.7094119325100001
ACH-000472,-1.79269267908
ACH-000473,-0.786595174814
ACH-000475,-1.6974883180200002
ACH-000476,-1.9263790101099998
ACH-000477,-2.28956834492
ACH-000480,-1.4281356994799999
ACH-000481,-0.717065486361
ACH-000483,-1.2629107347700002
ACH-000484,-0.728802846589
ACH-000485,-1.7038136557700003
ACH-000486,-1.19293742891
ACH-000487,-1.0406108392
ACH-000488,-1.46576341368
ACH-000490,-1.6943862594799999
ACH-000491,-1.70269194995
ACH-000495,-1.413687827
ACH-000496,-1.45267278229
ACH-000499,-1.35438763881
ACH-000500,-0.732733498048
ACH-000502,-1.03690442876
ACH-000503,-1.75917977458
ACH-000505,-1.58325559899
ACH-000507,-1.4065015366799998
ACH-000510,-1.6451824282499998
ACH-000511,-1.5018876713100002
ACH-000512,-1.2320620173999999
ACH-000516,-1.28810602927
ACH-000517,-1.5832151209399998
ACH-000518,-1.06678633651
ACH-000520,-1.7958345173900003
ACH-000521,-1.8186122182599997
ACH-000522,-1.8251324676299998
ACH-000524,-1.36859386009
ACH-000527,-1.6110107801700002
ACH-000528,-1.5632624455000002
ACH-000537,-1.8796353132900003
ACH-000541,-1.7485142211900002
ACH-000542,-1.60584410844
ACH-000544,-1.638585987
ACH-000545,-1.25273762264
ACH-000547,-1.5154865365299999
ACH-000548,-1.89405970093
ACH-000549,-1.2791829129
ACH-000550,-1.87810480975
ACH-000552,-1.58868131542
ACH-000556,-1.7870654071
ACH-000557,-2.2263696335599996
ACH-000570,-1.50181437808
ACH-000571,-1.87034367558
ACH-000573,-0.728306467887
ACH-000576,-1.70084316585
ACH-000580,-1.15609949715
ACH-000584,-1.01419014392
ACH-000585,-1.6742133283
ACH-000588,-1.7291065454900003
ACH-000589,-1.11542771334
ACH-000591,-1.6454683973700002
ACH-000593,-1.78711990191
ACH-000600,-1.6755859776
ACH-000601,-1.59890509175
ACH-000604,-0.9534364119650001
ACH-000605,-1.3635554578
ACH-000606,-1.5582971178100002
ACH-000608,-2.20604551617
ACH-000614,-1.49557120002
ACH-000616,-1.57043152658
ACH-000618,-1.7638170619099998
ACH-000619,-1.39686784357
ACH-000620,-1.0218035124299998
ACH-000621,-1.60925313873
ACH-000622,-1.90360395001
ACH-000623,-1.6229438519600001
ACH-000624,-1.0701565733
ACH-000627,-1.46156877845
