,ITPKC (80271)
ACH-000004,0.018810409045900003
ACH-000007,-0.190122858693
ACH-000009,0.033126237195200005
ACH-000011,-0.135262939064
ACH-000012,0.0186566871833
ACH-000013,-0.23202738064800002
ACH-000014,0.25507963041299997
ACH-000015,-0.20995591013700002
ACH-000017,-0.202446582199
ACH-000018,-0.28079975065
ACH-000019,-0.0529341341763
ACH-000021,-0.15351214166899999
ACH-000022,0.09224127181080001
ACH-000025,0.10866132012299999
ACH-000028,-0.183604836012
ACH-000030,-0.12143982785900001
ACH-000035,0.0895087728821
ACH-000036,0.0017037700774200002
ACH-000037,0.0902440773829
ACH-000039,-0.045923038782400005
ACH-000040,0.10279261192
ACH-000041,-0.237044663715
ACH-000042,-0.138431902898
ACH-000045,-0.45952363732600005
ACH-000047,0.02734113315
ACH-000052,-0.157604198021
ACH-000053,0.0119080948758
ACH-000054,-0.123193119616
ACH-000055,0.041057681882099996
ACH-000060,0.0825581340973
ACH-000067,0.0611777727714
ACH-000070,-0.0082441544349
ACH-000075,0.119797174239
ACH-000078,-0.171090428518
ACH-000082,-0.048318733858099996
ACH-000085,-0.341128320481
ACH-000086,-0.07795890186389999
ACH-000087,-0.27713386932399997
ACH-000092,-0.0368518460329
ACH-000095,-0.09148078174689998
ACH-000097,-0.259177688571
ACH-000098,-0.112774471714
ACH-000099,-0.15892994990999998
ACH-000108,-0.187747928438
ACH-000113,-0.0438799414719
ACH-000115,-0.0769599335077
ACH-000116,-0.042580959480499996
ACH-000118,-0.0450489504362
ACH-000120,-0.030567642223
ACH-000123,-0.0813164559761
ACH-000127,-0.108697292982
ACH-000128,0.0930387650587
ACH-000132,-0.095494848074
ACH-000133,-0.0833312735601
ACH-000137,-0.328689784917
ACH-000138,-0.142729464102
ACH-000142,-0.22802704024700002
ACH-000143,-0.13636713201
ACH-000146,-0.141653067746
ACH-000148,0.0169488167434
ACH-000150,-0.13832664454000002
ACH-000152,-0.029062677017599996
ACH-000153,-0.285382027531
ACH-000159,-0.253386377891
ACH-000160,-0.029592926595700002
ACH-000163,-0.205782897088
ACH-000167,-0.321186580726
ACH-000168,-0.0385573426351
ACH-000169,-0.0258962136204
ACH-000178,-0.10452709590199999
ACH-000182,-0.148716705879
ACH-000183,0.025150847883599996
ACH-000188,-0.11632924008300001
ACH-000189,-0.32994482814599996
ACH-000190,-0.15376872420499998
ACH-000198,-0.0839729248188
ACH-000204,-0.128586409758
ACH-000206,-0.056553376211
ACH-000207,-0.217162181462
ACH-000211,-0.199183527733
ACH-000215,-0.17163588560100002
ACH-000221,-0.29119026589
ACH-000222,-0.0129339546081
ACH-000223,-0.0237348759758
ACH-000226,-0.10716475306600001
ACH-000227,0.20269612822
ACH-000228,-0.0179344865748
ACH-000231,0.0176831305323
ACH-000232,-0.166062492928
ACH-000233,-0.0727016585381
ACH-000234,-0.23847707813299998
ACH-000235,-0.157150095528
ACH-000237,-0.213458990204
ACH-000238,0.0538063537919
ACH-000243,-0.0533882048133
ACH-000244,0.36094315395000004
ACH-000246,-0.163703659684
ACH-000248,0.00428263814875
ACH-000250,-0.165479886529
ACH-000251,-0.40895272156999996
ACH-000253,-0.176522010005
ACH-000255,-0.1531713257
ACH-000256,0.0757091558721
ACH-000257,-0.0177402144464
ACH-000258,-0.124289674222
ACH-000259,-0.187899309811
ACH-000260,-0.140008542522
ACH-000261,-0.019819072774
ACH-000262,-0.115836091938
