,TOPBP1 (11073)
ACH-000204,-1.21842017355
ACH-000206,-0.9001128179019999
ACH-000207,-1.0304310550700002
ACH-000211,-1.0833536264399999
ACH-000215,-0.990360223673
ACH-000221,-1.05201953696
ACH-000222,-1.19777614691
ACH-000223,-1.3492258452700001
ACH-000226,-0.936018760223
ACH-000227,-0.910417435758
ACH-000228,-1.09676937501
ACH-000231,-0.664624235523
ACH-000232,-0.8499324992139999
ACH-000233,-1.05152880341
ACH-000234,-0.8372725992319999
ACH-000235,-0.8623439525450001
ACH-000237,-1.1522775190899999
ACH-000238,-0.9637446779009999
ACH-000243,-0.931597312293
ACH-000244,-0.7462976307160001
ACH-000246,-1.08764384299
ACH-000248,-1.02737776113
ACH-000250,-0.648609774426
ACH-000251,-0.753863856544
ACH-000253,-1.2438572001200001
ACH-000255,-1.03287792573
ACH-000256,-0.901053876783
ACH-000257,-0.516672168155
ACH-000258,-1.12449710285
ACH-000259,-0.7500569361949999
ACH-000260,-1.11112147229
ACH-000261,-0.9116834770000001
ACH-000262,-0.8626540703560001
ACH-000263,-0.5417192912600001
ACH-000264,-0.75813121502
ACH-000265,-1.09656621503
ACH-000266,-0.9869043968539999
ACH-000272,-0.825370708787
ACH-000273,-0.836808673488
ACH-000274,-0.7236528854709999
ACH-000277,-1.0851726993200002
ACH-000278,-0.997077623115
ACH-000279,-1.02222460809
ACH-000280,-0.7970622956990001
ACH-000281,-0.837297937568
ACH-000288,-0.963223814748
ACH-000291,-1.2359017843
ACH-000293,-1.26617196011
ACH-000294,-0.65836379629
ACH-000295,-0.915296555479
ACH-000296,-1.04845198266
ACH-000302,-1.0850913871799999
ACH-000304,-1.08521591526
ACH-000307,-0.563511305219
ACH-000308,-0.9513333354379999
ACH-000310,-1.1133945511599999
ACH-000311,-1.05235340618
ACH-000312,-0.998252936884
ACH-000315,-0.882523076321
ACH-000316,-0.5036389715730001
ACH-000317,-1.03826984858
ACH-000318,-0.7967915720759999
ACH-000319,-0.949197147474
ACH-000320,-0.697526557797
ACH-000322,-0.812029212862
ACH-000323,-1.12778170599
ACH-000324,-0.9210624432629999
ACH-000329,-0.779760542537
ACH-000330,-0.941138138492
ACH-000331,-0.994446770608
ACH-000332,-0.7890407180519999
ACH-000334,-0.862805449043
ACH-000335,-1.0522903386799998
ACH-000336,-0.7243287773620001
ACH-000337,-1.28745029087
ACH-000339,-1.1163290622700002
ACH-000341,-0.7644787181739999
ACH-000348,-0.734123029419
ACH-000350,-0.64151965048
ACH-000352,-1.0712638082100001
ACH-000356,-0.847405388294
ACH-000361,-1.4455944352
ACH-000362,-0.982690888635
ACH-000363,-0.927152090024
ACH-000364,-0.95969705065
ACH-000365,-0.904501082818
ACH-000366,-0.991238919744
ACH-000368,-0.713665070573
ACH-000374,-0.9201064352770001
ACH-000375,-0.864542361637
ACH-000376,-0.8407614736210001
ACH-000381,-0.867566124123
ACH-000383,-0.879343529878
ACH-000387,-0.997701477516
ACH-000389,-1.10140489751
ACH-000390,-1.1013230407899999
ACH-000393,-1.27040973328
ACH-000395,-0.764545569595
ACH-000397,-1.243963557
ACH-000401,-0.608782056435
ACH-000402,0.397882830101
ACH-000403,-0.771771008029
ACH-000404,-0.811323313082
ACH-000406,-0.9284240553290001
ACH-000407,-1.3247257909799999
ACH-000408,-0.8024739635070001
ACH-000410,-0.81405040484
ACH-000411,-1.1881470720799998
ACH-000414,-1.0846462888700001
ACH-000415,-0.954856571638
ACH-000416,-0.8023392989839999
ACH-000420,-0.854157569599
ACH-000421,-0.9573384317389999
ACH-000424,-0.8920472442640001
ACH-000425,-1.04507230323
ACH-000426,-0.602764354226
ACH-000427,-1.1186443830500001
ACH-000433,-0.929466406754
ACH-000436,-0.763981340105
ACH-000444,-0.8383192927359999
ACH-000445,-0.935754693903
ACH-000448,-0.8959520631610001
ACH-000450,-0.501869323295
ACH-000452,-0.656372496533
ACH-000454,-0.88614725346
ACH-000458,-0.9108519237180001
ACH-000459,-0.578234822586
ACH-000460,-1.0072045615
ACH-000461,-0.631515328576
ACH-000463,-1.3013260279799999
ACH-000464,-0.976683730655
ACH-000466,-0.811848795134
ACH-000467,-1.00454543281
ACH-000468,-0.925775186503
ACH-000469,-0.786784861478
ACH-000470,-0.819485042475
ACH-000471,-0.7752846444600001
ACH-000472,-1.0303475075200001
ACH-000473,-0.6842093331219999
ACH-000475,-1.07003390332
ACH-000476,-0.914221624564
ACH-000477,-0.835281231032
ACH-000480,-1.12108294755
ACH-000481,-1.2638777233299998
ACH-000483,-1.38582718542
ACH-000484,-0.719337206076
ACH-000485,-0.854806787543
ACH-000486,-0.696847234459
ACH-000487,-0.9480386859119999
ACH-000488,-0.667340326682
ACH-000490,-0.686711653522
ACH-000491,-1.3144900800100001
ACH-000495,-1.4369016210499999
ACH-000496,-1.10125807063
ACH-000499,-0.818643074431
ACH-000500,-0.797907756359
ACH-000502,-0.5356563953419999
ACH-000503,-0.815438727279
ACH-000505,-1.07439801997
ACH-000507,-0.9950936727709999
ACH-000510,-0.6839241421660001
ACH-000511,-0.8738795054940001
ACH-000512,-0.879266018697
ACH-000516,-0.712612385816
ACH-000517,-0.319495730338
ACH-000518,-0.826294520834
ACH-000520,-1.23382018452
ACH-000521,-0.8465266681620001
ACH-000522,-0.896144581302
ACH-000524,-1.27769436994
ACH-000527,-1.06130763441
ACH-000528,-0.9992692589
ACH-000537,-0.90041576267
ACH-000541,-0.558712184919
ACH-000542,-0.974081717603
ACH-000544,-1.08517701021
ACH-000545,-0.6583846175729999
ACH-000547,-0.794771132659
ACH-000548,-1.10973401754
ACH-000549,-0.6926290965809999
ACH-000550,-1.07685292196
ACH-000552,-0.8935775496580001
ACH-000556,-0.8981865269660001
ACH-000557,-0.8356515124439999
ACH-000570,-0.48408833042800004
ACH-000571,-0.609328142372
ACH-000573,-0.998262324952
ACH-000576,-1.0489465824
ACH-000580,-0.9905831119600002
ACH-000584,-1.16735481864
ACH-000585,-0.799175226294
ACH-000588,-0.9230786809899999
ACH-000589,-0.683847065617
ACH-000591,-0.7707326448440001
ACH-000593,-0.8891281495200001
ACH-000600,-1.1177413464700001
ACH-000601,-0.898689264412
ACH-000604,-0.502712717732
ACH-000605,-0.782934671344
ACH-000606,-0.8956959511489999
ACH-000608,-0.7217098260539999
ACH-000614,-1.1876451271700001
ACH-000616,-1.13270553104
ACH-000618,-0.7587115505490001
ACH-000619,-0.610015123018
ACH-000620,-0.9316823538060001
ACH-000621,-1.03748775669
ACH-000622,-0.9082516635879999
ACH-000623,-0.503586506415
ACH-000624,-0.954920214681
ACH-000627,-0.678889740292
ACH-000630,-0.997474461903
ACH-000632,-0.930469746451
ACH-000633,-0.59373720447
ACH-000637,-0.960937889755
ACH-000638,-0.819971087869
ACH-000646,-1.24373241408
ACH-000647,-0.9120955785279999
ACH-000648,-0.820622010103
ACH-000649,-0.905539374566
ACH-000651,-0.7371182186759999
ACH-000652,-0.445685503151
ACH-000653,-0.758599420045
ACH-000657,-0.824542702731
ACH-000658,-0.790202541873
ACH-000661,-0.833529795256
ACH-000662,-1.40292728461
ACH-000663,-1.04059956125
ACH-000665,-1.0657274984799998
ACH-000671,-0.92999227611
ACH-000673,-0.416793471636
ACH-000676,-0.8365223675069999
ACH-000677,-1.36649161099
ACH-000681,-1.2884395425
ACH-000682,-0.8663913985089999
ACH-000683,-1.10500121662
ACH-000684,-1.22460178493
ACH-000688,-0.8624286220819999
ACH-000693,-0.735191196143
ACH-000694,-0.970618057911
ACH-000695,-0.499491387844
ACH-000696,-1.11148888738
ACH-000697,-1.08429901733
ACH-000699,-1.5346028613799998
ACH-000701,-1.21427081381
ACH-000706,-1.05051561674
ACH-000711,-1.17995726106
ACH-000713,-0.994918570982
ACH-000714,-0.712259352776
ACH-000718,-0.6091370938289999
ACH-000720,-1.09577260338
ACH-000721,-0.46181102916100003
ACH-000724,-0.831840159378
ACH-000725,-0.608357064312
ACH-000732,-0.951956641829
ACH-000734,-1.08280121298
ACH-000735,-0.822833470718
ACH-000736,-1.19436354257
ACH-000738,-0.7573305288969999
ACH-000746,-0.602982476413
ACH-000747,-0.861858964634
ACH-000748,-0.9071840632629999
ACH-000753,-0.8912339660299998
ACH-000756,-1.1439245346100002
ACH-000757,-0.8227561007619999
ACH-000758,-1.00370420683
ACH-000760,-1.03163288362
ACH-000763,-0.8992415941840001
ACH-000764,-0.897700739562
ACH-000765,-0.608004505604
ACH-000766,-0.8374369001090001
ACH-000767,-1.08044620936
ACH-000768,-1.0019495380399999
ACH-000769,-0.8707028657189999
ACH-000770,-1.0841534978
ACH-000771,-0.766242924697
ACH-000773,-0.8935489640530001
ACH-000776,-0.44542627829400006
ACH-000777,-0.8689549406820001
ACH-000778,-1.11912659326
ACH-000781,-0.901945539745
ACH-000782,-0.9162579661270001
ACH-000783,-0.642943084608
ACH-000784,-0.81052185566
ACH-000785,-1.13597002852
ACH-000787,-0.834348990955
ACH-000788,-1.0572716300799998
ACH-000791,-0.906957444546
ACH-000792,-1.19886824404
ACH-000794,-0.9572023439139999
ACH-000796,-0.856665421877
ACH-000799,-0.759811853354
ACH-000800,-0.68479459549
ACH-000802,-0.996824048288
ACH-000804,-1.02386365549
ACH-000805,-1.24746691524
ACH-000809,-0.668592062946
ACH-000810,-0.9133079224420001
ACH-000811,-0.9521820503389999
ACH-000817,-0.509082881211
ACH-000819,-0.907924908568
ACH-000820,-0.9097630864949999
ACH-000821,-0.804657833494
ACH-000822,-1.23973564069
ACH-000823,-0.962725696954
ACH-000824,-0.7395641716069999
ACH-000827,-1.08163454502
ACH-000829,-0.6996482602240001
ACH-000831,-1.22981833444
ACH-000832,-0.941939493019
ACH-000833,-0.7922210891779999
ACH-000834,-0.9282923454500001
ACH-000835,-0.961942113502
ACH-000836,-0.801644665319
ACH-000837,-1.10991468064
ACH-000838,-0.78329393555
ACH-000839,-0.8909007507410001
ACH-000840,-1.2170307043100002
ACH-000841,-1.0057879409200001
ACH-000843,-0.9500768389859999
ACH-000846,-0.8378283002019999
ACH-000847,-1.07468239264
ACH-000848,-0.8469998015970001
ACH-000849,-1.0467499365100001
ACH-000851,-1.1341266729600001
ACH-000855,-0.909615255642
ACH-000856,-0.916785553013
ACH-000858,-0.9194782236069999
ACH-000859,-0.826038402708
ACH-000861,-1.07210651802
ACH-000862,-1.13294400907
ACH-000865,-0.610684534352
ACH-000866,-0.8624177623810001
ACH-000867,-0.6718795057379999
ACH-000869,-1.3889939522699999
ACH-000872,-1.01974012004
ACH-000873,-0.63864572337
ACH-000876,-1.02627285526
ACH-000878,-0.8057293257529999
ACH-000880,-0.646202836691
ACH-000881,-0.697392533114
ACH-000882,-1.0083344495200002
ACH-000884,-0.740971675706
ACH-000885,-1.19524764157
ACH-000887,-0.9031130179719999
ACH-000888,-0.9675468451379999
ACH-000889,-1.18280019536
ACH-000890,-0.891456264956
ACH-000896,-0.739501885959
ACH-000898,-1.13642805099
ACH-000900,-0.971136281808
ACH-000901,-1.15585346548
ACH-000905,-0.940053001461
ACH-000906,-1.0
ACH-000907,-1.0473524406999999
ACH-000910,-0.6621973467260001
ACH-000911,-1.18647216293
ACH-000912,-1.06577329323
ACH-000913,-0.929208085488
ACH-000915,-1.0630205454100001
ACH-000916,-0.69875166682
ACH-000917,-0.8672966146080001
ACH-000921,-1.19749485709
ACH-000924,-0.8628663115200002
ACH-000926,-0.765387475574
ACH-000928,-0.852838233223
ACH-000929,-1.03154566134
ACH-000932,-0.765298072643
ACH-000935,-1.07601899204
ACH-000936,-1.0375850177200001
ACH-000937,-0.842548888961
ACH-000938,-0.763427531543
ACH-000939,-1.11955397229
ACH-000941,-0.642761697117
ACH-000943,-0.72024241875
ACH-000946,-0.965514951434
ACH-000947,-1.01657074031
ACH-000948,-0.791716060659
ACH-000950,-1.01152681029
ACH-000953,-0.500103818879
ACH-000957,-1.1491472352399998
ACH-000958,-0.6846325146600001
ACH-000960,-0.9906843638799999
ACH-000963,-0.700510273451
ACH-000968,-0.788062695999
ACH-000969,-0.8485175720129999
ACH-000973,-0.948723189887
ACH-000974,-1.1697861388500002
ACH-000975,-1.1242811050700001
ACH-000976,-0.719950166557
ACH-000978,-1.1738069599299998
ACH-000980,-0.82788691692
ACH-000984,-1.08684466675
ACH-000986,-1.0354649903
ACH-000988,-1.06828716121
ACH-000993,-1.28518731193
ACH-000994,-0.8188900993970001
ACH-000996,-1.07459402623
ACH-001001,-1.04377240388
ACH-001020,-0.9434548433519999
ACH-001028,-0.8871531710189999
ACH-001031,-0.7802890632800001
ACH-001038,-1.0866327672799998
ACH-001048,-0.8893920426809999
ACH-001050,-0.788370563719
ACH-001053,-1.08506020968
ACH-001054,-1.0818948981299998
ACH-001061,-0.632798891592
ACH-001067,-0.990749221058
ACH-001075,-1.0751966235
ACH-001096,-0.8615917808660001
ACH-001128,-0.9306423133130001
ACH-001134,-1.1911617674400001
ACH-001151,-0.9336742784659999
ACH-001163,-1.01967740846
ACH-001164,-0.761984702042
ACH-001173,-1.11725827285
ACH-001183,-1.04574410116
ACH-001184,-0.963748564507
ACH-001190,-0.885761294293
ACH-001192,-0.9241673959569999
ACH-001193,-0.7549298720250001
ACH-001196,-0.9311895547229999
ACH-001197,-1.06587007143
ACH-001205,-0.964591400987
ACH-001211,-1.09250158463
ACH-001212,-0.937866734279
ACH-001228,-0.984750471913
ACH-001232,-1.04243952158
ACH-001239,-1.03942204825
ACH-001274,-1.2571603070100001
ACH-001275,-1.18418545764
ACH-001277,-1.21247477468
ACH-001278,-0.838778097649
ACH-001280,-1.42377064241
ACH-001283,-1.17812180295
ACH-001289,-0.916777954183
ACH-001295,-1.0914521975700002
ACH-001300,-0.779779313504
ACH-001301,-1.18201219267
ACH-001302,-0.6846884521179999
ACH-001303,-1.16332480802
ACH-001306,-0.885873049886
ACH-001318,-1.10552739225
ACH-001322,-0.93692338942
ACH-001328,-0.936264044359
ACH-001332,-1.0300926264
ACH-001333,-0.987997107281
ACH-001336,-1.09624507396
ACH-001340,-1.06532453341
ACH-001346,-0.769499060447
ACH-001353,-1.23953570259
ACH-001354,-0.9780953469299999
ACH-001367,-0.693116873611
ACH-001368,-0.787632827011
ACH-001374,-1.08259669732
ACH-001375,-0.784062467412
ACH-001377,-1.1506673248700001
ACH-001380,-1.08013775369
ACH-001391,-1.0538958437200001
ACH-001407,-0.7541091441269999
ACH-001408,-1.02078253052
ACH-001413,-1.12013108946
ACH-001430,-1.2881238652299998
ACH-001431,-1.0917549019
ACH-001450,-0.940365539392
ACH-001496,-0.935284330276
ACH-001500,-0.967764608855
ACH-001521,-0.5744760906899999
ACH-001523,-0.6990757793469999
ACH-001532,-0.996137437262
ACH-001536,-0.8826779680750001
ACH-001550,-1.25955571982
ACH-001552,-1.31510884919
ACH-001554,-0.9110640664249999
ACH-001645,-0.964860715419
ACH-001654,-0.755909305842
ACH-001715,-0.973704678139
ACH-001735,-0.813960918709
ACH-001736,-0.980001651587
ACH-001737,-0.7448776066580001
ACH-001740,-0.828622021108
ACH-001745,-1.02334102152
ACH-001750,-0.883068285228
ACH-001765,-0.9246077277850001
ACH-001956,-0.7168046321930001
ACH-001957,-1.15860018131
