,LGALS4 (3960)
ACH-000004,-0.00966084378691
ACH-000007,0.157135105176
ACH-000009,-0.0844613821229
ACH-000011,0.057647198060300005
ACH-000012,-0.0532387052415
ACH-000013,-0.557802231492
ACH-000014,-0.0545318263703
ACH-000015,-0.146596524457
ACH-000017,0.0380581522069
ACH-000018,-0.018416831165099998
ACH-000019,0.0255922693469
ACH-000021,-0.210825024519
ACH-000022,-0.140344390207
ACH-000025,0.0787394954182
ACH-000028,0.10157505903999998
ACH-000030,-0.176644230938
ACH-000035,-0.236132343306
ACH-000036,-0.183022277437
ACH-000037,-0.0644972630461
ACH-000039,0.139208011759
ACH-000040,0.0123577485766
ACH-000041,-0.109408581037
ACH-000042,-0.12049124602399999
ACH-000045,-0.04873296217400001
ACH-000047,-0.00624176989216
ACH-000052,0.017345798698
ACH-000053,-0.147317688048
ACH-000054,-0.0779956825578
ACH-000055,-0.029105434446299996
ACH-000060,-0.11413722099700001
ACH-000067,-0.0765314560098
ACH-000070,-0.100422086159
ACH-000075,0.17028981843600002
ACH-000078,-0.11577275164100001
ACH-000082,-0.143083460932
ACH-000085,-0.212738437928
ACH-000086,-0.176200221758
ACH-000087,0.037207600815400005
ACH-000092,-0.128085813259
ACH-000095,-0.0459634222227
ACH-000097,-0.06025377550980001
ACH-000098,-0.10717219853900001
ACH-000099,-0.130524356305
ACH-000108,-0.154283550482
ACH-000113,-0.106151375882
ACH-000115,-0.215027646625
ACH-000116,-0.07705809061989999
ACH-000118,-0.20330159956500002
ACH-000120,0.0311672015215
ACH-000123,-0.09737061437570001
ACH-000127,-0.0935535314069
ACH-000128,-0.20594996657099998
ACH-000132,-0.0430855528459
ACH-000133,-0.0764901817198
ACH-000137,-0.241022267575
ACH-000138,-0.022560697530200003
ACH-000142,-0.103365629149
ACH-000143,0.020759668581700003
ACH-000146,-0.06426882177630001
ACH-000148,-0.0254352205711
ACH-000150,-0.12964918461799999
ACH-000152,-0.11974676709000001
ACH-000153,-0.348018139877
ACH-000159,0.0139188814224
ACH-000160,-0.0917837441289
ACH-000163,-0.102975803102
ACH-000167,-0.384703846787
ACH-000168,0.0846744079107
ACH-000169,0.111693656325
ACH-000178,-0.09858881693360001
ACH-000182,0.0354865143812
ACH-000183,-0.127888344524
ACH-000188,-0.229098217337
ACH-000189,0.110167495836
ACH-000190,0.04196340077190001
ACH-000198,-0.0937146329708
ACH-000204,0.324351069241
ACH-000206,-0.122839632878
ACH-000207,0.05443901545990001
ACH-000211,-0.0241033017259
ACH-000215,-0.013016291352399999
ACH-000221,-0.18934237042100002
ACH-000222,-0.21446088712699998
ACH-000223,0.052727577239499994
ACH-000226,-0.128192787742
ACH-000227,-0.35677243769199996
ACH-000228,-0.13403784628499998
ACH-000231,-0.0795477930887
ACH-000232,-0.164617747467
ACH-000233,-0.128832293297
ACH-000234,-0.128571081083
ACH-000235,-0.0921451867473
ACH-000237,-0.129572570722
ACH-000238,-0.0743476819442
ACH-000243,-0.0113940861947
ACH-000244,0.24581952706399998
ACH-000246,-0.0653593518314
ACH-000248,-0.0549025328304
ACH-000250,-0.066637932649
ACH-000251,-0.369230336722
ACH-000253,-0.113307031386
ACH-000255,-0.064231222905
ACH-000256,-0.111346128354
ACH-000257,-0.335722744925
ACH-000258,-0.283247342777
ACH-000259,-0.070502003241
ACH-000260,-0.00048919562804
ACH-000261,-0.100634679881
ACH-000262,-0.118920528562
ACH-000263,-0.132064141897
ACH-000264,-0.0664725651596
ACH-000265,-0.00520400478768
ACH-000266,-0.181608192194
ACH-000272,-0.054592742160800005
ACH-000273,0.12067243618699999
ACH-000274,-0.11532788375499999
ACH-000277,0.007090275977060001
ACH-000278,-0.199432920972
ACH-000279,-0.052015427074199996
ACH-000280,-0.203769458187
ACH-000281,-0.044114591085700004
ACH-000288,0.0633986873503
ACH-000291,-0.12221647734300001
ACH-000293,-0.280868672334
ACH-000294,-0.248646725336
ACH-000295,-0.009528789762620001
ACH-000296,0.136516368967
ACH-000302,-0.44197728974600003
ACH-000304,0.0904922858353
ACH-000307,0.04333092724569999
