,SPIC (121599)
ACH-000004,-0.27350215878899997
ACH-000007,-0.231617671054
ACH-000009,-0.503709494996
ACH-000011,-0.316977639002
ACH-000012,-0.23629732772
ACH-000013,-0.23153021311500002
ACH-000014,-0.36516275411300003
ACH-000015,-0.22990617212499997
ACH-000017,-0.261288497012
ACH-000018,0.0710058796521
ACH-000019,-0.267839191638
ACH-000021,-0.404564747271
ACH-000022,-0.204256003157
ACH-000025,-0.292476624742
ACH-000028,-0.30878828630800004
ACH-000030,-0.294876518901
ACH-000035,-0.217487833962
ACH-000036,-0.38823868503799996
ACH-000037,-0.32119174781800003
ACH-000039,-0.16452525271
ACH-000040,-0.367971732779
ACH-000041,-0.145968309164
ACH-000042,-0.181656509696
ACH-000045,-0.0677542868698
ACH-000047,-0.0459856370636
ACH-000052,-0.352203898425
ACH-000053,-0.196620875005
ACH-000054,-0.275531046441
ACH-000055,-0.43895271084
ACH-000060,-0.32329093709600004
ACH-000067,-0.285537492667
ACH-000070,-0.10256711541500001
ACH-000075,-0.101699792973
ACH-000078,-0.3352270939
ACH-000082,-0.142881438289
ACH-000085,-0.10007376022299999
ACH-000086,-0.30408410482
ACH-000087,-0.11709797412
ACH-000092,-0.24867537522100003
ACH-000095,-0.0660290248918
ACH-000097,-0.130717825404
ACH-000098,-0.191185579236
ACH-000099,-0.334552691878
ACH-000108,-0.193018391272
ACH-000113,-0.24097659319000003
ACH-000115,-0.29631706848
ACH-000116,-0.34950223456100005
ACH-000118,-0.19115414185600002
ACH-000120,-0.134360844458
ACH-000123,-0.258235495799
ACH-000127,-0.08725738742039998
ACH-000128,-0.198232121835
ACH-000132,-0.0652311204478
ACH-000133,-0.383615769652
ACH-000137,-0.117878665222
ACH-000138,-0.231400035339
ACH-000142,-0.149258117876
ACH-000143,-0.420371835415
ACH-000146,-0.349377259405
ACH-000148,-0.315487651944
ACH-000150,-0.288368725873
ACH-000152,-0.475112958993
ACH-000153,-0.337298195718
ACH-000159,-0.11280576549
ACH-000160,-0.229793177662
ACH-000163,-0.23378757013
ACH-000167,-0.0155001605115
ACH-000168,-0.256907085198
ACH-000169,-0.164129583857
ACH-000178,-0.279605060386
ACH-000182,-0.119610274442
ACH-000183,-0.400853860662
ACH-000188,-0.146733179638
ACH-000189,-0.552372091504
ACH-000190,0.00594596870939
ACH-000198,-0.294209763969
ACH-000204,-0.0992106222713
ACH-000206,-0.10357517270300001
ACH-000207,-0.224895629261
ACH-000211,-0.224795815028
ACH-000215,-0.256411740598
ACH-000221,-0.34151429428499996
ACH-000222,-0.0737586002442
ACH-000223,-0.306683205585
ACH-000226,-0.22901872688900002
ACH-000227,-0.219558886162
ACH-000228,-0.039989215698099996
ACH-000231,-0.28469527272100004
ACH-000232,-0.268043075701
ACH-000233,-0.252671329564
ACH-000234,0.0240045322803
ACH-000235,-0.185379350764
ACH-000237,-0.38599542713299995
ACH-000238,-0.22395517040399998
ACH-000243,-0.156576568518
ACH-000244,-0.00421465964528
ACH-000246,-0.17774749907200002
ACH-000248,-0.202765410797
ACH-000250,-0.166067703618
ACH-000251,-0.300365344487
ACH-000253,-0.184444318286
ACH-000255,-0.112163179111
ACH-000256,-0.296352044245
ACH-000257,-0.21120236386100003
ACH-000258,-0.07081356039969999
ACH-000259,-0.169311136157
ACH-000260,-0.11479397318199999
ACH-000261,-0.217058579567
ACH-000262,-0.10366292304500001
ACH-000263,-0.31675062143000005
ACH-000264,-0.204366678635
ACH-000265,-0.20242731301
ACH-000266,-0.193618330926
ACH-000272,-0.164574511884
ACH-000273,-0.212963075367
ACH-000274,-0.214156539547
ACH-000277,-0.237419937377
ACH-000278,-0.393405558481
