,UBE2Q2 (92912)
ACH-000004,-0.0262036128523
ACH-000007,0.18915597883000002
ACH-000009,-0.10799131558599999
ACH-000011,0.00674569810959
ACH-000012,0.0594796420959
ACH-000013,0.145666467387
ACH-000014,-0.145782775523
ACH-000015,0.160996882246
ACH-000017,-0.109583187788
ACH-000018,-0.11266790972000001
ACH-000019,0.176392189734
ACH-000021,0.126703638302
ACH-000022,0.0619288342155
ACH-000025,-0.103020220745
ACH-000028,0.0753382746808
ACH-000030,0.125233260297
ACH-000035,0.0128779971644
ACH-000036,-0.0186288469717
ACH-000037,0.029636943161299997
ACH-000039,0.0698413504122
ACH-000040,-0.0069435982446499995
ACH-000041,0.0497963028065
ACH-000042,0.0633253619768
ACH-000045,0.21891919633
ACH-000047,0.0634615087488
ACH-000052,0.08456871682119999
ACH-000053,0.0661221000914
ACH-000054,0.0364910187689
ACH-000055,-0.0049459874105299995
ACH-000060,0.170485096843
ACH-000067,-0.0521429375962
ACH-000070,-0.0172281264865
ACH-000075,0.281533857653
ACH-000078,-0.13066050674000002
ACH-000082,0.0315071111719
ACH-000085,0.163472050772
ACH-000086,0.00113256736336
ACH-000087,0.16409529226
ACH-000092,0.165686473103
ACH-000095,0.014768414526299999
ACH-000097,-0.0370326402193
ACH-000098,0.11847562240999998
ACH-000099,0.073431604681
ACH-000108,0.0319840949551
ACH-000113,0.157527302587
ACH-000115,0.105397560989
ACH-000116,-0.0264324462109
ACH-000118,0.156702648683
ACH-000120,0.103602930596
ACH-000123,0.136205422622
ACH-000127,0.125901799261
ACH-000128,0.149364124883
ACH-000132,-0.0967228336108
ACH-000133,-0.061114287294300004
ACH-000137,0.08512670638849999
ACH-000138,-0.0612894238179
ACH-000142,0.0446735751989
ACH-000143,0.22239994296799998
ACH-000146,-0.0375921559308
ACH-000148,0.027399248779599997
ACH-000150,0.0614156600653
ACH-000152,0.158851424695
ACH-000153,0.0046975536938
ACH-000159,-0.10279970841700001
ACH-000160,0.04770127708769999
ACH-000163,0.273241442928
ACH-000167,0.170122446252
ACH-000168,-0.03616570678330001
ACH-000169,-0.00946764123131
ACH-000178,0.110572299299
ACH-000182,0.06600902148900001
ACH-000183,-0.0635000972626
ACH-000188,0.0181672607728
ACH-000189,0.0120411137792
ACH-000190,0.113297179868
ACH-000198,0.182888514036
ACH-000204,0.0884439560168
ACH-000206,0.032703796109599996
ACH-000207,0.180752435761
ACH-000211,0.11637985584
ACH-000215,0.10672214973099999
ACH-000221,0.17530136685199998
ACH-000222,0.25402736824
ACH-000223,0.0143402241952
ACH-000226,0.0766314696321
ACH-000227,-0.0400502796684
ACH-000228,0.163238429626
ACH-000231,0.05558397958769999
ACH-000232,0.12234313976399999
ACH-000233,0.07720927286460001
ACH-000234,-0.07496798914080001
ACH-000235,0.0192379643367
ACH-000237,0.0740153270598
ACH-000238,-0.22625762632500002
ACH-000243,0.0926896808008
ACH-000244,-0.130780054513
ACH-000246,0.110650877411
ACH-000248,0.175127435231
ACH-000250,0.124008109118
ACH-000251,0.360552974432
ACH-000253,-0.11761310719799999
ACH-000255,-0.14106679233
ACH-000256,0.132333257588
ACH-000257,0.21361914839899998
ACH-000258,0.146581152672
ACH-000259,0.0197112613897
ACH-000260,0.08356870879160001
ACH-000261,0.06139921503830001
ACH-000262,0.15531059979599998
ACH-000263,0.09333392006989999
ACH-000264,-0.00292117255699
ACH-000265,0.0963210945181
ACH-000266,-0.013353350925
ACH-000272,-0.0418971985958
ACH-000273,0.1348530526
ACH-000274,-0.00480119082763
ACH-000277,0.06884371244950001
ACH-000278,0.197308241654
ACH-000279,-0.0982236510217
ACH-000280,0.019549987562900002
ACH-000281,-0.09722429316360001
ACH-000288,0.0200272470512
ACH-000291,0.07733629373489999
ACH-000293,0.19677209787
ACH-000294,-0.066190622502
ACH-000295,-0.029730759154799998
ACH-000296,0.177512260358
ACH-000302,0.154707255974
ACH-000304,0.17799437695099998
ACH-000307,0.13637665671399998
ACH-000308,0.0019930191575300003
ACH-000310,-0.11413415920299999
ACH-000311,-0.12398727752000001
ACH-000312,-0.0102070296695
ACH-000315,0.228656211454
ACH-000316,0.16517654921
ACH-000317,-0.0610962287444
ACH-000318,0.0028036912840700002
ACH-000319,0.0471895779598
ACH-000320,-0.148068681018
