,PSAT1 (29968)
ACH-000004,-0.633408130012
ACH-000007,-0.46385804032899997
ACH-000009,-0.57270600935
ACH-000011,-0.671112902053
ACH-000012,-0.468378929674
ACH-000013,-0.562280270769
ACH-000014,-0.379292533062
ACH-000015,-0.717108351091
ACH-000017,-0.41689624877400006
ACH-000018,-0.5167804573470001
ACH-000019,-0.646285347415
ACH-000021,-0.5942519910980001
ACH-000022,-0.475527110498
ACH-000025,-0.498509501792
ACH-000028,-0.604658695444
ACH-000030,-0.455973925558
ACH-000035,-0.459182149195
ACH-000036,-0.759745725705
ACH-000037,-0.306903683608
ACH-000039,-0.624870398196
ACH-000040,-0.470901782364
ACH-000041,-0.706510078969
ACH-000042,-0.5432328028819999
ACH-000045,-0.481339042602
ACH-000047,-0.515457247849
ACH-000052,-0.540008839397
ACH-000053,-0.49646228261799996
ACH-000054,-0.46809643555299996
ACH-000055,-0.397591945938
ACH-000060,-0.408287939247
ACH-000067,-0.285049825127
ACH-000070,-0.5656784913740001
ACH-000075,-0.537061495979
ACH-000078,-0.6842153382230001
ACH-000082,-0.33686244889600003
ACH-000085,-0.49682515354199996
ACH-000086,-0.41173245053400004
ACH-000087,-0.347903797812
ACH-000092,-0.462400169847
ACH-000095,-0.50253583253
ACH-000097,-0.42781554480899997
ACH-000098,-0.477244074533
ACH-000099,-0.43518933248899994
ACH-000108,-0.346929833394
ACH-000113,-0.534473509915
ACH-000115,-0.47828074091300005
ACH-000116,-0.501610194841
ACH-000118,-0.5175964337169999
ACH-000120,-0.43281511850500004
ACH-000123,-0.511888013253
ACH-000127,-0.69630501837
ACH-000128,-0.46365257348800004
ACH-000132,-0.668704278828
ACH-000133,-0.532705731775
ACH-000137,-0.544818024701
ACH-000138,-0.510327601185
ACH-000142,-0.283814852008
ACH-000143,-0.383030094024
ACH-000146,-0.415044878773
ACH-000148,-0.502611946747
ACH-000150,-0.44807299353299995
ACH-000152,-0.678138863258
ACH-000153,-0.125572317631
ACH-000159,-0.59849776145
ACH-000160,0.062055137462599996
ACH-000163,-0.791720683339
ACH-000167,0.210072639477
ACH-000168,-0.536511973575
ACH-000169,-0.603730173792
ACH-000178,-0.35398760653300004
ACH-000182,-0.48319452208700003
ACH-000183,-0.49386430493999994
ACH-000188,-0.569694237628
ACH-000189,-0.760437265071
ACH-000190,-0.167048536214
ACH-000198,-0.5992378303329999
ACH-000204,-0.611303550734
ACH-000206,-0.557478500642
ACH-000207,-1.6555277512200002
ACH-000211,-0.614680538603
ACH-000215,-0.6400497905120001
ACH-000221,-0.399659066056
ACH-000222,-0.24674653189399998
ACH-000223,-0.48438879679700003
ACH-000226,-0.573088165756
ACH-000227,-0.776843936397
ACH-000228,-0.36514722806199995
ACH-000231,-0.474834409918
ACH-000232,-0.45323113827399997
ACH-000233,-0.504432118092
ACH-000234,-0.477108062509
ACH-000235,-0.444799408893
ACH-000237,-0.553314198549
ACH-000238,-0.500321520516
ACH-000243,-0.38798821401100003
ACH-000244,-0.8110018017470001
ACH-000246,-0.5534713538
ACH-000248,-0.568198599251
ACH-000250,-0.5215126644879999
ACH-000251,-0.783273734594
ACH-000253,-0.457296619109
ACH-000255,-0.513210744344
ACH-000256,-0.5880382053190001
ACH-000257,-0.222525594125
ACH-000258,-0.122730175946
ACH-000259,-0.42897173074
ACH-000260,-0.382295435229
ACH-000261,-1.05911207499
ACH-000262,-0.619772968719
ACH-000263,-0.363106831787
ACH-000264,-0.454381798945
ACH-000265,-0.374402921369
ACH-000266,-0.439875169378
ACH-000272,-0.481714698328
ACH-000273,-0.604502765485
ACH-000274,-0.421254658288
ACH-000277,-0.454898934706
ACH-000278,-0.609107948667
ACH-000279,-0.300798935411
ACH-000280,-0.535487449777
ACH-000281,-0.490158286279
ACH-000288,-0.321936254135
ACH-000291,-0.5161151566100001
ACH-000293,-0.434580204661
ACH-000294,-0.359170541636
ACH-000295,-0.514244283822
ACH-000296,-0.492773868152
ACH-000302,-0.46051885790299996
ACH-000304,-0.270071582488
ACH-000307,-0.35191741174900004
ACH-000308,-0.411159323792
ACH-000310,-1.05905893218
ACH-000311,-0.39070260268299994
ACH-000312,-0.32106896743200003
ACH-000315,-0.461577587803
ACH-000316,-0.343694818594
ACH-000317,-0.47107402049099995
ACH-000318,-0.42493861041299996
ACH-000319,-0.408618818394
ACH-000320,-0.194527925556
ACH-000322,-0.5245747434579999
ACH-000323,-0.6254684490269999
ACH-000324,-0.657813956155
ACH-000329,-0.48432530355
ACH-000330,-0.560833765249
ACH-000331,-0.658790162879
ACH-000332,-0.468930445938
ACH-000334,-0.473874083573
ACH-000335,-0.6510600251650001
ACH-000336,-0.36457913701899997
ACH-000337,-0.570495443072
ACH-000339,-0.559568597143
ACH-000341,-0.507794435341
ACH-000348,-0.516674968952
ACH-000350,-0.444847024158
ACH-000352,-0.62541877578
ACH-000356,-0.412967295028
ACH-000361,-0.452013753472
ACH-000362,-0.471980454379
ACH-000363,-0.357691918883
ACH-000364,-0.476663630379
ACH-000365,-0.525195797445
ACH-000366,-0.5821008690649999
ACH-000368,-0.539180073768
ACH-000374,-0.632520569971
ACH-000375,-0.33294537733199997
ACH-000376,-0.607406539961
ACH-000381,-0.488491781331
ACH-000383,-0.573732980181
ACH-000387,-0.431976217791
ACH-000389,-0.6890413511390001
ACH-000390,-0.64685118777
ACH-000393,-0.858302624583
ACH-000395,-0.662568679037
ACH-000397,-0.46409247697300005
ACH-000401,-0.636452039392
ACH-000402,-0.404241077219
ACH-000403,-0.426038487163
ACH-000404,-0.402513080761
ACH-000406,-0.39311329772299997
ACH-000407,-0.43133365851000005
ACH-000408,-0.383542056034
ACH-000410,-0.556842565837
ACH-000411,-0.41477454281900006
ACH-000414,-0.294712100544
ACH-000415,-0.627663026049
ACH-000416,-0.5344616972899999
ACH-000420,-0.457673053788
ACH-000421,-0.531260579985
ACH-000424,-0.567001656819
ACH-000425,-0.450577358313
ACH-000426,-0.242457560632
ACH-000427,-0.786976877446
ACH-000433,-0.436100288125
