,FOXK2 (3607)
ACH-000004,-0.223196410011
ACH-000007,-0.241307056287
ACH-000009,-0.0892737061971
ACH-000011,0.0198433117732
ACH-000012,-0.0276783736405
ACH-000013,0.286298191844
ACH-000014,0.0935286353798
ACH-000015,-0.253607295256
ACH-000017,-0.17080295533700002
ACH-000018,-0.155030330088
ACH-000019,-0.08752688216669999
ACH-000021,-0.048168091129
ACH-000022,-0.013791916499
ACH-000025,0.0533153095533
ACH-000028,-0.0460379731864
ACH-000030,0.17498229697999998
ACH-000035,0.146897585153
ACH-000036,-0.118834350273
ACH-000037,-0.119244993452
ACH-000039,0.0774257152554
ACH-000040,-0.09846278288310001
ACH-000041,0.025109355096999998
ACH-000042,-0.172634954146
ACH-000045,-0.0979699460179
ACH-000047,0.0757776994125
ACH-000052,0.0600651105335
ACH-000053,0.143351982379
ACH-000054,-0.0041707775187
ACH-000055,0.199920190838
ACH-000060,0.026634038805700002
ACH-000067,-0.292574035144
ACH-000070,-0.0518452257828
ACH-000075,-0.21858561204100002
ACH-000078,-0.20653671568100002
ACH-000082,0.0231683835612
ACH-000085,0.115180224385
ACH-000086,0.09123443143519999
ACH-000087,0.07483981383419999
ACH-000092,0.0503215217889
ACH-000095,-0.110080762484
ACH-000097,-0.08029383337780001
ACH-000098,-0.159660840873
ACH-000099,0.15518456227
ACH-000108,-0.256468303632
ACH-000113,-0.20670505595199998
ACH-000115,-0.155734307494
ACH-000116,0.10226008848
ACH-000118,-0.0360878141779
ACH-000120,-0.444859793341
ACH-000123,0.136771780796
ACH-000127,0.0108361893854
ACH-000128,-0.15585898769200002
ACH-000132,0.0899617833825
ACH-000133,-0.0323065541168
ACH-000137,0.0898232197986
ACH-000138,-0.0650622602271
ACH-000142,0.20130463874200002
ACH-000143,0.0895434035924
ACH-000146,-0.029653456998400003
ACH-000148,-0.00426926950135
ACH-000150,-0.0583683465525
ACH-000152,-0.20562119734499998
ACH-000153,-0.105206925085
ACH-000159,0.0005305658072880001
ACH-000160,0.09439046431489999
ACH-000163,-0.157385439388
ACH-000167,0.16363112655
ACH-000168,-0.0880851906656
ACH-000169,-0.0503533564432
ACH-000178,0.109953172253
ACH-000182,-0.045484393347199996
ACH-000183,0.0679654749535
ACH-000188,-0.0623598707543
ACH-000189,-0.09316411810389999
ACH-000190,0.0903026536409
ACH-000198,-0.0482555365018
ACH-000204,0.347085906527
ACH-000206,-0.15110789963500001
ACH-000207,-0.003935705573670001
ACH-000211,-0.0467176022457
ACH-000215,-0.141496061186
ACH-000221,0.06833320718290001
ACH-000222,0.0980042817099
ACH-000223,0.040680100563400004
ACH-000226,0.0256621432804
ACH-000227,-0.0767102350508
ACH-000228,0.102101587767
ACH-000231,-0.234394164326
ACH-000232,0.202970751622
ACH-000233,-0.010548283539799998
ACH-000234,0.0410880407653
ACH-000235,0.016114498076
ACH-000237,0.220297589296
ACH-000238,-0.0368381730141
ACH-000243,0.09052497976889999
ACH-000244,0.11715472062999999
ACH-000246,0.141930166711
ACH-000248,-0.166637073355
ACH-000250,-0.110160417872
ACH-000251,0.193287344882
ACH-000253,-0.026783610349599998
ACH-000255,0.0802225947221
ACH-000256,-0.0695466214078
ACH-000257,-0.118525872563
ACH-000258,-0.0236157627037
ACH-000259,-0.22274328341299998
ACH-000260,-0.24782561406800002
ACH-000261,0.0755127566724
ACH-000262,-0.11478169581900001
ACH-000263,-0.08869770329710001
ACH-000264,-0.0805072127424
ACH-000265,-0.0516572071203
ACH-000266,-0.125264858693
ACH-000272,-0.034505786208599995
ACH-000273,-0.173761569093
ACH-000274,0.023878498147400003
ACH-000277,0.04560005752
ACH-000278,0.05308526857509999
ACH-000279,-0.22265570066999998
ACH-000280,0.14758301399
ACH-000281,0.00275220344014
ACH-000288,-0.09542598987220001
ACH-000291,0.09906648866119999
ACH-000293,0.0304654932216
ACH-000294,0.12424296466399999
ACH-000295,-0.308107296102
ACH-000296,0.054529257412900003
ACH-000302,0.137239652175
ACH-000304,0.389245549774
ACH-000307,-0.051939907018099994
ACH-000308,0.11965247571599999
