,ALAS1 (211)
ACH-000004,-0.28827169410500003
ACH-000007,-0.0721341511647
ACH-000009,-0.031065366844900005
ACH-000011,0.13872067802899998
ACH-000012,-0.187467508961
ACH-000013,0.0253353251902
ACH-000014,0.0388194053675
ACH-000015,-0.0919975974072
ACH-000017,-0.0599819459521
ACH-000018,-0.131047779438
ACH-000019,-0.405565542504
ACH-000021,-0.091604142544
ACH-000022,-0.0504868057375
ACH-000025,0.012324789948
ACH-000028,-0.589541049753
ACH-000030,-0.631542167964
ACH-000035,-0.100314585776
ACH-000036,-0.083550645236
ACH-000037,-0.130480392641
ACH-000039,-0.0134228984069
ACH-000040,-0.0464050671285
ACH-000041,0.018487076564900003
ACH-000042,-0.207801324588
ACH-000045,-0.564273281301
ACH-000047,-0.621763954011
ACH-000052,-0.253732721142
ACH-000053,-0.24041141002900002
ACH-000054,-0.22915678363400002
ACH-000055,0.120950883725
ACH-000060,-0.0174433287848
ACH-000067,-0.12130550897600001
ACH-000070,-0.105445567803
ACH-000075,-0.0170547599974
ACH-000078,0.268160971298
ACH-000082,-0.21736263334800002
ACH-000085,0.10378917948699999
ACH-000086,-0.041971178098300005
ACH-000087,-0.237805283235
ACH-000092,-0.14672181362700001
ACH-000095,0.0282308335287
ACH-000097,-0.338554866746
ACH-000098,-0.350802650954
ACH-000099,0.10598372662200001
ACH-000108,-0.0725440861898
ACH-000113,-0.40424817046899997
ACH-000115,-0.178074655084
ACH-000116,0.007592502924489999
ACH-000118,-0.18299689055100002
ACH-000120,0.0433054185164
ACH-000123,0.0074221104713600005
ACH-000127,-0.0373664482457
ACH-000128,-0.31943038641800003
ACH-000132,-0.0533678309035
ACH-000133,-0.125868654102
ACH-000137,-0.23591457855200001
ACH-000138,-0.183914181226
ACH-000142,-0.0331799863226
ACH-000143,0.047839811107599994
ACH-000146,-0.810591983225
ACH-000148,-0.101747950362
ACH-000150,-0.247550305359
ACH-000152,-0.0380812048783
ACH-000153,-0.42367917329300003
ACH-000159,-0.34224587590800004
ACH-000160,-0.284060722735
ACH-000163,-0.109369135206
ACH-000167,-0.27013170467500003
ACH-000168,-0.130766099133
ACH-000169,-0.00777476385593
ACH-000178,-0.0162484178449
ACH-000182,-0.37836160142999997
ACH-000183,-0.21462741210099998
ACH-000188,0.0738527745412
ACH-000189,0.112225677555
ACH-000190,0.08813013333440001
ACH-000198,-0.607714359339
ACH-000204,-0.113518345471
ACH-000206,-0.5602269330390001
ACH-000207,-0.38152790148500004
ACH-000211,-0.202782128644
ACH-000215,0.0284650104924
ACH-000221,-0.136866631374
ACH-000222,-0.09332592155950001
ACH-000223,-0.10186195072200001
ACH-000226,-0.609476392641
ACH-000227,0.0948119160792
ACH-000228,-0.133768783437
ACH-000231,-0.137354830168
ACH-000232,0.0849394033649
ACH-000233,-0.381191021998
ACH-000234,-0.39598861708000005
ACH-000235,-0.181567785745
ACH-000237,0.000894604960215
ACH-000238,-0.256023206124
ACH-000243,-0.0167274753781
ACH-000244,0.012026176075600001
ACH-000246,-0.17636960395399998
ACH-000248,-0.035883102128099996
ACH-000250,-0.19952881664500002
ACH-000251,-0.249758934283
ACH-000253,-0.036017869543
ACH-000255,-0.0855120292604
ACH-000256,0.08471252236929999
ACH-000257,0.0020522965519300003
ACH-000258,0.0533545366797
ACH-000259,-0.0484340205837
ACH-000260,0.023595085041799996
ACH-000261,-0.09324269208010001
ACH-000262,-0.0111071317891
ACH-000263,-0.380259690076
ACH-000264,-0.0692706495049
ACH-000265,-0.0895395988848
ACH-000266,-0.250391850776
ACH-000272,-0.29640607152
ACH-000273,-0.0599828376189
ACH-000274,-0.216093140132
ACH-000277,-0.460869721733
ACH-000278,0.0782385683145
ACH-000279,-0.100951190676
ACH-000280,-0.121892560033
ACH-000281,-0.10145129338
ACH-000288,0.010454261101700002
ACH-000291,-0.036790478335300004
ACH-000293,-0.0519154361268
ACH-000294,0.010992944059600001
ACH-000295,-0.0642329974662
ACH-000296,0.22537940232200002
ACH-000302,-0.11405352782299999
ACH-000304,0.0475042146422
ACH-000307,-0.030850705590400002
ACH-000308,-0.0983131979834
ACH-000310,0.23826794775199997
ACH-000311,0.052509893462300006
ACH-000312,0.12203106355999999
