,SGCD (6444)
ACH-000004,-0.00210469669966
ACH-000007,0.262907433744
ACH-000009,0.021348401073699997
ACH-000011,0.23560792777800002
ACH-000012,0.101164576654
ACH-000013,0.22401975442699998
ACH-000014,0.18385518860999997
ACH-000015,0.193641465852
ACH-000017,0.251238067172
ACH-000018,0.274074043635
ACH-000019,0.151175521917
ACH-000021,0.187174748079
ACH-000022,0.177966599321
ACH-000025,0.322033932461
ACH-000028,0.11287642617100001
ACH-000030,0.138149784935
ACH-000035,0.303410335509
ACH-000036,0.125735518345
ACH-000037,0.0496187377037
ACH-000039,0.159478005394
ACH-000040,0.0475091361259
ACH-000041,0.333615270626
ACH-000042,0.187628455349
ACH-000045,0.36610267378600003
ACH-000047,0.17602826334399999
ACH-000052,0.17360653807300003
ACH-000053,0.0170401964842
ACH-000054,0.18521045892000002
ACH-000055,0.262940053446
ACH-000060,0.121553360312
ACH-000067,0.229478725128
ACH-000070,0.24333514349399998
ACH-000075,0.09244883766300001
ACH-000078,0.190036333092
ACH-000082,0.261934209681
ACH-000085,0.135627738135
ACH-000086,0.233668012733
ACH-000087,0.100525693254
ACH-000092,0.16953393854200002
ACH-000095,0.140411338099
ACH-000097,0.224524536932
ACH-000098,0.238872663427
ACH-000099,0.0517606104847
ACH-000108,0.186760322757
ACH-000113,0.20676495101300002
ACH-000115,-0.0868360513915
ACH-000116,-0.030200793395599997
ACH-000118,0.193457386482
ACH-000120,0.148134306242
ACH-000123,0.108904385178
ACH-000127,0.0237850434478
ACH-000128,0.120739058472
ACH-000132,0.128686255969
ACH-000133,0.209164806402
ACH-000137,0.265096741351
ACH-000138,0.08952450562989998
ACH-000142,0.463168504404
ACH-000143,0.164884583933
ACH-000146,0.128520070746
ACH-000148,0.101933758645
ACH-000150,0.16550800551699998
ACH-000152,0.0724979049902
ACH-000153,0.234701464496
ACH-000159,0.232168964091
ACH-000160,0.35473588552199997
ACH-000163,0.161772576014
ACH-000167,0.13314394992200002
ACH-000168,-0.146410059749
ACH-000169,0.0601879032629
ACH-000178,0.138541590096
ACH-000182,0.283028933922
ACH-000183,0.14351056921
ACH-000188,0.131335611958
ACH-000189,0.16978980341400002
ACH-000190,-0.138780858769
ACH-000198,0.144495202892
ACH-000204,0.04968907150330001
ACH-000206,0.121064253333
ACH-000207,0.11788485596899999
ACH-000211,0.186522865898
ACH-000215,0.23336011437600002
ACH-000221,0.24663248797499998
ACH-000222,0.229872070018
ACH-000223,0.229156292304
ACH-000226,0.10338464795
ACH-000227,0.111179405574
ACH-000228,0.28376081176999995
ACH-000231,0.27181136099
ACH-000232,-0.00194077735984
ACH-000233,0.147124003169
ACH-000234,0.278180215999
ACH-000235,0.20507938512200002
ACH-000237,0.12944114464
ACH-000238,0.118058021371
ACH-000243,0.105919377877
ACH-000244,0.101864240712
ACH-000246,-0.012357717856700002
ACH-000248,0.170850539115
ACH-000250,0.20812734480300002
ACH-000251,0.0745793832183
ACH-000253,0.195739542596
ACH-000255,0.156469527964
ACH-000256,0.164503628764
ACH-000257,-0.136476209544
ACH-000258,-0.13661622594
ACH-000259,0.0550089258705
ACH-000260,0.0927531056016
ACH-000261,0.10049642656199999
ACH-000262,0.291204009736
ACH-000263,0.117442693624
ACH-000264,0.119003966476
ACH-000265,0.189433533439
ACH-000266,0.10671058906400001
ACH-000272,0.132632298622
ACH-000273,0.164915360132
ACH-000274,0.194070291193
ACH-000277,0.05390735801080001
ACH-000278,0.167281015529
ACH-000279,0.273904753338
ACH-000280,0.22127618103399999
ACH-000281,0.24394669090799997
ACH-000288,0.1367886387
ACH-000291,0.0984576901433
ACH-000293,0.16826938342
ACH-000294,-0.062246268807199995
ACH-000295,0.294044283232
ACH-000296,0.04606416425319999
ACH-000302,0.216780999762
ACH-000304,0.151060105576
ACH-000307,0.027274302982999998
ACH-000308,0.221168995968
ACH-000310,0.0564058791966
ACH-000311,-0.00404049499565
ACH-000312,0.0665144397649
ACH-000315,0.156347549832
ACH-000316,0.023642720849099998
ACH-000317,0.215613372705
ACH-000318,0.368108321163
ACH-000319,0.189671704593
ACH-000320,0.120842998463
ACH-000322,0.23309880246999998
ACH-000323,0.24750265264899998
ACH-000324,0.055442326110300005
ACH-000329,0.0768186665613
ACH-000330,0.128138813846
ACH-000331,0.100622045701
ACH-000332,0.125709590699
ACH-000334,0.0826738799425
ACH-000335,0.37388628969000004
ACH-000336,0.36373687078
ACH-000337,-0.040945434900500004
ACH-000339,0.10818953178
ACH-000341,-0.0413577413151
ACH-000348,0.0688038461198
ACH-000350,0.0934668186052
ACH-000352,0.23334031159200003
ACH-000356,0.18822941022700002
