,KCNB2 (9312)
ACH-000004,0.20647971354699998
ACH-000007,0.22705190208099998
ACH-000009,0.24252433979200003
ACH-000011,0.343611487901
ACH-000012,0.0652416224045
ACH-000013,0.168614653846
ACH-000014,0.157362238461
ACH-000015,0.100492322191
ACH-000017,0.12591745453400002
ACH-000018,0.126868370619
ACH-000019,0.200274306479
ACH-000021,0.13021032882
ACH-000022,0.257092464439
ACH-000025,0.249173607263
ACH-000028,0.14621259580999998
ACH-000030,0.156216073948
ACH-000035,0.14873777256200002
ACH-000036,0.26984443887299997
ACH-000037,0.263426472258
ACH-000039,0.15103183924
ACH-000040,0.229039701036
ACH-000041,-0.129278327101
ACH-000042,0.137096855716
ACH-000045,0.18172682672
ACH-000047,0.0581609473816
ACH-000052,0.27163806461999995
ACH-000053,0.114342207304
ACH-000054,0.22733658870700002
ACH-000055,0.051815661698599996
ACH-000060,0.162167044108
ACH-000067,0.34422439149800005
ACH-000070,0.05577062150090001
ACH-000075,0.08742019647810001
ACH-000078,0.12480622354599999
ACH-000082,0.17512084524500002
ACH-000085,0.402384849791
ACH-000086,0.236367616514
ACH-000087,0.21761590523899998
ACH-000092,0.156763293951
ACH-000095,0.230311040713
ACH-000097,0.20430176654399998
ACH-000098,0.128532345493
ACH-000099,0.172391910768
ACH-000108,0.16611219632899998
ACH-000113,0.032953171461400005
ACH-000115,0.216984296979
ACH-000116,0.269745382947
ACH-000118,0.061286568963
ACH-000120,0.07348907870400001
ACH-000123,0.11373452045099999
ACH-000127,0.0423160310324
ACH-000128,0.213194327576
ACH-000132,0.212882373653
ACH-000133,0.23410541203200003
ACH-000137,0.201907507142
ACH-000138,0.13992179466
ACH-000142,0.265861309284
ACH-000143,0.18013350477899998
ACH-000146,0.0627245643102
ACH-000148,0.271670691443
ACH-000150,0.107376026975
ACH-000152,0.289357742382
ACH-000153,0.00707464074625
ACH-000159,0.0993471395689
ACH-000160,0.159507803729
ACH-000163,0.190506204516
ACH-000167,0.37373795567400003
ACH-000168,0.23843228163400002
ACH-000169,0.16347973074799999
ACH-000178,0.129578075026
ACH-000182,0.15953522049399999
ACH-000183,0.062179125601900004
ACH-000188,0.25437798182599997
ACH-000189,0.696683906092
ACH-000190,0.302126449385
ACH-000198,0.156156943492
ACH-000204,0.176015047893
ACH-000206,0.187145754499
ACH-000207,0.35699267630599996
ACH-000211,0.136554415196
ACH-000215,0.151983774317
ACH-000221,0.0142896458488
ACH-000222,0.248482993712
ACH-000223,0.219778198967
ACH-000226,0.188315437825
ACH-000227,0.105468800042
ACH-000228,0.39476599590499994
ACH-000231,0.21070288880600002
ACH-000232,0.243839769604
ACH-000233,0.158517455525
ACH-000234,0.27524947969
ACH-000235,0.0128819624787
ACH-000237,0.138537653211
ACH-000238,0.171983675717
ACH-000243,0.18401320964600001
ACH-000244,0.269769239069
ACH-000246,0.21684289429499998
ACH-000248,-0.250905405487
ACH-000250,0.172973794746
ACH-000251,0.43359931080799996
ACH-000253,0.227993178277
ACH-000255,0.31375145028900003
ACH-000256,0.20674490134100001
ACH-000257,0.391711275224
ACH-000258,0.011636930797299999
ACH-000259,0.202985968086
ACH-000260,0.14814703704
ACH-000261,0.0685420513389
ACH-000262,0.147825334113
ACH-000263,0.100590001211
ACH-000264,0.168932093023
ACH-000265,-0.00988185518702
ACH-000266,0.113624729208
ACH-000272,0.23558442598999998
ACH-000273,0.0925981443303
ACH-000274,0.327975819787
ACH-000277,0.0240127183127
ACH-000278,0.103503886272
ACH-000279,0.206121433494
ACH-000280,0.0508682825318
ACH-000281,0.305153170973
ACH-000288,0.212463769431
ACH-000291,-0.049108924495099994
ACH-000293,0.0853490139315
ACH-000294,0.07825648293189999
ACH-000295,0.317935895101
ACH-000296,0.203550380919
ACH-000302,0.0876407493983
ACH-000304,0.325036344627
ACH-000307,0.191198800768
ACH-000308,0.27314884761999997
ACH-000310,0.118354291259
ACH-000311,0.17850087310899998
ACH-000312,0.186993418877
ACH-000315,0.12771208065
ACH-000316,0.07075525907810001
ACH-000317,0.18248800280900002
ACH-000318,0.14803778987400001
ACH-000319,0.142418603127
ACH-000320,0.37482041043799996
ACH-000322,0.0214801260876
ACH-000323,0.29610089056
ACH-000324,0.17413248596099998
ACH-000329,0.171338652971
ACH-000330,0.11313267010500001
ACH-000331,0.200818331308
ACH-000332,0.17782859186
ACH-000334,0.191128876024
ACH-000335,0.0572714796339
ACH-000336,-0.167216821332
ACH-000337,0.051496265347600004
ACH-000339,0.08640588729569999
ACH-000341,0.204779651436
ACH-000348,0.32584455886999997
ACH-000350,0.218771825861
ACH-000352,-0.0526247728182
ACH-000356,0.276386319117
ACH-000361,0.244480921896
ACH-000362,0.0868129224788
ACH-000363,0.137721563026
ACH-000364,-0.0305286495927
ACH-000365,0.160558520492
ACH-000366,0.170840956296
ACH-000368,0.2039115626
ACH-000374,0.418012045995
ACH-000375,0.09953485215199999
ACH-000376,0.189315165506
ACH-000381,0.209605232637
ACH-000383,0.0468746672594
ACH-000387,0.06105027839049999
ACH-000389,0.314697528011
ACH-000390,0.134021282394
ACH-000393,0.0431877153244
ACH-000395,0.0841648663253
ACH-000397,0.263871429268
ACH-000401,0.176385278656
ACH-000402,0.323260881793
ACH-000403,0.286391210966
ACH-000404,0.17524494545299998
ACH-000406,0.12196667930999999
ACH-000407,0.28585628562300003
ACH-000408,0.251682747569
ACH-000410,0.228155214677
ACH-000411,0.127877752336
ACH-000414,0.22595545284000002
ACH-000415,0.160642883999
ACH-000416,0.12479098902899999
ACH-000420,0.260674582256
ACH-000421,0.17166156556099998
ACH-000424,0.0884545897532
ACH-000425,0.161209267547
ACH-000426,0.156759812421
ACH-000427,0.26616500347800004
ACH-000433,0.18042469722100002
ACH-000436,0.193394620277
ACH-000444,0.00180698078163
ACH-000445,0.28964415485
ACH-000448,-0.013805220848600001
ACH-000450,0.281066673632
ACH-000452,0.154725337115
ACH-000454,0.29635884191399997
ACH-000458,0.17120223089000003
ACH-000459,0.06976211670089999
ACH-000460,0.182311694819
ACH-000461,0.107320702351
ACH-000463,0.12378428710000002
ACH-000464,0.047711303466600005
ACH-000466,-0.020362179463
ACH-000467,0.0447398584498
ACH-000468,0.0724318803866
ACH-000469,0.255717708855
ACH-000470,0.0689451814068
ACH-000471,0.177084269393
ACH-000472,0.08431681844569999
ACH-000473,0.0581338774814
ACH-000475,0.266581976569
ACH-000476,0.23972229223799998
ACH-000477,0.246889824614
ACH-000480,0.273466672287
ACH-000481,0.025073431885900003
ACH-000483,0.111991073299
ACH-000484,0.242369594641
ACH-000485,0.232547188237
ACH-000486,0.155057601798
ACH-000487,0.24949348081599998
ACH-000488,0.151233165979
ACH-000490,0.08031025690989999
ACH-000491,0.438966537849
ACH-000495,0.260526797108
ACH-000496,0.204218055092
ACH-000499,0.263509098579
ACH-000500,0.5512042068140001
ACH-000502,0.233038105605
ACH-000503,0.48129845072899996
ACH-000505,0.196460977193
ACH-000507,0.09632194679189998
ACH-000510,0.28062346797
ACH-000511,0.270934159638
ACH-000512,0.135239103883
ACH-000516,0.238259432208
ACH-000517,0.287313801006
ACH-000518,0.17552296640999998
ACH-000520,0.22581207063900002
ACH-000521,0.291043504449
ACH-000522,0.14070381385199998
ACH-000524,0.21419324663
ACH-000527,0.249286075453
ACH-000528,0.199528662612
ACH-000537,0.081654379133
ACH-000541,0.397826286334
ACH-000542,-0.10878866694599999
ACH-000544,0.132766890779
ACH-000545,0.162998851369
ACH-000547,0.134363544565
ACH-000548,0.136053465272
ACH-000549,0.0572214265374
ACH-000550,0.258472985626
ACH-000552,0.106727803563
ACH-000556,0.198366645953
ACH-000557,-0.0457997582857
ACH-000570,0.19138123686900002
ACH-000571,0.221173754828
ACH-000573,0.040121428973
ACH-000576,0.172152977022
ACH-000580,0.193459863773
ACH-000584,0.026162148524500002
ACH-000585,0.236517944919
ACH-000588,0.0990574148312
ACH-000589,0.18108161365699998
ACH-000591,0.32976781236499997
ACH-000593,0.287487422454
ACH-000600,0.221908251317
ACH-000601,0.159465341268
ACH-000604,0.0950180004669
ACH-000605,0.145575743221
ACH-000606,0.278330032937
ACH-000608,0.19678010714400002
ACH-000614,-0.020360967027
ACH-000616,0.17060157552299998
ACH-000618,0.173009935821
ACH-000619,0.0027847531200100003
ACH-000620,0.376584596848
ACH-000621,0.174903124809
ACH-000622,0.21932890348700002
ACH-000623,0.24567929706099997
ACH-000624,0.236296154471
ACH-000627,0.12964219800000001
ACH-000630,0.140680092197
