,MTFP1 (51537)
ACH-000004,-0.0821904471738
ACH-000007,-0.12722802089500002
ACH-000009,-0.14658068782
ACH-000011,-0.436419340426
ACH-000012,-0.322226769841
ACH-000013,-0.17579414225900003
ACH-000014,-0.348839877548
ACH-000015,-0.28718368005600003
ACH-000017,-0.42380669939000004
ACH-000018,-0.252054746581
ACH-000019,-0.438303839488
ACH-000021,-0.14451227875800002
ACH-000022,-0.296292554121
ACH-000025,-0.34047462886299995
ACH-000028,-0.226025992227
ACH-000030,-0.26413828672899997
ACH-000035,-0.008963326129459999
ACH-000036,-0.289123369531
ACH-000037,-0.213315435385
ACH-000039,0.135523164345
ACH-000040,-0.09520279758189999
ACH-000041,-0.17626374204
ACH-000042,-0.443340535644
ACH-000045,-0.134889924639
ACH-000047,-0.318559062156
ACH-000052,-0.705785727053
ACH-000053,-0.187573259163
ACH-000054,-0.139633937971
ACH-000055,-0.19659716161
ACH-000060,-0.204272537179
ACH-000067,-0.231174805537
ACH-000070,-0.299532143246
ACH-000075,-0.56194339039
ACH-000078,-0.212364790444
ACH-000082,-0.23019493579
ACH-000085,-0.254175772014
ACH-000086,-0.11347708525599999
ACH-000087,-0.0811755698575
ACH-000092,-0.335229843162
ACH-000095,-0.209709792665
ACH-000097,-0.21084530333299997
ACH-000098,-0.342305206413
ACH-000099,-0.0112659533061
ACH-000108,-0.358324038824
ACH-000113,-0.00429209604445
ACH-000115,-0.187155053578
ACH-000116,-0.294276034085
ACH-000118,-0.213886178743
ACH-000120,-0.0616107566959
ACH-000123,-0.163047311664
ACH-000127,-0.16528215006799998
ACH-000128,-0.0816000116154
ACH-000132,-0.229958801336
ACH-000133,-0.144605840277
ACH-000137,-0.321598387981
ACH-000138,-0.0977790519028
ACH-000142,-0.149056438418
ACH-000143,-0.21405601876299998
ACH-000146,-0.208157540297
ACH-000148,-0.184519211457
ACH-000150,0.00769918446732
ACH-000152,-0.24727340980999998
ACH-000153,-0.28480867483100003
ACH-000159,-0.12311434361500001
ACH-000160,-0.207250216541
ACH-000163,-0.0645869779636
ACH-000167,-0.426168297833
ACH-000168,-0.26455246683
ACH-000169,-0.286182440176
ACH-000178,-0.194145724085
ACH-000182,-0.273699058168
ACH-000183,-0.318029200545
ACH-000188,-0.09203389695110001
ACH-000189,-0.253307499269
ACH-000190,-0.22287163259599999
ACH-000198,-0.247973440067
ACH-000204,-0.00533866325861
ACH-000206,-0.35407304698299996
ACH-000207,-0.65514144878
ACH-000211,-0.116308117895
ACH-000215,-0.271162125356
ACH-000221,-0.37228204099600004
ACH-000222,-0.044637061551900004
ACH-000223,-0.28605115120700003
ACH-000226,-0.226190777086
ACH-000227,-0.20511497889400002
ACH-000228,-0.377447918066
ACH-000231,-0.155492483392
ACH-000232,-0.32722191813900003
ACH-000233,-0.303293649837
ACH-000234,-0.130178318712
ACH-000235,-0.156867378363
ACH-000237,-0.32960092096
ACH-000238,-0.252970770461
ACH-000243,-0.291080721021
ACH-000244,-0.22881771520599997
ACH-000246,-0.221644053029
ACH-000248,-0.274024371489
ACH-000250,-0.15858920157
ACH-000251,-0.279696925351
ACH-000253,-0.276658287743
ACH-000255,-0.213703610863
ACH-000256,-0.378403402654
ACH-000257,-0.314727780123
ACH-000258,-0.22173712935400003
ACH-000259,-0.230523719051
ACH-000260,-0.240285509535
ACH-000261,-0.21973624439300002
ACH-000262,-0.30971519396200003
ACH-000263,-0.49710450112300003
ACH-000264,-0.18362892627099997
ACH-000265,-0.183183062546
ACH-000266,-0.240111656448
ACH-000272,-0.289330625822
ACH-000273,-0.258663440132
ACH-000274,-0.24980204636999997
ACH-000277,-0.07083627320889999
ACH-000278,-0.456931504492
ACH-000279,-0.26148558885
ACH-000280,-0.10409797980900001
ACH-000281,-0.0738281967198
ACH-000288,-0.223319598636
ACH-000291,-0.35551949231799995
ACH-000293,-0.24009899589699998
ACH-000294,-0.0053621478676199996
ACH-000295,0.0999265348975
ACH-000296,-0.262194310086
ACH-000302,-0.12451526437
ACH-000304,-0.294549816607
ACH-000307,-0.22981785808000002
ACH-000308,-0.257226010909
ACH-000310,-0.134558568759
ACH-000311,-0.032927890207500005
ACH-000312,-0.17305360776700002
ACH-000315,-0.17566569804999999
ACH-000316,-0.119807808335
ACH-000317,-0.197685387671
ACH-000318,-0.269313901709
ACH-000319,-0.132135944617
ACH-000320,-0.297614600146
ACH-000322,-0.33502628297
ACH-000323,-0.0770768100295
ACH-000324,-0.21045672834000004
ACH-000329,-0.338142411271
ACH-000330,-0.234293249627
ACH-000331,-0.214261453101
ACH-000332,-0.217020456525
ACH-000334,-0.15982885338800001
ACH-000335,-0.139992901577
ACH-000336,0.11074921659800001
ACH-000337,-0.633254224978
ACH-000339,-0.18762093168299998
ACH-000341,-0.052530252236599996
ACH-000348,-0.23101228531800003
ACH-000350,-0.285756347401
ACH-000352,-0.262698624658
ACH-000356,-0.28863989660399997
ACH-000361,-0.176887802957
ACH-000362,-0.133000254708
ACH-000363,-0.273925024801
ACH-000364,-0.24601569940200002
ACH-000365,-0.276778201438
ACH-000366,-0.297068370358
ACH-000368,-0.290225256548
ACH-000374,0.027932895874200003
ACH-000375,-0.27753018676999996
ACH-000376,-0.189557104478
ACH-000381,-0.234266712951
ACH-000383,-0.285264779915
ACH-000387,-0.211652467834
ACH-000389,-0.310691550553
ACH-000390,-0.21364299945
ACH-000393,-0.288578274632
ACH-000395,-0.226460638547
ACH-000397,-0.30528411692699997
ACH-000401,-0.08856935858
ACH-000402,-0.50090637705
ACH-000403,-0.19799733850499998
ACH-000404,0.00617751748322
ACH-000406,-0.264139524038
ACH-000407,-0.09300993434499999
ACH-000408,-0.46501551101800004
ACH-000410,-0.257977847537
ACH-000411,-0.20289624798
ACH-000414,-0.137491256687
ACH-000415,-0.12416133548599999
ACH-000416,-0.22196637386100002
