,ETNK1 (55500)
ACH-000004,-0.0748477112595
ACH-000007,-0.0570599023442
ACH-000009,0.199568042709
ACH-000011,-0.162867558779
ACH-000012,0.262107581709
ACH-000013,0.189498925018
ACH-000014,0.131575966019
ACH-000015,0.0117372578648
ACH-000017,-0.060433404418099995
ACH-000018,0.062935203247
ACH-000019,-0.160176351369
ACH-000021,0.04987979057440001
ACH-000022,-0.036345206491
ACH-000025,0.201968489622
ACH-000028,0.12130193586799999
ACH-000030,0.0985881047304
ACH-000035,0.0206223504795
ACH-000036,0.14409599320900002
ACH-000037,0.08102587682319999
ACH-000039,0.11543740764100001
ACH-000040,0.111259954402
ACH-000041,0.134891579915
ACH-000042,0.11136344665999999
ACH-000045,0.123660571218
ACH-000047,0.07526907796980001
ACH-000052,0.286632852225
ACH-000053,-0.06014610384
ACH-000054,0.110414059478
ACH-000055,0.131517700399
ACH-000060,0.0825889668
ACH-000067,0.0183853864009
ACH-000070,-0.106546782708
ACH-000075,0.0335493083384
ACH-000078,0.152056582824
ACH-000082,-0.060280375793399996
ACH-000085,0.08277318625130001
ACH-000086,0.12230984552799999
ACH-000087,0.09447898726199999
ACH-000092,-0.0562900328765
ACH-000095,0.108161092609
ACH-000097,0.0807056930671
ACH-000098,0.196944443547
ACH-000099,0.11668034843399999
ACH-000108,0.0883276155827
ACH-000113,0.0268299827936
ACH-000115,0.0489945007948
ACH-000116,-0.0713212951203
ACH-000118,-0.0633334549984
ACH-000120,0.129928385182
ACH-000123,0.0393944792766
ACH-000127,0.111323805601
ACH-000128,-0.0248274280526
ACH-000132,-0.0298687229979
ACH-000133,0.149107419487
ACH-000137,0.08663558324889999
ACH-000138,0.0166923715823
ACH-000142,0.0868405185447
ACH-000143,0.0386813447656
ACH-000146,-0.136442049082
ACH-000148,0.0577153439827
ACH-000150,0.147698153134
ACH-000152,-0.0484292751005
ACH-000153,0.0458332586047
ACH-000159,0.0329515028984
ACH-000160,0.0819877405122
ACH-000163,0.194817475786
ACH-000167,-0.12761937957299999
ACH-000168,0.08924839846310001
ACH-000169,0.0945307584398
ACH-000178,0.0607606858582
ACH-000182,-0.0557436923015
ACH-000183,-0.146270162507
ACH-000188,0.059655400801099996
ACH-000189,-0.09179389658939999
ACH-000190,0.146985363758
ACH-000198,0.0431632366873
ACH-000204,0.0854596260932
ACH-000206,-0.194833877262
ACH-000207,-0.0910952345383
ACH-000211,-0.070112008654
ACH-000215,-0.0313827760733
ACH-000221,0.105134207008
ACH-000222,0.20779562773
ACH-000223,0.0388038713416
ACH-000226,-0.138985125758
ACH-000227,0.21520129324999998
ACH-000228,0.038397785890300004
ACH-000231,0.08502797187519999
ACH-000232,0.0510043907036
ACH-000233,-0.00634676527855
ACH-000234,0.00714898660237
ACH-000235,-0.0810329113566
ACH-000237,0.17129070122499998
ACH-000238,0.0274310400814
ACH-000243,0.0492377528404
ACH-000244,-0.0994068373842
ACH-000246,0.19946978106199997
ACH-000248,-0.11544780764799999
ACH-000250,0.106875258908
ACH-000251,-0.0575287452209
ACH-000253,-0.0489181186627
ACH-000255,-0.124161979211
ACH-000256,-0.12818755219699998
ACH-000257,0.320628614475
ACH-000258,0.251988564036
ACH-000259,0.08775357139039999
ACH-000260,0.18670548040600002
ACH-000261,0.0446417986926
ACH-000262,0.39508714423600005
ACH-000263,-0.0872947230967
ACH-000264,0.0324882062792
ACH-000265,0.017108605271999998
ACH-000266,-0.0313657386395
ACH-000272,-0.00497244791021
ACH-000273,0.0967457931774
ACH-000274,0.0314349761754
ACH-000277,0.147471263645
ACH-000278,0.144722158515
ACH-000279,0.0724679370902
ACH-000280,0.032208026980000005
ACH-000281,0.140620051973
ACH-000288,0.0387098000719
ACH-000291,0.145313707138
ACH-000293,-0.471602503168
ACH-000294,-0.100557497135
ACH-000295,0.191007446385
ACH-000296,0.0824222548223
ACH-000302,-0.00513178569718
ACH-000304,-0.020935506971200002
ACH-000307,0.0341976732582
ACH-000308,0.0427690190634
ACH-000310,-0.0050624435638400005
ACH-000311,-0.012196638574000001
ACH-000312,0.0237437270536
ACH-000315,0.155802864706
ACH-000316,-0.0086784013704
ACH-000317,0.0466226352497
ACH-000318,0.24967759699499997
ACH-000319,0.269139666658
ACH-000320,0.006054829489020001
ACH-000322,0.312573166598
ACH-000323,-0.0635435091065
ACH-000324,0.198007035848
ACH-000329,0.034482954221699995
ACH-000330,-0.0459325412092
ACH-000331,0.064064619182
ACH-000332,0.0684947866445
ACH-000334,-0.05550277263169999
ACH-000335,0.109412963497
ACH-000336,0.609411284929
ACH-000337,-0.0240842964788
ACH-000339,-0.0162433088772
