,NMUR1 (10316)
ACH-000004,0.05843372447430001
ACH-000007,-0.000494766726195
ACH-000009,0.0777241432098
ACH-000011,-0.0518105194515
ACH-000012,-0.104753876198
ACH-000013,0.0318231555834
ACH-000014,-0.023784953602200003
ACH-000015,0.10281674867
ACH-000017,0.037924815368699995
ACH-000018,-0.221659573503
ACH-000019,-0.302124283196
ACH-000021,0.058916557342499995
ACH-000022,0.07926948250810001
ACH-000025,0.117655631804
ACH-000028,0.058859709319
ACH-000030,0.00214827225732
ACH-000035,0.20217797725
ACH-000036,-0.114414231491
ACH-000037,-0.487648428674
ACH-000039,0.0546512390866
ACH-000040,-0.07431812136060001
ACH-000041,0.08421494173949999
ACH-000042,-0.06893639789969999
ACH-000045,-0.0326438365702
ACH-000047,-0.10895487979900001
ACH-000052,0.0198443005309
ACH-000053,0.0558907938445
ACH-000054,-0.231527466053
ACH-000055,0.021303817328599997
ACH-000060,-0.120164149131
ACH-000067,-0.245149987962
ACH-000070,-0.216669564941
ACH-000075,-0.14860015266100002
ACH-000078,-0.221029978889
ACH-000082,-0.0407976346003
ACH-000085,-0.24792620009799998
ACH-000086,-0.0455429696931
ACH-000087,0.08425341853160001
ACH-000092,-0.141070331799
ACH-000095,-0.054926317626099994
ACH-000097,-0.075872126622
ACH-000098,-0.14015447397800002
ACH-000099,-0.128663221882
ACH-000108,-0.0781222190251
ACH-000113,-0.280036520461
ACH-000115,0.053655524044300004
ACH-000116,0.0356528235995
ACH-000118,0.0584719767182
ACH-000120,-0.24871347702399998
ACH-000123,0.04552460125609999
ACH-000127,-0.0853827369133
ACH-000128,-0.130832579653
ACH-000132,-0.0397119245992
ACH-000133,-0.145027118244
ACH-000137,-0.144655111679
ACH-000138,-0.0348192725039
ACH-000142,-0.131190120434
ACH-000143,0.12360223694700001
ACH-000146,-0.12253945523399999
ACH-000148,-0.0761480966685
ACH-000150,-0.19317864187800002
ACH-000152,-0.16080147677999998
ACH-000153,-0.0703975274833
ACH-000159,-0.11179517348200001
ACH-000160,-0.129495515416
ACH-000163,-0.233097864494
ACH-000167,-0.08475102673239998
ACH-000168,-0.0979254943415
ACH-000169,-0.11265900518300001
ACH-000178,-0.0519780429934
ACH-000182,-0.044400297956600006
ACH-000183,-0.193092834637
ACH-000188,-0.026107390945900002
ACH-000189,-0.186867541827
ACH-000190,-0.336548386432
ACH-000198,0.0166025305273
ACH-000204,-0.0592752684024
ACH-000206,-0.0645713374978
ACH-000207,-0.052526430722699996
ACH-000211,0.0261882642162
ACH-000215,-0.113067098228
ACH-000221,-0.044867737886699996
ACH-000222,0.224059667165
ACH-000223,-0.10460377293600001
ACH-000226,0.137405627362
ACH-000227,-0.07575025686589999
ACH-000228,-0.139640935734
ACH-000231,-0.217513417189
ACH-000232,0.0341081744504
ACH-000233,-0.0242496349167
