,HIST1H2BC (8347)
ACH-000004,-0.840042443431
ACH-000007,-0.527884028209
ACH-000009,-0.714699075045
ACH-000011,-0.9016188352560001
ACH-000012,-0.798909501635
ACH-000013,-0.744567745151
ACH-000014,-0.886862221992
ACH-000015,-0.562774917694
ACH-000017,-0.951580362236
ACH-000018,-0.849990211894
ACH-000019,-0.6395882287129999
ACH-000021,-0.712667043009
ACH-000022,-0.8096151897570001
ACH-000025,-0.903626496925
ACH-000028,-0.729592125228
ACH-000030,-0.730798964151
ACH-000035,-1.18354247371
ACH-000036,-0.824562916656
ACH-000037,-0.947925120188
ACH-000039,-0.804088644076
ACH-000040,-0.6711344332160001
ACH-000041,-0.989893376594
ACH-000042,-0.856772608023
ACH-000045,-0.903016064666
ACH-000047,-0.765180328471
ACH-000052,-0.609986995426
ACH-000053,-0.8345259039899999
ACH-000054,-0.8715770212360001
ACH-000055,-0.815453693855
ACH-000060,-0.8294730516709999
ACH-000067,-0.624724436256
ACH-000070,-1.1072417225799998
ACH-000075,-0.875483911167
ACH-000078,-0.8223988723160001
ACH-000082,-0.95582209388
ACH-000085,-1.00327466638
ACH-000086,-1.00733888119
ACH-000087,-0.948826627424
ACH-000092,-0.9675509202500001
ACH-000095,-1.23389762143
ACH-000097,-0.7825772004970001
ACH-000098,-1.00198256043
ACH-000099,-0.787073724653
ACH-000108,-0.751471167121
ACH-000113,-0.883948592916
ACH-000115,-1.3679639985499998
ACH-000116,-0.695202993975
ACH-000118,-0.9900275496590001
ACH-000120,-0.884863870696
ACH-000123,-0.8789407432780001
ACH-000127,-0.827713126463
ACH-000128,-0.677435817747
ACH-000132,-0.714960045048
ACH-000133,-0.874866181902
ACH-000137,-0.7034534505239999
ACH-000138,-0.794081385321
ACH-000142,-0.744181898579
ACH-000143,-0.680871781992
ACH-000146,-0.961541094941
ACH-000148,-0.613587681474
ACH-000150,-0.747579209497
ACH-000152,-0.704682795338
ACH-000153,-1.03860798731
ACH-000159,-0.861303343464
ACH-000160,-0.467644970118
ACH-000163,-0.834266422826
ACH-000167,-0.16920178165199998
ACH-000168,-1.20696801989
ACH-000169,-1.07702310801
ACH-000178,-0.8953627863629999
ACH-000182,-0.787495881286
ACH-000183,-0.9193791891230001
ACH-000188,-0.921780409844
ACH-000189,-0.8668399640710001
ACH-000190,-0.015886150149399998
ACH-000198,-0.9331117017030001
ACH-000204,-0.6958399447370001
ACH-000206,-1.45515100296
ACH-000207,-0.797127101108
ACH-000211,-0.599014968898
ACH-000215,-0.854939575513
ACH-000221,-0.7220253964300001
ACH-000222,-0.878683853533
ACH-000223,-0.985616867906
ACH-000226,-0.939976668605
ACH-000227,-0.728783047286
ACH-000228,-0.666371508608
ACH-000231,-0.9831737630419999
ACH-000232,-0.816872164821
ACH-000233,-1.2749356441600002
ACH-000234,-0.8663231958409999
ACH-000235,-0.8389447343449999
ACH-000237,-0.600272970561
ACH-000238,-0.778038823639
ACH-000243,-0.803316658285
ACH-000244,-0.849333474769
ACH-000246,-0.7310723913160001
ACH-000248,-0.773128281422
ACH-000250,-0.634435570613
ACH-000251,-1.04473481338
ACH-000253,-0.7927196427300001
ACH-000255,-0.5793179205910001
ACH-000256,-0.999333853917
ACH-000257,-0.509506238324
ACH-000258,-0.613091799059
ACH-000259,-0.926913483736
ACH-000260,-0.860723910832
ACH-000261,-0.701200396831
ACH-000262,-0.697755782287
ACH-000263,-1.1618703515
ACH-000264,-0.954790394005
ACH-000265,-0.930038307596
ACH-000266,-0.765438458355
ACH-000272,-0.90730264203
ACH-000273,-1.04711768155
ACH-000274,-0.874515646295
ACH-000277,-0.9939884481119999
ACH-000278,-0.7218696417910001
ACH-000279,-0.8375898248270001
ACH-000280,-0.718790495079
ACH-000281,-0.780960942395
ACH-000288,-0.8554247599770001
ACH-000291,-0.727582016968
ACH-000293,-1.13229013494
ACH-000294,-0.950450385591
ACH-000295,-0.941117387534
ACH-000296,-0.701087196083
ACH-000302,-0.590967288481
ACH-000304,-1.01525322488
ACH-000307,-0.910898501197
ACH-000308,-0.866636361109
ACH-000310,-0.925444317506
ACH-000311,-0.895118202595
ACH-000312,-0.679909157178
ACH-000315,-0.607816178107
ACH-000316,-0.965730188918
ACH-000317,-0.884661416648
ACH-000318,-0.626286699546
ACH-000319,-0.605246875823
ACH-000320,-0.993204634306
ACH-000322,-0.9842787429359999
ACH-000323,-0.746521878758
ACH-000324,-0.8263066048700001
ACH-000329,-1.05953493487
ACH-000330,-0.666774895778
ACH-000331,-0.902002541841
ACH-000332,-0.731160470201
ACH-000334,-0.7182959337870001
ACH-000335,-0.967617085897
ACH-000336,-1.06475654662
ACH-000337,-0.614966390671
ACH-000339,-0.7015889297310001
ACH-000341,-0.8699920542380001
ACH-000348,-0.8770921620219999
ACH-000350,-0.9118376769230001
ACH-000352,-0.678303405052
ACH-000356,-0.880023521527
ACH-000361,-0.702561567764
ACH-000362,-1.2026454235
ACH-000363,-0.8498190707340001
ACH-000364,-0.752733856066
ACH-000365,-0.959315345283
ACH-000366,-0.699510191015
ACH-000368,-0.59056243832
ACH-000374,-1.0712032815799999
ACH-000375,-0.635445059048
ACH-000376,-0.778130304103
ACH-000381,-0.6158342594990001
ACH-000383,-0.926442888901
ACH-000387,-1.16249179444
ACH-000389,-0.868644498339
ACH-000390,-0.797651124448
ACH-000393,-0.820569037684
ACH-000395,-1.0181466343799999
ACH-000397,-0.818973691119
ACH-000401,-0.84946989362
ACH-000402,-0.8616944720849999
ACH-000403,-0.943186254149
ACH-000404,-0.833927635637
ACH-000406,-0.9642887600550001
ACH-000407,-0.7398768704880001
ACH-000408,-0.521083843962
ACH-000410,-0.751278920377
ACH-000411,-0.69261199065
ACH-000414,-1.16333973481
ACH-000415,-0.99164470213
ACH-000416,-0.655179949395
ACH-000420,-0.5217232231369999
ACH-000421,-0.726207101508
ACH-000424,-0.718942093171
ACH-000425,-0.707791855535
ACH-000426,-1.0832722617000001
ACH-000427,-0.947741033784
ACH-000433,-0.784843927781
ACH-000436,-1.07259327997
ACH-000444,-0.81624076751
ACH-000445,-0.47729611788099996
ACH-000448,-0.901318441549
ACH-000450,-1.1019589276100001
ACH-000452,-1.06347676479
ACH-000454,-0.715572460502
ACH-000458,-0.9760313520139999
ACH-000459,-1.068704683
ACH-000460,-0.720006163885
ACH-000461,-0.903650303641
ACH-000463,-0.595182349032
ACH-000464,-0.644484785649
ACH-000466,-1.19019119828
ACH-000467,-0.7750778438339999
ACH-000468,-0.7679912450290001
ACH-000469,-0.9692911724009999
ACH-000470,-0.844109348545
ACH-000471,-0.741637176276
ACH-000472,-0.727494747518
ACH-000473,-0.488449226075
ACH-000475,-0.7071478638099999
ACH-000476,-0.672101109014
ACH-000477,-0.932762511455
ACH-000480,-0.69693919192
ACH-000481,-0.7591644552399999
ACH-000483,-0.46707790117700004
ACH-000484,-0.770325308094
ACH-000485,-0.848105368661
ACH-000486,-1.00621939434
ACH-000487,-1.17958137619
ACH-000488,-0.8194355477040001
ACH-000490,-0.626513243029
ACH-000491,-0.8810047160529999
ACH-000495,-0.7323900618699999
ACH-000496,-0.851079359245
ACH-000499,-1.0249311969600001
ACH-000500,-0.655936049321
ACH-000502,-0.75393797869
ACH-000503,-0.824396610847
ACH-000505,-0.782994223382
ACH-000507,-0.6516601606
ACH-000510,-0.7301443809370001
ACH-000511,-0.764922075003
ACH-000512,-0.981345185378
ACH-000516,-0.7614449828479999
ACH-000517,-1.10370025483
ACH-000518,-0.994106443571
ACH-000520,-0.654630226065
ACH-000521,-1.07022101028
ACH-000522,-0.890950341308
ACH-000524,-1.2654016964700001
ACH-000527,-0.5732852375140001
ACH-000528,-0.7592086748019999
ACH-000537,-0.7789089946269999
ACH-000541,-1.10218584283
ACH-000542,-0.659924191093
ACH-000544,-0.7801899007269999
ACH-000545,-0.938580042088
ACH-000547,-0.482931843908
ACH-000548,-0.8547383322609999
ACH-000549,-0.9936431195730001
ACH-000550,-0.744897591136
ACH-000552,-0.624647085339
ACH-000556,-0.650243913053
ACH-000557,-1.0032850446
ACH-000570,-0.9375463149969999
ACH-000571,-0.9979181649200002
ACH-000573,-1.05966031845
ACH-000576,-0.958701890897
ACH-000580,-0.7887816340009999
ACH-000584,-0.9741890341760001
ACH-000585,-1.08075204607
ACH-000588,-0.642916141495
ACH-000589,-0.736434505651
ACH-000591,-0.8138848462459999
ACH-000593,-0.667602181115
ACH-000600,-0.987205191531
ACH-000601,-0.952978924809
ACH-000604,-1.087889441
ACH-000605,-0.978211705697
ACH-000606,-0.662492835293
ACH-000608,-0.887806340221
ACH-000614,-0.559475630891
ACH-000616,-0.46940529033600004
ACH-000618,-0.920684298803
ACH-000619,-0.963594526335
ACH-000620,-0.774162116908
ACH-000621,-0.8877948122600001
ACH-000622,-0.845947485629
ACH-000623,-0.7864563655679999
ACH-000624,-0.7640771942
ACH-000627,-0.739442390255
ACH-000630,-0.7714006860189999
ACH-000632,-0.993783731569
ACH-000633,-0.565035514836
ACH-000637,-1.21551291139
ACH-000638,-0.968067606774
ACH-000646,-0.663428203052
ACH-000647,-0.886326213672
ACH-000648,-0.889436533801
ACH-000649,-0.6097190242180001
ACH-000651,-0.561070653689
ACH-000652,-0.7099049366529999
ACH-000653,-0.925400852499
ACH-000657,-1.04372432859
ACH-000658,-0.709163792169
ACH-000661,-1.0927770751299999
ACH-000662,-0.437998955009
ACH-000663,-0.610539601633
ACH-000665,-0.858440720334
ACH-000671,-0.942742370666
ACH-000673,-0.890384985169
ACH-000676,-0.698022376115
ACH-000677,-0.775735182418
ACH-000681,-0.9355435348450001
ACH-000682,-0.7987964807
ACH-000683,-0.902579486168
ACH-000684,-0.7450723468699999
ACH-000688,-0.680779742384
ACH-000693,-0.7129840654520001
ACH-000694,-0.823253372876
ACH-000695,-0.949693579579
ACH-000696,-0.7894196260780001
ACH-000697,-0.888767601617
ACH-000699,-1.06289975065
ACH-000701,-0.43822243485699997
ACH-000706,-0.914800385829
ACH-000711,-0.843729384583
ACH-000713,-1.00410076746
ACH-000714,-0.8130030755490001
ACH-000718,-0.8437535538600001
ACH-000720,-0.660843983212
ACH-000721,-0.948496414723
ACH-000724,-0.7904548640279999
ACH-000725,-1.0543261724
ACH-000732,-0.631888653169
ACH-000734,-0.636726648858
ACH-000735,-0.623945664927
ACH-000736,-0.9417687398710001
ACH-000738,-0.7104524833600001
ACH-000746,-0.6283992859390001
ACH-000747,-0.667744145508
ACH-000748,-0.765314669721
ACH-000753,-1.01456665878
ACH-000756,-0.653475862831
ACH-000757,-0.774001705172
ACH-000758,-0.7810017981849999
ACH-000760,-0.7427113605589999
