,SULT1A4 (445329)
ACH-000004,-0.339546264636
ACH-000007,-0.0320480172276
ACH-000009,-0.153855237899
ACH-000011,0.015343578015100001
ACH-000012,-0.139821875861
ACH-000013,-0.324562469708
ACH-000014,-0.076939322737
ACH-000015,-0.258223307395
ACH-000017,0.0154277794352
ACH-000018,-0.0621489034176
ACH-000019,-0.228339346904
ACH-000021,-0.130915867149
ACH-000022,-0.0830217932785
ACH-000025,-0.21156665954
ACH-000028,-0.23813896658300002
ACH-000030,0.122130958886
ACH-000035,-0.165553322658
ACH-000036,-0.07063669970599999
ACH-000037,-0.23691966958500002
ACH-000039,-0.438492659008
ACH-000040,-0.0736552312692
ACH-000041,-0.33455003264600003
ACH-000042,0.054606461483500006
ACH-000045,-0.23119033881499998
ACH-000047,0.055094949163800006
ACH-000052,-0.012357821041899999
ACH-000053,-0.19609751872499998
ACH-000054,-0.303418740911
ACH-000055,-0.0291289218377
ACH-000060,0.0669060613481
ACH-000067,-0.03587745522
ACH-000070,-0.0683480181693
ACH-000075,-0.0985000218746
ACH-000078,-0.423401854189
ACH-000082,-0.0589448716916
ACH-000085,0.0473198499888
ACH-000086,-0.0205895528142
ACH-000087,-0.0968225969706
ACH-000092,-0.0489534606796
ACH-000095,-0.0884686941384
ACH-000097,-0.253097374118
ACH-000098,-0.223853189069
ACH-000099,-0.205884740165
ACH-000108,-0.09849129806
ACH-000113,-0.338761216558
ACH-000115,-0.271703148807
ACH-000116,-0.180925067603
ACH-000118,-0.19250190218199997
ACH-000120,-0.107159521548
ACH-000123,-0.291519999598
ACH-000127,-0.42150672443099996
ACH-000128,-0.0917134198338
ACH-000132,-0.129428482561
ACH-000133,-0.112805649062
ACH-000137,-0.12319432223099999
ACH-000138,-0.159073608136
ACH-000142,-0.227574195154
ACH-000143,-0.147406286759
ACH-000146,-0.28214250269499996
ACH-000148,-0.170599574862
ACH-000150,-0.0302924083878
ACH-000152,-0.0721934512451
ACH-000153,-0.18850930286400003
ACH-000159,-0.233992866511
ACH-000160,-0.078505846976
ACH-000163,-0.0967730795368
ACH-000167,-0.132708604219
ACH-000168,-0.245159477997
ACH-000169,-0.105000803196
ACH-000178,-0.19631037229899997
ACH-000182,-0.0149279811712
ACH-000183,-0.0728842923378
ACH-000188,0.07465625477900001
ACH-000189,-0.446470546431
ACH-000190,-0.233833990638
ACH-000198,-0.102109014124
ACH-000204,-0.0499941413462
ACH-000206,0.0180498527271
ACH-000207,-0.0115585117595
ACH-000211,-0.261664447818
ACH-000215,-0.174606812523
ACH-000221,-0.247030646092
ACH-000222,-0.176885890727
ACH-000223,0.0204942515859
ACH-000226,-0.0675467579767
ACH-000227,-0.252302180529
ACH-000228,-0.209077080689
ACH-000231,-0.22758607697099997
ACH-000232,-0.11634714216900001
ACH-000233,-0.201851379394
ACH-000234,-0.0678758104031
ACH-000235,-0.152410984283
ACH-000237,-0.25027521733
ACH-000238,0.35385568163099995
ACH-000243,-0.533627805319
ACH-000244,-0.292232715707
ACH-000246,-0.154605441688
ACH-000248,-0.093384473596
ACH-000250,-0.18546020974
ACH-000251,-0.0223735447376
ACH-000253,0.0343814792647
ACH-000255,-0.188671509697
ACH-000256,-0.0591056483285
ACH-000257,-0.121805962246
ACH-000258,-0.10458227694599999
ACH-000259,-0.230768921661
ACH-000260,-0.3321884997
ACH-000261,-0.23837132876699998
ACH-000262,-0.185600305354
ACH-000263,-0.103721379027
ACH-000264,-0.197863570761
ACH-000265,-0.349412469398
ACH-000266,-0.183885820553
ACH-000272,-0.223178896228
ACH-000273,-0.149252864317
ACH-000274,-0.122311683393
ACH-000277,-0.0226282627688
ACH-000278,-0.147228408977
ACH-000279,0.0040314743339600004
ACH-000280,-0.28859729901500003
ACH-000281,-0.079846316224
ACH-000288,-0.341339315877
ACH-000291,-0.14148655454700002
ACH-000293,-0.0712584619708
ACH-000294,-0.22707595319200002
ACH-000295,-0.25537930840100004
ACH-000296,-0.276296333861
ACH-000302,-0.137637086582
ACH-000304,-0.04415875101430001
ACH-000307,-0.147327736053
ACH-000308,-0.10065201944
ACH-000310,-0.23795021467799998
ACH-000311,-0.325014130794
ACH-000312,-0.262936007134
ACH-000315,0.139517661362
ACH-000316,-0.18720544710099998
ACH-000317,-0.150431817472
ACH-000318,-0.322728084716
ACH-000319,-0.240927536787
ACH-000320,-0.019238862425500002
ACH-000322,-0.51178123404
ACH-000323,-0.16195619462000002
ACH-000324,-0.300003235913
ACH-000329,-0.046882631546599995
ACH-000330,-0.6319155497510001
ACH-000331,0.026038261001
ACH-000332,-0.32550829582199997
ACH-000334,-0.362570173824
ACH-000335,-0.28085166681699997
ACH-000336,-0.24127353765299997
ACH-000337,-0.110564365819
