,CRLF3 (51379)
ACH-000004,-0.10326288779500001
ACH-000007,-0.124052390513
ACH-000009,-0.30693848765
ACH-000011,-0.0893502636435
ACH-000012,-0.287996244128
ACH-000013,-0.12073478556600001
ACH-000014,-0.0038630263665500003
ACH-000015,0.0733193949684
ACH-000017,-0.32023275842099996
ACH-000018,0.047714277415899994
ACH-000019,-0.500847354021
ACH-000021,-0.0700936924133
ACH-000022,-0.276269337421
ACH-000025,0.0108502360705
ACH-000028,-0.259797268433
ACH-000030,-0.330328230916
ACH-000035,-0.249709897635
ACH-000036,-0.0486178419226
ACH-000037,0.16347488391599999
ACH-000039,-0.35552388422799996
ACH-000040,0.126576722632
ACH-000041,-0.00824273089165
ACH-000042,0.051548398465
ACH-000045,-0.034881152865
ACH-000047,-0.015783408343100002
ACH-000052,-0.227315365083
ACH-000053,-0.331734320504
ACH-000054,-0.0492773016021
ACH-000055,-0.25121254322500003
ACH-000060,0.134975722376
ACH-000067,-0.120818292566
ACH-000070,0.0815976034137
ACH-000075,-0.125790709129
ACH-000078,-0.29763483177
ACH-000082,-0.12212902015699999
ACH-000085,0.0868540296492
ACH-000086,-0.174385849261
ACH-000087,-0.194956181303
ACH-000092,-0.011541723880399998
ACH-000095,-0.186987740471
ACH-000097,-0.12007229609200001
ACH-000098,-0.0949926178203
ACH-000099,-0.18485444371399998
ACH-000108,-0.184689411754
ACH-000113,-0.153386841949
ACH-000115,-0.09857507143480002
ACH-000116,0.0520645477417
ACH-000118,-0.0508827394015
ACH-000120,-0.28788145517499997
ACH-000123,-0.272380008722
ACH-000127,0.095695423833
ACH-000128,0.019917732668999998
ACH-000132,-0.10582718648299999
ACH-000133,-0.163367968672
ACH-000137,0.125801953561
ACH-000138,-0.10124706582599999
ACH-000142,-0.151438301989
ACH-000143,-0.31764662048799996
ACH-000146,-0.10399022623700001
ACH-000148,-0.162443163629
ACH-000150,0.164860003424
ACH-000152,-0.302059289723
ACH-000153,-0.129965493547
ACH-000159,-0.056463288478300004
ACH-000160,-0.12155499932700001
ACH-000163,0.0478992272109
ACH-000167,-0.09600479295089999
ACH-000168,-0.210743007618
ACH-000169,-0.17418575087000002
ACH-000178,-0.135338359053
ACH-000182,0.0589011777284
ACH-000183,-0.167343609959
ACH-000188,-0.16380560583599998
ACH-000189,0.155574148487
ACH-000190,-0.29898149496800003
ACH-000198,-0.0825452209432
ACH-000204,-0.47289543728699995
ACH-000206,-0.289924989164
ACH-000207,-0.297097101719
ACH-000211,-0.337181874516
ACH-000215,-0.171603038392
ACH-000221,0.0839837704789
ACH-000222,0.144302289592
ACH-000223,-0.103099244454
ACH-000226,-0.0914355518912
ACH-000227,-0.370560238758
ACH-000228,-0.270702343577
ACH-000231,-0.126575441204
ACH-000232,-0.125434484686
ACH-000233,0.12233499706800001
ACH-000234,-0.276549586838
ACH-000235,-0.116368692941
ACH-000237,-0.0109128829835
ACH-000238,-0.0415432159332
ACH-000243,-0.394200342333
ACH-000244,0.120231898435
ACH-000246,-0.0811401348344
ACH-000248,-0.523664934514
ACH-000250,-0.09713733058219999
ACH-000251,-0.23263600988699998
ACH-000253,0.0591539815486
ACH-000255,-0.37902549618500003
ACH-000256,-0.264199344813
ACH-000257,0.32656622674
ACH-000258,-0.173151449355
ACH-000259,-0.164661480056
ACH-000260,-0.176786568079
ACH-000261,-0.054283983532499996
ACH-000262,0.101150250542
ACH-000263,0.0775582391387
ACH-000264,-0.265862794082
ACH-000265,-0.116165159324
