,FAF1 (11124)
ACH-000004,-0.074697354401
ACH-000007,-0.217015587118
ACH-000009,-0.222503413479
ACH-000011,-0.20540235730300002
ACH-000012,-0.160272638561
ACH-000013,-0.158803857173
ACH-000014,-0.204491789916
ACH-000015,-0.231150961696
ACH-000017,-0.049538835114
ACH-000018,-0.0884426106725
ACH-000019,-0.13939138925300001
ACH-000021,-0.0838661439928
ACH-000022,-0.0839930348316
ACH-000025,-0.252436994696
ACH-000028,-0.146640305712
ACH-000030,-0.126160065347
ACH-000035,-0.139197977073
ACH-000036,-0.156759064946
ACH-000037,-0.17291687434
ACH-000039,-0.131193742497
ACH-000040,-0.30578521338799997
ACH-000041,-0.317767228754
ACH-000042,-0.073558654819
ACH-000045,-0.158646639661
ACH-000047,0.0234515624643
ACH-000052,-0.399686208099
ACH-000053,-0.130851376545
ACH-000054,-0.23310130066399998
ACH-000055,-0.035242274874900004
ACH-000060,-0.11984982568
ACH-000067,-0.10433210839700001
ACH-000070,-0.254726255094
ACH-000075,-0.34852503698799997
ACH-000078,-0.102965183047
ACH-000082,-0.343091444968
ACH-000085,-0.0343085375795
ACH-000086,-0.251828723878
ACH-000087,-0.155395639614
ACH-000092,-0.220439958856
ACH-000095,-0.225210660908
ACH-000097,-0.266103124849
ACH-000098,-0.19215126107900002
ACH-000099,0.014776178398200002
ACH-000108,-0.00249170360648
ACH-000113,-0.0724558496738
ACH-000115,-0.0062972182061799995
ACH-000116,-0.124766966018
ACH-000118,-0.11603195388599999
ACH-000120,-0.175436670367
ACH-000123,-0.474256842374
ACH-000127,-0.0346003740319
ACH-000128,-0.40166350782300003
ACH-000132,-0.0299048440435
ACH-000133,-0.0664096873373
ACH-000137,-0.049262845508599995
ACH-000138,-0.18880350310600003
ACH-000142,-0.11176660718499999
ACH-000143,0.028138762902099997
ACH-000146,-0.0552239844375
ACH-000148,-0.28848321624699996
ACH-000150,-0.374823974008
ACH-000152,-0.166180422015
ACH-000153,-0.328241788037
ACH-000159,-0.336116098757
ACH-000160,-0.210379377502
ACH-000163,-0.0662712591786
ACH-000167,-0.271824949293
ACH-000168,-0.146576269861
ACH-000169,-0.0455284887754
ACH-000178,-0.32675573800700003
ACH-000182,-0.21305775039900002
ACH-000183,-0.185844390056
ACH-000188,-0.218006915935
ACH-000189,-0.225745708484
ACH-000190,-0.330642519031
ACH-000198,-0.34900383665600004
ACH-000204,0.0237366716807
ACH-000206,-0.270447241343
ACH-000207,-0.256152418488
ACH-000211,-0.0497300598221
ACH-000215,-0.34483079784599996
ACH-000221,-0.114579543565
ACH-000222,-0.47549408908299995
ACH-000223,-0.11980683924300001
ACH-000226,-0.0329142619169
ACH-000227,-0.0151022678401
ACH-000228,-0.0965746388125
ACH-000231,-0.187998382154
ACH-000232,-0.17986551729699998
ACH-000233,0.15178591294500002
ACH-000234,-0.422259071731
ACH-000235,-0.255021278809
ACH-000237,-0.211566921314
ACH-000238,-0.2290171621
ACH-000243,-0.24154168161800002
ACH-000244,-0.23270833915
ACH-000246,-0.414779985572
ACH-000248,-0.378226367953
ACH-000250,-0.0169263367569
ACH-000251,-0.21181659916499998
ACH-000253,-0.162494721757
ACH-000255,-0.18307054316799998
ACH-000256,-0.256580629482
ACH-000257,-0.0979110933414
ACH-000258,-0.36791655499
ACH-000259,-0.0635157524436
ACH-000260,0.011021697025299999
ACH-000261,-0.193610537236
ACH-000262,-0.381010944679
ACH-000263,0.19823453182599998
ACH-000264,-0.20503235979899997
ACH-000265,-0.165016982753
ACH-000266,0.030908266749299997
ACH-000272,-0.40776201614200003
ACH-000273,-0.114095144765
ACH-000274,-0.35235284981700005
ACH-000277,-0.317738721449
ACH-000278,-0.20442570059999998
ACH-000279,-0.351616152345
ACH-000280,-0.07445265018189999
ACH-000281,0.104647274882
ACH-000288,-0.34233773715599997
ACH-000291,-0.225650519498
ACH-000293,0.0654352487231
ACH-000294,0.054685381118900006
ACH-000295,0.128131376637
ACH-000296,-0.225447407672
ACH-000302,-0.18458493258
ACH-000304,-0.473806317378
ACH-000307,-0.211146279744
ACH-000308,-0.0713609877647
ACH-000310,-0.38645363848700004
ACH-000311,-0.15859457582800002
ACH-000312,-0.226942026424
ACH-000315,0.0290230281772
ACH-000316,0.08410083367630002
ACH-000317,-0.296563740227
ACH-000318,-0.249131217815
ACH-000319,-0.165409395482
ACH-000320,-0.419495239644
ACH-000322,-0.105672434755
ACH-000323,-0.179189232657
ACH-000324,-0.174368366845
ACH-000329,-0.234890161109
ACH-000330,-0.10056589893899999
ACH-000331,-0.06921915190910001
ACH-000332,-0.105541658118
ACH-000334,-0.33620988620399994
ACH-000335,-0.125411848401
ACH-000336,-0.138171033455
ACH-000337,-0.265311464623
ACH-000339,-0.138148199387
ACH-000341,-0.289969391352
ACH-000348,-0.253755632184
ACH-000350,-0.277352429676
ACH-000352,-0.24865498268199998
ACH-000356,-0.012893229891700001
ACH-000361,-0.184362012744
ACH-000362,-0.10340835521099999
ACH-000363,-0.109914870529
ACH-000364,-0.41706074479500005
ACH-000365,-0.0369602992344
ACH-000366,-0.219140476949
ACH-000368,-0.006066569848239999
ACH-000374,-0.23710303641999997
ACH-000375,-0.20439240031300002
ACH-000376,-0.406380139385
ACH-000381,-0.287401405815
ACH-000383,-0.114162592308
ACH-000387,-0.130874276778
ACH-000389,-0.275170846452
ACH-000390,-0.349528847126
ACH-000393,-0.229699117628
ACH-000395,-0.0130348774155
ACH-000397,-0.020154766813299998
ACH-000401,-0.170049640863
ACH-000402,0.292517731525
ACH-000403,-0.0410230702686
ACH-000404,-0.314510327929
ACH-000406,-0.117054395362
ACH-000407,-0.142160490727
ACH-000408,0.127952310647
ACH-000410,-0.440011521699
ACH-000411,-0.23316035259
ACH-000414,-0.5931816970889999
ACH-000415,-0.134891992992
ACH-000416,-0.121262330169
ACH-000420,-0.265551724273
ACH-000421,-0.155463948495
ACH-000424,-0.17975304551600002
ACH-000425,-0.19846913130899999
ACH-000426,0.18595623028
ACH-000427,-0.204171398211
ACH-000433,-0.36632871824
ACH-000436,-0.35420512671300003
ACH-000444,-0.170419179666
ACH-000445,0.084729565114
ACH-000448,-0.572484458996
ACH-000450,-0.199375083704
ACH-000452,-0.13558030829099998
ACH-000454,-0.36245046281099996
ACH-000458,-0.163278956871
ACH-000459,-0.08099428886110001
ACH-000460,-0.0398954977865
ACH-000461,-0.26999415568199997
ACH-000463,-0.196289747594
ACH-000464,-0.508889094282
ACH-000466,-0.08047600691739999
ACH-000467,-0.06514459805049999
ACH-000468,-0.0350692098925
ACH-000469,0.06463667632140001
ACH-000470,-0.197969041312
ACH-000471,-0.08555336156530001
ACH-000472,-0.262092631156
ACH-000473,-0.182505440574
ACH-000475,-0.213300028052
ACH-000476,-0.108987089267
ACH-000477,-0.39072391798199996
ACH-000480,-0.122995979175
ACH-000481,-0.12898233546399998
ACH-000483,0.045641599525800006
ACH-000484,0.242256918852
ACH-000485,-0.149928214058
ACH-000486,-0.22828474041299998
ACH-000487,-0.184446235132
ACH-000488,-0.110288474451
ACH-000490,-0.28873834133000004
ACH-000491,-0.23109371094099998
ACH-000495,-0.29129973643
ACH-000496,-0.36275612008599994
ACH-000499,-0.0819637153138
ACH-000500,-0.21170217093
ACH-000502,-0.047293696523
ACH-000503,-0.35604550687299996
ACH-000505,-0.36285696390100003
ACH-000507,-0.157803325437
ACH-000510,-0.0880051790721
ACH-000511,-0.304968415131
ACH-000512,0.014871765320600002
ACH-000516,-0.27457529802499997
ACH-000517,-0.11074424471
ACH-000518,-0.07606080112130001
ACH-000520,-0.101054226208
ACH-000521,-0.29103241843100003
ACH-000522,-0.311161958869
ACH-000524,-0.140517889707
ACH-000527,-0.13390849449699999
ACH-000528,-0.0294984555527
ACH-000537,-0.222552901655
ACH-000541,-0.222530984819
ACH-000542,-0.37633063346100004
ACH-000544,-0.226173921345
ACH-000545,-0.278550294588
ACH-000547,-0.313832516897
ACH-000548,-0.24298754535
ACH-000549,-0.126405690938
ACH-000550,-0.215397017062
ACH-000552,-0.13087828099
ACH-000556,-0.162821834862
ACH-000557,-0.108525312432
ACH-000570,0.0043270122752
ACH-000571,-0.10397294855900001
ACH-000573,-0.295466345059
ACH-000576,-0.583282548558
ACH-000580,-0.13638038579700001
ACH-000584,-0.07752432864839999
ACH-000585,-0.23546079732099998
ACH-000588,-0.186393340636
ACH-000589,-0.337912923112
ACH-000591,-0.05546422452880001
ACH-000593,-0.341982080918
ACH-000600,-0.34546768359499996
ACH-000601,-0.129041372841
ACH-000604,0.00555559018731
ACH-000605,-0.16141783633600001
ACH-000606,-0.188971488292
ACH-000608,-0.13791971871
ACH-000614,-0.42498014820600005
ACH-000616,-0.23486489459399998
ACH-000618,-0.101415541067
ACH-000619,-0.0130500262451
ACH-000620,-0.259740129276
ACH-000621,-0.24117423038199998
ACH-000622,-0.0302471851357
ACH-000623,-0.033937792776700004
ACH-000624,-0.128160805802
ACH-000627,-0.282891969515
ACH-000630,-0.216618971199
ACH-000632,-0.222318063181
ACH-000633,-0.0791066869934
ACH-000637,-0.355671969104
ACH-000638,-0.206831885643
ACH-000646,-0.449977635298
ACH-000647,-0.128756732807
ACH-000648,-0.45455329473000006
ACH-000649,-0.12582548529999998
ACH-000651,0.0366465828309
ACH-000652,-0.22051841786600002
ACH-000653,-0.325656725799
ACH-000657,-0.219699675884
ACH-000658,-0.18979089150800002
ACH-000661,-0.6980190037549999
ACH-000662,-0.34841745963
ACH-000663,-0.341490455097
ACH-000665,-0.24380437844900002
ACH-000671,-0.46988498412699997
ACH-000673,-0.19664194374400001
ACH-000676,-0.21156383243500002
ACH-000677,-0.327040465238
ACH-000681,-0.36416758618100004
ACH-000682,-0.15887340964500002
ACH-000683,-0.227208531255
ACH-000684,-0.398860054291
ACH-000688,-0.238291253246
ACH-000693,-0.296138240884
ACH-000694,-0.148455726923
ACH-000695,-0.42370342640299996
ACH-000696,-0.1596062175
ACH-000697,-0.45445272632600003
ACH-000699,-0.240483153092
ACH-000701,-0.179891312381
ACH-000706,-0.347262486137
ACH-000711,-0.189325251428
ACH-000713,-0.314908427394
ACH-000714,-0.189222758964
ACH-000718,-0.281282218869
ACH-000720,-0.210973153623
ACH-000721,-0.125279263453
ACH-000724,-0.132130770849
ACH-000725,-0.0134382452471
ACH-000732,-0.163731611281
ACH-000734,-0.186857046181
ACH-000735,-0.150878999867
ACH-000736,-0.09484157473619999
ACH-000738,-0.11325448200999999
ACH-000746,-0.0171164026268
ACH-000747,-0.180179266691
ACH-000748,-0.10555353277000001
ACH-000753,-0.181968924113
ACH-000756,-0.12770745263699998
ACH-000757,-0.30867386378
ACH-000758,-0.343584811803
ACH-000760,-0.153243213013
ACH-000763,0.0104117019681
ACH-000764,-0.272338717426
ACH-000765,-0.328502943712
ACH-000766,-0.217512373441
ACH-000767,-0.24450032716999998
ACH-000768,0.0704618106349
ACH-000769,-0.220339468018
ACH-000770,-0.260705242879
ACH-000771,-0.25928470310400004
ACH-000773,-0.244505086293
ACH-000776,-0.44362051846999995
ACH-000777,-0.0784906049358
ACH-000778,-0.28157983142299997
ACH-000781,-0.294435835132
ACH-000782,-0.0691477680102
ACH-000783,-0.11474939124900001
ACH-000784,-0.0704254483287
ACH-000785,-0.438283709389
ACH-000787,-0.12795976737
ACH-000788,-0.313593076246
ACH-000791,-0.211571859351
ACH-000792,-0.23554052699499997
ACH-000794,-0.186665304881
ACH-000796,-0.181845357032
ACH-000799,-0.207418847018
ACH-000800,0.08314481373839999
ACH-000802,-0.08129778132839999
ACH-000804,0.048724002002600006
ACH-000805,-0.283709739686
ACH-000809,-0.263530504199
ACH-000810,-0.11154514598899999
ACH-000811,-0.177020204639
ACH-000817,0.0360717174236
ACH-000819,-0.39216664934100004
ACH-000820,-0.31254063939
ACH-000821,-0.240205699155
ACH-000822,-0.176322846251
ACH-000823,-0.09391763376779999
ACH-000824,-0.256910069247
ACH-000827,-0.17380899508900002
ACH-000829,-0.0254382709267
ACH-000831,-0.288696490405
ACH-000832,-0.229756743903
ACH-000833,-0.138780838982
ACH-000834,-0.08449107954880002
ACH-000835,-0.11706545812300001
ACH-000836,-0.068524509481
ACH-000837,-0.282559914428
ACH-000838,-0.17061026539700003
ACH-000839,-0.258346053178
ACH-000840,-0.255432112495
ACH-000841,-0.44021951198700005
