,DCTPP1 (79077)
ACH-000004,-0.216467987783
ACH-000007,-0.00276743258508
ACH-000009,-0.159938846813
ACH-000011,-0.28684322394
ACH-000012,-0.20194350527899999
ACH-000013,-0.34716125779299994
ACH-000014,0.04052079201330001
ACH-000015,-0.14708995211
ACH-000017,-0.0886475091008
ACH-000018,-0.137237924963
ACH-000019,-0.042008733632100004
ACH-000021,-0.21952696654800002
ACH-000022,-0.26574719251400003
ACH-000025,-0.410291254241
ACH-000028,-0.138442238128
ACH-000030,-0.015837188792999998
ACH-000035,-0.150570003319
ACH-000036,-0.26276744568599997
ACH-000037,-0.153198841825
ACH-000039,0.0341307621271
ACH-000040,-0.136816650174
ACH-000041,-0.154434041816
ACH-000042,0.010361339026200001
ACH-000045,-0.0245351323447
ACH-000047,-0.0991111621425
ACH-000052,-0.028037721151499998
ACH-000053,-0.0529836164416
ACH-000054,-0.22759068027399998
ACH-000055,-0.35355055091700005
ACH-000060,0.138105392934
ACH-000067,-0.052220775464900004
ACH-000070,-0.322087635196
ACH-000075,-0.23018289276099999
ACH-000078,-0.045283325463
ACH-000082,-0.224014759236
ACH-000085,-0.20612424786800002
ACH-000086,-0.03591870878430001
ACH-000087,-0.201855663297
ACH-000092,-0.33018638743900003
ACH-000095,-0.0865134976388
ACH-000097,-0.229068756963
ACH-000098,-0.308387831298
ACH-000099,-0.17361439415899999
ACH-000108,-0.058569778711
ACH-000113,-0.113653118649
ACH-000115,-0.17430736411400002
ACH-000116,-0.226257832581
ACH-000118,-0.0810154310441
ACH-000120,-0.09642393846069999
ACH-000123,-0.18727646929900002
ACH-000127,-0.35097604320500003
ACH-000128,0.008747785525069999
ACH-000132,-0.359464942811
ACH-000133,0.0116348014537
ACH-000137,-0.20631079886300002
ACH-000138,0.0223092257405
ACH-000142,-0.346586589124
ACH-000143,-0.232879579809
ACH-000146,-0.08766854248099999
ACH-000148,-0.176848010792
ACH-000150,-0.24120390168900002
ACH-000152,0.00788156563389
ACH-000153,-0.276764442434
ACH-000159,-0.15203932434
ACH-000160,0.0628711615497
ACH-000163,-0.00488850094279
ACH-000167,-0.34063154752400004
ACH-000168,-0.0645229925856
ACH-000169,0.0764353627549
ACH-000178,-0.100483606418
ACH-000182,-0.103063064148
ACH-000183,-0.111737887228
ACH-000188,0.0259510678219
ACH-000189,-0.397222603172
ACH-000190,-0.017710445274900004
ACH-000198,-0.141380831253
ACH-000204,-0.416280637372
ACH-000206,-0.0163550693628
ACH-000207,-0.149126597602
ACH-000211,0.0040238690873
ACH-000215,-0.17032323924400003
ACH-000221,-0.306540304724
ACH-000222,-0.147666543259
ACH-000223,-0.0365525803917
ACH-000226,-0.12064951217299999
ACH-000227,-0.051229192048899995
ACH-000228,-0.270879304371
ACH-000231,-0.37692714228600005
ACH-000232,-0.11895200595699999
ACH-000233,-0.104569718079
ACH-000234,-0.092948203683
ACH-000235,-0.09960686905449999
ACH-000237,-0.0846227342036
ACH-000238,0.005719853312
ACH-000243,-0.16190275329700002
ACH-000244,-0.08034786323710001
ACH-000246,-0.16566354613700002
ACH-000248,0.0357602538437
ACH-000250,-0.137968072757
ACH-000251,-0.255437413688
ACH-000253,-0.0974785374307
ACH-000255,-0.135385903424
ACH-000256,-0.0599328039815
ACH-000257,-0.0870369482997
ACH-000258,-0.297802315609
ACH-000259,-0.20020812460999998
ACH-000260,-0.0862167562283
ACH-000261,-0.08772969120009999
ACH-000262,-0.20331057221700002
ACH-000263,0.39639129575599996
ACH-000264,-0.198952936208
ACH-000265,-0.20913011655000002
ACH-000266,-0.0227347486385
ACH-000272,-0.023115652568900004
ACH-000273,-0.160085174201
ACH-000274,-0.0734679546451
ACH-000277,-0.339383796686
ACH-000278,-0.031143314877999997
ACH-000279,-0.141274435352
ACH-000280,-0.15777457374
ACH-000281,0.0690905921515
ACH-000288,-0.335061337235
ACH-000291,0.00512311663524
ACH-000293,-0.244208874231
ACH-000294,-0.0759233722722
ACH-000295,-0.0658248963184
ACH-000296,-0.29912064375
ACH-000302,-0.026514510433299998
ACH-000304,-0.0215429872358
ACH-000307,-0.08937260136900001
ACH-000308,-0.26007326426800004
ACH-000310,-0.117190330277
ACH-000311,-0.07506919509650001
ACH-000312,-0.12391107338400001
ACH-000315,-0.0281405708349
ACH-000316,-0.0775609490257
ACH-000317,-0.243216322877
ACH-000318,-0.0801417456017
ACH-000319,-0.158029129433
ACH-000320,-0.142425567821
ACH-000322,-0.441553504957
ACH-000323,-0.201421299631
ACH-000324,-0.10785504242
ACH-000329,-0.151540971472
ACH-000330,-0.475489776888
ACH-000331,-0.108862814929
ACH-000332,-0.151514046095
ACH-000334,-0.335786096219
ACH-000335,0.0868149733978
ACH-000336,-0.22377965898899999
ACH-000337,-0.42899305049099995
ACH-000339,-0.128165420053
ACH-000341,0.00863262725534
ACH-000348,-0.19361704392700002
ACH-000350,-0.00516216155384
ACH-000352,0.020860809074599997
ACH-000356,-0.17424678576299998
ACH-000361,0.00949644091285
ACH-000362,-0.0361456613482
ACH-000363,-0.19275718249899998
ACH-000364,-0.0121386492292
ACH-000365,-0.162588112749
ACH-000366,-0.214334326379
ACH-000368,-0.09504732876939999
ACH-000374,-0.209329233321
ACH-000375,0.00617541262917
ACH-000376,-0.000964566116016
ACH-000381,-0.07701782081439999
ACH-000383,-0.0657061412911
ACH-000387,-0.0784830162672
ACH-000389,-0.295754760319
ACH-000390,-0.17222023626
ACH-000393,0.0012249787601300002
ACH-000395,-0.193283684074
ACH-000397,-0.282868701838
ACH-000401,-0.37230967298600004
ACH-000402,0.0374188580718
ACH-000403,-0.12826116504899998
ACH-000404,0.295135800222
ACH-000406,-0.16879172791400002
ACH-000407,-0.110530407518
ACH-000408,-0.052203132233499996
ACH-000410,-0.26360305056600003
ACH-000411,-0.27692636263799997
ACH-000414,-0.08450293618629999
ACH-000415,-0.11546871075
ACH-000416,-0.198457650766
ACH-000420,-0.296357149278
ACH-000421,-0.0346566121884
ACH-000424,-0.130549631724
ACH-000425,-0.289475517984
ACH-000426,0.016618154804
ACH-000427,-0.366585829622
