,NRXN2 (9379)
ACH-000004,0.103276737117
ACH-000007,-0.1135995854
ACH-000009,0.108786480143
ACH-000011,-0.10727869286800001
ACH-000012,-0.202165639612
ACH-000013,-0.05757964625630001
ACH-000014,0.163026430082
ACH-000015,-0.0929343250591
ACH-000017,-0.198033449794
ACH-000018,0.00724468971093
ACH-000019,0.11848335719900001
ACH-000021,-0.227200993009
ACH-000022,-0.14677847242699998
ACH-000025,-0.12367701500600001
ACH-000028,-0.12659829465999997
ACH-000030,-0.19686807764400002
ACH-000035,-0.07220334847950001
ACH-000036,-0.268759444658
ACH-000037,-0.395507150945
ACH-000039,-0.103664680441
ACH-000040,-0.24193934912099999
ACH-000041,-0.176603175939
ACH-000042,-0.204166684305
ACH-000045,-0.0824992515233
ACH-000047,-0.0705746229715
ACH-000052,-0.264366462612
ACH-000053,-0.0321119507367
ACH-000054,-0.10159184575500001
ACH-000055,-0.0318571667117
ACH-000060,-0.20285842630800002
ACH-000067,-0.133410571684
ACH-000070,0.0301622509509
ACH-000075,-0.37136471609399996
ACH-000078,-0.127266289087
ACH-000082,-0.256236864291
ACH-000085,-0.0702166729627
ACH-000086,-0.193931459744
ACH-000087,-0.166610570126
ACH-000092,-0.00504078620854
ACH-000095,-0.0217436734967
ACH-000097,-0.129601342928
ACH-000098,-0.0474583182932
ACH-000099,-0.021926560915
ACH-000108,-0.215842508809
ACH-000113,-0.144313798641
ACH-000115,-0.49452608909999995
ACH-000116,-0.281351142101
ACH-000118,-0.24708130741599998
ACH-000120,-0.104159727459
ACH-000123,-0.13771883941500002
ACH-000127,-0.09410966894780001
ACH-000128,-0.144596388543
ACH-000132,-0.378158147882
ACH-000133,-0.196460631057
ACH-000137,-0.280141074946
ACH-000138,-0.20886605708
ACH-000142,-0.21051824542599998
ACH-000143,-0.10637898598
ACH-000146,-0.00578595943904
ACH-000148,-0.131375809102
ACH-000150,-0.17969782405200002
ACH-000152,-0.0188188868255
ACH-000153,-0.515088120321
ACH-000159,-0.0999234760218
ACH-000160,-0.0732278006065
ACH-000163,-0.053814354777699996
ACH-000167,-0.272069659762
ACH-000168,-0.0632912664265
ACH-000169,-0.0879085474941
ACH-000178,-0.07140041181750001
ACH-000182,-0.060432391483199996
ACH-000183,-0.186142189368
ACH-000188,-0.509213594613
ACH-000189,-0.184952416934
ACH-000190,-0.0011331151737999999
ACH-000198,-0.20849561802799998
ACH-000204,-0.308724748381
ACH-000206,0.06638732261210001
ACH-000207,-0.226294508966
ACH-000211,-0.153901303144
ACH-000215,-0.142425688253
ACH-000221,-0.130444633619
ACH-000222,-0.11399790046199999
ACH-000223,-0.141031481992
ACH-000226,-0.125310749366
ACH-000227,-0.08996727556579999
ACH-000228,-0.133616249968
ACH-000231,-0.122998132905
ACH-000232,-0.0602457186912
ACH-000233,-0.162206273607
ACH-000234,-0.07266903628039999
ACH-000235,-0.08568736931669999
ACH-000237,-0.19717094194499998
ACH-000238,-0.20514064786800001
ACH-000243,-0.0266124811063
ACH-000244,-0.369442765593
ACH-000246,-0.133990382367
ACH-000248,-0.0648289520853
ACH-000250,-0.113949890761
ACH-000251,0.09461704358060001
ACH-000253,-0.24463980304699998
ACH-000255,-0.254060551119
ACH-000256,-0.296188118419
ACH-000257,-0.12474653701300001
ACH-000258,0.0509525163261
ACH-000259,-0.157030924119
ACH-000260,-0.108196762924
ACH-000261,-0.31188625816599996
ACH-000262,-0.334432980251
ACH-000263,0.16160233214199998
ACH-000264,-0.052348544763
ACH-000265,-0.106003093034
ACH-000266,-0.154134459964
ACH-000272,0.0684952976962
ACH-000273,-0.069262410018
ACH-000274,0.0117228026406
ACH-000277,-0.150821497204
ACH-000278,-0.19786992940499998
ACH-000279,-0.0742816384822
ACH-000280,-0.163910821866
ACH-000281,-0.0656348494273
ACH-000288,-0.22474029083799998
ACH-000291,0.046104262050599996
ACH-000293,0.22993241892799998
