,EPB41L5 (57669)
ACH-000004,0.048213338516300004
ACH-000007,0.025308285716300002
ACH-000009,-0.086829451444
ACH-000011,0.07953316588289999
ACH-000012,-0.30187320365200004
ACH-000013,-0.08974814278780001
ACH-000014,-0.11032466241599999
ACH-000015,-0.11730508262700001
ACH-000017,-0.2736034855
ACH-000018,-0.203553502295
ACH-000019,-0.170364617648
ACH-000021,0.069342622427
ACH-000022,-0.256468181154
ACH-000025,-0.11135539175300001
ACH-000028,-0.0927944137674
ACH-000030,-0.105056213104
ACH-000035,-0.215351327152
ACH-000036,-0.056820963376599996
ACH-000037,-0.18217307965399998
ACH-000039,-0.132948167239
ACH-000040,-0.028229797002
ACH-000041,-0.40368399873000005
ACH-000042,0.007513742648850001
ACH-000045,-0.08099782887960001
ACH-000047,-0.00637750861028
ACH-000052,-0.219121024951
ACH-000053,0.0350144592762
ACH-000054,-0.0675077242815
ACH-000055,0.0779389265166
ACH-000060,0.0025032660678899997
ACH-000067,-0.116485185043
ACH-000070,-0.085098720356
ACH-000075,-0.14636002007
ACH-000078,-0.196374448356
ACH-000082,-0.153653498223
ACH-000085,-0.00407953648601
ACH-000086,-0.06151026072919999
ACH-000087,-0.150110373795
ACH-000092,-0.28027805974500003
ACH-000095,-0.144268212162
ACH-000097,-0.0884042357552
ACH-000098,-0.20186678517200002
ACH-000099,-0.03918989590330001
ACH-000108,0.341991086965
ACH-000113,0.041504589278699995
ACH-000115,-0.214765475321
ACH-000116,0.106043833618
ACH-000118,-0.252169503607
ACH-000120,-0.148465987289
ACH-000123,-0.11350557908
ACH-000127,-0.0269085502177
ACH-000128,-0.0941933097931
ACH-000132,0.0125506664736
ACH-000133,-0.180754796239
ACH-000137,-0.10836157654300001
ACH-000138,0.00977377691238
ACH-000142,0.11659267478700001
ACH-000143,-0.139406448222
ACH-000146,-0.153613911155
ACH-000148,-0.0737049589788
ACH-000150,0.0196072552346
ACH-000152,-0.152243957029
ACH-000153,-0.205324116854
ACH-000159,-0.197553491749
ACH-000160,-0.0933230736665
ACH-000163,-0.204317617905
ACH-000167,0.0690076406514
