,TNFRSF10D (8793)
ACH-000004,-0.0141420334433
ACH-000007,0.10742576985999999
ACH-000009,0.0631038251838
ACH-000011,-0.00617447763796
ACH-000012,-0.04282361031240001
ACH-000013,0.013867317696200001
ACH-000014,0.0303487364409
ACH-000015,0.0647398347314
ACH-000017,0.0739329358509
ACH-000018,0.250132540022
ACH-000019,0.0664994660256
ACH-000021,0.09519334984899999
ACH-000022,0.00396227631736
ACH-000025,0.000885630003345
ACH-000028,-0.0355136153342
ACH-000030,0.015249732105100002
ACH-000035,0.0356729009112
ACH-000036,-0.0519424367591
ACH-000037,0.15484822219
ACH-000039,0.0578727635741
ACH-000040,0.17567394113899998
ACH-000041,-0.040911497449500005
ACH-000042,0.030487209191299998
ACH-000045,-0.089307900053
ACH-000047,-0.023903136002899998
ACH-000052,0.312715879465
ACH-000053,0.0139785026648
ACH-000054,-0.00233965749078
ACH-000055,0.114657974952
ACH-000060,0.0456839645256
ACH-000067,-0.0528388266465
ACH-000070,0.0242131165413
ACH-000075,-0.164968506719
ACH-000078,-0.241074688487
ACH-000082,-0.0167476125569
ACH-000085,-0.047656918804400004
ACH-000086,0.114801569726
ACH-000087,-0.133575831786
ACH-000092,-0.026363979005900002
ACH-000095,0.07533656899539999
ACH-000097,-0.00552645457977
ACH-000098,0.120072698606
ACH-000099,-0.035344318915400005
ACH-000108,0.0298510523239
ACH-000113,0.12203873534399999
ACH-000115,-0.0566926255815
ACH-000116,0.09239024092389998
ACH-000118,0.07693613926489999
ACH-000120,-0.030057815055400002
ACH-000123,-0.0214214433263
ACH-000127,0.0708899888918
ACH-000128,-0.120760311228
ACH-000132,0.101639981512
ACH-000133,-0.026681893996700002
ACH-000137,0.011389541821
ACH-000138,0.06741049205500001
ACH-000142,0.26269482608399997
ACH-000143,0.10040013506300001
ACH-000146,0.0313655848728
ACH-000148,-0.043890384929
ACH-000150,0.10242922702400001
ACH-000152,-0.015909846598200002
ACH-000153,-0.00222922335645
ACH-000159,-0.10596089794500001
ACH-000160,0.10427215461400001
ACH-000163,-0.09982673474230001
ACH-000167,-0.16647628604800002
ACH-000168,-0.179600656153
ACH-000169,0.0535643040517
ACH-000178,-0.0245981284548
ACH-000182,-0.112381811743
ACH-000183,0.013831417514
ACH-000188,0.108073860102
ACH-000189,0.105142179112
ACH-000190,0.163724077939
ACH-000198,-0.127386634698
ACH-000204,0.0415185532303
ACH-000206,-0.0710047103506
ACH-000207,0.10848781719900001
ACH-000211,-0.06373212590130001
ACH-000215,0.0342892234982
ACH-000221,-0.012763258238200001
ACH-000222,-0.033797103890299995
ACH-000223,0.11787847546800001
ACH-000226,0.125409533179
ACH-000227,-0.23426811064
ACH-000228,-0.100683357158
ACH-000231,0.0740469364326
ACH-000232,0.040701294420099995
ACH-000233,0.017676224515299998
ACH-000234,-0.0245612840545
ACH-000235,0.0359721550506
ACH-000237,-0.012212722972899999
ACH-000238,0.08952180880300001
ACH-000243,0.010475555916299999
ACH-000244,0.037642070507999996
ACH-000246,0.0606159808523
ACH-000248,0.09829225524460002
ACH-000250,-0.011166753428
ACH-000251,-0.00964510739827
ACH-000253,0.063186185147
ACH-000255,0.099058793049
ACH-000256,-0.09783867197339999
ACH-000257,0.174390177377
ACH-000258,-0.295397679063
ACH-000259,0.0510088557091
ACH-000260,0.0581556115647
ACH-000261,-0.07098028172389999
ACH-000262,0.05943196471059999
ACH-000263,-0.0588675023613
ACH-000264,-0.0727771666373
ACH-000265,0.0956853735273
ACH-000266,0.052908253856100006
ACH-000272,0.161773587931
ACH-000273,0.0647285983249
ACH-000274,0.0284826692803
ACH-000277,-0.026164982253200002
ACH-000278,-0.0761259159633
ACH-000279,0.122136505423
ACH-000280,-0.0369822579189
ACH-000281,0.132620275787
ACH-000288,0.146418977506
ACH-000291,0.0770227613981
ACH-000293,0.0694279545022
ACH-000294,-0.0503364250481
ACH-000295,-0.0225491979076
ACH-000296,0.0810531864121
ACH-000302,0.0352780704635
ACH-000304,-0.036487450158099996
ACH-000307,-0.019952124650900002
ACH-000308,-0.122384760073
ACH-000310,-0.0430269058048
ACH-000311,0.015025333052999999
ACH-000312,0.00655183432929
ACH-000315,-0.145281297042
ACH-000316,0.124045280088
ACH-000317,-0.20624154307300002
ACH-000318,0.045342137442
ACH-000319,0.00258328124268
ACH-000320,0.08790088649080001
ACH-000322,0.09329179999420001
ACH-000323,-0.0670667043302
ACH-000324,0.00177138578444
ACH-000329,-0.016667750534999998
ACH-000330,-0.127260114483
ACH-000331,0.0286493118751
ACH-000332,0.0667360918555
ACH-000334,-0.0632559959557
ACH-000335,0.289112703809
ACH-000336,-0.191114582139
ACH-000337,-0.17166311299000003
ACH-000339,0.05886610458330001
ACH-000341,0.188581283311
ACH-000348,-0.0114380429095
ACH-000350,0.01648361641
ACH-000352,-0.117234826205
ACH-000356,0.22111865039700002
ACH-000361,-0.0031450036348
ACH-000362,-0.08692350512010001
ACH-000363,-0.00180459811018
ACH-000364,0.111429705559
ACH-000365,0.0150950755898
ACH-000366,0.172780362577
ACH-000368,0.0377510503953
ACH-000374,-0.022749813992900002
ACH-000375,-0.0220677217272
ACH-000376,-0.0009727274913380001
ACH-000381,0.15948925759500002
ACH-000383,0.0017785105230700001
ACH-000387,0.044475525163000004
ACH-000389,0.049876775314800004
ACH-000390,-0.0464921016134
ACH-000393,0.0107371278104
ACH-000395,-0.00071260116647
ACH-000397,0.048658860715199995
ACH-000401,0.0371560477662
ACH-000402,0.0194604732829
ACH-000403,-0.046640663933199995
ACH-000404,0.123861429816
ACH-000406,0.049250536242199994
ACH-000407,0.06437553731859999
ACH-000408,-0.0251819340571
ACH-000410,0.065527675136
ACH-000411,-0.0349964057328
ACH-000414,0.052615617016599996
ACH-000415,0.0275487342876
ACH-000416,-0.018210701197200002
ACH-000420,-0.0315743238874
ACH-000421,-0.0420555531936
ACH-000424,0.0899018796866
ACH-000425,0.205668708581
ACH-000426,-0.222052111448
