,VCAN (1462)
ACH-000004,-0.08728595800589999
ACH-000007,-0.0437821651064
ACH-000009,-0.06816715322700001
ACH-000011,-0.141306788805
ACH-000012,-0.0375724903944
ACH-000013,0.0199820961917
ACH-000014,-0.08439740993789999
ACH-000015,-0.08867373986569999
ACH-000017,-0.16054821373
ACH-000018,-0.090777482006
ACH-000019,-0.029826246008099997
ACH-000021,-0.157835820506
ACH-000022,0.09464196881539999
ACH-000025,0.00697562148391
ACH-000028,-0.0506504794317
ACH-000030,-0.08419480703099999
ACH-000035,0.0330313439413
ACH-000036,-0.255745321802
ACH-000037,-0.240922225604
ACH-000039,-0.0151483017013
ACH-000040,0.11491170842199999
ACH-000041,-0.09979733637739999
ACH-000042,-0.23069420562100001
ACH-000045,-0.0160121424785
ACH-000047,0.050026222401800005
ACH-000052,-0.20698287006700003
ACH-000053,0.006833822230270001
ACH-000054,-0.11158412024700001
ACH-000055,-0.0350168069995
ACH-000060,-0.116500016201
ACH-000067,-0.0656108713787
ACH-000070,-0.115874270484
ACH-000075,-0.146091939119
ACH-000078,0.0661316842712
ACH-000082,-0.08639082650900001
ACH-000085,0.03601575320269999
ACH-000086,0.048256657282
ACH-000087,-0.0277293882907
ACH-000092,-0.18400808170299998
ACH-000095,-0.13439835387000001
ACH-000097,-0.0142445308683
ACH-000098,-0.0256287030037
ACH-000099,0.0803043211905
ACH-000108,-0.07319799592910001
ACH-000113,-0.0671626324813
ACH-000115,-0.0801435648502
ACH-000116,-0.00405628288305
ACH-000118,-0.111574468431
ACH-000120,-0.120436993686
ACH-000123,0.0390669613926
ACH-000127,-0.033437252068500005
ACH-000128,0.13367092298
ACH-000132,-0.0141461866245
ACH-000133,-0.012581640823899998
ACH-000137,-0.15712074345899998
ACH-000138,0.00978026239555
ACH-000142,-0.0887998915203
ACH-000143,0.11705952441999999
ACH-000146,0.08014501797489999
ACH-000148,-0.07969928377169999
ACH-000150,-0.141238427689
ACH-000152,-0.213193714085
ACH-000153,0.127511578047
ACH-000159,-0.0658622940632
ACH-000160,0.127766115568
ACH-000163,-0.10381117575099999
ACH-000167,-0.213284191427
ACH-000168,0.09547463693779999
ACH-000169,-0.0120472728792
ACH-000178,-0.014470835385700001
ACH-000182,0.035556041082
ACH-000183,-0.054180274574300004
ACH-000188,-0.154953119561
ACH-000189,-0.167338495919
ACH-000190,-0.0921258671889
ACH-000198,-0.0697455751577
ACH-000204,-0.34285473268700006
ACH-000206,-0.0052822492899699995
ACH-000207,-0.20846843209000002
ACH-000211,0.0245528374326
ACH-000215,-0.0309928883757
ACH-000221,-0.025660938656200002
ACH-000222,0.0788440110203
ACH-000223,0.00754393010687
ACH-000226,-0.148069509465
ACH-000227,-0.07315146705469999
ACH-000228,-0.053948698319300006
ACH-000231,0.014219443877999999
ACH-000232,-0.0827064228468
ACH-000233,-0.053780477509900004
ACH-000234,0.045122297609
ACH-000235,-0.200336183516
ACH-000237,0.009689198922860002
ACH-000238,0.0611086441436
ACH-000243,-0.0173746214821
ACH-000244,0.118940390343
ACH-000246,0.058878641440599996
ACH-000248,0.093760815332
ACH-000250,0.027170927284599997
ACH-000251,0.130590106306
ACH-000253,-0.08262739464789999
ACH-000255,-0.00640151149868
ACH-000256,-0.345896110999
ACH-000257,-0.35119716499
ACH-000258,-0.0622435594221
ACH-000259,-0.035531898402900004
ACH-000260,-0.020930294196
ACH-000261,-0.112647664838
ACH-000262,-0.19509647476
ACH-000263,0.27028398680300003
ACH-000264,0.016184646383
ACH-000265,-0.0808695106952
ACH-000266,-0.0410973109706
ACH-000272,0.06599592254
ACH-000273,-0.038091219618500004
ACH-000274,-0.052510992738699996
ACH-000277,-0.0150706999602
ACH-000278,-0.0297057170364
ACH-000279,-0.0855098242414
ACH-000280,0.190488651391
ACH-000281,0.0706013903313
ACH-000288,0.07450856438789999
ACH-000291,0.0142991055761
ACH-000293,-0.0835997107248
ACH-000294,0.10854883966399999
ACH-000295,-0.6032900201129999
ACH-000296,-0.0642457176106
ACH-000302,-0.08633385040750001
ACH-000304,0.318106748289
ACH-000307,-0.147868417005
ACH-000308,0.105819368249
ACH-000310,-0.0219117788853
ACH-000311,-0.144746712082
ACH-000312,0.0163983728849
ACH-000315,0.0869133051959
ACH-000316,-0.195364030031
ACH-000317,-0.04873375739659999
ACH-000318,-0.0696051650003
ACH-000319,0.042585524785599994
ACH-000320,0.0599654074477
ACH-000322,0.184445039106
ACH-000323,0.124802548299
ACH-000324,0.038800642507300004
ACH-000329,-0.025237399597
ACH-000330,-0.267236813477
ACH-000331,-0.137661589533
ACH-000332,0.0138090390931
ACH-000334,0.0485732051276
ACH-000335,-0.09093580671589999
ACH-000336,-0.0112643794421
ACH-000337,-0.0283307820525
ACH-000339,-0.05471770565259999
ACH-000341,-0.191444460772
ACH-000348,-0.224094369171
ACH-000350,0.0148547363094
ACH-000352,0.0704854713585
ACH-000356,0.146710505282
ACH-000361,-0.24529184270799997
ACH-000362,-0.0563405757053
ACH-000363,0.034391602062199995
ACH-000364,0.0357758555625
ACH-000365,0.0447910287944
ACH-000366,-0.059055278518699995
ACH-000368,-0.124958472969
ACH-000374,-0.013770482724799998
ACH-000375,0.05201204503409999
ACH-000376,-0.0185128772076
ACH-000381,-0.15779699062000002
ACH-000383,0.0048767576768900004
ACH-000387,-0.120966646032
ACH-000389,0.05230332557780001
ACH-000390,-0.09551368360189999
ACH-000393,-0.146810600876
ACH-000395,-0.00427611151496
ACH-000397,-0.0259499146889
ACH-000401,-0.141860160263
ACH-000402,0.353681362461
ACH-000403,-0.241882384273
ACH-000404,0.04458289574
ACH-000406,0.0249352679997
ACH-000407,-0.149670365303
ACH-000408,0.0150543363444
ACH-000410,0.0317999535301
ACH-000411,-0.179030677153
ACH-000414,-0.08098297720730001
ACH-000415,-0.00335494558948
ACH-000416,-0.100928085271
ACH-000420,-0.10685736788399999
ACH-000421,-0.117983390667
ACH-000424,-0.179004343188
ACH-000425,-0.008172380422989999
ACH-000426,-0.142169209453
ACH-000427,-0.0139026500004
ACH-000433,-0.08098958886739999
ACH-000436,-0.051666245863
ACH-000444,-0.0682796624774
ACH-000445,-0.11659111094
ACH-000448,0.106861266985
ACH-000450,0.187740166008
ACH-000452,0.0416056337874
ACH-000454,-0.188663213746
ACH-000458,0.0071717228723599995
ACH-000459,0.40778691187399996
ACH-000460,-0.10342946005
ACH-000461,-0.148889686527
ACH-000463,-0.259945925023
ACH-000464,-0.020828520113299998
ACH-000466,-0.265211455029
ACH-000467,-0.00519752264492
ACH-000468,-0.09391681864450001
ACH-000469,0.22514533951299998
ACH-000470,-0.241285468158
ACH-000471,0.0489245383239
ACH-000472,-0.0243396799214
ACH-000473,0.0709959197788
ACH-000475,-0.0578913533957
ACH-000476,-0.00698442481241
ACH-000477,-0.11605073677100002
ACH-000480,0.0471950483648
ACH-000481,-0.0869071448742
ACH-000483,-0.148510191942
ACH-000484,-0.151133645393
ACH-000485,-0.00030837422503900006
ACH-000486,-0.045698257521
ACH-000487,-0.0793505903063
ACH-000488,0.0199664969583
ACH-000490,0.028627888705599996
ACH-000491,-0.20156475857
ACH-000495,0.013403889428900001
ACH-000496,-0.075506673905
ACH-000499,0.198391735082
ACH-000500,-0.21481010355799998
ACH-000502,0.145609950624
ACH-000503,-0.15517164941199998
ACH-000505,-0.0667353363899
ACH-000507,0.00464453457363
ACH-000510,-0.036108172012
ACH-000511,-0.082809668657
ACH-000512,0.0630309735484
ACH-000516,0.00829812311112
ACH-000517,-0.0276122468665
ACH-000518,0.058139644358
ACH-000520,-0.150543372281
ACH-000521,-0.22726661150400002
ACH-000522,-0.11205278695599999
ACH-000524,-0.115611577239
ACH-000527,0.0834180881789
ACH-000528,0.0033693026280000003
ACH-000537,-0.157104390207
ACH-000541,-0.36011164803
ACH-000542,-0.0877028760346
ACH-000544,-0.228468719891
ACH-000545,-0.25248912577300003
ACH-000547,-0.290833011353
ACH-000548,0.16951241836
ACH-000549,0.00504370129008
ACH-000550,-0.271284335196
ACH-000552,-0.201868607782
ACH-000556,0.0129373127278
ACH-000557,-0.05893020070669999
ACH-000570,-0.0788975314711
ACH-000571,-0.0524455431353
ACH-000573,0.0101344628548
ACH-000576,0.0636185784216
ACH-000580,-0.0242713416316
ACH-000584,0.0464338740513
ACH-000585,-0.0987408652819
ACH-000588,-0.0276418291855
ACH-000589,-0.0373918981849
ACH-000591,0.00887112858678
ACH-000593,-0.05727710281909999
ACH-000600,0.10180507843900001
ACH-000601,-0.0339279594848
ACH-000604,0.25548658420299997
ACH-000605,0.07045080218
ACH-000606,0.0518622288927
ACH-000608,-0.140487989134
ACH-000614,-0.10423308487600001
ACH-000616,-0.142964655344
ACH-000618,-0.054138370148400006
ACH-000619,0.0328660442749
ACH-000620,0.00956020697058
ACH-000621,0.07842270392310001
ACH-000622,-0.147629731743
ACH-000623,-0.20233678371
ACH-000624,-0.185332516479
ACH-000627,-0.113513568901
ACH-000630,-0.136987534837
ACH-000632,-0.021797641853200003
ACH-000633,0.0163291610532
ACH-000637,0.108797062114
ACH-000638,-0.157869401782
ACH-000646,0.024809507916900002
ACH-000647,0.103066563182
ACH-000648,-0.183577857073
ACH-000649,0.020465659225599998
ACH-000651,-0.00221202647923
ACH-000652,-0.16855918859700003
ACH-000653,-0.00403286683008
ACH-000657,-0.0344395014125
ACH-000658,0.0187417640464
ACH-000661,-0.005299996997670001
ACH-000662,0.09519417516100001
ACH-000663,0.07178737763500001
ACH-000665,-0.188915569103
ACH-000671,-0.0737101082376
ACH-000673,-0.0780870180792
ACH-000676,-0.120786395217
ACH-000677,0.00510298604972
ACH-000681,-0.226650841107
ACH-000682,-0.0568734770103
ACH-000683,-0.046089093617799996
ACH-000684,0.24092157760400001
ACH-000688,0.0471891090574
ACH-000693,-0.09039719144120001
ACH-000694,0.140634887292
ACH-000695,-0.0640204082142
ACH-000696,-0.0167860334753
ACH-000697,0.0756201017936
ACH-000699,-0.0263438776003
ACH-000701,-0.0399787398695
ACH-000706,-0.171102232793
ACH-000711,-0.03961990059019999
ACH-000713,-0.150051640635
ACH-000714,-0.060302015253300006
ACH-000718,-0.317745870416
ACH-000720,0.0208712805724
ACH-000721,-0.161693547931
ACH-000724,0.054918876225399996
ACH-000725,-0.10115831778899999
ACH-000732,0.083600154103
ACH-000734,-0.08470934166930001
ACH-000735,-0.130254772597
ACH-000736,-0.0243358891761
ACH-000738,0.0629946774017
ACH-000746,-0.128426097542
ACH-000747,-0.061282746065999996
ACH-000748,0.0695336197599
ACH-000753,-0.066656731793
ACH-000756,-0.0160154162565
ACH-000757,0.10019542281400001
ACH-000758,-0.27514752833
ACH-000760,-0.0710887715718
ACH-000763,0.08708025683319999
