,FKBP1A (2280)
ACH-000004,0.00717382912589
ACH-000007,0.113662795251
ACH-000009,-0.13889362659
ACH-000011,-0.307674228993
ACH-000012,-0.131277265364
ACH-000013,-0.224487716633
ACH-000014,-0.25460073365200003
ACH-000015,-0.08929098843319999
ACH-000017,-0.296782178847
ACH-000018,-0.188703563546
ACH-000019,-0.0992818480472
ACH-000021,-0.19227450789500003
ACH-000022,-0.07353129859839999
ACH-000025,0.37111892631
ACH-000028,-0.161617407307
ACH-000030,-0.170830755346
ACH-000035,-0.23641956844700002
ACH-000036,0.0892885395963
ACH-000037,-0.238634122694
ACH-000039,-0.326782747702
ACH-000040,-0.25259815502
ACH-000041,-0.0629439472921
ACH-000042,-0.07295895358799999
ACH-000045,-0.338881633867
ACH-000047,-0.0521941878482
ACH-000052,-0.0493294684882
ACH-000053,-0.189955970566
ACH-000054,-0.13226661789000002
ACH-000055,0.354831363274
ACH-000060,-0.197148612452
ACH-000067,-0.044858211668099994
ACH-000070,-0.0637639847574
ACH-000075,-0.12612448035
ACH-000078,0.17580284157099998
ACH-000082,0.0836721932978
ACH-000085,0.08607998435860001
ACH-000086,-0.143635592464
ACH-000087,-0.216660000777
ACH-000092,-0.0731570746482
ACH-000095,-0.478901944268
ACH-000097,-0.256945014742
ACH-000098,-0.0671708694934
ACH-000099,-0.220665784307
ACH-000108,0.0013130017264900002
ACH-000113,-0.18823849127599998
ACH-000115,0.0396542914084
ACH-000116,-0.0589325816586
ACH-000118,0.0493131974069
ACH-000120,0.00129782132818
ACH-000123,0.037061211216800005
ACH-000127,-0.18945957773400002
ACH-000128,-0.154502159043
ACH-000132,-0.131152056087
ACH-000133,-0.11761165413699999
ACH-000137,-0.23189557141199998
ACH-000138,0.09584540298969998
ACH-000142,-0.05185502048119999
ACH-000143,-0.28727748276
ACH-000146,-0.17125804272300002
ACH-000148,-0.309008204846
ACH-000150,-0.346616039428
ACH-000152,-0.363499141386
ACH-000153,-0.280735766544
ACH-000159,-0.39604345830300003
ACH-000160,-0.12341872994799999
ACH-000163,-0.0395407553737
ACH-000167,0.31420915474800004
ACH-000168,0.09767384072869999
ACH-000169,-0.259237409035
ACH-000178,-0.11481037314
ACH-000182,-0.183665309685
ACH-000183,-0.563846284872
ACH-000188,0.018566720813400002
ACH-000189,-0.22438468969300002
ACH-000190,0.198917896494
ACH-000198,-0.176327393509
ACH-000204,0.112494737617
ACH-000206,-0.0481137232178
ACH-000207,-0.353001226851
ACH-000211,-0.09967585367569999
ACH-000215,-0.178730047595
ACH-000221,-0.128650962229
ACH-000222,-0.342801947274
ACH-000223,-0.34078754440700004
ACH-000226,0.0364748955576
ACH-000227,0.050663203565100005
ACH-000228,-0.11597200115
ACH-000231,-0.17951674808499998
ACH-000232,-0.263295141139
ACH-000233,-0.0679303039208
ACH-000234,-0.27819657605799997
ACH-000235,-0.09225789838870001
ACH-000237,-0.050297968683900005
ACH-000238,-0.223779776978
ACH-000243,0.00457384053037
ACH-000244,-0.11321404158199999
ACH-000246,-0.18852679822700003
ACH-000248,0.0663684957195
ACH-000250,-0.178048943678
ACH-000251,-0.230834640422
ACH-000253,-0.253077816705
ACH-000255,-0.0335292336976
ACH-000256,-0.049186788379800006
ACH-000257,-0.337689212495
ACH-000258,-0.050065781009400005
ACH-000259,-0.0375689176574
ACH-000260,-0.289470035118
ACH-000261,-0.203564380187
ACH-000262,-0.414931861862
ACH-000263,-0.47595406065800006
ACH-000264,-0.42249589008599997
ACH-000265,-0.053770336934000004
ACH-000266,-0.00615484386804
ACH-000272,-0.274364435615
ACH-000273,-0.158578665241
ACH-000274,0.00570499806889
ACH-000277,-0.7891377923430001
ACH-000278,-0.0799745760048
ACH-000279,-0.260647416598
ACH-000280,-0.597887825313
ACH-000281,0.117313620357
ACH-000288,-0.444563729493
ACH-000291,-0.0968026520235
ACH-000293,-0.252264521177
ACH-000294,-0.28290649826
ACH-000295,-0.27091265105
ACH-000296,0.0723350740536
ACH-000302,-0.174232213235
ACH-000304,0.11288817711799999
ACH-000307,-0.06761173924080001
ACH-000308,-0.127295967512
ACH-000310,-0.1846661305
ACH-000311,-0.358965150379
ACH-000312,0.262564722671
ACH-000315,-0.335237612234
ACH-000316,-0.238738367951
ACH-000317,0.231417435385
ACH-000318,-0.27387022119000004
ACH-000319,-0.301930998682
ACH-000320,0.0818707739847
ACH-000322,0.11509616638699999
ACH-000323,-0.590075901168
ACH-000324,-0.345961040288
ACH-000329,-0.0400550093921
ACH-000330,0.00575000326613
ACH-000331,-0.122944184012
ACH-000332,-0.0144827943004
ACH-000334,-0.5211419436460001
ACH-000335,-0.377136273701
ACH-000336,-0.0707263577145
ACH-000337,0.141402475463
ACH-000339,-0.245110308272
ACH-000341,-0.08337808882230001
ACH-000348,0.023389227288
ACH-000350,0.08596509409469999
ACH-000352,-0.164422359136
ACH-000356,-0.0714218850057
ACH-000361,0.10312805827199999
ACH-000362,-0.0780168389156
ACH-000363,-0.026796854997799997
ACH-000364,-0.252976942362
ACH-000365,-0.15340248956900002
ACH-000366,-0.18210396269600002
ACH-000368,-0.23841393692600002
ACH-000374,0.041062307892
ACH-000375,-0.135868493413
ACH-000376,-0.22745346637400002
ACH-000381,0.113561184088
ACH-000383,-0.13451056673200001
ACH-000387,-0.101425895186
ACH-000389,-0.07522751375860001
ACH-000390,-0.2446926548
ACH-000393,-0.272771259026
ACH-000395,-0.263807704994
ACH-000397,-0.06028119009980001
ACH-000401,-0.223402393871
ACH-000402,-0.12831823235099998
ACH-000403,0.0248239430443
ACH-000404,-0.250179471488
ACH-000406,-0.018977477615900004
ACH-000407,-0.678768426611
ACH-000408,-0.128472157229
ACH-000410,-0.07674878222960001
ACH-000411,-0.10912894539000001
ACH-000414,-0.165680003817
ACH-000415,-0.13413976079099998
ACH-000416,-0.715323531852
ACH-000420,-0.320351889742
ACH-000421,-0.137106881556
ACH-000424,-0.100917961158
ACH-000425,-0.375871800691
ACH-000426,-0.42830031475100006
ACH-000427,-0.18668134104000003
ACH-000433,0.19551033214400002
ACH-000436,-0.20670257005800002
ACH-000444,-0.0933394727073
ACH-000445,0.0674096164364
ACH-000448,0.0353707331718
ACH-000450,-0.14181552990399998
ACH-000452,-0.210754665405
ACH-000454,-0.0664769507998
ACH-000458,0.0857839617066
ACH-000459,-0.34917571917900003
ACH-000460,-0.7328543955750001
ACH-000461,0.26834467634500003
ACH-000463,-0.148992750555
ACH-000464,-0.238671716596
ACH-000466,-0.262442766851
ACH-000467,-0.045009005127
ACH-000468,-0.136861640296
ACH-000469,-0.185992295308
ACH-000470,-0.0829529899422
ACH-000471,-0.151480020075
ACH-000472,-0.21666547564
ACH-000473,0.118166490912
ACH-000475,-0.329204697316
ACH-000476,-0.31498317942299997
ACH-000477,-0.29143262097399997
ACH-000480,-0.356198277051
ACH-000481,-0.159800749119
ACH-000483,-0.07942096323049999
ACH-000484,-0.385415089456
ACH-000485,-0.22263246580899998
ACH-000486,-0.050981253842500004
ACH-000487,-0.021022367600099998
ACH-000488,-0.13999930647
ACH-000490,-0.289759006648
ACH-000491,0.018782933786
ACH-000495,0.121907314805
ACH-000496,-0.24575607622600001
ACH-000499,-0.253605156768
ACH-000500,0.183113425866
ACH-000502,0.0781857012201
ACH-000503,-0.347504446106
ACH-000505,0.164617385275
ACH-000507,-0.147270989838
ACH-000510,-0.133138941592
ACH-000511,-0.326348507226
ACH-000512,-0.6819772400759999
ACH-000516,-0.14582029405400002
ACH-000517,-0.0592491764339
ACH-000518,-0.035654196266699995
ACH-000520,-0.173196849119
ACH-000521,-0.309306825549
ACH-000522,-0.116603052546
ACH-000524,-0.352687018601
ACH-000527,-0.117836735178
ACH-000528,-0.0566010489737
ACH-000537,-0.301353833103
ACH-000541,-0.20811152433400001
ACH-000542,0.0298595691968
ACH-000544,-0.0013212977635599999
ACH-000545,-0.0706550564877
ACH-000547,0.178535254137
ACH-000548,-0.114114957071
ACH-000549,-0.537919250722
ACH-000550,0.000220434579724
ACH-000552,-0.204422630604
ACH-000556,-0.554539899377
ACH-000557,-0.33581107055
ACH-000570,0.005504794219399999
ACH-000571,-0.0832345577071
ACH-000573,-0.164632518108
ACH-000576,-0.178926708988
ACH-000580,0.0418316574287
ACH-000584,-0.210102661861
ACH-000585,-0.0655027181416
ACH-000588,-0.219260349873
ACH-000589,-0.21292671996399998
ACH-000591,-0.335779621782
ACH-000593,-0.0217469050679
ACH-000600,-0.165641643265
ACH-000601,-0.152278893374
ACH-000604,-0.0328473123632
ACH-000605,-0.0556677696098
ACH-000606,-0.024006340753
ACH-000608,-0.150269095752
ACH-000614,-0.223887201222
ACH-000616,-0.013959971101200001
ACH-000618,0.046133579757400005
ACH-000619,-0.0228788188354
ACH-000620,-0.248009689702
ACH-000621,-0.20775819250100003
ACH-000622,-0.281127663742
ACH-000623,-0.08965783296560001
ACH-000624,-0.044410710897
ACH-000627,-0.0504255723201
ACH-000630,-0.0874662272463
ACH-000632,-0.09233655867450001
ACH-000633,-0.256986779919
ACH-000637,0.0434203535535
ACH-000638,-0.160742994695
ACH-000646,-0.43541168165
ACH-000647,0.0140749193411
ACH-000648,-0.514853169884
ACH-000649,-0.192862073477
ACH-000651,0.056515102859500004
ACH-000652,-0.0725862114961
ACH-000653,-0.0636690361477
ACH-000657,-0.29568207113899997
ACH-000658,-0.141447778735
ACH-000661,-0.0838522424809
ACH-000662,0.0009714337946769999
ACH-000663,-0.18768084920699998
ACH-000665,-0.0771394885115
ACH-000671,0.050034024056
ACH-000673,0.0887697115594
ACH-000676,0.015450244523
ACH-000677,0.087547722097
ACH-000681,-0.129908634444
ACH-000682,-0.186602793868
ACH-000683,-0.29662505926800004
ACH-000684,-0.039809174066
ACH-000688,0.00705223289327
ACH-000693,-0.00737910607281
ACH-000694,-0.117365501711
ACH-000695,-0.524926609688
