,UBALD2 (283991)
ACH-000004,0.124460321677
ACH-000007,-0.016314026534200003
ACH-000009,0.117657543034
ACH-000011,-0.291724306378
ACH-000012,0.0588658704536
ACH-000013,0.0893163252233
ACH-000014,0.147877264758
ACH-000015,-0.13734508413899998
ACH-000017,-0.0033804285029799997
ACH-000018,-0.205907145102
ACH-000019,-0.10886548431500001
ACH-000021,0.06358853229860001
ACH-000022,0.0733578369878
ACH-000025,0.0415543660983
ACH-000028,0.0683326360367
ACH-000030,0.016073024196
ACH-000035,-0.25433747665999995
ACH-000036,-0.333261074318
ACH-000037,-0.36590832654100003
ACH-000039,-0.09737192112080001
ACH-000040,-0.6709157162089999
ACH-000041,-0.572917133789
ACH-000042,0.0131999669044
ACH-000045,0.106166392897
ACH-000047,0.0606287578967
ACH-000052,0.0944476353697
ACH-000053,-0.563441606991
ACH-000054,0.0838901412398
ACH-000055,-0.0751890301672
ACH-000060,-0.269862694264
ACH-000067,-0.310305982755
ACH-000070,-0.535486680717
ACH-000075,-0.190995340988
ACH-000078,0.031712073553
ACH-000082,-0.2246552425
ACH-000085,-0.219899791899
ACH-000086,-0.0154892739044
ACH-000087,-0.212416343183
ACH-000092,0.0405872416425
ACH-000095,0.0483455021268
ACH-000097,-0.098042151781
ACH-000098,-0.23217230769699998
ACH-000099,-0.0980880886599
ACH-000108,0.18801433965199998
ACH-000113,-0.21463008837
ACH-000115,-0.253092703541
ACH-000116,0.026911652113600002
ACH-000118,0.17847849157200002
ACH-000120,0.00617368796735
ACH-000123,0.0831667353785
ACH-000127,-0.12440815545499999
ACH-000128,-0.0416063538004
ACH-000132,-0.07432656796289999
ACH-000133,-0.194201010722
ACH-000137,-0.00294842158501
ACH-000138,-0.12470397335200001
ACH-000142,-0.155423859242
ACH-000143,-0.248650836156
ACH-000146,-0.254133570523
ACH-000148,-0.223690863211
ACH-000150,-0.0937146857184
ACH-000152,-0.158369526478
ACH-000153,-0.103779234855
ACH-000159,-0.10755617820999999
ACH-000160,-0.0323140497658
ACH-000163,-0.24014040987799998
ACH-000167,-0.257341768556
ACH-000168,-0.0705919086728
ACH-000169,-0.22646882953699998
ACH-000178,-0.065361225613
ACH-000182,-0.0306494362453
ACH-000183,-0.786392828898
ACH-000188,-0.12440618946200001
ACH-000189,-0.0175788442802
ACH-000190,-0.119442067824
ACH-000198,-0.106909682574
ACH-000204,-0.38468816190300004
ACH-000206,-0.22305892206099998
ACH-000207,-0.413634994324
ACH-000211,-0.22896742706999998
ACH-000215,-0.21881039545000003
ACH-000221,-0.00768376084838
ACH-000222,0.0802932888397
ACH-000223,-0.122622862896
ACH-000226,0.008688427630129999
ACH-000227,-0.0272545962126
ACH-000228,-0.023281575973799998
ACH-000231,-0.0832990623333
ACH-000232,-0.108491047131
ACH-000233,-0.08283976424049999
ACH-000234,-0.112407874011
ACH-000235,-0.10039095647
ACH-000237,-0.135370819913
ACH-000238,-0.0176578974166
ACH-000243,0.027888003438200002
ACH-000244,-0.562610318785
ACH-000246,0.075017756757
ACH-000248,-0.184369978305
ACH-000250,-0.11529772711899999
ACH-000251,-0.0954606401944
ACH-000253,0.00933647177268
ACH-000255,0.054687238197499995
ACH-000256,-0.17077828411200002
ACH-000257,-0.210150189664
ACH-000258,-0.36517529736500004
ACH-000259,-0.0975588374322
ACH-000260,-0.0759031217818
ACH-000261,-0.162534300076
ACH-000262,-0.151035786843
ACH-000263,-0.107218243056
ACH-000264,-0.0751244198762
ACH-000265,0.0328547735694
ACH-000266,-0.143676976041
ACH-000272,-0.0291518456667
ACH-000273,-0.069712207663
ACH-000274,-0.43279330822800005
ACH-000277,-0.0805542514821
ACH-000278,-0.30082435683200004
ACH-000279,-0.350850261827
ACH-000280,-0.166083492101
ACH-000281,-0.470517912203
ACH-000288,-0.261412635786
ACH-000291,-0.24733750780000002
ACH-000293,0.208579006173
ACH-000294,0.231895678579
ACH-000295,-0.360032018201
ACH-000296,-0.026481460057099997
ACH-000302,0.0514572792851
ACH-000304,-0.228596936268
ACH-000307,0.0838880269878
ACH-000308,0.0157461812366
ACH-000310,-0.0410054406541
ACH-000311,0.123211626758
ACH-000312,0.164781503065
ACH-000315,-0.0736701234508
ACH-000316,-0.22445099263
ACH-000317,0.18088650987100002
ACH-000318,-0.101345030009
ACH-000319,-0.103660540369
ACH-000320,0.329329396628
ACH-000322,0.0915896799666
ACH-000323,-0.240168258888
ACH-000324,0.18740346950300002
ACH-000329,-0.321320748318
ACH-000330,0.00594371945504
ACH-000331,-0.0885279203138
ACH-000332,0.047772464904100004
ACH-000334,-0.18637931499000002
ACH-000335,-0.12407993820699999
ACH-000336,-0.326588615078
ACH-000337,-0.306297030446
ACH-000339,-0.0859114265352
ACH-000341,-0.09631832205560001
ACH-000348,-0.0721709715745
ACH-000350,-0.050020858856300005
ACH-000352,-0.0808571562418
ACH-000356,-0.007585024492959999
ACH-000361,-0.182784134782
ACH-000362,0.009855850440579999
ACH-000363,-0.142342618291
ACH-000364,-0.278062678083
ACH-000365,-0.0054758094675900005
ACH-000366,0.086351532957
ACH-000368,-0.367577506809
ACH-000374,-0.11815769787999998
ACH-000375,0.09420070156199999
ACH-000376,-0.249630842403
ACH-000381,0.230554679807
ACH-000383,0.07044810503019999
ACH-000387,0.07343161474219999
ACH-000389,-0.17251271413199998
ACH-000390,-0.0962476758875
ACH-000393,0.247933446306
ACH-000395,-0.230682120666
ACH-000397,0.0829970848939
ACH-000401,-0.015066857904700002
ACH-000402,-0.145649039563
ACH-000403,-0.0476585277129
ACH-000404,0.196975496062
ACH-000406,0.017871174659900003
ACH-000407,-0.301293690956
ACH-000408,0.178800090409
ACH-000410,-0.334692585585
ACH-000411,0.0276597433671
ACH-000414,0.0751409073194
ACH-000415,0.019223771229
ACH-000416,-0.0703906707826
ACH-000420,-0.11721344861300001
ACH-000421,0.0295835687646
ACH-000424,-0.326190687989
ACH-000425,0.09041822971619999
ACH-000426,-1.1054592203799998
ACH-000427,-0.0129655718223
ACH-000433,-0.0989916254348
ACH-000436,-0.928544616709
ACH-000444,-0.0207122384757
ACH-000445,-0.0928513880393
ACH-000448,-0.218128107998
ACH-000450,-0.297602747306
ACH-000452,0.00425785948344
ACH-000454,-0.007571554531310001
ACH-000458,-0.351874299287
ACH-000459,-0.0140853461426
ACH-000460,-0.442853825744
ACH-000461,-0.137581178975
ACH-000463,-0.046632718315
ACH-000464,-0.224094501329
ACH-000466,-0.092368937864
ACH-000467,-0.109792347663
ACH-000468,-0.04272108976
ACH-000469,-0.396864944
ACH-000470,-0.0663554892595
ACH-000471,-0.328774827316
ACH-000472,-0.202943036882
ACH-000473,-0.0947423376121
ACH-000475,0.0757404744054
ACH-000476,0.04778035460419999
ACH-000477,0.209919022183
ACH-000480,-0.00480561947037
ACH-000481,-0.0252169461297
ACH-000483,-0.0807512812297
ACH-000484,0.15975120807600002
ACH-000485,0.12387057720399999
ACH-000486,0.027161767593400003
ACH-000487,-0.043048808439
ACH-000488,-0.0872910131707
ACH-000490,0.102062363936
ACH-000491,-0.162833727268
ACH-000495,-0.251366784274
ACH-000496,-0.17375517763
ACH-000499,-0.217132106545
ACH-000500,0.331389752787
ACH-000502,-0.09626686078510001
ACH-000503,0.276165292121
ACH-000505,-0.199397661604
ACH-000507,-0.248902629718
ACH-000510,0.00901045359122
ACH-000511,-0.340941768552
ACH-000512,-0.296525989465
ACH-000516,-0.06863054669959999
ACH-000517,-0.30391048626
ACH-000518,-0.138150681533
ACH-000520,-0.081487747723
ACH-000521,-0.360660092923
ACH-000522,-0.189632693042
ACH-000524,-0.0186480330004
ACH-000527,0.054118742958
ACH-000528,0.05203330706619999
ACH-000537,-0.14196577894600002
ACH-000541,-0.703046920081
ACH-000542,-0.08118427266910001
ACH-000544,-0.21869153037099998
ACH-000545,0.0156797314837
ACH-000547,-0.36984447151999994
ACH-000548,-0.12325284611199999
ACH-000549,-0.161261381308
