,SYBU (55638)
ACH-000004,0.028171754094599998
ACH-000007,0.187497893625
ACH-000009,0.152651093041
ACH-000011,0.123134752457
ACH-000012,0.028953623857
ACH-000013,0.12152232306800001
ACH-000014,0.133238020664
ACH-000015,0.22621516656500001
ACH-000017,0.10314782137800001
ACH-000018,0.0376442943346
ACH-000019,-0.0623195475349
ACH-000021,0.11333551597000001
ACH-000022,0.0718747786421
ACH-000025,0.05715481158480001
ACH-000028,-0.0691107530865
ACH-000030,0.0811160127133
ACH-000035,0.194133000863
ACH-000036,0.14710011930800002
ACH-000037,0.10139856188799999
ACH-000039,0.136224057767
ACH-000040,-0.161908284679
ACH-000041,-0.0505753123779
ACH-000042,0.12778079803
ACH-000045,0.20721198840799998
ACH-000047,0.256560543038
ACH-000052,0.34037533245800006
ACH-000053,0.106120881008
ACH-000054,0.164553514285
ACH-000055,-0.142320516199
ACH-000060,-0.122257084377
ACH-000067,0.15590131480799999
ACH-000070,0.0102343665605
ACH-000075,0.144324249245
ACH-000078,0.251153431943
ACH-000082,0.195022172168
ACH-000085,-0.08491300411189999
ACH-000086,-0.046907004653599996
ACH-000087,0.105821668697
ACH-000092,0.0824523187224
ACH-000095,0.218721546133
ACH-000097,-0.0682409842024
ACH-000098,0.104239248362
ACH-000099,0.17406747915999998
ACH-000108,0.223040580502
ACH-000113,0.153918986703
ACH-000115,0.0915173866353
ACH-000116,0.141204046904
ACH-000118,0.09609008096169999
ACH-000120,0.155417389903
ACH-000123,0.101052044405
ACH-000127,0.0809381037422
ACH-000128,0.0432223724976
ACH-000132,0.35517976248899996
ACH-000133,0.129517049741
ACH-000137,0.253325641223
ACH-000138,0.189093453165
ACH-000142,0.0939507667395
ACH-000143,0.137778729872
ACH-000146,0.0445803247878
ACH-000148,0.211945918459
ACH-000150,-0.198404278898
ACH-000152,0.174162061234
ACH-000153,0.049347375475599996
ACH-000159,0.09055443870799999
ACH-000160,-0.027855031569599998
ACH-000163,0.044733898006100004
ACH-000167,0.188829643552
ACH-000168,0.24009495353
ACH-000169,0.174260425281
ACH-000178,-0.0775766814469
ACH-000182,0.16691224360200002
ACH-000183,0.168244337533
ACH-000188,-0.0640365658372
ACH-000189,0.0457717192962
ACH-000190,0.121549016871
ACH-000198,0.0554401838678
ACH-000204,0.0788741646303
ACH-000206,0.16016564109200002
ACH-000207,0.305295189826
ACH-000211,0.04019164662980001
ACH-000215,0.160751122015
ACH-000221,0.17732591423799998
ACH-000222,0.0487815237579
ACH-000223,-0.027808687302099996
ACH-000226,0.0880199806298
ACH-000227,0.290736958257
ACH-000228,0.20047091305599998
ACH-000231,0.157395863253
ACH-000232,0.177719397452
ACH-000233,0.22458986895
ACH-000234,-0.0220152690717
ACH-000235,0.21362849358600003
ACH-000237,0.026088780572299998
ACH-000238,0.145791541538
ACH-000243,0.12797928197699998
ACH-000244,0.195718425112
ACH-000246,-0.0602377726585
ACH-000248,0.165410744467
ACH-000250,0.043066635993300004
ACH-000251,-0.008654875603500001
ACH-000253,0.04136537244
ACH-000255,0.227174171477
ACH-000256,-0.0036730594615900004
ACH-000257,-0.35695248006499997
ACH-000258,-0.105771043943
ACH-000259,0.104485871711
ACH-000260,0.140176887539
ACH-000261,0.0336093986416
ACH-000262,-0.023644509129300002
ACH-000263,-0.193752345826
ACH-000264,0.07320756893210001
ACH-000265,-0.230567331108
ACH-000266,0.13490231845999998
ACH-000272,0.0669889123764
ACH-000273,0.21423677678
ACH-000274,0.145248747552
ACH-000277,-0.06790107993290001
ACH-000278,0.106112570929
ACH-000279,0.18122699388500002
ACH-000280,0.15178291398399998
ACH-000281,0.21348111107700002
ACH-000288,0.238868696292
ACH-000291,0.0168121229849
ACH-000293,0.192682792605
ACH-000294,-0.035900355653199996
ACH-000295,0.011972581247
ACH-000296,0.138479192196
ACH-000302,0.035574168862900005
ACH-000304,0.325193489976
ACH-000307,0.059653955044800006
