,GOLGA8N (643699)
ACH-000307,-0.57633258061
ACH-000308,-0.41902106145499995
ACH-000310,-0.46923815502099997
ACH-000311,-0.422798725145
ACH-000312,-0.496187029421
ACH-000315,-0.281789479992
ACH-000316,-0.673097493438
ACH-000317,-0.544290557711
ACH-000318,-0.57252374636
ACH-000319,-0.44576729100699997
ACH-000320,-0.685361056247
ACH-000322,-0.35426500063
ACH-000323,-0.629374974933
ACH-000324,-0.5824211842329999
ACH-000329,-0.520778840278
ACH-000330,-0.32004694156
ACH-000331,-0.431081135902
ACH-000332,-0.332674274286
ACH-000334,0.174817334477
ACH-000335,-0.323854064002
ACH-000336,-0.629824482558
ACH-000337,-0.462148560644
ACH-000339,-0.504844148737
ACH-000341,-0.286233105214
ACH-000348,-0.33188213508000003
ACH-000350,-0.389474404938
ACH-000352,-0.39055382787799997
ACH-000356,-0.40697450828000004
ACH-000361,-0.660998000045
ACH-000362,-0.553076099248
ACH-000363,-0.378560203181
ACH-000364,-0.545192292986
ACH-000365,-0.444199355969
ACH-000366,-0.36440934138000003
ACH-000368,-0.45770388876999996
ACH-000374,-0.41075944164300005
ACH-000375,-0.542953481532
ACH-000376,-0.395885848775
ACH-000381,-0.502148708856
ACH-000383,-0.642725027149
ACH-000387,-0.450938778576
ACH-000389,-0.288886845204
ACH-000390,-0.5495468058699999
ACH-000393,-0.608589402469
ACH-000395,-0.7866291465270001
ACH-000397,-0.503177609507
ACH-000401,-0.201660437478
ACH-000402,-0.302483723321
ACH-000403,-0.708497359279
ACH-000404,-0.763204595288
ACH-000406,-0.346962252727
ACH-000407,-0.39695644116800005
ACH-000408,-0.558139350901
ACH-000410,-0.335721765259
ACH-000411,-0.38521653325099997
ACH-000414,-0.46728560291599996
ACH-000415,-0.5672681006979999
ACH-000416,-0.37776660956200003
ACH-000420,-0.712121471594
ACH-000421,-0.489965050878
ACH-000424,-0.6238280392660001
ACH-000425,-0.510461908526
ACH-000426,-0.510461573174
ACH-000427,-0.636680185755
ACH-000433,-0.533989787439
ACH-000436,-0.40154930502700004
ACH-000444,-0.5932652386
ACH-000445,-0.347383026966
ACH-000448,-0.514928462759
ACH-000450,-0.44593871423299997
ACH-000452,-0.623387449248
ACH-000454,-0.789963412235
ACH-000458,-0.451081347857
ACH-000459,0.0267981581557
ACH-000460,-0.36918168885200003
ACH-000461,-0.552310755549
ACH-000463,-0.7103903393979999
ACH-000464,-0.567292657526
ACH-000466,-0.366414995106
ACH-000467,-0.205686374009
ACH-000468,-0.601656701583
ACH-000469,-0.33221359876999995
ACH-000470,-0.726852093586
ACH-000471,-0.29262394726
ACH-000472,-0.571676332277
ACH-000473,-0.516643421893
ACH-000475,-0.42762819462800006
ACH-000476,-0.7826452885259999
ACH-000477,-0.07552438060710001
ACH-000480,-0.377761161874
ACH-000481,-0.511266488963
ACH-000483,-0.555849856634
ACH-000484,-0.557746605813
ACH-000485,-0.347088603277
ACH-000486,-0.545552045744
ACH-000487,-0.5048130329389999
ACH-000488,-0.46658365646000005
ACH-000490,-0.6671165494569999
ACH-000491,-0.370201523349
ACH-000495,-0.335314789096
ACH-000496,-0.523401289459
ACH-000499,-0.43318793019699997
ACH-000500,-0.47522759296000006
ACH-000502,-0.466589885936
ACH-000503,-0.187952318044
ACH-000505,-0.47454314250699997
ACH-000507,-0.683845673582
ACH-000510,-0.502154299143
ACH-000511,-0.498352810731
ACH-000512,-0.49076767356600004
ACH-000516,-0.47352176761500003
ACH-000517,-0.5051206116070001
ACH-000518,-0.496108410324
ACH-000520,-0.426806300952
ACH-000521,-0.669731818882
ACH-000522,-0.620181551421
ACH-000524,-0.433503143208
ACH-000527,-0.289077138024
ACH-000528,-0.5788758679070001
ACH-000537,-0.343217244105
ACH-000541,-0.80377497247
ACH-000542,-0.527159374162
ACH-000544,-0.6190939717939999
ACH-000545,-0.673311877334
ACH-000547,-0.46732931826800006
ACH-000548,-0.357358002695
ACH-000549,-0.621001577606
ACH-000550,-0.42706223645
ACH-000552,-0.46847109468099996
ACH-000556,-0.37540499125
ACH-000557,-0.547442713613
ACH-000570,-0.602522256783
ACH-000571,-0.398129722463
ACH-000573,-0.36213964229
ACH-000576,-0.384133058118
ACH-000580,-0.346227521144
ACH-000584,-0.426255459068
ACH-000585,-0.44775775259499995
ACH-000588,-0.435075785026
ACH-000589,-0.642416424464
ACH-000591,-0.652005002847
ACH-000593,-0.5132999754500001
ACH-000600,-0.569019173893
ACH-000601,-0.524293398866
ACH-000604,-0.487702571648
ACH-000605,-0.49133799549199997
ACH-000606,-0.5356554123939999
ACH-000608,-0.607926706077
ACH-000614,-0.580872109587
ACH-000616,-0.251893836665
ACH-000618,-0.34728757622
ACH-000619,-0.648735451321
ACH-000620,-0.6877761969580001
ACH-000621,-0.343739585688
ACH-000622,-0.25559398426
ACH-000623,-0.344778059188
ACH-000624,-0.536748173259
ACH-000627,-0.307125816155
ACH-000630,-0.581415171436
ACH-000632,-0.485645206505
ACH-000633,-0.48450712161799997
ACH-000637,-0.272471184516
ACH-000638,-0.427662297951
ACH-000646,-0.737713273983
ACH-000647,-0.547166532677
ACH-000648,-0.580981456446
ACH-000649,-0.5663044266780001
ACH-000651,-0.556533301006
ACH-000652,-0.509463004826
ACH-000653,-0.294813068394
ACH-000657,-0.47524494896499997
ACH-000658,-0.68434942845
ACH-000661,-0.279243837931
ACH-000662,-0.702324944737
ACH-000663,-0.247609402456
ACH-000665,-0.462680200572
ACH-000671,-0.41758523236699996
ACH-000673,-0.529587143294
ACH-000676,-0.432918520551
ACH-000677,-0.5782038666170001
ACH-000681,-0.38116052601800005
ACH-000682,-0.608135663199
ACH-000683,-0.40539016354999996
ACH-000684,-0.5703063135149999
ACH-000688,-0.41985748392300004
ACH-000693,-0.426958584031
ACH-000694,-0.4702605232
ACH-000695,-0.522884226805
ACH-000696,-0.32769806603
ACH-000697,-0.526557982985
ACH-000699,-0.348791842001
ACH-000701,-0.6297160244359999
ACH-000706,-0.356099244824
ACH-000711,-0.456151705422
ACH-000713,-0.556674863284
ACH-000714,-0.48457181683300005
ACH-000718,-0.7776173872579999
ACH-000720,-0.484527457701
ACH-000721,-0.6969291991650001
ACH-000724,-0.556387833961
ACH-000725,-0.367696522492
ACH-000732,-0.5509294046000001
ACH-000734,-0.50229289917
ACH-000735,-0.36906958545
ACH-000736,-0.455550576545
ACH-000738,-0.33326390904500003
ACH-000746,-0.419387048694
ACH-000747,-0.490604958944
ACH-000748,-0.528054162414
ACH-000753,-0.397646341828
ACH-000756,-0.499015412046
ACH-000757,-0.645709659347
ACH-000758,-0.595459708845
ACH-000760,-0.45210782843900005
ACH-000763,-0.280583871417
ACH-000764,-0.71597555045
ACH-000765,-0.353693851419
ACH-000766,-0.47691214461599996
ACH-000767,-0.583521785815
ACH-000768,-0.454157046644
ACH-000769,-0.5062118500339999
ACH-000770,-0.42475748439499994
ACH-000771,-0.305508098745
ACH-000773,-0.644296864005
ACH-000776,-0.47008421216799995
ACH-000777,-0.48435640842699995
ACH-000778,-0.65581676814
ACH-000781,-0.36870565277500006
ACH-000782,-0.325648934414
ACH-000783,-0.368442062443
ACH-000784,-0.324153713074
ACH-000785,-0.41168631647500004
ACH-000787,-0.48581981601700003
ACH-000788,-0.365864457585
ACH-000791,-0.8270707113950001
ACH-000792,-0.27234034229000004
ACH-000794,-0.674172351616
ACH-000796,-0.681345444913
ACH-000799,-0.57214429014
ACH-000800,-0.365378506858
ACH-000802,-0.632991767226
ACH-000804,-0.36936635744499996
ACH-000805,-0.326105980706
ACH-000809,-0.490576623258
ACH-000810,-0.281122179047
ACH-000811,-0.595307224634
ACH-000817,-0.562716051618
ACH-000819,-0.3348627521
ACH-000820,-0.493274430503
ACH-000821,-0.671047306267
ACH-000822,-0.345864692819
ACH-000823,-0.456648398702
ACH-000824,-0.506003158525
ACH-000827,-0.47525357343400004
ACH-000829,-0.36354117526
ACH-000831,-0.45933841159999994
ACH-000832,-0.373427363565
ACH-000833,-0.221916850077
ACH-000834,-0.481827402994
ACH-000835,-0.304678843776
ACH-000836,-0.5863771055179999
ACH-000837,-0.376909616729
ACH-000838,-0.6793593648209999
ACH-000839,-0.653126983967
ACH-000840,-0.121618842103
ACH-000841,-0.835930947024
ACH-000843,-0.32756025306200004
ACH-000846,-0.272711662819
ACH-000847,-0.6899337517399999
ACH-000848,-0.525977319635
ACH-000849,-0.6852694420640001
ACH-000851,-0.500580554783
ACH-000855,-0.533812451399
ACH-000856,-0.48337587087399997
ACH-000858,-0.42535987316
ACH-000859,-0.555644045398
ACH-000861,-0.47093669519500003
ACH-000862,-0.439509867606
ACH-000865,-0.46848346622500003
ACH-000866,-0.293111244734
ACH-000867,-0.430991733002
ACH-000869,-0.6873334905940001
ACH-000872,-0.334094023552
ACH-000873,-0.338903408561
ACH-000876,-0.32606331067899996
ACH-000878,-0.475776673774
ACH-000880,-0.44009544493
ACH-000881,-0.390663275044
ACH-000882,-0.314258781823
ACH-000884,-0.414190184383
ACH-000885,-0.509279186043
ACH-000887,-0.378755640533
ACH-000888,-0.583491009931
ACH-000889,-0.764976691113
ACH-000890,-0.544275822687
ACH-000896,-0.45516395561000006
ACH-000898,-0.858433111163
ACH-000900,-0.433284335438
ACH-000901,-0.5742671143370001
ACH-000905,-0.5196304230100001
ACH-000906,-0.540656883998
ACH-000907,-0.521607334935
ACH-000910,-0.516636817164
ACH-000911,-0.617857328715
ACH-000912,-0.282975056469
ACH-000913,-0.484569315726
ACH-000915,-0.298611113499
ACH-000916,-0.216707123477
ACH-000917,-0.365139427306
ACH-000921,-0.313553498163
ACH-000924,-0.343885667485
ACH-000926,-0.661701300852
ACH-000928,-0.402450355951
ACH-000929,-0.921410207298
ACH-000932,-0.388729045106
ACH-000935,-0.636594308463
ACH-000936,-0.655631172668
ACH-000937,-0.476997758244
ACH-000938,-0.489633520127
ACH-000939,-0.581878127992
ACH-000941,-0.509202378882
ACH-000943,-0.432579268308
ACH-000946,-0.50643944946
ACH-000947,-0.526653055257
ACH-000948,-0.419819710763
ACH-000950,-0.366807056937
ACH-000953,-0.782194658206
ACH-000957,-0.40104470570600004
ACH-000958,-0.6922384289229999
ACH-000960,-0.579782063236
ACH-000963,-0.5864084400680001
ACH-000968,-0.46274593408299997
ACH-000969,-0.6567303793320001
ACH-000973,-0.6012751498619999
ACH-000974,-0.696008356289
ACH-000975,-0.44075322043799997
ACH-000976,-0.401469737763
ACH-000978,-0.413734305286
ACH-000980,-0.439825776469
ACH-000984,-0.511473600717
ACH-000986,-0.44980137741000004
ACH-000988,-0.377451142258
ACH-000993,-0.395106178565
ACH-000994,-0.542596462723
ACH-000996,-0.569065754548
ACH-001001,-0.32861634159
ACH-001020,-0.53027286991
ACH-001028,-0.521381404412
ACH-001031,-0.357059304424
ACH-001038,-0.334915396302
ACH-001048,-0.362880620503
ACH-001050,-0.46121853646899996
ACH-001053,-0.475355843156
ACH-001054,-0.38118315260499996
ACH-001061,-0.46314719571199997
ACH-001067,-0.460530043936
ACH-001075,-0.441701710843
ACH-001096,-0.30350614954599997
ACH-001128,-0.39542122959299997
ACH-001134,-0.512426946542
ACH-001151,-0.493171154632
ACH-001163,-0.6453646127780001
ACH-001164,-0.562709570672
ACH-001173,-0.45816217547300003
ACH-001183,-0.41947187297899996
ACH-001184,-0.6897190615309999
ACH-001190,-0.36944225859499996
ACH-001192,-0.262648870832
ACH-001193,-0.44210402717
ACH-001196,-0.462798935664
ACH-001197,-0.528481031093
ACH-001205,-0.32693802089699997
ACH-001211,-0.42182756664099996
ACH-001212,-0.408902215655
ACH-001228,-0.572978264964
ACH-001232,-0.6355560218399999
ACH-001239,-0.386734093407
ACH-001274,-0.619609191684
ACH-001275,-0.50174535047
ACH-001277,-0.39937068771300005
ACH-001278,-0.38041920687700004
ACH-001280,-0.447171964653
ACH-001283,-0.33940144131300004
ACH-001289,-0.286742258521
ACH-001295,-0.5763314194
ACH-001300,-0.399562915207
ACH-001301,-0.240683020643
ACH-001302,-0.0649846673235
ACH-001303,-0.292486234959
ACH-001306,-0.449357893468
ACH-001318,-0.385255621826
ACH-001322,-0.542810021973
ACH-001328,-0.5905091794389999
ACH-001332,-0.35006161258
ACH-001333,-0.588130544656
ACH-001336,-0.420715806964
ACH-001340,-0.33985221634999996
ACH-001346,-0.472810598107
ACH-001353,-0.578080851186
ACH-001354,-0.380905370881
ACH-001367,-0.332928648233
ACH-001368,-0.558799146871
ACH-001374,-0.656523249696
ACH-001375,-0.333110448935
ACH-001377,-0.5048108882869999
ACH-001380,-0.411616412688
ACH-001391,-0.665723197161
ACH-001407,-0.512344480519
ACH-001408,-0.410560923129
ACH-001413,-0.485947898705
ACH-001430,-0.48690164342
ACH-001431,-0.521307846016
ACH-001450,-0.406042300841
ACH-001496,-0.378357321112
ACH-001500,-0.530633625586
ACH-001521,-0.269681093231
ACH-001523,-0.37121647220200005
ACH-001532,-0.41553712970299994
ACH-001536,-0.39867539072700003
ACH-001550,-0.5580263349419999
ACH-001552,-0.277902863897
ACH-001554,-0.42884541034699997
ACH-001645,-0.500112055514
ACH-001654,-0.44023808669799996
ACH-001715,-0.408560163513
ACH-001735,-0.493171381215
ACH-001736,-0.38790693589
ACH-001737,-0.792576372382
ACH-001740,-0.410767367729
ACH-001745,-0.390150384174
ACH-001750,-0.35673099640100003
ACH-001765,-0.361467049102
ACH-001956,-0.4550781423
ACH-001957,-0.5407784744749999
