,PRDM10 (56980)
ACH-000004,-0.422462728346
ACH-000007,-0.713062522436
ACH-000009,-0.3887075488
ACH-000011,-0.70907594339
ACH-000012,-0.6793734008779999
ACH-000013,-0.75756031237
ACH-000014,-0.585173749131
ACH-000015,-0.619382067938
ACH-000017,-0.742471122392
ACH-000018,-0.932203265571
ACH-000019,-1.00938058432
ACH-000021,-0.498633487063
ACH-000022,-0.524571256876
ACH-000025,-0.544704114396
ACH-000028,-0.6892662825460001
ACH-000030,-0.684204271801
ACH-000035,-0.442988831846
ACH-000036,-0.529636671978
ACH-000037,-0.540492103259
ACH-000039,-0.5603101090529999
ACH-000040,-0.331298389937
ACH-000041,-0.7843629894399999
ACH-000042,-0.563663544153
ACH-000045,-0.533060474725
ACH-000047,-0.574323601712
ACH-000052,-0.99995634702
ACH-000053,-0.774398610048
ACH-000054,-0.696856720111
ACH-000055,-0.7844898578849999
ACH-000060,-0.611404380302
ACH-000067,-0.781146503628
ACH-000070,-0.749624792615
ACH-000075,-0.870718320028
ACH-000078,-0.858568440845
ACH-000082,-0.499739528197
ACH-000085,-0.325736911606
ACH-000086,-0.83691451927
ACH-000087,-0.7441451813079999
ACH-000092,-0.6829770856530001
ACH-000095,-0.645000174312
ACH-000097,-0.740144636753
ACH-000098,-0.735372300284
ACH-000099,-0.703374075644
ACH-000108,-0.7215566798630001
ACH-000113,-0.7725560303360001
ACH-000115,-0.89883984579
ACH-000116,-0.9769717713580001
ACH-000118,-0.712123157321
ACH-000120,-0.551698077253
ACH-000123,-0.625541164154
ACH-000127,-0.568656445693
ACH-000128,-0.5350632935499999
ACH-000132,-0.7088935784289999
ACH-000133,-0.486582826018
ACH-000137,-0.625909789669
ACH-000138,-0.7686429025489999
ACH-000142,-0.778865955819
ACH-000143,-0.7267489331620001
ACH-000146,-0.649381931135
ACH-000148,-0.7134270283580001
ACH-000150,-0.610888807105
ACH-000152,-0.593784168973
ACH-000153,-0.6769016614390001
ACH-000159,-0.8315071666230001
ACH-000160,-0.689402453266
ACH-000163,-0.5121374763409999
ACH-000167,-0.226122353123
ACH-000168,-0.6899213309990001
ACH-000169,-0.44762032966399995
ACH-000178,-0.379532278942
ACH-000182,-0.391110403696
ACH-000183,-0.547445776913
ACH-000188,-0.68918636917
ACH-000189,-1.00157596159
ACH-000190,-0.582533926259
ACH-000198,-0.644120815603
ACH-000204,-0.6911414723039999
ACH-000206,-0.45815989514399996
ACH-000207,-0.351679322985
ACH-000211,-0.653247672495
ACH-000215,-0.254510202173
ACH-000221,-0.500459290332
ACH-000222,-0.334211983777
ACH-000223,-0.46810904169699996
ACH-000226,-0.69087287426
ACH-000227,-0.723400558366
ACH-000228,-0.420646111987
ACH-000231,-0.666770615374
ACH-000232,-0.563585106483
ACH-000233,-0.76463418374
ACH-000234,-1.00663449911
ACH-000235,-0.50176097468
ACH-000237,-0.8982234285940001
ACH-000238,-0.582997754422
ACH-000243,-0.440119094467
ACH-000244,-0.518454734661
ACH-000246,-0.731422051864
ACH-000248,-0.488653436727
ACH-000250,-0.75170648932
ACH-000251,-0.43368376767
ACH-000253,-0.6623642689270001
ACH-000255,-0.8237274491650001
ACH-000256,-0.492576809411
ACH-000257,-0.271269553941
ACH-000258,-0.983264418015
ACH-000259,-0.8991747494419999
ACH-000260,-0.735087025976
ACH-000261,-0.638511318737
ACH-000262,-0.83660551673
ACH-000263,-0.529047608209
ACH-000264,-0.678461928725
ACH-000265,-0.788312740167
ACH-000266,-0.43017059349200004
ACH-000272,-0.8601162325849999
ACH-000273,-0.533248529394
ACH-000274,-0.6386610705529999
ACH-000277,-0.646153298586
ACH-000278,-0.769920961063
ACH-000279,-0.636866016268
ACH-000280,-0.690831179622
ACH-000281,-0.598067889049
ACH-000288,-0.5163840080100001
ACH-000291,-0.665864650782
ACH-000293,-1.1727316404700001
ACH-000294,-0.6191922063949999
ACH-000295,-0.6828362063869999
ACH-000296,-0.769092894153
ACH-000302,-0.797424435968
ACH-000304,-0.622148040289
ACH-000307,-0.7872959271250001
ACH-000308,-0.5297193467369999
ACH-000310,-0.17815862150800002
ACH-000311,-0.479521188526
ACH-000312,-0.7206105716940001
ACH-000315,-0.795707138146
ACH-000316,-0.835650173989
ACH-000317,-0.766974875948
ACH-000318,-0.67133361971
ACH-000319,-0.787251340993
ACH-000320,-0.710178000437
ACH-000322,-0.543355845741
ACH-000323,-0.40768762133500003
ACH-000324,-0.669787946849
ACH-000329,-0.56665331015
ACH-000330,-0.712859117794
ACH-000331,-0.66940610814
ACH-000332,-0.508025268632
ACH-000334,-0.7027232697319999
ACH-000335,-0.606005240741
ACH-000336,-0.594206104327
ACH-000337,-0.500545997609
ACH-000339,-0.710819460686
ACH-000341,-0.33734100113700005
ACH-000348,-0.42646025685500005
ACH-000350,-0.868253047297
ACH-000352,-0.487414908687
ACH-000356,-0.8861885510100002
ACH-000361,-0.618478968773
ACH-000362,-0.707287116833
ACH-000363,-0.41520451025
ACH-000364,-0.8041012605269999
ACH-000365,-0.897581465199
ACH-000366,-0.809381632185
ACH-000368,-0.9168840160539999
ACH-000374,-0.8130824456110001
ACH-000375,-0.545517706822
ACH-000376,-0.615974461369
ACH-000381,-0.524739895788
ACH-000383,-0.46712766486699997
ACH-000387,-0.628437453688
ACH-000389,-0.6900522064869999
ACH-000390,-0.445874274834
ACH-000393,-0.773130641755
ACH-000395,-0.502381674096
ACH-000397,-0.648046909126
ACH-000401,-0.279759300945
ACH-000402,-0.8581512281839999
ACH-000403,-0.34221481323200004
ACH-000404,-0.613266994258
ACH-000406,-0.713269058056
ACH-000407,-0.634472342571
ACH-000408,-0.661997073125
ACH-000410,-1.00139092339
ACH-000411,-0.9459175892039999
ACH-000414,-0.596678404305
ACH-000415,-0.816534099981
ACH-000416,-0.853709074193
ACH-000420,-0.7858750147820001
ACH-000421,-0.46238475258199996
ACH-000424,-0.351838080048
ACH-000425,-0.7220635030600001
ACH-000426,-0.380314159339
ACH-000427,-0.5867127530189999
ACH-000433,-0.7117908893880001
ACH-000436,-0.58374921897
ACH-000444,-0.705884870684
ACH-000445,-0.735707440585
ACH-000448,-0.862085283458
ACH-000450,-0.806328439461
ACH-000452,-0.692616065378
ACH-000454,-0.41074717621
ACH-000458,-0.6334580368630001
