,IL17RE (132014)
ACH-000381,-0.16843218465999998
ACH-000383,-0.193913093598
ACH-000387,-0.18686300138
ACH-000389,-0.393707252623
ACH-000390,-0.0295163391778
ACH-000393,-0.0180328752601
ACH-000395,-0.345542019072
ACH-000397,-0.211968183536
ACH-000401,-0.172764079204
ACH-000402,-0.47820022468999995
ACH-000403,-0.045009189288599996
ACH-000404,-0.0293590832234
ACH-000406,-0.16201300924599998
ACH-000407,-0.508136391703
ACH-000408,-0.19521169089200002
ACH-000410,-0.275388328246
ACH-000411,-0.156497753237
ACH-000414,-0.225955796132
ACH-000415,-0.262738226122
ACH-000416,-0.447705622733
ACH-000420,-0.29131258194299997
ACH-000421,-0.188366685804
ACH-000424,-0.0618898124049
ACH-000425,-0.148436179921
ACH-000426,-0.351268906353
ACH-000427,-0.299996648574
ACH-000433,-0.149160034059
ACH-000436,-0.0006840863592619999
ACH-000444,-0.130203060983
ACH-000445,-0.0178750070429
ACH-000448,-0.117608129748
ACH-000450,-0.40157918199000003
ACH-000452,-0.234483079994
ACH-000454,-0.255555408266
ACH-000458,-0.0515871672999
ACH-000459,-0.07233266237939999
ACH-000460,-0.324943058805
ACH-000461,-0.331241485529
ACH-000463,-0.22567282709699998
ACH-000464,-0.282694976303
ACH-000466,-0.369148000522
ACH-000467,-0.116764150921
ACH-000468,-0.22050049328200003
ACH-000469,-0.192964138482
ACH-000470,-0.204405262914
ACH-000471,-0.286961354801
ACH-000472,-0.21334638700199998
ACH-000473,-0.203054097337
ACH-000475,-0.182562759609
ACH-000476,-0.152513446599
ACH-000477,-0.09540293108930001
ACH-000480,-0.135889361069
ACH-000481,-0.321083602314
ACH-000483,-0.17783644148299999
ACH-000484,-0.138495940207
ACH-000485,-0.20507116068599998
ACH-000486,-0.140795572565
ACH-000487,-0.17185181692200002
ACH-000488,-0.16213070431600002
ACH-000490,-0.0626362182816
ACH-000491,-0.0919103868168
ACH-000495,-0.14329138340199998
ACH-000496,-0.254156069805
ACH-000499,-0.0856521829167
ACH-000500,-0.645426655109
ACH-000502,-0.238247299006
ACH-000503,-0.004788805010810001
ACH-000505,-0.554033751646
ACH-000507,-0.21832479586999998
ACH-000510,-0.192727772535
ACH-000511,-0.21740528771899997
ACH-000512,0.0007025148334460002
ACH-000516,0.0517798329557
ACH-000517,-0.10018588226
ACH-000518,-0.130691550401
ACH-000520,-0.0408218036406
ACH-000521,-0.19565134421900002
ACH-000522,-0.24468096993299998
ACH-000524,-0.27592364481
ACH-000527,-0.292388682841
ACH-000528,-0.11325036537699999
ACH-000537,-0.163982551239
ACH-000541,-0.324169638534
ACH-000542,-0.28720108817699996
ACH-000544,-0.325258803031
ACH-000545,-0.239759151723
ACH-000547,0.059658238301400004
ACH-000548,-0.209611641919
ACH-000549,-0.0734009625597
ACH-000550,-0.31242657695
ACH-000552,-0.167389705227
ACH-000556,-0.0917162038933
ACH-000557,-0.224567863526
ACH-000570,-0.143434555536
ACH-000571,-0.174100663124
ACH-000573,-0.20973084930799998
ACH-000576,-0.256237272743
ACH-000580,-0.136409860527
ACH-000584,-0.0862653140983
ACH-000585,-0.2182743214
ACH-000588,-0.228603274113
ACH-000589,0.00165054973556
ACH-000591,-0.22264783991599998
ACH-000593,-0.208597462062
ACH-000600,-0.343671873341
ACH-000601,-0.317538246919
ACH-000604,-0.20061231819400002
ACH-000605,-0.0489168867041
ACH-000606,-0.10352935974
ACH-000608,-0.15921284682
ACH-000614,-0.331043407993
ACH-000616,-0.237128151013
ACH-000618,-0.15200619811
ACH-000619,-0.182248425607
ACH-000620,-0.260752693592
ACH-000621,-0.21128088461800001
ACH-000622,-0.259040606932
ACH-000623,-0.194822165911
ACH-000624,-0.2035857645
ACH-000627,-0.294494484893
ACH-000630,-0.358747435836
ACH-000632,-0.11115643518400001
ACH-000633,-0.400838708972
ACH-000637,-0.191250599979
ACH-000638,-0.0871725667234
ACH-000646,-0.235545384492
ACH-000647,-0.19466374758000002
ACH-000648,-0.260873540275
ACH-000649,-0.220853089906
ACH-000651,-0.194590496004
ACH-000652,-0.36773327541999995
ACH-000653,-0.444366909665
ACH-000657,-0.20287107270500002
ACH-000658,-0.27924458094500004
ACH-000661,-0.2566407412
ACH-000662,-0.0495285857346
ACH-000663,-0.11802033923800001
ACH-000665,-0.30172545578000004
ACH-000671,-0.14110247
ACH-000673,-0.164416080946
ACH-000676,-0.203041153414
ACH-000677,-0.0385749758295
ACH-000681,-0.237871525592
ACH-000682,-0.126836319627
ACH-000683,-0.164764447113
ACH-000684,-0.0133217112919
ACH-000688,-0.469599013568
ACH-000693,-0.23577796554000002
ACH-000694,-0.09432689487839999
ACH-000695,-0.0625223300126
ACH-000696,-0.21580915835900003
ACH-000697,-0.0292567167483
ACH-000699,-0.361263192061
ACH-000701,-0.301856502575
ACH-000706,-0.271173745422
ACH-000711,-0.15235053680500002
ACH-000713,-0.41947786898100003
ACH-000714,-0.298678767922
ACH-000718,-0.436550800824
ACH-000720,-0.152294806442
ACH-000721,-0.35145506994099995
ACH-000724,0.09053281033389998
ACH-000725,-0.117999489097
ACH-000732,-0.229590303184
ACH-000734,-0.136707398497
ACH-000735,-0.20332774864300002
ACH-000736,-0.146381303498
ACH-000738,-0.333732525384
ACH-000746,-0.27207835630399996
ACH-000747,-0.09918575389760001
ACH-000748,-0.24098038765500002
ACH-000753,-0.324447628897
ACH-000756,-0.0642080763612
ACH-000757,-0.23882088417300001
ACH-000758,-0.22892726170000002
ACH-000760,-0.471566716054
ACH-000763,-0.258934543305
ACH-000764,-0.310326807163
ACH-000765,-0.080392155858
ACH-000766,-0.104037748988
ACH-000767,-0.164227628805
ACH-000768,-0.280173640808
ACH-000769,-0.23031606690200002
ACH-000770,-0.154373233923
ACH-000771,-0.189966062498
ACH-000773,-0.138925983281
ACH-000776,-0.300158331589
ACH-000777,-0.234725103239
ACH-000778,-0.235350125059
ACH-000781,-0.09162630689899999
ACH-000782,-0.363804210964
ACH-000783,-0.182173176913
ACH-000784,-0.042028725792199996
ACH-000785,-0.00100972470369
ACH-000787,-0.20339936798900002
ACH-000788,-0.225623209043
ACH-000791,-0.435039551386
ACH-000792,-0.184805031082
ACH-000794,-0.373495650418
ACH-000796,-0.332068438668
ACH-000799,-0.201009723957
ACH-000800,-0.0193637127481
ACH-000802,-0.152072512814
ACH-000804,-0.14596208306800001
ACH-000805,-0.0511472901958
ACH-000809,-0.229094083835
ACH-000810,0.0644965123835
ACH-000811,-0.353987986601
ACH-000817,-0.13321182931
ACH-000819,-0.235854118484
ACH-000820,-0.359669703534
ACH-000821,-0.200498746622
ACH-000822,-0.36471643013599997
ACH-000823,-0.030433031588300002
ACH-000824,-0.111466151595
ACH-000827,-0.210888363897
ACH-000829,-0.249604138291
ACH-000831,-0.144377199344
ACH-000832,-0.330976989535
ACH-000833,-0.180761481763
ACH-000834,-0.317918994701
ACH-000835,-0.10017986801300001
ACH-000836,-0.218380112
ACH-000837,-0.17272063319400002
ACH-000838,-0.041069183042599995
ACH-000839,-0.220484283404
ACH-000840,0.118064752303
ACH-000841,-0.023313493138
ACH-000843,-0.167237569152
ACH-000846,-0.17239966381299998
ACH-000847,-0.28475350155400003
ACH-000848,-0.00210292041816
ACH-000849,-0.178093405666
ACH-000851,-0.184773040325
ACH-000855,0.118132430483
ACH-000856,-0.25919151404699997
ACH-000858,-0.159066067044
ACH-000859,-0.123592510752
ACH-000861,-0.208032908923
ACH-000862,-0.120589446842
ACH-000865,-0.153956760772
ACH-000866,-0.0475045502911
ACH-000867,-0.0545510715373
ACH-000869,-0.236052305785
ACH-000872,-0.18824371463300002
ACH-000873,-0.0795728645524
ACH-000876,-0.146736320711
ACH-000878,-0.08445107575710001
ACH-000880,-0.0867551000417
ACH-000881,-0.162896150155
ACH-000882,-0.20262811534699998
ACH-000884,-0.04864885012569999
ACH-000885,-0.188774054069
ACH-000887,-0.222408957322
ACH-000888,-0.217035972266
ACH-000889,-0.145947151123
ACH-000890,-0.296985904373
ACH-000896,-0.256731235254
ACH-000898,-0.06399333722219999
ACH-000900,-0.12951574372000002
ACH-000901,-0.249290101206
ACH-000905,-0.49225675223300003
ACH-000906,-0.241671463321
ACH-000907,-0.131418967222
ACH-000910,-0.130659161117
ACH-000911,-0.17379287194499998
ACH-000912,-0.19095622590199998
ACH-000913,-0.284240997218
ACH-000915,-0.277622477255
ACH-000916,-0.265419507909
ACH-000917,-0.28758976054499996
ACH-000921,-0.320202087122
ACH-000924,-0.3844249442
ACH-000926,-0.161824105889
ACH-000928,-0.100537143805
ACH-000929,-0.28416236363200004
ACH-000932,-0.191083571929
ACH-000935,-0.0318482519203
ACH-000936,-0.14924262050200002
ACH-000937,-0.166981027403
ACH-000938,-0.152482839694
ACH-000939,-0.0832443757964
ACH-000941,-0.10931879389799999
ACH-000943,-0.0278708338057
ACH-000946,-0.439465436167
ACH-000947,-0.21815897844999999
ACH-000948,-0.09192369650049999
ACH-000950,-0.14054303068399998
ACH-000953,-0.225158187413
ACH-000957,-0.042729612690199995
ACH-000958,-0.0711552486796
ACH-000960,-0.113717341184
ACH-000963,-0.052091034205200004
ACH-000968,-0.18439344048700002
ACH-000969,-0.00689961692332
ACH-000973,-0.223273031235
ACH-000974,-0.08256044525089999
ACH-000975,-0.0948338354036
ACH-000976,-0.367107684193
ACH-000978,-0.159440647991
ACH-000980,-0.190171818714
ACH-000984,-0.534973662383
ACH-000986,-0.173915459299
ACH-000988,-0.147010029257
ACH-000993,-0.272281827161
ACH-000994,-0.22397742290699998
ACH-000996,-0.34264369829
ACH-001001,-0.21768375944899998
ACH-001020,0.12100002455999999
ACH-001028,-0.22887521314599998
ACH-001031,-0.445389672968
ACH-001038,-0.172385298185
ACH-001048,-0.248477963323
ACH-001050,-0.13745720630799999
ACH-001053,-0.169049674963
ACH-001054,-0.19146057878400002
ACH-001061,-0.087105545129
ACH-001067,-0.37197845429799997
ACH-001075,-0.256869175561
ACH-001096,-0.15307580534499998
ACH-001128,-0.299954711042
ACH-001134,-0.23817698364300002
ACH-001151,-0.26621242660300004
ACH-001163,-0.254274267286
ACH-001164,0.0399292855626
ACH-001173,-0.13186364175
ACH-001183,-0.242530554337
ACH-001184,-0.06394928472059999
ACH-001190,-0.2871726753
ACH-001192,0.138711351528
ACH-001193,-0.047331067052600005
ACH-001196,-0.130645988388
ACH-001197,-0.242172341509
ACH-001205,0.016941685730999998
ACH-001211,-0.013501090237200001
ACH-001212,-0.486712682231
ACH-001228,0.0846485395674
ACH-001232,-0.0915522404847
ACH-001239,-0.198978763502
ACH-001274,-0.23339629802499998
ACH-001275,-0.295070712449
ACH-001277,-0.107840176613
ACH-001278,-0.12292378455999999
ACH-001280,-0.207911008852
ACH-001283,-0.10861884245100001
ACH-001289,-0.157819370287
ACH-001295,-0.0936179972005
ACH-001300,-0.23132272878199997
ACH-001301,-0.153560241543
ACH-001302,-0.283661363434
ACH-001303,0.08669104400800001
ACH-001306,-0.153328560627
ACH-001318,-0.0100295056351
ACH-001322,-0.244952290898
ACH-001328,-0.09446617628560001
ACH-001332,-0.33948899074100003
ACH-001333,-0.122458277453
ACH-001336,-0.146359827522
ACH-001340,-0.221608771371
ACH-001346,-0.208820922616
ACH-001353,-0.131930812988
ACH-001354,0.0443523458679
ACH-001367,-0.011872531481299999
ACH-001368,-0.26176486265099996
ACH-001374,-0.299395330453
ACH-001375,-0.29650114758699997
ACH-001377,-0.170871617541
ACH-001380,-0.285810807033
ACH-001391,-0.157011953391
ACH-001407,-0.0359972971677
ACH-001408,-0.25057405155400003
ACH-001413,-0.267125178475
ACH-001430,-0.174819139947
ACH-001431,-0.0792977614372
ACH-001450,-0.16058597552200002
ACH-001496,-0.0261568695915
ACH-001500,-0.309992467172
ACH-001521,-0.008434113385260001
ACH-001523,-0.197755249199
ACH-001532,-0.294867441695
ACH-001536,-0.17343443620299998
ACH-001550,-0.131885900024
ACH-001552,-0.32517637898400004
ACH-001554,-0.155806743947
ACH-001645,-0.43537314828100004
ACH-001654,-0.164784463283
ACH-001715,-0.441685584595
ACH-001735,-0.24089385828200002
ACH-001736,0.101929823143
ACH-001737,-0.0136289856435
ACH-001740,-0.125695662476
ACH-001745,-0.065651298246
ACH-001750,-0.154039733891
ACH-001765,-0.11326823857200001
ACH-001956,-0.209184610178
ACH-001957,-0.09434447304580001
