,POLD1 (5424)
ACH-000004,-0.928180585451
ACH-000007,-1.0156555459799999
ACH-000009,-1.23954411696
ACH-000011,-1.19107301228
ACH-000012,-1.19786542353
ACH-000013,-1.23992874913
ACH-000014,-1.0784909230600002
ACH-000015,-1.0216327118200002
ACH-000017,-1.1794633106999999
ACH-000018,-1.09479841339
ACH-000019,-1.60159448414
ACH-000021,-1.2455478189799998
ACH-000022,-1.10517927078
ACH-000025,-0.890320819281
ACH-000028,-1.1396823816700001
ACH-000030,-1.3578372293399998
ACH-000035,-1.12436771953
ACH-000036,-1.0439461503799998
ACH-000037,-1.3692117927399998
ACH-000039,-1.18901854661
ACH-000040,-1.30396017609
ACH-000041,-1.51676468492
ACH-000042,-1.2481818572
ACH-000045,-1.03021202526
ACH-000047,-1.01685687375
ACH-000052,-1.5644333792899998
ACH-000053,-1.40438300942
ACH-000054,-1.26402017666
ACH-000055,-1.1929568079700001
ACH-000060,-1.26820199775
ACH-000067,-1.3461987474200001
ACH-000070,-0.632117926242
ACH-000075,-1.3997643074200001
ACH-000078,-1.2868939752200002
ACH-000082,-1.30871296855
ACH-000085,-1.07779736241
ACH-000086,-1.32793895771
ACH-000087,-0.990034083986
ACH-000092,-1.06694939079
ACH-000095,-1.4337080323
ACH-000097,-1.15127256896
ACH-000098,-1.17325065361
ACH-000099,-1.34311733421
ACH-000108,-1.20679122108
ACH-000113,-1.1183938142899998
ACH-000115,-1.01386798849
ACH-000116,-1.15080216071
ACH-000118,-1.1463428059899998
ACH-000120,-1.3246282635200002
ACH-000123,-1.30111415235
ACH-000127,-1.2126192073200002
ACH-000128,-1.08305156767
ACH-000132,-1.06366835146
ACH-000133,-1.42257031667
ACH-000137,-1.50645967928
ACH-000138,-1.10511888762
ACH-000142,-1.4624078977300001
ACH-000143,-0.953534987726
ACH-000146,-1.4227456199500002
ACH-000148,-1.05143037951
ACH-000150,-1.00347112256
ACH-000152,-1.3845279012600002
ACH-000153,-0.870237817377
ACH-000159,-1.07401629658
ACH-000160,-0.998890194051
ACH-000163,-1.1379377726
ACH-000167,-1.32963371555
ACH-000168,-1.42883596863
ACH-000169,-1.1455697675399998
ACH-000178,-1.1204068611799998
ACH-000182,-1.2084629067100001
ACH-000183,-1.1737738852700002
ACH-000188,-1.0181997614799998
ACH-000189,-1.15539955201
ACH-000190,-1.48828607942
ACH-000198,-1.00600844282
ACH-000204,-1.50141332211
ACH-000206,-1.2429275233700001
ACH-000207,-0.904423933199
ACH-000211,-1.25227302255
ACH-000215,-1.36656781248
ACH-000221,-1.09123801249
ACH-000222,-1.0226182997700002
ACH-000223,-1.17780157016
ACH-000226,-1.12808976698
ACH-000227,-1.67180349226
ACH-000228,-1.23200610719
ACH-000231,-1.22106063002
ACH-000232,-1.03311646886
ACH-000233,-1.14670643512
ACH-000234,-1.0587147321200001
ACH-000235,-1.2682010915700002
ACH-000237,-1.18819718327
ACH-000238,-1.15794448975
ACH-000243,-1.0826559415600001
ACH-000244,-0.9791814527380001
ACH-000246,-1.07804170753
ACH-000248,-1.30054482338
ACH-000250,-1.29605596594
ACH-000251,-1.19914972134
ACH-000253,-1.2668616984
ACH-000255,-1.20664410999
ACH-000256,-1.06487322518
ACH-000257,-1.2879543315100002
ACH-000258,-1.12345574945
ACH-000259,-1.107828655
ACH-000260,-1.2423315389
ACH-000261,-1.12356980725
ACH-000262,-1.35051594748
ACH-000263,-1.3063369894499999
ACH-000264,-1.0872316039
ACH-000265,-1.2741178445399999
ACH-000266,-1.31986052459
