,PLA2G12B (84647)
ACH-000335,-0.48439766967799996
ACH-000336,0.0195647778902
ACH-000337,0.021038088060499997
ACH-000339,0.0339600914278
ACH-000341,0.020613232014299997
ACH-000348,-0.112924911996
ACH-000350,-0.14718349928899999
ACH-000352,-0.100492905284
ACH-000356,-0.21268419953200002
ACH-000361,-0.385077351409
ACH-000362,0.07228004912069999
ACH-000363,0.12648136101
ACH-000364,-0.0848897389096
ACH-000365,-0.0158996770471
ACH-000366,-0.127831856707
ACH-000368,-0.123867105217
ACH-000374,-0.0666918647957
ACH-000375,-0.0952970172273
ACH-000376,-0.0914042029214
ACH-000381,-0.108101258545
ACH-000383,-0.0333512710766
ACH-000387,-0.09996430679339999
ACH-000389,-0.0181099529282
ACH-000390,-0.00632673517992
ACH-000393,-0.021406431397899998
ACH-000395,0.012808362352
ACH-000397,0.11021172863399999
ACH-000401,-0.218276361723
ACH-000402,-0.277395865128
ACH-000403,-0.108205817249
ACH-000404,0.0534642371751
ACH-000406,-0.011459511146499998
ACH-000407,-0.267576408908
ACH-000408,-0.278191248781
ACH-000410,-0.236027322555
ACH-000411,-0.178609967806
ACH-000414,0.0521508963568
ACH-000415,-0.24620531256099998
ACH-000416,0.031249864261699997
ACH-000420,-0.0422162091945
ACH-000421,-0.118350674953
ACH-000424,-0.168083869476
ACH-000425,-0.34325532826
ACH-000426,0.013432306831499999
ACH-000427,-0.0230412305882
ACH-000433,-0.0456888311606
ACH-000436,-0.254069862323
ACH-000444,-0.258619911141
ACH-000445,-0.226471968405
ACH-000448,-0.05362578839459999
ACH-000450,-0.322540532198
ACH-000452,-0.185911990282
ACH-000454,-0.19709830922200003
ACH-000458,-0.0373692621858
ACH-000459,-0.0641586406784
ACH-000460,0.0545287152704
ACH-000461,-0.154314129281
ACH-000463,-0.139119647742
ACH-000464,-0.05421639532869999
ACH-000466,-0.19499502616099998
ACH-000467,-0.11079624765999999
ACH-000468,-0.0373185779167
ACH-000469,0.00937296657842
ACH-000470,-0.16600759805
ACH-000471,0.0459961123338
ACH-000472,-0.185932179124
ACH-000473,-0.114276187856
ACH-000475,0.018390677213299997
ACH-000476,-0.036705690296900004
ACH-000477,-0.202722553475
ACH-000480,0.0635314753216
ACH-000481,-0.24719699425
ACH-000483,-0.119892232147
ACH-000484,-0.142042535051
ACH-000485,0.0161191484341
ACH-000486,-0.166125524529
ACH-000487,-0.130250162713
ACH-000488,-0.146098082873
ACH-000490,-0.321685845832
ACH-000491,-0.052996439397900004
ACH-000495,-0.212289718199
ACH-000496,-0.0445896660062
ACH-000499,-0.174573232139
ACH-000500,-0.252711774041
ACH-000502,-0.00205899985883
ACH-000503,-0.0935787672324
ACH-000505,-0.0861473701437
ACH-000507,-0.0492120472657
ACH-000510,-0.199006265992
ACH-000511,-0.13834022773399998
ACH-000512,0.0397112441004
ACH-000516,-0.13299051981899998
ACH-000517,-0.0237973983373
ACH-000518,-0.0868424597653
ACH-000520,-0.135639159912
ACH-000521,0.160800732469
ACH-000522,0.0512420301434
ACH-000524,-0.009890021878530001
ACH-000527,-0.111737463895
ACH-000528,-0.166903834178
ACH-000537,-0.225902605557
ACH-000541,-0.1746652684
ACH-000542,-0.09179636974089998
ACH-000544,-0.0824515877994
ACH-000545,-0.21612376581
ACH-000547,-0.124436818884
ACH-000548,-0.00404243411777
ACH-000549,0.018003365502099997
ACH-000550,-0.135649183823
ACH-000552,-0.13453578893100002
ACH-000556,-0.224977504342
ACH-000557,-0.14559622215600002
ACH-000570,-0.28286755066799996
ACH-000571,0.0975026500073
ACH-000573,0.08402704733480001
ACH-000576,-0.0143027705709
ACH-000580,-0.00810738557911
ACH-000584,-0.07449119062580001
ACH-000585,-0.305877532346
ACH-000588,-0.065593647737
ACH-000589,0.0644364878452
ACH-000591,-0.108836246704
ACH-000593,-0.07498625729460001
ACH-000600,-0.322034884298
ACH-000601,0.0597486714009
ACH-000604,-0.13245483350099999
ACH-000605,0.052056323702300004
ACH-000606,-0.21391666726199998
ACH-000608,-0.00705764351653
ACH-000614,0.00445477937009
ACH-000616,-0.195078979157
ACH-000618,-0.123148729091
ACH-000619,-0.221603078566
ACH-000620,0.0227457092283
ACH-000621,-0.11761161050300001
ACH-000622,0.053399273366
ACH-000623,-0.18305235787500002
ACH-000624,-0.026306069542000002
ACH-000627,-0.0963633085248
ACH-000630,-0.273061504101
ACH-000632,-0.0404219352455
ACH-000633,0.09781866130169999
ACH-000637,-0.061866564309800004
ACH-000638,-0.178201930463
ACH-000646,-0.133311355209
ACH-000647,-0.13326829355
ACH-000648,0.167382297519
ACH-000649,-0.158098867998
ACH-000651,-0.07345378979230001
ACH-000652,-0.0514670008557
ACH-000653,-0.158231353899
ACH-000657,-0.0328726618763
ACH-000658,0.11828368667099999
ACH-000661,0.0362356459973
ACH-000662,-0.139639193003
ACH-000663,-0.136530441152
ACH-000665,-0.119312761828
ACH-000671,-0.0722215259107
ACH-000673,-0.05407893835469999
ACH-000676,-0.07445100243200001
ACH-000677,-0.163799988531
ACH-000681,-0.0368183265044
ACH-000682,-0.050579495731499995
ACH-000683,-0.186732875079
ACH-000684,0.191592732043
ACH-000688,-0.288396193843
ACH-000693,-0.16822314133699998
ACH-000694,-0.0776470778862
ACH-000695,0.045406933145900004
ACH-000696,-0.11938643775499999
ACH-000697,0.0257811725668
ACH-000699,0.00788881645805
ACH-000701,-0.12273409040899999
ACH-000706,-0.0538219703422
ACH-000711,-0.229316028159
ACH-000713,0.103111905322
ACH-000714,-0.0533763487814
ACH-000718,-0.0301160298194
ACH-000720,-0.0604409909159
ACH-000721,-0.0747895920066
ACH-000724,-0.34364536253
ACH-000725,-0.066071999437
ACH-000732,-0.16797095298
ACH-000734,0.12888044204500002
ACH-000735,-0.15928403134299998
ACH-000736,-0.406415463912
ACH-000738,-0.328237787824
ACH-000746,0.06509719027369999
ACH-000747,-0.319635308857
ACH-000748,-0.20965396666299999
ACH-000753,-0.0629182923683
ACH-000756,-0.105432828185
ACH-000757,-0.0978618592508
ACH-000758,-0.012082846245600002
ACH-000760,-0.12395749449599999
ACH-000763,-0.07627201828639998
ACH-000764,-0.0714695957049
ACH-000765,-0.12006573277999999
ACH-000766,-0.158394916853
ACH-000767,-0.07597157657110001
ACH-000768,0.036714181973
ACH-000769,0.046492265755000005
ACH-000770,-0.07874164504360001
ACH-000771,-0.165407177255
ACH-000773,-0.196746949731
ACH-000776,-0.15991684264699998
ACH-000777,0.0046852914393399996
ACH-000778,-0.028467412996099995
ACH-000781,-0.0626663481028
ACH-000782,-0.208978432874
ACH-000783,-0.122411331347
ACH-000784,-0.133273288359
ACH-000785,-0.051299477281099994
ACH-000787,0.0330432102038
ACH-000788,-0.11859107763599999
ACH-000791,0.0373202374709
ACH-000792,-0.110385142463
ACH-000794,-0.102023661997
ACH-000796,-0.17952999031800002
ACH-000799,0.017777699957599997
ACH-000800,-0.262134786075
ACH-000802,-0.179873369002
ACH-000804,-0.10977965129
ACH-000805,-0.11785401914799999
ACH-000809,-0.13317043354699998
ACH-000810,0.05613166759549999
ACH-000811,-0.164052508024
ACH-000817,0.11941360757899999
ACH-000819,0.058865721363
ACH-000820,-0.0039553762881
ACH-000821,0.06356217342130001
ACH-000822,-0.0960022456779
ACH-000823,0.08521415958460002
ACH-000824,-0.0706024928892
ACH-000827,-0.0829873867875
ACH-000829,-0.282700830625
ACH-000831,-0.156931647798
ACH-000832,-0.0509614251755
ACH-000833,-0.232663082318
ACH-000834,-0.135982374192
ACH-000835,-0.114144379883
ACH-000836,-0.130861106774
ACH-000837,-0.0638912842305
ACH-000838,-0.324922574703
ACH-000839,-0.342216409926
ACH-000840,0.05461339260649999
ACH-000841,0.0599981984727
ACH-000843,-0.06058317807159999
ACH-000846,-0.08073483804430001
ACH-000847,-0.24693346140500003
ACH-000848,-0.207109867346
ACH-000849,-0.156719838103
ACH-000851,-0.24449953256499998
ACH-000855,-0.047641983123000005
ACH-000856,-0.111037975427
ACH-000858,-0.184445360795
ACH-000859,-0.11672920348400001
ACH-000861,-0.358995087968
ACH-000862,-0.0805609067501
ACH-000865,0.024003224950799998
ACH-000866,-0.155366416113
ACH-000867,-0.12307515927000001
ACH-000869,-0.130294531326
ACH-000872,-0.13231795729
ACH-000873,-0.311860745356
ACH-000876,-0.09712994057089999
ACH-000878,-0.0632708870461
ACH-000880,-0.236797030346
ACH-000881,-0.011874921915299999
ACH-000882,0.0182191407808
ACH-000884,-0.19075753063200002
ACH-000885,-0.19268209872499997
ACH-000887,0.0100139458214
ACH-000888,-0.09361666788300001
ACH-000889,-0.0158580912446
ACH-000890,0.057687269655
ACH-000896,-0.161453661934
ACH-000898,-0.0973506351585
ACH-000900,-0.046137940609400005
ACH-000901,-0.181132303143
ACH-000905,-0.189846226488
ACH-000906,0.0351007436886
ACH-000907,0.0816272307658
ACH-000910,-0.035200494320999996
ACH-000911,-0.167763178766
ACH-000912,0.058639608765900006
ACH-000913,-0.10752052182800001
ACH-000915,-0.156670585344
ACH-000916,-0.242279192034
ACH-000917,0.010296961594
ACH-000921,-0.138322345865
ACH-000924,-0.10549645816400001
ACH-000926,-0.058851237736
ACH-000928,-0.12763396094499999
ACH-000929,-0.250168596708
ACH-000932,-0.0845571073485
ACH-000935,-0.046732026718199995
ACH-000936,0.006549081634639999
ACH-000937,0.0123487448898
ACH-000938,0.0035095067072199995
ACH-000939,-0.12268056051100001
ACH-000941,-0.138447533037
ACH-000943,-0.225084839203
ACH-000946,0.0984399300048
ACH-000947,-0.113743282997
ACH-000948,-0.0124837861769
ACH-000950,-0.225051635752
ACH-000953,0.027178200579900003
ACH-000957,-0.13481136420999998
ACH-000958,-0.299673684622
ACH-000960,-0.0628370829637
ACH-000963,0.03405142446000001
ACH-000968,-0.162970495231
ACH-000969,-0.205081268983
ACH-000973,-0.0425454299328
ACH-000974,-0.22480523899399998
ACH-000975,-0.09810466820160002
ACH-000976,-0.0525683165537
ACH-000978,0.299624850731
ACH-000980,-0.0240629032125
ACH-000984,-0.31750339214
ACH-000986,-0.0425430161506
ACH-000988,-0.12938432792500001
ACH-000993,-0.225308809645
ACH-000994,-0.10599856024700001
ACH-000996,-0.10007494413200001
ACH-001001,-0.020799399647299998
ACH-001020,-0.0637965045796
ACH-001028,-0.176546680764
ACH-001031,-0.10612078240700001
ACH-001038,-0.140949854488
ACH-001048,-0.121802865787
ACH-001050,0.10499252383999999
ACH-001053,-0.189787289619
ACH-001054,-0.0135670586826
ACH-001061,-0.025631326551399998
ACH-001067,-0.142940738327
ACH-001075,0.041831705512199995
ACH-001096,-0.231685026063
ACH-001128,-0.204559324124
ACH-001134,-0.121710172019
ACH-001151,0.09289111297210001
ACH-001163,-0.224958587358
ACH-001164,-0.118839522717
ACH-001173,-0.204242608731
ACH-001183,-0.0496462327173
ACH-001184,0.0330465932458
ACH-001190,-0.07832560097369999
ACH-001192,0.0036266944477
ACH-001193,-0.24490537350000002
ACH-001196,0.0211601553486
ACH-001197,-0.179509765141
ACH-001205,0.00524233141456
ACH-001211,-0.014642375067100002
ACH-001212,-0.032301237539
ACH-001228,0.0627307323251
ACH-001232,-0.15019185165899998
ACH-001239,-0.121170069557
ACH-001274,-0.0460888893704
ACH-001275,-0.167997133829
ACH-001277,-0.263881584861
ACH-001278,0.147905855151
ACH-001280,0.0142430248895
ACH-001283,-0.0582764872605
ACH-001289,-0.087248772526
ACH-001295,-0.062036558778999995
ACH-001300,0.130297619782
ACH-001301,-0.07742341858139999
ACH-001302,0.024772991515000002
ACH-001303,-0.140201605042
ACH-001306,-0.142755914553
ACH-001318,-0.145409511587
ACH-001322,-0.222827162984
ACH-001328,-0.166674749484
ACH-001332,-0.0435018456561
ACH-001333,-0.0627216331138
ACH-001336,-0.150331209789
ACH-001340,-0.120796040727
ACH-001346,-0.0791209357478
ACH-001353,-0.195229271602
ACH-001354,0.0595254523655
ACH-001367,-0.352238031257
ACH-001368,-0.07328444334630001
ACH-001374,-0.37485908796899997
ACH-001375,-0.302032482474
ACH-001377,-0.0533190540993
ACH-001380,-0.113341593063
ACH-001391,-0.0275249787556
ACH-001407,-0.06209626990230001
ACH-001408,-0.13121019219399999
ACH-001413,-0.105164846448
ACH-001430,-0.239880674948
ACH-001431,-0.190577146803
ACH-001450,-0.0292931040045
ACH-001496,-0.140306024134
ACH-001500,-0.055883938231600004
ACH-001521,-0.13070076774
ACH-001523,0.0627979706605
ACH-001532,-0.0672831113108
ACH-001536,-0.0655374972128
ACH-001550,-0.057443712196300005
ACH-001552,0.048935943577800005
ACH-001554,-0.046537516389
ACH-001645,-0.17304370311099998
ACH-001654,-0.0425870943344
ACH-001715,-0.23684997288100001
ACH-001735,-0.0896336414402
ACH-001736,-0.0309105242453
ACH-001737,0.208344152813
ACH-001740,-0.08018876627930001
ACH-001745,0.0545918530025
ACH-001750,-0.0625069543989
ACH-001765,-0.019168343682599998
ACH-001956,0.0926431810713
ACH-001957,-0.101033576717
