,OLIG3 (167826)
ACH-000004,-0.361846665485
ACH-000007,-0.08706388710039999
ACH-000009,-0.140835672698
ACH-000011,-0.521708106381
ACH-000012,-0.24122042694899998
ACH-000013,-0.27778558142
ACH-000014,-0.156045455457
ACH-000015,-0.268499307401
ACH-000017,-0.291238317699
ACH-000018,-0.214634135624
ACH-000019,-0.189764356651
ACH-000021,-0.435637367648
ACH-000022,-0.075326347962
ACH-000025,-0.22053572364100002
ACH-000028,-0.269588435895
ACH-000030,-0.245980174784
ACH-000035,-0.183454255976
ACH-000036,0.0224140314794
ACH-000037,-0.027864622013599998
ACH-000039,-0.101502002958
ACH-000040,-0.212786555002
ACH-000041,-0.294226742763
ACH-000042,-0.285841744977
ACH-000045,-0.244648172725
ACH-000047,-0.19385725961800002
ACH-000052,-0.12041337424200001
ACH-000053,-0.223834750247
ACH-000054,-0.37408500784500004
ACH-000055,-0.0194987980515
ACH-000060,-0.289328191994
ACH-000067,-0.19448453184099998
ACH-000070,-0.150694605833
ACH-000075,-0.12623916626499998
ACH-000078,-0.276020794085
ACH-000082,-0.188585283629
ACH-000085,-0.307880302841
ACH-000086,-0.055835144544
ACH-000087,-0.300638185646
ACH-000092,-0.232887618519
ACH-000095,-0.21360679218800002
ACH-000097,-0.293819908838
ACH-000098,-0.150590421129
ACH-000099,-0.23490796307599998
ACH-000108,-0.29893952637
ACH-000113,-0.28169340821899996
ACH-000115,-0.264309055025
ACH-000116,-0.14045355120300002
ACH-000118,-0.34043270458700003
ACH-000120,-0.121595971657
ACH-000123,-0.304396918298
ACH-000127,-0.265573772388
ACH-000128,-0.421190598569
ACH-000132,-0.43175176371600005
ACH-000133,-0.263009791935
ACH-000137,-0.0425109475882
ACH-000138,-0.363151659226
ACH-000142,-0.21869366089899997
ACH-000143,-0.16454634792700001
ACH-000146,-0.137673429546
ACH-000148,-0.13521069676300002
ACH-000150,-0.461468515869
ACH-000152,-0.197974678311
ACH-000153,-0.34089711407799994
ACH-000159,-0.145436642063
ACH-000160,-0.267001532042
ACH-000163,-0.179165763986
ACH-000167,-0.20041507262299998
ACH-000168,-0.579881977035
