,LARP1B (55132)
ACH-000004,0.0466845550425
ACH-000007,0.018563485529
ACH-000009,-0.11715882438400001
ACH-000011,-0.0608912319059
ACH-000012,-0.056842352896999994
ACH-000013,-0.144275389869
ACH-000014,0.0101652248416
ACH-000015,0.007417466624050001
ACH-000017,-0.168234425094
ACH-000018,-0.0321215797477
ACH-000019,-0.170906396252
ACH-000021,-0.0578609317759
ACH-000022,0.00498331444874
ACH-000025,-0.147749377966
ACH-000028,-0.286863941898
ACH-000030,-0.06194345090990001
ACH-000035,0.0424438634843
ACH-000036,-0.07211316334639999
ACH-000037,-0.0189251360222
ACH-000039,0.17989694366700001
ACH-000040,0.0131803400419
ACH-000041,-0.15019716005
ACH-000042,-0.0761284522761
ACH-000045,-0.06458764188919999
ACH-000047,-0.0157293998548
ACH-000052,0.04888901155809999
ACH-000053,-0.0506942695746
ACH-000054,-0.206435914558
ACH-000055,-0.140369971647
ACH-000060,-0.0420458379287
ACH-000067,-0.0511860830183
ACH-000070,-0.110493627214
ACH-000075,-0.52994278149
ACH-000078,-0.11917926497199999
ACH-000082,-0.023549287716
ACH-000085,-0.15669298079299998
ACH-000086,-0.145835629877
ACH-000087,0.143245084877
ACH-000092,-0.244345845207
ACH-000095,-0.124827486526
ACH-000097,-0.0737844303285
ACH-000098,-0.056079635011
ACH-000099,-0.0116732994331
ACH-000108,-0.07536637239289999
ACH-000113,-0.122638825838
ACH-000115,0.0304930867381
ACH-000116,-0.027042436178200003
ACH-000118,-0.0111068278384
ACH-000120,0.0841636971831
ACH-000123,-0.148079476994
ACH-000127,-0.0511037942906
ACH-000128,-0.018398338118300002
ACH-000132,-0.228083986442
ACH-000133,-0.19279094937
ACH-000137,-0.08979856492689998
ACH-000138,0.09361740261710001
ACH-000142,-0.0843716312606
ACH-000143,-0.195101528858
ACH-000146,-0.022666158624400003
ACH-000148,-0.128782094591
ACH-000150,-0.10324051987600001
ACH-000152,-0.269100817608
ACH-000153,-0.299859343921
ACH-000159,-0.0779353784688
ACH-000160,-0.245511944305
ACH-000163,-0.106587403283
ACH-000167,0.035609391635199994
ACH-000168,-0.0106742214453
ACH-000169,-0.064328971002
ACH-000178,0.079232488619
ACH-000182,-0.143245018122
ACH-000183,-0.102900671591
ACH-000188,0.045996694085099994
ACH-000189,-0.0585745470419
ACH-000190,-0.013160910166
ACH-000198,-0.0370232611564
ACH-000204,-0.312483013407
ACH-000206,0.06315353892030001
ACH-000207,0.00448640714144
ACH-000211,-0.181412342229
