,USMG5 (84833)
ACH-000169,-0.33849316045
ACH-000178,-0.384030624247
ACH-000182,-0.416093151512
ACH-000183,0.00596023657796
ACH-000188,-0.35616411727700004
ACH-000189,-0.503724524118
ACH-000190,-0.38834410235399996
ACH-000198,-0.23557973427200002
ACH-000204,-0.29495419361999997
ACH-000206,-0.315693608131
ACH-000207,-0.0991067370488
ACH-000211,-0.36551280962
ACH-000215,-0.22321492051999997
ACH-000221,-0.202354269327
ACH-000222,-0.20162793954100003
ACH-000223,-0.431148550413
ACH-000226,-0.26475920078299997
ACH-000227,-0.322072246169
ACH-000228,-0.260077046566
ACH-000231,-0.338853022033
ACH-000232,-0.271453943354
ACH-000233,-0.19568740772799997
ACH-000234,-0.20508406674199997
ACH-000235,-0.22600711036899998
ACH-000237,-0.224224432458
ACH-000238,-0.226295685667
ACH-000243,-0.284073594287
ACH-000244,-0.227240276892
ACH-000246,-0.247858699939
ACH-000248,-0.42193643549300003
ACH-000250,-0.308350425629
ACH-000251,-0.327367070177
ACH-000253,-0.313946839374
ACH-000255,-0.328735662358
ACH-000256,-0.158389190448
ACH-000257,-0.297368064325
ACH-000258,-0.439059967527
ACH-000259,-0.649370736419
ACH-000260,-0.289932183085
ACH-000261,-0.387012080599
ACH-000262,-0.185444899423
ACH-000263,-0.0666751141356
ACH-000264,-0.26346131372299997
ACH-000265,-0.30124926058400003
ACH-000266,-0.29195974009
ACH-000272,-0.288182582453
ACH-000273,-0.218779184827
ACH-000274,-0.42946760973000003
ACH-000277,-0.20000414346200002
ACH-000278,-0.479974092096
ACH-000279,-0.428057090466
ACH-000280,-0.232535399274
ACH-000281,-0.324884810463
ACH-000288,-0.39328068109399994
ACH-000291,-0.351034165629
ACH-000293,-0.567036971951
ACH-000294,-0.228845697432
ACH-000295,-0.270946082107
ACH-000296,-0.15730048696499999
ACH-000302,-0.37006870993
ACH-000304,-0.215559838945
ACH-000307,-0.179503949459
ACH-000308,-0.278156086486
ACH-000310,-0.374536955691
ACH-000311,-0.27033516888
ACH-000312,-0.408676685095
ACH-000315,-0.24682536858800003
ACH-000316,0.0125402584858
ACH-000317,-0.313026248898
ACH-000318,-0.11193648346599999
ACH-000319,-0.490319706165
ACH-000320,-0.36236907493299997
ACH-000322,-0.287154390486
ACH-000323,-0.342582324922
ACH-000324,-0.415260833577
ACH-000329,-0.416660655756
ACH-000330,-0.136105003144
ACH-000331,-0.402815437241
ACH-000332,-0.31634597460499997
ACH-000334,-0.233254531006
ACH-000335,-0.11963451785999998
ACH-000336,-0.00982178670025
ACH-000337,-0.3619141749
ACH-000339,-0.245962567516
ACH-000341,-0.531401703741
ACH-000348,-0.279473458918
ACH-000350,-0.185474592643
ACH-000352,-0.267318681556
ACH-000356,-0.288237563087
ACH-000361,-0.326619527472
ACH-000362,-0.17114474938299998
ACH-000363,-0.152808233913
ACH-000364,-0.252244992148
ACH-000365,-0.17273048743
ACH-000366,-0.322179010372
ACH-000368,-0.216016292983
ACH-000374,-0.51929811544
ACH-000375,-0.376813740825
ACH-000376,-0.32712607329300003
ACH-000381,-0.160973799603
ACH-000383,-0.253034300456
ACH-000387,-0.252972371094
ACH-000389,-0.345716564312
ACH-000390,-0.21167057438
ACH-000393,-0.312952341812
ACH-000395,-0.24782858055
ACH-000397,-0.281595370266
ACH-000401,0.153525969215
ACH-000402,-0.212693017723
ACH-000403,-0.34726887438799997
ACH-000404,0.0803775239788
ACH-000406,-0.370391458703
ACH-000407,-0.10768736130699999
ACH-000408,-0.186908020046
ACH-000410,-0.542759128854
ACH-000411,-0.45967946212399996
ACH-000414,-0.290972405286
ACH-000415,-0.329382880704
ACH-000416,-0.332878724651
ACH-000420,-0.288246025616
ACH-000421,-0.31515820247
ACH-000424,-0.160629817452
ACH-000425,-0.549604900329
ACH-000426,-0.457388592363
ACH-000427,-0.781833920831
ACH-000433,-0.126430453769
ACH-000436,-0.218832524785
ACH-000444,-0.355038006898
ACH-000445,-0.38452387858599996
ACH-000448,-0.40069771497199996
ACH-000450,-0.20358888610800002
ACH-000452,-0.31848272973999997
ACH-000454,-0.0727162621772
ACH-000458,-0.30544137333
ACH-000459,-0.09754370660669999
ACH-000460,-0.341680519111
ACH-000461,-0.18016158488899997
ACH-000463,-0.436528792947
ACH-000464,0.0716086540843
ACH-000466,-0.40186141090000005
ACH-000467,-0.282593226141
ACH-000468,-0.349392175747
ACH-000469,-0.394289531879
ACH-000470,-0.327925457671
ACH-000471,-0.277118288882
ACH-000472,-0.372520065414
ACH-000473,-0.194729750688
ACH-000475,-0.314564953134
ACH-000476,-0.42543790293899997
ACH-000477,-0.169917742051
ACH-000480,-0.27877888928399996
ACH-000481,-0.24547528630899998
ACH-000483,-0.539602314199
ACH-000484,-0.334172516507
ACH-000485,-0.147102174542
ACH-000486,-0.33836439009999997
ACH-000487,-0.205082356516
ACH-000488,-0.331564870202
ACH-000490,-0.290746340562
ACH-000491,-0.160056722103
ACH-000495,-0.321295948729
ACH-000496,-0.16066716429300001
ACH-000499,-0.386312045473
ACH-000500,-0.5036420585600001
ACH-000502,-0.24013128445
ACH-000503,-0.0924212082504
ACH-000505,-0.326074329236
ACH-000507,-0.376808055255
ACH-000510,-0.294794161938
ACH-000511,-0.339826741091
ACH-000512,-0.0569481050227
ACH-000516,-0.21075057864100002
ACH-000517,-0.30695258990200003
ACH-000518,-0.442635247395
ACH-000520,-0.47671212616400005
ACH-000521,-0.162484045492
ACH-000522,-0.256743082487
ACH-000524,-0.234737663858
ACH-000527,-0.341341119106
ACH-000528,-0.303015679453
ACH-000537,-0.293925304817
ACH-000541,-0.18261217838100002
ACH-000542,-0.373255116803
ACH-000544,-0.190442046293
ACH-000545,-0.45859418150799997
ACH-000547,-0.22879522870400001
ACH-000548,-0.15727132400399998
ACH-000549,-0.192204713044
ACH-000550,-0.252199521415
ACH-000552,-0.251317108346
ACH-000556,-0.419406615362
ACH-000557,-0.27998039068
ACH-000570,-0.240091262199
ACH-000571,-0.286807398825
ACH-000573,-0.473527993584
ACH-000576,-0.498632628092
ACH-000580,-0.182250370135
ACH-000584,-0.19973590440699998
ACH-000585,-0.256782825681
ACH-000588,-0.26881938868599997
ACH-000589,-0.22687418170600002
ACH-000591,-0.299394685775
ACH-000593,-0.158484578271
ACH-000600,-0.166305583811
ACH-000601,-0.37041833342
ACH-000604,0.051205901676000004
ACH-000605,-0.44641260104099995
ACH-000606,-0.117631350789
ACH-000608,-0.294939989586
ACH-000614,-0.10395978384
ACH-000616,-0.410987757723
ACH-000618,-0.360704528521
ACH-000619,-0.325038413157
ACH-000620,-0.27399999179400003
ACH-000621,-0.365125371043
ACH-000622,-0.345208389951
ACH-000623,-0.23926334309099997
ACH-000624,-0.363952456738
ACH-000627,-0.234053470669
ACH-000630,-0.340319282156
ACH-000632,-0.240230180524
ACH-000633,-0.268342418475
ACH-000637,-0.459572513853
ACH-000638,-0.291531560388
ACH-000646,-0.009429439338299999
ACH-000647,-0.46047473453800003
ACH-000648,-0.302430281899
ACH-000649,-0.346644211801
ACH-000651,-0.390995440667
ACH-000652,-0.049912530295299996
ACH-000653,-0.256510206915
ACH-000657,-0.421474658963
ACH-000658,-0.319106268441
ACH-000661,-0.177962187544
ACH-000662,0.0237748178689
ACH-000663,-0.213397570196
ACH-000665,-0.527119869599
ACH-000671,-0.227869214978
ACH-000673,-0.41888730168899996
ACH-000676,-0.245315494208
ACH-000677,-0.286042923003
ACH-000681,-0.184722042279
ACH-000682,-0.39797740994999997
ACH-000683,-0.343684210968
ACH-000684,-0.285345299613
ACH-000688,-0.268867702135
ACH-000693,-0.250021077659
ACH-000694,-0.398413880596
ACH-000695,-0.205397829987
ACH-000696,-0.33680455600599996
ACH-000697,-0.262095545528
ACH-000699,-0.28627746481
ACH-000701,-0.453491903132
ACH-000706,-0.233877033299
ACH-000711,-0.306612433383
ACH-000713,-0.274596403297
ACH-000714,-0.23771572980300001
ACH-000718,-0.28197017526
ACH-000720,-0.24252313542
ACH-000721,-0.30357344757300003
ACH-000724,-0.262853398047
ACH-000725,-0.5770514992970001
ACH-000732,-0.149779893421
ACH-000734,-0.128028063557
ACH-000735,-0.22106327145100002
ACH-000736,-0.282083428728
ACH-000738,-0.398987334068
ACH-000746,-0.270667516375
ACH-000747,-0.305517760081
ACH-000748,-0.502713742546
ACH-000753,-0.244055905262
ACH-000756,-0.383061833777
ACH-000757,-0.286715450893
ACH-000758,-0.306612504669
ACH-000760,-0.19774500586100002
ACH-000763,-0.410726597407
ACH-000764,-0.229121337853
ACH-000765,-0.22687839741500002
ACH-000766,-0.253895933202
ACH-000767,-0.309925097444
ACH-000768,-0.263290716365
ACH-000769,-0.368053390754
ACH-000770,-0.249623154186
ACH-000771,-0.259422594317
ACH-000773,-0.245572611627
ACH-000776,-0.187157091453
ACH-000777,-0.277988522076
ACH-000778,-0.381344846635
ACH-000781,-0.273420433314
ACH-000782,-0.272751980969
ACH-000783,-0.332379709914
ACH-000784,-0.321993536549
ACH-000785,-0.37457575443400004
ACH-000787,-0.171238189142
ACH-000788,-0.268982773741
ACH-000791,-0.311316375652
ACH-000792,-0.122717121983
ACH-000794,-0.23766584208299998
ACH-000796,-0.291070882564
ACH-000799,-0.5326686801389999
ACH-000800,-0.00898488248737
ACH-000802,-0.20613634305
ACH-000804,-0.300281976404
ACH-000805,-0.283401888596
ACH-000809,-0.233536514542
ACH-000810,-0.356702723407
ACH-000811,-0.251917476229
ACH-000817,-0.341213354931
ACH-000819,-0.438819430233
ACH-000820,-0.426057020788
ACH-000821,-0.30501440493500004
ACH-000822,-0.295693572336
ACH-000823,-0.258586923265
ACH-000824,-0.270089761353
ACH-000827,-0.304217143613
ACH-000829,-0.173599295721
ACH-000831,-0.44083058767899996
ACH-000832,-0.335770736406
ACH-000833,-0.432819009049
ACH-000834,-0.159163406934
ACH-000835,-0.389290488413
ACH-000836,-0.384557800294
ACH-000837,-0.297552536433
ACH-000838,-0.327834409112
ACH-000839,-0.312873782781
ACH-000840,-0.126338787234
ACH-000841,-0.236564546479
ACH-000843,-0.35279193450900004
ACH-000846,-0.30586705104
ACH-000847,-0.322161939718
ACH-000848,-0.28201065426399996
ACH-000849,-0.265803644126
ACH-000851,-0.262605079648
ACH-000855,-0.185996396699
ACH-000856,-0.037489023926199995
ACH-000858,-0.35749242482
ACH-000859,-0.32622553947599997
ACH-000861,-0.402062659881
ACH-000862,-0.441824573089
ACH-000865,-0.265763386765
ACH-000866,-0.22648491752799998
ACH-000867,-0.34741156886299995
ACH-000869,-0.324474020084
ACH-000872,-0.374856206999
ACH-000873,-0.193505635093
ACH-000876,-0.409832839542
ACH-000878,-0.263171326571
ACH-000880,-0.158388949573
ACH-000881,-0.35926061675300003
ACH-000882,-0.302806833521
ACH-000884,-0.344552136997
ACH-000885,-0.37279917386399997
ACH-000887,-0.308324484851
ACH-000888,-0.335332567771
ACH-000889,-0.39077252700900006
ACH-000890,-0.194788472938
ACH-000896,-0.289296202239
ACH-000898,-0.24068578005
ACH-000900,-0.257253449755
ACH-000901,-0.300447649678
ACH-000905,-0.282301899578
ACH-000906,-0.23643882683400003
ACH-000907,-0.334865934439
ACH-000910,-0.22855309024
ACH-000911,-0.310421313239
ACH-000912,-0.288008128494
ACH-000913,-0.34477718092799997
ACH-000915,-0.21506406384799998
ACH-000916,-0.19260115212
ACH-000917,-0.220385174184
ACH-000921,-0.324195083046
ACH-000924,-0.342479694027
ACH-000926,-0.15866439908299998
ACH-000928,-0.157403807953
ACH-000929,-0.257357741739
ACH-000932,-0.10777074722
ACH-000935,-0.224069396946
ACH-000936,-0.330620469683
ACH-000937,-0.245624847183
ACH-000938,-0.286100845066
ACH-000939,-0.36658445293700004
ACH-000941,-0.327576441677
ACH-000943,-0.373330349639
ACH-000946,-0.484906052465
ACH-000947,-0.355052325793
ACH-000948,-0.31699278484099996
ACH-000950,-0.244593950855
ACH-000953,-0.318472454731
ACH-000957,-0.31777835749600003
ACH-000958,-0.405225152937
ACH-000960,-0.444202542539
ACH-000963,-0.369088140315
ACH-000968,-0.12191939071499999
ACH-000969,-0.240383496752
ACH-000973,-0.328260194883
ACH-000974,-0.44069169478299997
ACH-000975,-0.293684119442
ACH-000976,-0.18064102795
ACH-000978,-0.770102832595
ACH-000980,-0.351173331835
ACH-000984,-0.413518298504
ACH-000986,-0.207264906309
ACH-000988,-0.296318748448
ACH-000993,-0.32128858007100003
ACH-000994,-0.423944476048
ACH-000996,-0.323855208206
ACH-001001,-0.31699574101
ACH-001020,-0.270255450848
ACH-001028,-0.390810866007
ACH-001031,-0.245061978833
ACH-001038,-0.214739230695
ACH-001048,-0.270889456121
ACH-001050,-0.334240269247
ACH-001053,-0.177929739692
ACH-001054,-0.304077536401
ACH-001061,-0.232785797223
ACH-001067,-0.329392356329
ACH-001075,-0.430479111069
ACH-001096,-0.40330858534
ACH-001128,-0.0320763679452
ACH-001134,-0.00167305033968
ACH-001151,-0.307547136912
ACH-001163,-0.306353400356
ACH-001164,-0.250867489802
ACH-001173,-0.37481982339000003
ACH-001183,-0.268347427243
ACH-001184,-0.367399163323
ACH-001190,-0.247495003078
ACH-001192,-0.297854197758
ACH-001193,-0.459469950729
ACH-001196,-0.361864019119
ACH-001197,-0.27950605665100003
ACH-001205,-0.412006542381
ACH-001211,-0.165637163834
ACH-001212,-0.191826080176
ACH-001228,-0.33778574757299995
ACH-001232,-0.22418542792399998
ACH-001239,-0.319287273998
ACH-001274,-0.36232042415
ACH-001275,-0.252640270074
ACH-001277,-0.20627247677299998
ACH-001278,-0.148787195262
ACH-001280,-0.553499932375
ACH-001283,-0.36212867642200003
ACH-001289,-0.166744686901
ACH-001295,-0.38495771561399994
ACH-001300,-0.447419770854
ACH-001301,-0.331684352535
ACH-001302,-0.24264849051100001
ACH-001303,-0.160088865373
ACH-001306,-0.333475962657
ACH-001318,-0.358252974494
ACH-001322,-0.432137127796
ACH-001328,-0.293325497038
ACH-001332,-0.21583041896699998
ACH-001333,-0.174136912463
ACH-001336,-0.243320988219
ACH-001340,-0.26682603713799996
ACH-001346,-0.296204468027
ACH-001353,-0.30119714589499996
ACH-001354,-0.41931817805
ACH-001367,-0.290811699641
ACH-001368,-0.32571815602
ACH-001374,-0.39050834468400003
ACH-001375,-0.158282835224
ACH-001377,-0.49593966998899996
ACH-001380,-0.41515544601800003
ACH-001391,-0.17937439966899998
ACH-001407,-0.17624404182199999
ACH-001408,-0.30174691873799997
ACH-001413,-0.432986307408
ACH-001430,-0.47541388492700004
ACH-001431,-0.565327390497
ACH-001450,-0.22967595688700002
ACH-001496,-0.262142625172
ACH-001500,-0.40920797600000003
ACH-001521,-0.341591610182
ACH-001523,-0.224444262394
ACH-001532,-0.488408700814
ACH-001536,-0.7522134511030001
ACH-001550,-0.39348984000299997
ACH-001552,-0.330090653704
ACH-001554,-0.38373897430200005
ACH-001645,-0.49486056069
ACH-001654,-0.223824890623
ACH-001715,-0.23837092410500002
ACH-001735,-0.326711022167
ACH-001736,-0.2679293707
ACH-001737,0.00633850073801
ACH-001740,-0.23513517734099998
ACH-001745,-0.191879719355
ACH-001750,-0.488798054444
ACH-001765,-0.328834928711
ACH-001956,-0.290797035251
ACH-001957,-0.21945967049400003
