,PITHD1 (57095)
ACH-000004,0.0016022053393399997
ACH-000007,0.21401223968699998
ACH-000009,-0.118648236647
ACH-000011,-0.0725869048238
ACH-000012,-0.125603977357
ACH-000013,0.0513073164092
ACH-000014,-0.0301646216243
ACH-000015,0.0748358657709
ACH-000017,0.00643454664675
ACH-000018,-0.08007633539
ACH-000019,-0.138909691551
ACH-000021,0.108326407297
ACH-000022,-0.0396737809782
ACH-000025,-0.037159393848199995
ACH-000028,-0.129633498589
ACH-000030,0.0759566378309
ACH-000035,0.000973957321537
ACH-000036,-0.336879376514
ACH-000037,-0.021121046394700003
ACH-000039,-0.029033684116099998
ACH-000040,-0.187617899085
ACH-000041,0.027938781968
ACH-000042,0.08052085141689999
ACH-000045,0.06461452884209999
ACH-000047,0.0706571372491
ACH-000052,0.129824622194
ACH-000053,-0.0170876691844
ACH-000054,0.16231399951300002
ACH-000055,0.193369946733
ACH-000060,-0.04470817865130001
ACH-000067,0.018289790016400003
ACH-000070,0.0696937470922
ACH-000075,-0.269555326776
ACH-000078,0.029827123141
ACH-000082,-0.053355407034200004
ACH-000085,-0.163932027703
ACH-000086,0.0309569604447
ACH-000087,-0.0684752792178
ACH-000092,-0.00899462247083
ACH-000095,-0.08710562966509999
ACH-000097,0.000320518215279
ACH-000098,-0.0395685170228
ACH-000099,-0.0166887591995
ACH-000108,0.170301820075
ACH-000113,0.0604903414839
ACH-000115,0.157753458847
ACH-000116,0.0344144499529
ACH-000118,0.13417010001
ACH-000120,0.010833112141200002
ACH-000123,0.08628834385989999
ACH-000127,0.0194068748581
ACH-000128,-0.08661453836470001
ACH-000132,0.11918179328299999
ACH-000133,-0.024717839226900004
ACH-000137,0.109807479427
ACH-000138,0.159843516766
ACH-000142,0.0231497197243
ACH-000143,-0.036367555968199995
ACH-000146,0.013712112456200002
ACH-000148,0.0871196589737
ACH-000150,-0.34910281092699996
ACH-000152,-0.246037000231
ACH-000153,-0.108844242417
ACH-000159,-0.0520807419472
ACH-000160,-0.0649742402014
ACH-000163,0.0486106455999
ACH-000167,0.0922005872116
ACH-000168,0.21017178696400002
ACH-000169,0.07264407865349999
ACH-000178,-0.0119947209982
ACH-000182,0.0941132987666
ACH-000183,-0.0794813742478
ACH-000188,-0.03798430238619999
ACH-000189,0.0934190868653
ACH-000190,-0.0119492883802
ACH-000198,0.08621307571239999
ACH-000204,-0.301142853389
ACH-000206,0.08859881797869999
ACH-000207,-0.176117052368
ACH-000211,-0.00270256905532
ACH-000215,0.11396878787
ACH-000221,0.008799872180430001
ACH-000222,0.0276966736325
ACH-000223,-0.011575521696600002
ACH-000226,0.06858003278119999
ACH-000227,0.126555922691
ACH-000228,-0.125851323786
ACH-000231,-0.0577311934784
ACH-000232,0.0731353246936
ACH-000233,0.031382490011800004
ACH-000234,0.0006328132599330001
ACH-000235,0.0952189457214
ACH-000237,0.097527139101
ACH-000238,-0.45787114070699997
ACH-000243,0.16942357424600002
ACH-000244,0.145590392546
ACH-000246,0.0447082870981
ACH-000248,0.182018720165
ACH-000250,-0.0376979819465
ACH-000251,0.29163210707
ACH-000253,0.057362772192400005
ACH-000255,-0.0127784877672
ACH-000256,-0.0338406118047
ACH-000257,-0.127064512381
ACH-000258,0.423571729414
ACH-000259,0.122973104759
ACH-000260,0.0686560317524
ACH-000261,-0.0594004014568
ACH-000262,-0.145531812371
ACH-000263,-0.12168117688100001
ACH-000264,-0.0272323292321
ACH-000265,0.13205000669199998
ACH-000266,0.053610971099300006
ACH-000272,0.0490810197977
ACH-000273,-0.0471621636247
ACH-000274,0.0198792996754
ACH-000277,0.08922687765339998
ACH-000278,0.049757232404699994
ACH-000279,-0.160726475881
ACH-000280,0.18151941946
ACH-000281,0.34735069500699994
ACH-000288,-0.11854387404200001
ACH-000291,-0.021431973069599996
ACH-000293,-0.0428839206905
ACH-000294,0.22599471415600003
ACH-000295,0.155637707632
ACH-000296,-0.006319747179060001
ACH-000302,0.0560616520072
ACH-000304,-0.267243959232
ACH-000307,0.039917315460699994
ACH-000308,0.0155668674341
ACH-000310,0.124197850229
ACH-000311,0.186493105782
ACH-000312,0.017879275291799997
ACH-000315,0.0633951105523
