,LY6G5B (58496)
ACH-000004,-0.164881341934
ACH-000007,-0.07204325935330001
ACH-000009,0.034978443594699996
ACH-000011,-0.09982899828910001
ACH-000012,0.0608515677199
ACH-000013,-0.0524662073815
ACH-000014,0.012991878218700001
ACH-000015,0.159535265804
ACH-000017,-0.00586237963197
ACH-000018,-0.206832725111
ACH-000019,-0.029992989893400004
ACH-000021,-0.105630413843
ACH-000022,-0.024897269572099995
ACH-000025,-0.0637889859088
ACH-000028,-0.0132750104806
ACH-000030,-0.0263389313554
ACH-000035,-0.234142177122
ACH-000036,-0.182180394434
ACH-000037,0.041987371130099996
ACH-000039,-0.272009993392
ACH-000040,-0.150185925416
ACH-000041,0.09381575451210002
ACH-000042,-0.0494246952791
ACH-000045,-0.09425053617200001
ACH-000047,-0.213522920803
ACH-000052,-0.288968418874
ACH-000053,-0.100338565041
ACH-000054,0.123477441927
ACH-000055,0.0669588697217
ACH-000060,-0.042520864824400005
ACH-000067,-0.177536558114
ACH-000070,0.0333815061179
ACH-000075,0.140520915928
ACH-000078,-0.0286645244261
ACH-000082,0.183506411208
ACH-000085,-0.0529340801732
ACH-000086,0.0272192642638
ACH-000087,-0.362994626305
ACH-000092,-0.024437172357999998
ACH-000095,-0.082084843664
ACH-000097,-0.05480668691380001
ACH-000098,-0.0105618848541
ACH-000099,-0.00629424670378
ACH-000108,-0.0457828459499
ACH-000113,-0.127065565947
ACH-000115,-0.316873613966
ACH-000116,0.033644742729400004
ACH-000118,-0.06448336614559999
ACH-000120,-0.244040481394
ACH-000123,-0.08779124613320001
ACH-000127,-0.231284612958
ACH-000128,-0.25821743940200004
ACH-000132,0.08110387022099999
ACH-000133,-0.177582853226
ACH-000137,-0.10070100622099999
ACH-000138,-0.146047278249
ACH-000142,-0.0057972569604
ACH-000143,-0.008092493746409999
ACH-000146,0.08254482070380001
ACH-000148,-0.00597885116516
ACH-000150,0.10339803376800001
ACH-000152,0.017511741979
ACH-000153,-0.107049738768
ACH-000159,-0.0397573712164
ACH-000160,0.138005369168
ACH-000163,-0.151806917001
ACH-000167,-0.258599525994
ACH-000168,-0.102504010723
ACH-000169,0.00726560895882
ACH-000178,-0.013151542619399999
ACH-000182,-0.026124142488
ACH-000183,-0.0896583492416
ACH-000188,-0.0390225182305
ACH-000189,0.104321619629
ACH-000190,-0.12340310682700001
ACH-000198,-0.0301689741668
ACH-000204,0.07962945709810001
ACH-000206,0.228250773779
ACH-000207,-0.198641785548
ACH-000211,-0.154827404182
ACH-000215,-0.1586836144
ACH-000221,-0.0700097695722
ACH-000222,-0.210032490754
ACH-000223,-0.18727808087699999
ACH-000226,-0.0656809709355
ACH-000227,-0.268810952608
ACH-000228,-0.144189224791
ACH-000231,-0.0901655945829
ACH-000232,0.0404458077415
ACH-000233,-0.0958555018966
ACH-000234,-0.148844532961
ACH-000235,-0.05248218112959999
ACH-000237,-0.0683448362931
ACH-000238,-0.038132441476
ACH-000243,-0.11057088453700001
ACH-000244,0.0984949381689
ACH-000246,0.006558543101100001
ACH-000248,-0.0810050007105
ACH-000250,-0.00989126960186
ACH-000251,-0.184784333849
ACH-000253,-0.00809623294397
ACH-000255,-0.025622196901700003
ACH-000256,-0.183060664613
ACH-000257,-0.012470560916899999
ACH-000258,-0.10625580804500001
ACH-000259,-0.0316162648208
ACH-000260,-0.0297637489461
ACH-000261,-0.0194410643813
ACH-000262,0.154944497478
ACH-000263,0.267613985937
ACH-000264,0.021991857454499997
ACH-000265,-0.239172856587
ACH-000266,-0.102445837824
ACH-000272,-0.09079723869550001
ACH-000273,-0.137886696216
ACH-000274,0.007863703437
ACH-000277,0.13401643785
ACH-000278,-0.0387132556729
ACH-000279,-0.0631351832459
ACH-000280,-0.0503502325394
ACH-000281,-0.41361778403899996
ACH-000288,-0.0330042618122
ACH-000291,-0.0430170609375
ACH-000293,-0.0242629141293
ACH-000294,-0.06391400634359999
ACH-000295,0.09635284351880001
ACH-000296,0.10289741078800001
ACH-000302,0.07257579306510001
ACH-000304,-0.045402333877999995
ACH-000307,-0.0027292216144899997
ACH-000308,-0.10311616019200001
ACH-000310,0.168690817453
ACH-000311,-0.19231907038499998
ACH-000312,-0.0866458953363
ACH-000315,0.0628068721328
ACH-000316,-0.00293428028531
ACH-000317,0.232711402384
ACH-000318,0.0655108892247
ACH-000319,-0.174908408888
ACH-000320,-0.180605031416
ACH-000322,0.0163771588105
ACH-000323,0.039740930628
ACH-000324,-0.16830618123399999
ACH-000329,-0.0009621406945669998
ACH-000330,-0.0219289957208
ACH-000331,0.012101632126599999
ACH-000332,-0.122696381059
ACH-000334,0.0934609961224
ACH-000335,-0.129214217431
ACH-000336,0.16607879003599998
ACH-000337,-0.20491984067000002
ACH-000339,-0.023255062622000004
ACH-000341,0.015248180769499999
ACH-000348,-0.0594376778213
ACH-000350,0.09807959633840001
ACH-000352,0.0145494272871
ACH-000356,0.125088111692
ACH-000361,0.157667568041
ACH-000362,-0.0481864846638
ACH-000363,0.07249499644789999
ACH-000364,0.14802326694
ACH-000365,-0.10000028389900001
ACH-000366,-0.0693574335729
ACH-000368,-0.12297202607100001
ACH-000374,-0.318250114437
ACH-000375,0.0444452782787
ACH-000376,0.0319624661252
ACH-000381,0.161513894192
ACH-000383,-0.0010357352187199999
ACH-000387,-0.180141705766
ACH-000389,-0.152232623595
ACH-000390,-0.07728243742489999
ACH-000393,-0.221740281725
ACH-000395,-0.0296501617699
ACH-000397,0.0667132265433
ACH-000401,-0.011371697897700001
ACH-000402,-0.14186081293
ACH-000403,-0.296058395612
ACH-000404,-0.38228657965199997
ACH-000406,-0.046660133079
ACH-000407,-0.102087720316
ACH-000408,-0.0957577560992
ACH-000410,0.0630341948931
ACH-000411,-0.06277946040030001
ACH-000414,-0.0739166186396
ACH-000415,-0.041460939607899996
ACH-000416,-0.053603078597300007
ACH-000420,0.017291291239900003
ACH-000421,-0.056176067735199994
ACH-000424,0.105507435168
ACH-000425,0.009623468969350001
ACH-000426,0.23810706759199998
ACH-000427,-0.215881238162
ACH-000433,0.016515213485999998
ACH-000436,0.128683794945
ACH-000444,0.11001341091900001
ACH-000445,-0.076569335046
ACH-000448,0.0115569265809
ACH-000450,0.106516925241
ACH-000452,0.040418979441
ACH-000454,-0.022545260663099996
ACH-000458,0.0232951511883
ACH-000459,-0.0184224235087
ACH-000460,-0.00537727370154
ACH-000461,0.157460401538
ACH-000463,-0.21627652919799997
ACH-000464,0.132102773579
