,NTAN1 (123803)
ACH-000004,-0.326588831354
ACH-000007,-0.188506326755
ACH-000009,-0.035427220135499995
ACH-000011,0.026376085137299998
ACH-000012,0.0022992058204599998
ACH-000013,-0.170855593523
ACH-000014,-0.249564956102
ACH-000015,-0.24086482331099998
ACH-000017,-0.33336758341600004
ACH-000018,-0.414632767679
ACH-000019,-0.217336795505
ACH-000021,-0.182534160759
ACH-000022,-0.198831377857
ACH-000025,-0.37308439141599997
ACH-000028,-0.40086405917400003
ACH-000030,-0.0839487716145
ACH-000035,-0.331597275646
ACH-000036,-0.060070284378500004
ACH-000037,-0.207350122112
ACH-000039,0.19188623334000002
ACH-000040,-0.192640526198
ACH-000041,-0.129386070302
ACH-000042,-0.0588286977537
ACH-000045,-0.0360669008638
ACH-000047,-0.171489542636
ACH-000052,-0.166138712006
ACH-000053,-0.13911065912599999
ACH-000054,-0.10268172640900002
ACH-000055,-0.36708564426600004
ACH-000060,0.0255040946844
ACH-000067,-0.0892574941835
ACH-000070,-0.400075732014
ACH-000075,0.100721018013
ACH-000078,-0.0817174877238
ACH-000082,-0.129413353911
ACH-000085,0.124362623098
ACH-000086,-0.09751179891560001
ACH-000087,-0.556346760138
ACH-000092,-0.176743877132
ACH-000095,-0.114490227345
ACH-000097,-0.239839823761
ACH-000098,-0.23182020285
ACH-000099,-0.16308795719900002
ACH-000108,-0.180945647467
ACH-000113,-0.21979594476999997
ACH-000115,-0.00403809880511
ACH-000116,-0.183829567395
ACH-000118,-0.0837810949913
ACH-000120,-0.194049599419
ACH-000123,-0.36235662867799995
ACH-000127,-0.133615086243
ACH-000128,-0.064923071294
ACH-000132,-0.123223209236
ACH-000133,-0.21370119922800002
ACH-000137,-0.187577579351
ACH-000138,0.005451634874710001
ACH-000142,-0.163302216035
ACH-000143,-0.209930207394
ACH-000146,-0.255184609793
ACH-000148,-0.203471126805
ACH-000150,0.134373015417
ACH-000152,-0.194738813208
ACH-000153,-0.5890159175399999
ACH-000159,-0.236039673819
ACH-000160,0.0291707006617
ACH-000163,-0.326454366761
ACH-000167,-0.253414341827
ACH-000168,-0.53516034558
ACH-000169,0.007896856039229998
ACH-000178,-0.152437442569
ACH-000182,-0.18821323890099997
ACH-000183,-0.424601961919
ACH-000188,0.0423104256533
ACH-000189,-0.10388802443299999
ACH-000190,-0.228894532412
ACH-000198,-0.104768456696
ACH-000204,-0.638322327908
ACH-000206,0.117394107902
ACH-000207,-0.163735766998
ACH-000211,-0.297456956383
ACH-000215,-0.0868655592536
ACH-000221,-0.0232895546943
ACH-000222,0.22499303569200002
ACH-000223,-0.142036102503
ACH-000226,-0.160292940996
ACH-000227,-0.286349542839
ACH-000228,-0.240057650772
ACH-000231,-0.259284635001
ACH-000232,-0.23815504159
ACH-000233,-0.187661234511
ACH-000234,-0.0788570529502
ACH-000235,-0.271656842843
ACH-000237,-0.0426113113823
ACH-000238,-0.059640833893
ACH-000243,-0.265236450301
ACH-000244,-0.257223339222
ACH-000246,-0.148107830546
ACH-000248,-0.442644576206
