,AP3B1 (8546)
ACH-000004,-0.582440124749
ACH-000007,-0.639903895788
ACH-000009,-0.331450842955
ACH-000011,-0.08700340859930002
ACH-000012,-0.156313636549
ACH-000013,-0.313883226159
ACH-000014,-0.153668758332
ACH-000015,-0.6876884339849999
ACH-000017,-0.654670941342
ACH-000018,-0.132415036929
ACH-000019,-0.364927885063
ACH-000021,-0.35961638477799995
ACH-000022,-0.20805310147300002
ACH-000025,-0.162442465436
ACH-000028,-0.0854616809207
ACH-000030,-0.287419940616
ACH-000035,-0.286639330061
ACH-000036,-0.35233875421800004
ACH-000037,-0.318816483798
ACH-000039,-0.20241733739999998
ACH-000040,0.010805275443299999
ACH-000041,-0.27090367104
ACH-000042,-0.582517694333
ACH-000045,-0.21358773973
ACH-000047,-0.168829305317
ACH-000052,-0.41627721951499996
ACH-000053,-0.36335062064199997
ACH-000054,-0.301698228739
ACH-000055,-0.0709814966571
ACH-000060,-0.331648287588
ACH-000067,-0.47549070721299996
ACH-000070,-0.28046676406800003
ACH-000075,-0.206510756276
ACH-000078,-0.274717333503
ACH-000082,-0.18167671998399998
ACH-000085,-0.395202750489
ACH-000086,-0.302968166255
ACH-000087,-0.12020739025
ACH-000092,-0.344267627193
ACH-000095,-0.28113726090700003
ACH-000097,-0.235118402843
ACH-000098,-0.355376503794
ACH-000099,-0.254167797271
ACH-000108,-0.6214795378069999
ACH-000113,-0.225913137078
ACH-000115,-0.39373729543700003
ACH-000116,-0.290067859955
ACH-000118,-0.132936576465
ACH-000120,-0.42002258016599997
ACH-000123,-0.43991848930699995
ACH-000127,-0.219888308235
ACH-000128,-0.132328274487
ACH-000132,-0.148764599931
ACH-000133,-0.214836818579
ACH-000137,-0.292428632797
ACH-000138,-0.21772617694600002
ACH-000142,-0.273228013205
ACH-000143,-0.651067527934
ACH-000146,-0.11012357311799999
ACH-000148,-0.321803056767
ACH-000150,0.0852632639745
ACH-000152,-0.296646145324
ACH-000153,-0.77369557573
ACH-000159,-0.24676794664700002
ACH-000160,-0.155726314154
ACH-000163,-0.476615071551
ACH-000167,-0.41490623893399997
ACH-000168,-0.116857784211
ACH-000169,-0.542149896668
ACH-000178,-0.356761140191
ACH-000182,-0.44229390098099997
ACH-000183,-0.750724234689
ACH-000188,-0.199850292699
ACH-000189,-0.220812869712
ACH-000190,-0.244876789031
ACH-000198,-0.239573025561
ACH-000204,-0.712769223673
ACH-000206,-0.166429730854
ACH-000207,-0.188615359234
ACH-000211,-0.29864414844500003
ACH-000215,-0.112216781435
ACH-000221,-0.0595953302771
ACH-000222,-0.709964907414
ACH-000223,-0.235539261025
ACH-000226,-0.23873608435
ACH-000227,-0.167718115006
ACH-000228,-0.25565495681
ACH-000231,-0.288053373524
ACH-000232,-0.35846590872
ACH-000233,-0.282674456284
ACH-000234,0.041211788245699994
ACH-000235,-0.451390675326
ACH-000237,-0.329410372429
ACH-000238,-0.45094046914700003
ACH-000243,-0.29675236716
ACH-000244,-0.569006107672
ACH-000246,-0.0760240859133
ACH-000248,-0.49861398473800006
ACH-000250,-0.404641500251
ACH-000251,-0.151171301334
ACH-000253,-0.325227525081
ACH-000255,-0.37331543630999997
ACH-000256,-0.184376348213
ACH-000257,-0.390202153589
ACH-000258,-0.336130508231
ACH-000259,-0.282497361988
ACH-000260,-0.2533574772
ACH-000261,-0.3603184711
ACH-000262,-0.0114466569698
ACH-000263,-0.545665242518
ACH-000264,-0.330786368566
ACH-000265,-0.11096340393300001
ACH-000266,-0.533134194012
ACH-000272,-0.584040497606
ACH-000273,0.035006507954599995
ACH-000274,-0.145109031016
ACH-000277,-0.400501105296
ACH-000278,-0.251203824961
ACH-000279,-0.62265770408
ACH-000280,-0.16112260068700002
ACH-000281,-0.385969775001
ACH-000288,-0.07637900341460001
ACH-000291,-0.117578976492
ACH-000293,-0.31119971522900003
ACH-000294,-0.08072157430160001
ACH-000295,-1.02098094723
ACH-000296,-0.48765915387500003
ACH-000302,-0.758221255046
ACH-000304,-0.31176186778299997
ACH-000307,-0.345038639296
ACH-000308,-0.247039244544
ACH-000310,-0.246230312483
ACH-000311,-0.650105125339
ACH-000312,-0.328279196896
ACH-000315,-0.38022297681
ACH-000316,-0.023739534087
ACH-000317,-0.24459175299000002
ACH-000318,-0.131552146371
ACH-000319,-0.41373002189900004
ACH-000320,-0.5384068488620001
ACH-000322,-0.455851369726
ACH-000323,-0.187021852887
ACH-000324,-0.335995966343
ACH-000329,-0.268085117104
ACH-000330,-0.36676277787199996
ACH-000331,-0.190691104937
ACH-000332,-0.522035069754
ACH-000334,-0.579683673436
ACH-000335,-0.479170427559
ACH-000336,-0.24849919789900002
ACH-000337,-0.220790653091
ACH-000339,-0.055612610818300004
ACH-000341,-0.313960187644
ACH-000348,-0.49284591970200003
ACH-000350,-0.29468652795600003
ACH-000352,-0.270015332102
ACH-000356,-0.32622064824999997
ACH-000361,-0.191705806147
ACH-000362,-0.124918769519
ACH-000363,-0.170268488394
ACH-000364,-0.107222519489
ACH-000365,-0.413928067671
ACH-000366,-0.21278572482
ACH-000368,-0.09787069608860001
ACH-000374,-0.48978792905900004
ACH-000375,-0.226371188156
ACH-000376,0.018055915758499998
ACH-000381,-0.240637153439
ACH-000383,-0.534012464973
ACH-000387,-0.321760105689
ACH-000389,-0.0311435047683
ACH-000390,-0.290491197632
ACH-000393,-0.25349479150800003
ACH-000395,-0.276835925588
ACH-000397,-0.45323225984
ACH-000401,-0.0280803285091
ACH-000402,0.33189854875
ACH-000403,-0.5824992851799999
ACH-000404,-0.514759172417
ACH-000406,-0.16650537846799998
ACH-000407,-0.316453258796
ACH-000408,-0.399769927747
ACH-000410,-0.157923742114
ACH-000411,-0.43372890149099996
ACH-000414,-0.240522359446
ACH-000415,-0.286629355448
ACH-000416,-0.34336204372
ACH-000420,-0.132818011487
ACH-000421,-0.272695886004
ACH-000424,0.191763191333
ACH-000425,-0.41847997240900003
ACH-000426,0.242196258884
ACH-000427,-0.150831206128
ACH-000433,-0.15969509825300002
ACH-000436,-0.525036007383
ACH-000444,-0.555975660529
ACH-000445,-0.122784694821
ACH-000448,-0.368981749933
ACH-000450,-0.583523424088
ACH-000452,-0.31489932809
ACH-000454,-0.429457144945
ACH-000458,-0.18334634420600002
ACH-000459,0.0496217872743
ACH-000460,-0.434064727757
ACH-000461,-0.388519553597
ACH-000463,-0.262313489423
ACH-000464,-0.22687050980999998
ACH-000466,-0.56336735862
ACH-000467,-0.316233346724
ACH-000468,-0.298308055823
ACH-000469,-0.16686385390300001
ACH-000470,-0.48061684516099995
ACH-000471,-0.030365914568199998
ACH-000472,-0.25576454613899996
ACH-000473,-0.302560025878
ACH-000475,-0.158212779824
ACH-000476,-0.26478143266
ACH-000477,-0.014285032074200002
ACH-000480,-0.24539000069800002
ACH-000481,-0.187308739254
ACH-000483,-0.378716809505
ACH-000484,-0.43441833224799997
ACH-000485,-0.812316722759
ACH-000486,-0.283817069808
ACH-000487,-0.198794327212
ACH-000488,-0.228361113334
ACH-000490,-0.394530366454
ACH-000491,-0.121280506835
ACH-000495,-0.105742957598
ACH-000496,-0.512959808645
ACH-000499,-0.28132396970199997
ACH-000500,-0.332663289293
ACH-000502,-0.554246451573
ACH-000503,-0.643090235625
ACH-000505,-0.720762285529
ACH-000507,-0.5237311721060001
ACH-000510,-0.23354351358000003
ACH-000511,-0.0190160188075
ACH-000512,-0.534828077275
ACH-000516,-0.23702308781599998
ACH-000517,-0.320059924139
ACH-000518,-0.0745833071958
ACH-000520,-0.232434889298
ACH-000521,-0.41369979530400003
ACH-000522,-0.273382132281
ACH-000524,-0.36958087918899996
ACH-000527,-0.379984104631
ACH-000528,-0.436469570754
ACH-000537,-0.151054477046
ACH-000541,-0.787226454157
ACH-000542,-0.594739879251
ACH-000544,-0.0185148751759
ACH-000545,-0.425304837448
ACH-000547,-0.23748390109700002
ACH-000548,-0.541505170757
ACH-000549,-0.319709695468
ACH-000550,-0.34748067288900003
ACH-000552,-0.506246317041
ACH-000556,-0.282940021602
ACH-000557,-0.550330260557
ACH-000570,-0.195131705654
ACH-000571,-0.0804022217525
ACH-000573,-0.345224230021
ACH-000576,-0.298176104801
ACH-000580,-0.273148503955
ACH-000584,-0.254457061666
ACH-000585,-0.398436882368
ACH-000588,-0.49270881776500003
ACH-000589,-0.21422946238600002
ACH-000591,-0.0931457570841
ACH-000593,-0.0248447175047
ACH-000600,0.0652024034617
ACH-000601,-0.309277980393
ACH-000604,-0.43546230478500003
ACH-000605,-0.145839619454
ACH-000606,-0.239711094218
ACH-000608,-0.258259710345
ACH-000614,-0.530811063021
ACH-000616,-0.452024434652
ACH-000618,-0.0791428545466
ACH-000619,-0.42509164155900003
ACH-000620,-0.0470770429005
ACH-000621,-0.504818452001
ACH-000622,-0.06715416011110001
ACH-000623,-0.15628111141200002
ACH-000624,-0.202542711305
ACH-000627,-0.46851289338
ACH-000630,-0.623745467169
ACH-000632,-0.038394157565900006
ACH-000633,-0.161461586055
ACH-000637,-0.09045102862889999
ACH-000638,-0.384846626852
ACH-000646,-0.79189472603
ACH-000647,-0.149720466643
ACH-000648,-0.384307427988
ACH-000649,-0.367208761039
ACH-000651,-0.216868936919
ACH-000652,-0.22555681757399998
ACH-000653,-0.24292320179699997
ACH-000657,-0.34411037975500003
ACH-000658,-0.41696836740800003
ACH-000661,-0.408072676726
ACH-000662,-0.320663253049
ACH-000663,-0.33663663535300004
ACH-000665,-0.187997013559
ACH-000671,-0.437924637775
ACH-000673,-0.343664849233
ACH-000676,-0.205197370217
ACH-000677,-0.346016935474
ACH-000681,-0.19251863601799998
ACH-000682,-0.283592988539
ACH-000683,-0.28577105858
ACH-000684,-0.20577924227400002
ACH-000688,-0.397847204931
ACH-000693,-0.156051596352
ACH-000694,-0.08795069921939999
ACH-000695,0.0732127148685
ACH-000696,-0.17687478271200002
ACH-000697,-0.517771590009
ACH-000699,-0.39108363522100004
ACH-000701,-0.09190728324539998
ACH-000706,-0.166420643249
ACH-000711,-0.135574061333
ACH-000713,-0.07821579013930001
ACH-000714,-0.24214693918400002
ACH-000718,-0.491689007898
ACH-000720,-0.238113556026
ACH-000721,-0.412063763926
ACH-000724,-0.121971138494
ACH-000725,-0.268609597667
ACH-000732,-0.308125898757
ACH-000734,-0.275531511363
ACH-000735,-0.405332694615
ACH-000736,-0.19097436255
ACH-000738,-0.26794884302099997
ACH-000746,-0.292903066298
ACH-000747,0.08601589797739999
ACH-000748,-0.30615445331
ACH-000753,-0.260919510621
ACH-000756,-0.0846976637335
ACH-000757,-0.18862258649799998
ACH-000758,-0.472419903824
ACH-000760,-0.147471129598
ACH-000763,-0.502346168129
ACH-000764,-0.405421858397
ACH-000765,-0.236641584218
ACH-000766,-0.457626151865
ACH-000767,-0.125355425263
ACH-000768,-0.661589338043
ACH-000769,-0.489335382729
ACH-000770,-0.09118620392610001
ACH-000771,-0.307060960232
ACH-000773,-0.35621927781999996
ACH-000776,-0.0145629903535
ACH-000777,-0.194707290857
ACH-000778,-0.26687563453499996
ACH-000781,-0.147962498821
ACH-000782,-0.279805464645
ACH-000783,-0.402629671323
ACH-000784,-0.164093018814
ACH-000785,-0.306892724657
ACH-000787,-0.27476905272700003
ACH-000788,-0.376668037866
ACH-000791,-0.363440471354
ACH-000792,-0.0865533199402
ACH-000794,-0.480883976734
ACH-000796,-0.1678985656
ACH-000799,-0.35374738884199997
ACH-000800,-0.344887784357
ACH-000802,-0.171877456712
ACH-000804,-0.34959212151600005
ACH-000805,-0.00562066224775
ACH-000809,-0.558032549924
ACH-000810,-0.69722475367
ACH-000811,-0.270712335824
ACH-000817,-0.596047817891
ACH-000819,-0.31922143339299996
ACH-000820,-0.25430008420899997
ACH-000821,0.0263774850147
ACH-000822,-0.32312857316599997
ACH-000823,-0.190239642801
ACH-000824,-0.379668780959
ACH-000827,-0.22677983333
ACH-000829,-0.224206819584
ACH-000831,0.013994915808700001
ACH-000832,-0.311799344096
ACH-000833,-0.28473754413400004
ACH-000834,-0.421053068382
ACH-000835,-0.129793498786
ACH-000836,-0.767450368497
ACH-000837,-0.33295344835499996
ACH-000838,-0.604643458317
ACH-000839,-0.338394914788
ACH-000840,-0.530340104088
ACH-000841,-0.738450146322
ACH-000843,-0.24141516073600003
ACH-000846,-0.414176776383
ACH-000847,-0.165209226416
ACH-000848,-0.248597558503
ACH-000849,-0.26608717524000003
ACH-000851,-0.38471140004
ACH-000855,-0.253941895507
ACH-000856,-0.24550392508000002
ACH-000858,-0.162301838267
ACH-000859,-0.19322245027100002
ACH-000861,-0.269501377839
ACH-000862,-0.069933087912
ACH-000865,-0.23480706762400003
ACH-000866,-0.0706563803042
ACH-000867,-0.36473753153899996
ACH-000869,-0.225635134688
ACH-000872,-0.175710183011
ACH-000873,-0.190103639725
ACH-000876,-0.270950206621
ACH-000878,-0.26885303985500003
ACH-000880,-0.290818113729
ACH-000881,-0.39192197249899996
ACH-000882,-0.402605994156
ACH-000884,0.327451128001
ACH-000885,-0.466749705939
ACH-000887,-0.453562313876
ACH-000888,0.049728718646300005
ACH-000889,-0.544014912608
ACH-000890,-0.198838482973
ACH-000896,-0.159104483459
ACH-000898,-0.312491105318
ACH-000900,-0.3804117813699999
ACH-000901,-0.173371665849
ACH-000905,-0.211970663464
ACH-000906,-0.50038788362
ACH-000907,-0.456111460992
ACH-000910,-0.2431697548
ACH-000911,-0.153471865618
ACH-000912,-0.303416205691
ACH-000913,-0.317097295208
ACH-000915,-0.430619131728
