,CDKN2D (1032)
ACH-000004,-0.210485377754
ACH-000007,-0.09055121579849999
ACH-000009,0.0679340743297
ACH-000011,-0.0562791969415
ACH-000012,-0.006466919640959999
ACH-000013,-0.11450629763900001
ACH-000014,-0.0260872111634
ACH-000015,0.0197772434415
ACH-000017,-0.0726385596012
ACH-000018,-0.018810561486900003
ACH-000019,-0.278503737386
ACH-000021,0.0578046112957
ACH-000022,-0.194579076259
ACH-000025,-0.12580503135999999
ACH-000028,-0.0423743861264
ACH-000030,-0.09924739297879999
ACH-000035,-0.09153362346989999
ACH-000036,0.042016159836999994
ACH-000037,-0.25864461022199997
ACH-000039,0.165496160872
ACH-000040,-0.091195110638
ACH-000041,0.013777227364299998
ACH-000042,0.287027166107
ACH-000045,-0.08380890486760001
ACH-000047,-0.018106019225599998
ACH-000052,-0.124677171341
ACH-000053,0.0192411390355
ACH-000054,-0.0643731256264
ACH-000055,0.18596157163600002
ACH-000060,0.0353045417103
ACH-000067,0.048956184489299996
ACH-000070,0.33985331143799996
ACH-000075,-0.324201183859
ACH-000078,-0.00873247481976
ACH-000082,0.045147382955900005
ACH-000085,-0.191333996337
ACH-000086,0.10943366711100001
ACH-000087,0.161325538935
ACH-000092,-0.127870040046
ACH-000095,0.061481918139500005
ACH-000097,0.0658991994654
ACH-000098,-0.21363517146299998
ACH-000099,0.07661404410849999
ACH-000108,0.171845495852
ACH-000113,0.160414154355
ACH-000115,-0.0198911215635
ACH-000116,-0.258890447466
ACH-000118,0.0163145502656
ACH-000120,0.06808337998380001
ACH-000123,0.0821030613586
ACH-000127,-0.0610403860422
ACH-000128,0.062330298086400004
ACH-000132,-0.21536859102800002
ACH-000133,-0.0526315286548
ACH-000137,-0.22590549645999997
ACH-000138,0.0477249242822
ACH-000142,-0.187862952551
ACH-000143,-0.11013710642100001
ACH-000146,-0.163683434945
ACH-000148,0.264052588138
ACH-000150,-0.125099712515
ACH-000152,-0.022946169253700004
ACH-000153,0.0832702028237
ACH-000159,-0.147280926951
ACH-000160,-0.106176047806
ACH-000163,-0.061543214457400006
ACH-000167,-0.22699169461
ACH-000168,0.0679977079287
ACH-000169,-0.142711205807
ACH-000178,0.008002081165859999
ACH-000182,0.147063888007
ACH-000183,-0.17901370942000003
ACH-000188,-0.18525846841899998
ACH-000189,0.047853595771000006
ACH-000190,-0.0767393564746
ACH-000198,0.0368036264576
ACH-000204,-0.227785112992
ACH-000206,-0.029812994953299997
ACH-000207,-0.021399073645599998
ACH-000211,-0.14704007369799998
ACH-000215,-0.0685478836764
ACH-000221,0.03452891198519999
ACH-000222,0.349413929148
ACH-000223,-0.16601935729199999
ACH-000226,-0.032695979757400004
ACH-000227,0.283544950463
ACH-000228,-0.0990201270463
ACH-000231,-0.008620561419040001
ACH-000232,-0.0892068825007
ACH-000233,-0.24541554022599998
ACH-000234,-0.074180056752
ACH-000235,0.0597744255052
ACH-000237,0.043282631413799996
ACH-000238,0.024444500884
ACH-000243,-0.00406823403048
ACH-000244,-0.0434306409464
ACH-000246,-0.135512677833
ACH-000248,0.0624257363297
ACH-000250,-0.139656768893
ACH-000251,0.23924933172200002
ACH-000253,-0.195964875861
ACH-000255,-0.118922265501
ACH-000256,-0.09725150681610001
ACH-000257,0.139588328568
ACH-000258,0.08640406558160002
ACH-000259,0.123279300874
ACH-000260,0.027904637765599996
ACH-000261,0.04023233513630001
ACH-000262,-0.125733011461
ACH-000263,-0.0662296604483
ACH-000264,-0.08174874825589999
ACH-000265,0.0556390059591
ACH-000266,0.19912763266199998
ACH-000272,-0.0185866355268
ACH-000273,0.0131614619445
ACH-000274,0.012686147818
ACH-000277,0.023069561998099997
ACH-000278,0.014020078310100001
ACH-000279,0.0367673316961
ACH-000280,-0.0211006195254
ACH-000281,0.33559864083
ACH-000288,-0.00324953479697
ACH-000291,-0.191485996602
ACH-000293,-0.289975381913
ACH-000294,0.040065128133400005
ACH-000295,0.0012399408375899999
ACH-000296,0.132828699828
ACH-000302,-0.33588778051600005
ACH-000304,0.16827326213899998
ACH-000307,-0.161171866933
ACH-000308,-0.12311009261
ACH-000310,0.220554740429
ACH-000311,0.394391829268
ACH-000312,0.18420852903999999
ACH-000315,-0.08198514918069999
ACH-000316,0.124438446026
ACH-000317,0.157723595301
ACH-000318,-0.198131385646
ACH-000319,-0.21634396712200002
ACH-000320,0.211769052971
ACH-000322,0.254335279403
ACH-000323,-0.048768458291300006
ACH-000324,0.144418048864
ACH-000329,0.016668143066
ACH-000330,-0.187468652384
ACH-000331,-0.0391214738635
ACH-000332,0.109534371689
ACH-000334,0.09048646446229999
ACH-000335,0.119417504285
ACH-000336,-0.149768830966
ACH-000337,-0.0194013618742
ACH-000339,-0.08213528912189999
ACH-000341,-0.260404822205
