,GCG (2641)
ACH-000004,0.21323894744600003
ACH-000007,0.403050970914
ACH-000009,0.00027418237469200007
ACH-000011,0.0676362198072
ACH-000012,0.178271762044
ACH-000013,0.107177877272
ACH-000014,0.235281387237
ACH-000015,0.256053663098
ACH-000017,0.12264735630200001
ACH-000018,0.250292438792
ACH-000019,0.08258593955889999
ACH-000021,0.27293970196199996
ACH-000022,0.0869451702335
ACH-000025,0.209835608442
ACH-000028,0.105153914627
ACH-000030,0.08883256791279999
ACH-000035,0.0158573334929
ACH-000036,0.08666972444229999
ACH-000037,0.0627941986343
ACH-000039,0.202642239487
ACH-000040,0.192221806912
ACH-000041,0.0391185422797
ACH-000042,0.194181970344
ACH-000045,0.175498393843
ACH-000047,0.173141724033
ACH-000052,0.161893835981
ACH-000053,-0.012451960566
ACH-000054,0.0457024020871
ACH-000055,-0.0831665568739
ACH-000060,0.152812292459
ACH-000067,-0.11635304194
ACH-000070,0.162123001324
ACH-000075,-0.07551482168410001
ACH-000078,0.198876615782
ACH-000082,0.0594929735568
ACH-000085,0.214323135445
ACH-000086,0.24426927128800002
ACH-000087,-0.0340412476219
ACH-000092,0.042588676055500006
ACH-000095,0.176551877552
ACH-000097,0.189551987073
ACH-000098,0.0232698011142
ACH-000099,0.25892985643000005
ACH-000108,0.19391786024399998
ACH-000113,0.053341181105399996
ACH-000115,-0.14105455335699998
ACH-000116,0.054982465172
ACH-000118,0.0506472580879
ACH-000120,0.253871847691
ACH-000123,-0.0610382697296
ACH-000127,0.249144370851
ACH-000128,0.174235117689
ACH-000132,0.289949166082
ACH-000133,0.0634276585231
ACH-000137,0.027514196774400004
ACH-000138,0.09020062003189999
ACH-000142,0.098032968864
ACH-000143,0.0673559278013
ACH-000146,0.11934399867900002
ACH-000148,0.20266066931200002
ACH-000150,0.346308275921
ACH-000152,0.212835585713
ACH-000153,0.386316501562
ACH-000159,0.21561252825
ACH-000160,0.393186077967
ACH-000163,0.15515097113600002
ACH-000167,0.348977248733
ACH-000168,0.28509919108000004
ACH-000169,0.476862104269
ACH-000178,0.150986941797
ACH-000182,0.0754147348829
ACH-000183,0.0519489023885
ACH-000188,0.251392199087
ACH-000189,0.19612180215999997
ACH-000190,-0.019034244988099996
ACH-000198,0.010762777583000002
ACH-000204,0.11554283843699999
ACH-000206,0.205859953107
ACH-000207,0.110730602744
ACH-000211,0.176625676882
ACH-000215,0.187772813583
ACH-000221,0.04704052229590001
ACH-000222,-0.08619909308589999
ACH-000223,0.09461879758639999
ACH-000226,0.0758539909777
ACH-000227,-0.00225236861271
ACH-000228,0.147916353255
ACH-000231,0.030889245103700003
ACH-000232,0.15873003650599998
ACH-000233,-0.00209053625399
ACH-000234,0.0469815392724
ACH-000235,0.0841690811525
ACH-000237,0.21087656232299998
ACH-000238,0.0
ACH-000243,0.0987899138253
ACH-000244,0.5773108766939999
ACH-000246,0.249363637713
ACH-000248,-0.315233234937
ACH-000250,0.031896647116
ACH-000251,0.231936077286
ACH-000253,0.155744210346
