,EMX1 (2016)
ACH-000004,-0.139078222812
ACH-000007,-0.016994059827100002
ACH-000009,-0.0802995408439
ACH-000011,-0.0250103339612
ACH-000012,-0.043968281393099995
ACH-000013,-0.0858629457257
ACH-000014,-0.0838336096158
ACH-000015,-0.133924394191
ACH-000017,0.0008013132359660001
ACH-000018,-0.48844797179399996
ACH-000019,-0.24106270912500002
ACH-000021,-0.260726915919
ACH-000022,-0.0006328737078
ACH-000025,-0.0580426366149
ACH-000028,-0.38546313683
ACH-000030,-0.20988313592500002
ACH-000035,-0.0324497649059
ACH-000036,-0.175293665125
ACH-000037,-0.399783583712
ACH-000039,-0.108415608766
ACH-000040,0.0367600924812
ACH-000041,-0.006057922561810001
ACH-000042,-0.0877757640357
ACH-000045,-0.058820989131899995
ACH-000047,-0.0433078648319
ACH-000052,-0.220286449637
ACH-000053,-0.0665580470343
ACH-000054,-0.0008295047580739998
ACH-000055,-0.047110944664
ACH-000060,-0.14943258958900002
ACH-000067,-0.0861792942604
ACH-000070,-0.275156484254
ACH-000075,-0.5882756664850001
ACH-000078,0.15587916307299998
ACH-000082,0.0325140889573
ACH-000085,-0.08429009169150001
ACH-000086,0.05040546415969999
ACH-000087,-0.0858143186354
ACH-000092,-0.0686044459234
ACH-000095,-0.130394154802
ACH-000097,-0.159689726764
ACH-000098,-0.0613014088296
ACH-000099,0.0683787326417
ACH-000108,-0.133869528353
ACH-000113,-0.12785300513199999
ACH-000115,0.10367946429099999
ACH-000116,-0.260538561447
ACH-000118,-0.176418522236
ACH-000120,-0.19341561727
ACH-000123,-0.07621211785689999
ACH-000127,-0.220661893902
ACH-000128,-0.450027925203
ACH-000132,-0.22277524674199997
ACH-000133,-0.21204067605799998
ACH-000137,-0.260614716821
ACH-000138,0.133450592354
ACH-000142,-0.19625183708399999
ACH-000143,0.0566293636576
ACH-000146,0.0547500028427
ACH-000148,-0.0605860336979
ACH-000150,0.0317825797869
ACH-000152,-0.211819824317
ACH-000153,-0.205126540787
ACH-000159,-0.20426573975
ACH-000160,-0.056441361142999996
ACH-000163,-0.130092571502
ACH-000167,-0.218536390403
ACH-000168,-0.0990376422123
ACH-000169,-0.14669103450999998
ACH-000178,-0.134977072774
ACH-000182,-0.169352421191
ACH-000183,-0.20634276698399998
ACH-000188,-0.0560139214534
ACH-000189,0.23880707898200002
ACH-000190,-0.0497101204273
ACH-000198,-0.20176621232900002
ACH-000204,-0.262138654552
ACH-000206,-0.37581435977899996
ACH-000207,-0.0995693690652
ACH-000211,-0.154269596318
ACH-000215,-0.10741157531300001
ACH-000221,-0.292338176996
ACH-000222,-0.0974828936266
ACH-000223,-0.09915737544889999
ACH-000226,-0.292393800852
ACH-000227,-0.0886416444857
ACH-000228,-0.132665542137
ACH-000231,-0.21197732109
ACH-000232,-0.09763716471030001
ACH-000233,-0.08538066508950001
ACH-000234,-0.26346795051399996
ACH-000235,-0.11262651986099999
ACH-000237,-0.0247756438767
ACH-000238,-0.0245242549194
ACH-000243,-0.151914909684
ACH-000244,-0.112410332329
ACH-000246,-0.281486692406
ACH-000248,-0.278037466267
ACH-000250,-0.156061139965
ACH-000251,-0.296006051929
ACH-000253,-0.00064091912021
ACH-000255,-0.38777168868100004
ACH-000256,-0.149735356997
ACH-000257,0.17746196781399998
ACH-000258,0.033135689983200003
ACH-000259,-0.10653831415899999
ACH-000260,-0.113998198166
ACH-000261,-0.14671720263000002
ACH-000262,0.033337304664099995
ACH-000263,0.045462277747400005
ACH-000264,-0.0167632301699
ACH-000265,-0.128661494598
ACH-000266,-0.0617538829479
ACH-000272,-0.186141387692
ACH-000273,0.117597074687
ACH-000274,-0.08767201112510001
ACH-000277,-0.26051181951499996
ACH-000278,0.0207661517266
ACH-000279,-0.12799248268400001
ACH-000280,-0.0403772298729
ACH-000281,0.048247933432400004
ACH-000288,-0.093363169405
ACH-000291,-0.13252385179099999
ACH-000293,-0.392621442856
ACH-000294,-0.0862427648205
ACH-000295,-0.16185837903300002
ACH-000296,0.0549549365551
ACH-000302,-0.20978180535100002
ACH-000304,-0.201171493279
ACH-000307,-0.492075278913
ACH-000308,-0.0783819387968
ACH-000310,-0.00236568713959
ACH-000311,0.0027401875951199996
ACH-000312,0.149812610751
ACH-000315,-0.15714575444599999
ACH-000316,0.021140768503099996
ACH-000317,-0.422059875736
ACH-000318,-0.129499863797
ACH-000319,-0.11183863549900001
ACH-000320,-0.042496330582999994
ACH-000322,-0.03577713990030001
ACH-000323,-0.123607350017
ACH-000324,-0.0991234707308
ACH-000329,-0.07239448619960001
ACH-000330,-0.0386073337563
ACH-000331,-0.308404054525
ACH-000332,-0.035318674046
ACH-000334,-0.11910761812699999
ACH-000335,0.101995015176
ACH-000336,-0.000601099057429
ACH-000337,-0.017347809124900002
ACH-000339,-0.147485330214
ACH-000341,-0.356287139728
ACH-000348,-0.122802999033
ACH-000350,0.00622454982931
ACH-000352,-0.260526258296
ACH-000356,-0.315250146144
ACH-000361,-0.19933513333099998
ACH-000362,0.128144288923
ACH-000363,-0.14021415487299999
ACH-000364,-0.116217102433
ACH-000365,0.022057654462599996
ACH-000366,-0.157864043425
ACH-000368,-0.172523950324
ACH-000374,0.0135412020379
ACH-000375,-0.040133853741900004
ACH-000376,-0.215873226749
ACH-000381,-0.20789552446100001
ACH-000383,-0.0243916609778
ACH-000387,0.058739903454
ACH-000389,-0.100066795643
ACH-000390,-0.00956689927016
ACH-000393,-0.22526713286
ACH-000395,-0.106938163489
ACH-000397,-0.188013482737
ACH-000401,0.07972305093030001
ACH-000402,0.25123691911400003
ACH-000403,-0.125070265959
ACH-000404,-0.390808590862
ACH-000406,-0.026693896836900002
ACH-000407,-0.18347771190900003
ACH-000408,-0.0759904540095
ACH-000410,-0.0909116910059
ACH-000411,-0.0917503667861
ACH-000414,0.066458533275
ACH-000415,-0.108098997774
ACH-000416,-0.102232313647
ACH-000420,-0.124188574773
ACH-000421,-0.10785773546800001
ACH-000424,-0.149921213275
ACH-000425,-0.14107675406300002
ACH-000426,0.008437439878490001
ACH-000427,-0.356400145481
ACH-000433,0.04418328109109999
ACH-000436,-0.12250179773900001
ACH-000444,-0.25727502915
ACH-000445,0.0557392024266
ACH-000448,-0.022869391772699997
ACH-000450,-0.441308226048
ACH-000452,-0.09622888376599999
ACH-000454,-0.46640179692199996
ACH-000458,-0.293594846139
ACH-000459,0.0667745674147
ACH-000460,-0.275498009122
ACH-000461,-0.015522726229700001
ACH-000463,-0.175950468655
ACH-000464,-0.178617645574
ACH-000466,-0.348864817245
ACH-000467,-0.00556219829395
ACH-000468,-0.0439728539925
ACH-000469,0.0432687227843
ACH-000470,-0.114464492926
ACH-000471,-0.105384500482
ACH-000472,-0.153636874799
ACH-000473,0.0903666381901
ACH-000475,-0.133115147506
ACH-000476,-0.44157141897200003
ACH-000477,-0.0822196042892
ACH-000480,-0.0290184114321
ACH-000481,-0.259639376744
ACH-000483,-0.0373422882043
ACH-000484,-0.266993958313
