,MOB3C (148932)
ACH-000253,-0.23656233321800002
ACH-000255,-0.254526811329
ACH-000256,-0.188878767728
ACH-000257,-0.10630228807299999
ACH-000258,-0.153706040436
ACH-000259,-0.27044773487199997
ACH-000260,-0.197719646118
ACH-000261,-0.13470614938
ACH-000262,-0.0852366884737
ACH-000263,-0.16330069779
ACH-000264,-0.10204786112500001
ACH-000265,-0.151127324967
ACH-000266,-0.080306274037
ACH-000272,-0.251630228571
ACH-000273,-0.198478807037
ACH-000274,-0.174679796127
ACH-000277,-0.0516702493909
ACH-000278,-0.128114244796
ACH-000279,-0.283812600992
ACH-000280,-0.0853102432089
ACH-000281,0.07127091708939999
ACH-000288,-0.33315617120499996
ACH-000291,-0.137127688591
ACH-000293,-0.47574291701000004
ACH-000294,0.058771806616000004
ACH-000295,-0.081853866064
ACH-000296,-0.14817335564200002
ACH-000302,-0.23446858783900001
ACH-000304,-0.288517899089
ACH-000307,-0.153059170524
ACH-000308,-0.045139413985
ACH-000310,-0.0892257086002
ACH-000311,0.0134333148135
ACH-000312,-0.39819266512400003
ACH-000315,-0.0249039152142
ACH-000316,-0.263095039205
ACH-000317,-0.311233176598
ACH-000318,0.012466261846
ACH-000319,-0.180240428803
ACH-000320,-0.337106470692
ACH-000322,-0.163973205502
ACH-000323,-0.154051011893
ACH-000324,-0.181229606994
ACH-000329,-0.18839801117
ACH-000330,-0.22889860894699998
ACH-000331,-0.141650202488
ACH-000332,-0.10539932083100001
ACH-000334,-0.243376862335
ACH-000335,-0.345994593936
ACH-000336,0.0548283493198
ACH-000337,-0.186179266545
ACH-000339,-0.114096077201
ACH-000341,-0.45793680967699996
ACH-000348,-0.232599374049
ACH-000350,-0.19912215648200002
ACH-000352,-0.11612155669299999
ACH-000356,-0.0313169522772
ACH-000361,-0.11253137419399999
ACH-000362,-0.120636651119
ACH-000363,0.0005257344512749999
ACH-000364,-0.235156738946
ACH-000365,-0.09716355996510001
ACH-000366,-0.261105481888
ACH-000368,-0.25537828702
ACH-000374,-0.113284308662
ACH-000375,-0.101603575018
ACH-000376,-0.257455681727
ACH-000381,-0.264141861668
ACH-000383,-0.212332697241
ACH-000387,-0.04500239598119999
ACH-000389,-0.10720644425100001
ACH-000390,-0.09586213687560001
ACH-000393,-0.094196592784
ACH-000395,-0.244135631547
ACH-000397,-0.0251798134112
ACH-000401,-0.32063358719
ACH-000402,-0.150076637954
ACH-000403,-0.0219070959656
ACH-000404,-0.0107484474671
ACH-000406,-0.209243100323
ACH-000407,-0.12428455000800001
ACH-000408,-0.249516095479
ACH-000410,-0.10109808512499999
ACH-000411,-0.31003932178599997
ACH-000414,-0.08621183249469999
ACH-000415,-0.034245758273
ACH-000416,-0.216625112555
ACH-000420,-0.0823571038858
ACH-000421,-0.111320981354
ACH-000424,0.0569140533708
ACH-000425,-0.173766495777
ACH-000426,-0.029220250188
ACH-000427,-0.413452288404
ACH-000433,-0.573329749892
ACH-000436,-0.0984076811875
ACH-000444,-0.0507678334487
ACH-000445,-0.573360803564
ACH-000448,-0.259033735636
ACH-000450,-0.20827884655
ACH-000452,-0.043326287931000004
ACH-000454,-0.33575793088699996
ACH-000458,-0.157996738453
ACH-000459,-0.268299356256
ACH-000460,-0.0635783433185
ACH-000461,-0.138163080445
ACH-000463,-0.171205452927
ACH-000464,-0.09669333232699999
ACH-000466,-0.12159024302799999
ACH-000467,-0.16945121227
ACH-000468,-0.349825958363
ACH-000469,-0.242301874406
ACH-000470,0.130521646378
ACH-000471,-0.131091131729
ACH-000472,-0.0910588084173
ACH-000473,-0.147500880001
ACH-000475,-0.189566457318
ACH-000476,-0.263049474424
ACH-000477,0.30996081601799996
ACH-000480,-0.036274132639
ACH-000481,-0.037297285659
ACH-000483,-0.115152870524
ACH-000484,-0.26625176497499997
ACH-000485,-0.0898778636277
ACH-000486,-0.12348091520099999
ACH-000487,-0.23586286924000002
ACH-000488,-0.07699992937530001
ACH-000490,-0.28791527023
ACH-000491,-0.0449154872442
ACH-000495,-0.049458785567300004
ACH-000496,-0.0650081995541
ACH-000499,-0.409381334831
ACH-000500,-0.0491898762747
ACH-000502,-0.20238761071400002
ACH-000503,-0.43185253852300004
ACH-000505,-0.0647136611482
ACH-000507,-0.309823732073
ACH-000510,-0.07110747094349999
ACH-000511,-0.323242643175
ACH-000512,-0.171982332097
ACH-000516,-0.030601470231300002
ACH-000517,-0.0677310775526
ACH-000518,-0.12253862710100001
ACH-000520,-0.215175609558
ACH-000521,-0.287818942828
ACH-000522,-0.26114917602
ACH-000524,-0.0828708011314
ACH-000527,-0.021258626508999998
ACH-000528,-0.0992459382582
ACH-000537,-0.0935079771788
ACH-000541,-0.251898928912
ACH-000542,-0.13990055361099998
ACH-000544,-0.15773243405999998
ACH-000545,-0.20121860864
ACH-000547,-0.184839309524
ACH-000548,-0.0437464322702
ACH-000549,-0.11668919824999999
ACH-000550,-0.466934517541
ACH-000552,-0.190869275037
ACH-000556,-0.216220459355
ACH-000557,-0.0583700588297
ACH-000570,-0.117034527576
ACH-000571,-0.336688742733
ACH-000573,-0.22577763333099998
ACH-000576,-0.225451603286
ACH-000580,0.218692513248
ACH-000584,-0.115540686325
ACH-000585,-0.21125108555999997
ACH-000588,-0.00038685782744999996
ACH-000589,-0.00978174658598
ACH-000591,-0.318884073341
ACH-000593,-0.122489953397
ACH-000600,-0.19174836786899999
ACH-000601,-0.27178640623000005
ACH-000604,-0.25975915374200004
ACH-000605,-0.312080242871
ACH-000606,-0.17064800430399998
ACH-000608,-0.120640255153
ACH-000614,-0.08829433955119999
ACH-000616,-0.271543874713
ACH-000618,-0.113202696265
ACH-000619,-0.141517996052
ACH-000620,-0.153645769006
ACH-000621,-0.267257325203
ACH-000622,-0.140451387553
ACH-000623,-0.051615446462199996
ACH-000624,-0.160203200729
ACH-000627,-0.12511776357
ACH-000630,-0.303583368944
ACH-000632,-0.44066605578999996
ACH-000633,-0.267018930025
ACH-000637,-0.109656497964
ACH-000638,-0.21298359654899998
ACH-000646,-0.18029708184700002
ACH-000647,-0.104105144836
ACH-000648,-0.19100765805
ACH-000649,-0.23122353211999996
ACH-000651,-0.314137241583
ACH-000652,-0.460052628591
ACH-000653,-0.119469271742
ACH-000657,-0.248322236758
ACH-000658,-0.132614907207
ACH-000661,-0.15922839430500002
ACH-000662,0.087614851668
ACH-000663,-0.217644537212
ACH-000665,-0.161808313335
ACH-000671,-0.224005884021
ACH-000673,-0.144566087886
ACH-000676,-0.423094108366
ACH-000677,-0.233497973782
ACH-000681,-0.260569481747
ACH-000682,-0.147929001855
ACH-000683,-0.10856316299900001
ACH-000684,-0.208158685697
ACH-000688,-0.175326201118
ACH-000693,-0.22300809003000002
ACH-000694,-0.18020738912999998
ACH-000695,-0.245604542832
ACH-000696,-0.20446954037099999
ACH-000697,-0.0939513828732
ACH-000699,-0.30182248566500003
ACH-000701,-0.164332356209
ACH-000706,-0.251009429307
ACH-000711,-0.047652207698099996
ACH-000713,-0.23931143280099998
ACH-000714,-0.09223623467219999
ACH-000718,-0.0738845874659
ACH-000720,-0.10098229047900001
ACH-000721,-0.200297089889
ACH-000724,0.0272710020137
ACH-000725,-0.130234663787
ACH-000732,0.13114929545999998
ACH-000734,-0.249480654531
ACH-000735,-0.21604447318000003
ACH-000736,-0.08503262147770001
ACH-000738,-0.06923603714530001
ACH-000746,-0.31782222114
ACH-000747,-0.236091133321
ACH-000748,-0.235994652905
ACH-000753,-0.254974459753
ACH-000756,-0.0349162034755
ACH-000757,-0.286254808117
ACH-000758,-0.111768724537
ACH-000760,-0.281906905175
ACH-000763,0.00172497815177
ACH-000764,-0.323681191631
ACH-000765,-0.0726973956492
ACH-000766,-0.179877419871
ACH-000767,-0.120888413937
ACH-000768,-0.09175194884089999
ACH-000769,-0.07018261116939999
ACH-000770,-0.10208446112299999
ACH-000771,-0.115810797891
ACH-000773,-0.221948278083
ACH-000776,-0.299042067538
ACH-000777,-0.193952354502
ACH-000778,-0.130469652181
ACH-000781,-0.179682036373
ACH-000782,-0.31692651408399997
ACH-000783,-0.21814556681999997
ACH-000784,-0.16860360120999998
ACH-000785,-0.388494473956
ACH-000787,-0.23870761348000002
ACH-000788,-0.209128785913
ACH-000791,-0.167070425577
ACH-000792,-0.245301221845
ACH-000794,-0.09875755603280001
ACH-000796,-0.0900663645593
ACH-000799,-0.261147548555
ACH-000800,-0.31123291079300003
ACH-000802,-0.11633739795600001
ACH-000804,0.0368045204945
ACH-000805,-0.160089684593
ACH-000809,-0.255847712314
ACH-000810,-0.028944273981900002
ACH-000811,-0.18770588156800003
ACH-000817,-0.42137846985399996
ACH-000819,-0.301275721982
ACH-000820,-0.31131653245
ACH-000821,0.19060096323800002
ACH-000822,0.0163746066841
ACH-000823,-0.151027726584
ACH-000824,-0.117717723766
ACH-000827,-0.13723689512
ACH-000829,-0.301230807009
ACH-000831,-0.30329423925500004
ACH-000832,-0.15116756900599998
ACH-000833,-0.0129759743511
ACH-000834,-0.254066038784
ACH-000835,-0.127411482934
ACH-000836,-0.191694234186
ACH-000837,-0.17085410425
ACH-000838,-0.145458353294
ACH-000839,-0.129137860686
ACH-000840,0.0119051463479
ACH-000841,-0.0954166852355
ACH-000843,-0.17792961171500002
ACH-000846,-0.40586136192100003
ACH-000847,-0.32624700045
ACH-000848,-0.06591583812919999
ACH-000849,-0.208472275598
ACH-000851,-0.310403196732
ACH-000855,-0.128825283674
ACH-000856,-0.0710677759273
ACH-000858,-0.17373549839299998
ACH-000859,-0.0942063416492
ACH-000861,-0.232440168926
ACH-000862,-0.0784510529174
ACH-000865,-0.027494842069200002
ACH-000866,-0.191194908795
ACH-000867,-0.060137026182300005
ACH-000869,-0.18570784485999997
ACH-000872,-0.39324502968
ACH-000873,-0.033543361958
ACH-000876,-0.17025349183
ACH-000878,-0.15100734486300002
ACH-000880,-0.22494867840399999
ACH-000881,-0.23698009171999998
ACH-000882,-0.142747763868
ACH-000884,-0.258235432529
ACH-000885,-0.050767234362699996
ACH-000887,-0.18840531657600001
ACH-000888,-0.12396701525800001
ACH-000889,-0.248806608935
ACH-000890,0.00554534308585
ACH-000896,-0.195106294174
ACH-000898,0.0218331442538
ACH-000900,-0.306652677212
ACH-000901,-0.244089516686
ACH-000905,-0.029287082606799998
ACH-000906,-0.18220579352299998
ACH-000907,-0.247094917093
ACH-000910,-0.165347428411
ACH-000911,-0.255631063271
ACH-000912,-0.16338505517000002
ACH-000913,-0.206778986852
ACH-000915,-0.18563544233399998
ACH-000916,0.09393701350710001
ACH-000917,-0.299387000212
ACH-000921,-0.160437681719
ACH-000924,-0.167342133132
ACH-000926,-0.243270162194
ACH-000928,-0.120262810994
ACH-000929,-0.0984911054473
ACH-000932,-0.246229478162
ACH-000935,-0.23458539327599998
ACH-000936,-0.19348788186000002
ACH-000937,-0.168522714728
ACH-000938,-0.130398357499
ACH-000939,-0.0834793869678
ACH-000941,-0.0424153484236
ACH-000943,-0.0370129046985
ACH-000946,-0.0973263213806
ACH-000947,-0.10814097958900001
ACH-000948,-0.118799671763
ACH-000950,0.0576019117989
ACH-000953,-0.24099735024500002
ACH-000957,-0.378958311571
ACH-000958,-0.15673984318
ACH-000960,-0.192107836564
ACH-000963,0.098154047688
ACH-000968,-0.275734647768
ACH-000969,0.032093480689599996
ACH-000973,-0.162884031691
ACH-000974,-0.20710833207
ACH-000975,-0.142086610988
ACH-000976,-0.06452016934980001
ACH-000978,-0.319504562511
ACH-000980,-0.240146148639
ACH-000984,-0.19423330095400002
ACH-000986,-0.162554962388
ACH-000988,-0.0888354567788
ACH-000993,-0.017264239682200002
ACH-000994,-0.274472633703
ACH-000996,-0.30412047222800004
ACH-001001,-0.213179007867
ACH-001020,-0.0904596837748
ACH-001028,-0.11178420532
ACH-001031,-0.0968632173085
ACH-001038,-0.0888982838573
ACH-001048,-0.0610819546947
ACH-001050,-0.345436883989
ACH-001053,0.00870769714592
ACH-001054,-0.151692742141
ACH-001061,-0.129017159764
ACH-001067,-0.36474645066100003
ACH-001075,-0.12992914861500002
ACH-001096,-0.18800821732099998
ACH-001128,-0.34656309440399996
ACH-001134,-0.333055526041
ACH-001151,-0.122389472205
ACH-001163,-0.24986422440900002
ACH-001164,0.0597116855688
ACH-001173,-0.167726507341
ACH-001183,-0.031702137286
ACH-001184,-0.00276744173927
ACH-001190,-0.387347346382
ACH-001192,-0.230557555124
ACH-001193,-0.142157730373
ACH-001196,-0.464098232221
ACH-001197,-0.0136481590359
ACH-001205,-0.18431842967700002
ACH-001211,-0.0394489069925
ACH-001212,0.28701548421
ACH-001228,0.0025423703817600003
ACH-001232,-0.144568784546
ACH-001239,-0.209117221609
ACH-001274,-0.34510801924400003
ACH-001275,-0.18297614264800002
ACH-001277,-0.11492504772600001
ACH-001278,-0.0063946571118900005
ACH-001280,-0.374854324292
ACH-001283,-0.09341063245619999
ACH-001289,-0.133418317282
ACH-001295,-0.110898065261
ACH-001300,-0.315001592049
ACH-001301,-0.256250441505
ACH-001302,0.016759584307600002
ACH-001303,0.139552049927
ACH-001306,-0.337766063813
ACH-001318,-0.176770684229
ACH-001322,-0.094367542337
ACH-001328,-0.12143337564500001
ACH-001332,-0.295345698314
ACH-001333,-0.11426378485300001
ACH-001336,-0.123732917137
ACH-001340,-0.0844499115117
ACH-001346,-0.108899790902
ACH-001353,-0.0442602941533
ACH-001354,-0.126755397195
ACH-001367,-0.23713829328400002
ACH-001368,-0.131970746804
ACH-001374,-0.278756357908
ACH-001375,-0.20659622344300002
ACH-001377,-0.26473250514
ACH-001380,-0.17791030054499998
ACH-001391,0.026544075556
ACH-001407,-0.120535374141
ACH-001408,-0.151964291227
ACH-001413,-0.380919958191
ACH-001430,-0.196835440561
ACH-001431,-0.093262499849
ACH-001450,-0.18851066239999997
ACH-001496,-0.245715852196
ACH-001500,-0.36227757844
ACH-001521,0.0795821265341
ACH-001523,-0.16855645839800001
ACH-001532,-0.20278207831700001
ACH-001536,-0.546296507556
ACH-001550,-0.148843773464
ACH-001552,-0.210336796384
ACH-001554,-0.134746235322
ACH-001645,0.017576128794099997
ACH-001654,-0.183980798162
ACH-001715,-0.18668606175299998
ACH-001735,-0.13311969043
ACH-001736,-0.09453561771430001
ACH-001737,-0.483663265083
ACH-001740,-0.317098413549
ACH-001745,-0.021368503227300002
ACH-001750,-0.218961513309
ACH-001765,-0.276684151085
ACH-001956,-0.22799900075500001
ACH-001957,-0.209877567942
