,FCRLB (127943)
ACH-000004,-0.0795474818671
ACH-000007,0.0033123440140700004
ACH-000009,-0.15344566576500002
ACH-000011,-0.167387934544
ACH-000012,0.042880623742
ACH-000013,0.0277894186442
ACH-000014,0.205047022084
ACH-000015,-0.0604249935188
ACH-000017,-0.167070403387
ACH-000018,-0.0650085614725
ACH-000019,0.011801457898999999
ACH-000021,0.059770301028500006
ACH-000022,0.05049421681459999
ACH-000025,-0.0623250920464
ACH-000028,-0.0166363079257
ACH-000030,-0.0495959511984
ACH-000035,-0.115946383477
ACH-000036,0.07673090248160001
ACH-000037,-0.045124234221599994
ACH-000039,0.0183425587795
ACH-000040,0.0772155101205
ACH-000041,0.233258849504
ACH-000042,0.116930319152
ACH-000045,-0.22176433560199998
ACH-000047,-0.15539975328400002
ACH-000052,-0.19664147252500003
ACH-000053,-0.07207928851310001
ACH-000054,0.20091237812600002
ACH-000055,-0.028112969355099996
ACH-000060,0.032425960043799995
ACH-000067,0.036971262581599995
ACH-000070,-0.0565940906168
ACH-000075,0.0779690657926
ACH-000078,-0.010334435951299998
ACH-000082,-0.0437704152756
ACH-000085,0.15986720350199998
ACH-000086,-0.152784852628
ACH-000087,0.0296860758285
ACH-000092,0.00414627673926
ACH-000095,0.0156826501724
ACH-000097,0.04454382453369999
ACH-000098,0.111355461329
ACH-000099,0.0717999448179
ACH-000108,0.08439897940789999
ACH-000113,-0.129331274612
ACH-000115,0.125358458205
ACH-000116,0.00179809838995
ACH-000118,0.112183280506
ACH-000120,-0.0707399346521
ACH-000123,-0.0210013101939
ACH-000127,-0.08133765150500001
ACH-000128,-0.128214994581
ACH-000132,0.005488753512949999
ACH-000133,0.0171346755057
ACH-000137,0.021712072962700002
ACH-000138,-0.0846963866922
ACH-000142,0.11645247487
ACH-000143,0.05708198361069999
ACH-000146,-0.009471890238229998
ACH-000148,-0.0058673087339
ACH-000150,0.213718762714
ACH-000152,0.064623919928
ACH-000153,-0.36733240786
ACH-000159,-0.14434629881799999
ACH-000160,0.145018759652
ACH-000163,-0.128709312949
ACH-000167,-0.131501912151
ACH-000168,-0.0630528104519
ACH-000169,-0.0132382352997
ACH-000178,0.0176896080128
ACH-000182,-0.146379607938
ACH-000183,0.0207924438223
ACH-000188,0.00398060300545
ACH-000189,0.147386657205
ACH-000190,0.0957617705618
ACH-000198,0.006681472471369999
ACH-000204,-0.49052069815300003
ACH-000206,-0.39701501237899994
ACH-000207,0.060098370922300005
ACH-000211,-0.11955620283299999
ACH-000215,-0.09924606172679999
ACH-000221,-0.0341377776556
ACH-000222,0.0675625569453
ACH-000223,-0.102800510481
ACH-000226,-0.16041813138900002
ACH-000227,-0.101044886752
ACH-000228,-0.20533372501699998
ACH-000231,0.010436222795799999
ACH-000232,-0.0128559483749
ACH-000233,-0.0270562729534
ACH-000234,-0.277007491933
ACH-000235,-0.0433174172053
ACH-000237,-0.0292136961827
ACH-000238,0.111030797171
ACH-000243,0.06377380851369999
ACH-000244,-0.0924845608403
ACH-000246,-0.11335683694399999
ACH-000248,-0.197786628612
ACH-000250,-0.0324523574009
ACH-000251,-0.38489691546800003
ACH-000253,0.036124860767800006
ACH-000255,-0.0430035675662
ACH-000256,0.0314105723225
ACH-000257,0.0753834228185
ACH-000258,0.0632779770146
ACH-000259,0.131707330245
ACH-000260,-0.0416997561119
ACH-000261,0.0485398718793
ACH-000262,-0.058412447781499996
ACH-000263,-0.189799577817
ACH-000264,-0.08511749431500001
ACH-000265,0.00801447999036
ACH-000266,0.0204107094988
ACH-000272,-0.00250220506994
ACH-000273,-0.108686103816
ACH-000274,0.026828751732
ACH-000277,0.0685338370536
ACH-000278,-0.139484823053
ACH-000279,-0.018332257237
ACH-000280,-0.000963832451705
ACH-000281,0.11054501312000001
ACH-000288,-0.0151455244616
ACH-000291,0.0637821172117
