,ALS2CL (259173)
ACH-000004,-0.17257345403700003
ACH-000007,-0.0165486370389
ACH-000009,-0.129427494915
ACH-000011,0.041486964178800004
ACH-000012,-0.042732999644800006
ACH-000013,-0.0789457338685
ACH-000014,-0.110953005202
ACH-000015,-0.103171607808
ACH-000017,0.14866829229800002
ACH-000018,0.0490160914359
ACH-000019,-0.044882175099800005
ACH-000021,-0.0211468090939
ACH-000022,-0.017785126826400002
ACH-000025,-0.08485882384719999
ACH-000028,-0.0455935755018
ACH-000030,-0.0646785064672
ACH-000035,-0.10839007138699999
ACH-000036,-0.0755214322894
ACH-000037,0.0019491718705099998
ACH-000039,-0.12754949712400002
ACH-000040,-0.0711452187218
ACH-000041,0.00046840441983800004
ACH-000042,0.035815071448
ACH-000045,-0.00794010957411
ACH-000047,-0.008809104077239999
ACH-000052,0.128950880249
ACH-000053,0.050397698157199994
ACH-000054,-0.13803354636
ACH-000055,0.151647392195
ACH-000060,-0.000784902049017
ACH-000067,-0.143401784386
ACH-000070,-0.00929229022597
ACH-000075,-0.0358635878874
ACH-000078,0.180509432646
ACH-000082,0.0268473513613
ACH-000085,0.0694599688642
ACH-000086,-0.08902555663219999
ACH-000087,-0.0850673351186
ACH-000092,0.0886855107803
ACH-000095,0.0977582678407
ACH-000097,-0.0183339981364
ACH-000098,-0.0823230589769
ACH-000099,0.106275794804
ACH-000108,0.120796088768
ACH-000113,-0.053044490643499996
ACH-000115,-0.0222923682203
ACH-000116,-0.027383125422499998
ACH-000118,-0.177917559237
ACH-000120,0.015282948359700002
ACH-000123,0.010437749411299999
ACH-000127,0.0247405480063
ACH-000128,-0.0696810219994
ACH-000132,0.012109771308600002
ACH-000133,-0.062207924028
ACH-000137,-0.063765357906
ACH-000138,0.0131679654122
ACH-000142,-0.08743615065430001
ACH-000143,-0.0654923897418
ACH-000146,0.0939452844833
ACH-000148,-0.07212046346239999
ACH-000150,-0.279125618545
ACH-000152,-0.161177819567
ACH-000153,0.174645340031
ACH-000159,-0.047193581315000004
ACH-000160,0.0199973438693
ACH-000163,-0.0836078534194
ACH-000167,-0.420569866608
ACH-000168,-0.234288520182
ACH-000169,-0.162873344033
ACH-000178,-0.0531522040885
ACH-000182,-0.026682658134400003
ACH-000183,-0.06460465514830001
ACH-000188,-0.00879801744097
ACH-000189,0.06358146333980001
ACH-000190,-0.197315179057
ACH-000198,0.132096769297
ACH-000204,-0.0788030410189
ACH-000206,-0.125999724305
ACH-000207,-0.008124711545569999
ACH-000211,-0.116245302887
ACH-000215,-0.104738248992
ACH-000221,-0.0719318050283
ACH-000222,-0.125496921653
ACH-000223,-0.126967934043
ACH-000226,-0.104039305179
ACH-000227,0.00870131655934
ACH-000228,-0.130605362905
ACH-000231,-0.0644423713043
ACH-000232,-0.056580066787400005
ACH-000233,-0.139582830983
ACH-000234,-0.14255527157700001
ACH-000235,-0.0056444305965800004
ACH-000237,-0.0069891697666
ACH-000238,-0.038422284865
ACH-000243,0.042735762956800004
ACH-000244,-0.144783070421
ACH-000246,-0.055000592461
ACH-000248,-0.0812350771293
ACH-000250,0.0025978803827
ACH-000251,-0.0499337537425
ACH-000253,-0.134767647966
ACH-000255,-0.205312464844
ACH-000256,-0.048151200914699994
ACH-000257,0.00902689120785
ACH-000258,-0.0503435918228
ACH-000259,-0.00962605441318
ACH-000260,0.020582086026
ACH-000261,-0.1607208114
ACH-000262,-0.0877466597742
ACH-000263,-0.150855588339
ACH-000264,-0.09205862087279999
ACH-000265,-0.130374329815
ACH-000266,-0.0184668370784
ACH-000272,-0.035142413308
ACH-000273,-0.0227715220613
ACH-000274,-0.09828723992900001
ACH-000277,-0.0573997575205
ACH-000278,0.0223162398071
ACH-000279,0.0800843144184
ACH-000280,-0.111942962621
ACH-000281,-0.034536065381099997
ACH-000288,0.00038730336486500006
ACH-000291,-0.127661028976
ACH-000293,-0.313521181056
ACH-000294,-0.0290655900019
ACH-000295,0.056074856708000005
ACH-000296,-0.23098357600400002
ACH-000302,0.09300091517449999
ACH-000304,0.344772245653
ACH-000307,-0.127893273693
ACH-000308,0.010914071623799999
ACH-000310,0.195666780572
ACH-000311,0.179735280962
ACH-000312,0.100646924644
ACH-000315,0.08607283769060001
ACH-000316,-0.167404790065
ACH-000317,-0.047812026771800006
ACH-000318,0.111813888016
ACH-000319,0.257209231133
ACH-000320,-0.104935263214
ACH-000322,-0.05225601911669999
ACH-000323,-0.06323198946519999
ACH-000324,-0.0295574210979
ACH-000329,0.007516265782550001
ACH-000330,-0.0486349678285
ACH-000331,-0.151545031785
ACH-000332,-0.07275482641039999
ACH-000334,0.086348606737
ACH-000335,0.0343906508157
ACH-000336,-0.401217349973
ACH-000337,-0.019042892442299997
ACH-000339,0.0815695301385
ACH-000341,-0.14970781840999997
ACH-000348,-0.0601370444887
ACH-000350,0.189307196553
ACH-000352,-0.0744156263395
ACH-000356,-0.09601601953569999
ACH-000361,-0.107660948539
ACH-000362,0.0456334134562
ACH-000363,-0.19106564078
ACH-000364,-0.0660690761688
ACH-000365,-0.00032428266269
ACH-000366,-0.037060002608800005
ACH-000368,-0.0381069576803
ACH-000374,-0.07829167828189999
ACH-000375,-0.0735470674942
ACH-000376,-0.0105948588108
ACH-000381,0.138083427695
ACH-000383,-0.135792703838
ACH-000387,0.13947979951300002
ACH-000389,-0.0636385607839
ACH-000390,-0.0781021583473
ACH-000393,-0.13828495621200002
ACH-000395,-0.252155461333
ACH-000397,-0.0048283721506400005
ACH-000401,-0.0386339884942
ACH-000402,-0.18000968120900002
ACH-000403,0.046150734444500005
