,PIK3R5 (23533)
ACH-000004,0.135093339814
ACH-000007,0.020350400702400004
ACH-000009,-0.0922955487375
ACH-000011,0.321763133617
ACH-000012,0.101366477392
ACH-000013,0.007198683455799999
ACH-000014,0.170938358189
ACH-000015,-0.016624163020500002
ACH-000017,0.0326717525354
ACH-000018,0.135240489112
ACH-000019,0.204263446812
ACH-000021,0.038194154885400004
ACH-000022,0.0936254866698
ACH-000025,0.0360207320721
ACH-000028,0.013707399203099999
ACH-000030,0.126606865767
ACH-000035,-0.17483740895999997
ACH-000036,0.276554830712
ACH-000037,0.167063428866
ACH-000039,0.243315962864
ACH-000040,0.0640783648987
ACH-000041,0.04442758376230001
ACH-000042,-0.0564909391639
ACH-000045,0.253089673604
ACH-000047,0.144522763365
ACH-000052,0.21536690682100001
ACH-000053,0.0907588222005
ACH-000054,0.123593888964
ACH-000055,0.293962357274
ACH-000060,0.00877775097558
ACH-000067,0.08819154677449999
ACH-000070,-0.0656802539823
ACH-000075,0.123797760462
ACH-000078,0.168652702628
ACH-000082,-0.0064736325500900005
ACH-000085,0.0692456526183
ACH-000086,0.278963521037
ACH-000087,0.107292608051
ACH-000092,0.309604526388
ACH-000095,0.268313559404
ACH-000097,0.138097215238
ACH-000098,0.049967837142900005
ACH-000099,0.08468525717049999
ACH-000108,0.142867226555
ACH-000113,-0.07215367091139999
ACH-000115,0.242589974879
ACH-000116,0.128427660976
ACH-000118,0.14475082130300002
ACH-000120,0.062783229713
ACH-000123,0.0506451113555
ACH-000127,0.116647094562
ACH-000128,0.293282528378
ACH-000132,0.0693991369918
ACH-000133,0.09073634561460002
ACH-000137,0.139810256673
ACH-000138,0.13170709101199998
ACH-000142,-0.0313989715529
ACH-000143,0.0873868268829
ACH-000146,-0.285752742718
ACH-000148,0.06392769810940001
ACH-000150,0.06013842740619999
ACH-000152,0.0721903691587
ACH-000153,0.0797788522622
ACH-000159,0.244540620979
ACH-000160,0.151994402853
ACH-000163,-0.022626303624299998
ACH-000167,0.09771190396019999
ACH-000168,0.007775567872510001
ACH-000169,0.230878460735
ACH-000178,-0.043906699167200004
ACH-000182,0.022083824218799997
ACH-000183,0.292881156186
ACH-000188,0.061759820956300004
ACH-000189,0.262454949881
ACH-000190,0.0724967250488
ACH-000198,0.0769648074877
ACH-000204,0.037816034323
ACH-000206,0.241627433339
ACH-000207,-0.138942999434
ACH-000211,0.18284934712
ACH-000215,0.162528086737
ACH-000221,0.143755823322
ACH-000222,0.05177236719909999
ACH-000223,0.171735217091
ACH-000226,-0.0447665397531
ACH-000227,0.434511167034
ACH-000228,0.023091021119400004
ACH-000231,0.0395089562176
ACH-000232,0.171144846372
ACH-000233,0.163358445149
ACH-000234,0.20980023000700002
ACH-000235,0.110329454233
ACH-000237,0.23698872950599997
ACH-000238,-0.0621327703857
ACH-000243,0.104083353841
ACH-000244,0.17457104266399998
ACH-000246,0.0724906966318
ACH-000248,0.171369798722
ACH-000250,0.0620362744095
ACH-000251,0.266586988912
ACH-000253,0.18604743947000002
ACH-000255,0.21094108051399998
ACH-000256,-0.10416295929
ACH-000257,-0.186461845496
ACH-000258,-0.0642615940992
ACH-000259,0.10131165641499999
ACH-000260,0.0788755201382
ACH-000261,0.12184950147500001
ACH-000262,-0.10292665794299999
ACH-000263,0.277299532511
ACH-000264,0.16208865149
ACH-000265,0.046439369197699996
ACH-000266,0.124000830096
ACH-000272,0.07369369799980001
ACH-000273,0.0623922953501
ACH-000274,0.162981394986
ACH-000277,0.018984156383499998
ACH-000278,0.073634222658
ACH-000279,0.0886232902394
ACH-000280,-0.0709951921045
ACH-000281,-0.0484169611306
ACH-000288,-0.12194438314200001
ACH-000291,0.19303476158100003
