,XDH (7498)
ACH-000004,0.041167435692500004
ACH-000007,0.202216392803
ACH-000009,0.1270123383
ACH-000011,0.09575577306460001
ACH-000012,0.13762214171499998
ACH-000013,0.025257682178599996
ACH-000014,-0.08361812985489998
ACH-000015,0.0441987982541
ACH-000017,0.110296193918
ACH-000018,-0.11857128240499999
ACH-000019,0.126561194267
ACH-000021,0.0564200681173
ACH-000022,0.142021344747
ACH-000025,0.118529533786
ACH-000028,0.0633722510024
ACH-000030,0.119835857543
ACH-000035,0.091249060671
ACH-000036,0.0589853894134
ACH-000037,0.030750771325400002
ACH-000039,0.397269178928
ACH-000040,-0.0113942387156
ACH-000041,0.187905042469
ACH-000042,-0.005902079597689999
ACH-000045,0.0671463348882
ACH-000047,0.0468458760652
ACH-000052,0.0948489188841
ACH-000053,-0.0249603376086
ACH-000054,0.0418801372383
ACH-000055,-0.0167329223936
ACH-000060,0.17147087041700002
ACH-000067,0.147861206635
ACH-000070,0.25078969391399997
ACH-000075,0.0899279655514
ACH-000078,0.0887271866743
ACH-000082,0.118975805131
ACH-000085,0.105311794626
ACH-000086,0.196928241293
ACH-000087,0.23077044902600002
ACH-000092,0.024566652897900002
ACH-000095,0.222825543277
ACH-000097,0.170681675457
ACH-000098,0.0280985790476
ACH-000099,0.021961819541000002
ACH-000108,0.18288188512000003
ACH-000113,0.0797696944604
ACH-000115,0.0668620332048
ACH-000116,-0.0466092108651
ACH-000118,0.0789036415958
ACH-000120,-0.0119497497373
ACH-000123,0.07358101980889999
ACH-000127,0.0931938427781
ACH-000128,0.069695247544
ACH-000132,0.123037838402
ACH-000133,-0.055316334152800004
ACH-000137,0.139891970094
ACH-000138,0.0884804712342
ACH-000142,0.0669831222135
ACH-000143,0.168551693754
ACH-000146,0.155367653492
ACH-000148,0.052082768203499996
ACH-000150,0.357897676836
ACH-000152,0.0495825652118
ACH-000153,-0.09704278051819999
ACH-000159,0.15858508276799999
ACH-000160,0.07795282752439998
ACH-000163,0.08568361076810001
ACH-000167,-0.157396718186
ACH-000168,0.0555631041629
ACH-000169,0.10394594236
ACH-000178,-0.0009143989717139999
ACH-000182,0.0916120960759
ACH-000183,0.18088470940499998
ACH-000188,0.225435266136
ACH-000189,0.362822376535
ACH-000190,-0.0898678243031
ACH-000198,0.130732781464
