,NFX1 (4799)
ACH-000004,-0.21317355824499998
ACH-000007,-0.210449056738
ACH-000009,-0.302567009826
ACH-000011,0.159401257425
ACH-000012,0.0783077935644
ACH-000013,-0.0450030603574
ACH-000014,-0.121213258091
ACH-000015,-0.18815419419799997
ACH-000017,-0.023237794157699998
ACH-000018,-0.0428183166858
ACH-000019,0.259152144369
ACH-000021,-0.171752333546
ACH-000022,-0.19591285561299998
ACH-000025,-0.0536911492901
ACH-000028,-0.058199807139800004
ACH-000030,-0.178850211166
ACH-000035,-0.0638115658371
ACH-000036,-0.0530357253489
ACH-000037,0.0708196352156
ACH-000039,-0.028072780691599998
ACH-000040,-0.0333187694525
ACH-000041,-0.261094184018
ACH-000042,-0.197158662148
ACH-000045,-0.143878524332
ACH-000047,-0.0247900242718
ACH-000052,-0.132209311745
ACH-000053,-0.10105032882500001
ACH-000054,0.06204495637619999
ACH-000055,0.174037481745
ACH-000060,-0.118392696943
ACH-000067,-0.275587124473
ACH-000070,-0.243146942486
ACH-000075,-0.0137390989155
ACH-000078,-0.20963691675299997
ACH-000082,0.0416550779139
ACH-000085,-0.08479670919730001
ACH-000086,-0.15594324276799998
ACH-000087,-0.140594507635
ACH-000092,-0.15012572743799998
ACH-000095,-0.11018318541099999
ACH-000097,-0.0288431635686
ACH-000098,-0.171272788662
ACH-000099,-0.0932645243075
ACH-000108,-0.00331023032156
ACH-000113,-0.08913442931530001
ACH-000115,-0.13401151956
ACH-000116,-0.0381563489346
ACH-000118,-0.178490806175
ACH-000120,0.165991433442
ACH-000123,-0.599240267807
ACH-000127,0.00756352175571
ACH-000128,0.16183205877100001
ACH-000132,-0.105722126561
ACH-000133,-0.14525623168
ACH-000137,-0.0026491784566399995
ACH-000138,-0.288748938231
ACH-000142,0.08251152788919999
ACH-000143,-0.113562396598
ACH-000146,-0.0418549682103
ACH-000148,-0.07162766795969999
ACH-000150,0.0415736096544
ACH-000152,-0.0642442893733
ACH-000153,0.382182523811
ACH-000159,-0.0800301938807
ACH-000160,0.310077254117
ACH-000163,-0.19951669461399998
ACH-000167,0.48545036783699996
ACH-000168,-0.0916223453375
ACH-000169,-0.0585599859935
ACH-000178,-0.0621335903199
ACH-000182,-0.0523681316399
ACH-000183,-0.0628008806114
ACH-000188,-0.148915514093
ACH-000189,0.131375032488
ACH-000190,0.278560885712
ACH-000198,-0.000634278009779
ACH-000204,-0.0366478067481
ACH-000206,-0.151225762694
ACH-000207,-0.32415788700599996
ACH-000211,-0.04627524435119999
ACH-000215,-0.179897987836
ACH-000221,-0.242626885865
ACH-000222,-0.345078185506
ACH-000223,-0.0494968849896
