,HELLS (3070)
ACH-000004,0.0172807335917
ACH-000007,-0.23715213767299997
ACH-000009,-0.126722114827
ACH-000011,-0.0136002613438
ACH-000012,0.00556099790394
ACH-000013,0.07579289014150001
ACH-000014,0.0366428574476
ACH-000015,-0.12274487893899999
ACH-000017,0.0597422900111
ACH-000018,0.161138300116
ACH-000019,0.0450781184829
ACH-000021,-0.09193952526489999
ACH-000022,0.151694879433
ACH-000025,-0.014233613716599999
ACH-000028,-0.0057425901795000005
ACH-000030,-0.0392659742104
ACH-000035,-0.0781172068949
ACH-000036,-0.130930823916
ACH-000037,0.0198594540408
ACH-000039,0.030530191721
ACH-000040,-0.08617574146870001
ACH-000041,0.065654085805
ACH-000042,-0.0124800395435
ACH-000045,-0.10090488543500001
ACH-000047,0.0282708626914
ACH-000052,-0.090891130828
ACH-000053,-0.11611010042400001
ACH-000054,-0.21087826225200001
ACH-000055,0.032434756801400004
ACH-000060,-0.18260497401599998
ACH-000067,-0.189836022718
ACH-000070,-0.093234983754
ACH-000075,0.096271704192
ACH-000078,-0.132721164522
ACH-000082,0.12525208052
ACH-000085,-0.2299989593
ACH-000086,0.013777342536299999
ACH-000087,-0.24791683796100003
ACH-000092,0.0628985068436
ACH-000095,-0.13165962767699999
ACH-000097,0.102432179109
ACH-000098,-0.0251954855467
ACH-000099,-0.0386093075469
ACH-000108,-0.146883089956
ACH-000113,0.035949327321699996
ACH-000115,-0.09996659834289999
ACH-000116,0.0171219271483
ACH-000118,-0.181447257466
ACH-000120,-0.107819907424
ACH-000123,-0.029506675596300002
ACH-000127,-0.0246710096934
ACH-000128,-0.10998206078600001
ACH-000132,-0.17389134092
ACH-000133,-0.0531167385035
ACH-000137,-0.0842410897856
ACH-000138,-0.22405570320700002
ACH-000142,0.0658344062303
ACH-000143,-0.13745615893
ACH-000146,0.12721243214199998
ACH-000148,-0.121182063618
ACH-000150,-0.326856778287
ACH-000152,-0.21904679908100003
ACH-000153,0.12367331998600001
ACH-000159,0.06893494002780001
ACH-000160,0.43939561506499997
ACH-000163,-0.031187361433200004
ACH-000167,0.503168266083
ACH-000168,-0.287907332473
ACH-000169,-0.028679795788500002
ACH-000178,-0.17985133370499998
ACH-000182,-0.130796157401
ACH-000183,0.0648992763705
ACH-000188,-0.155755888757
ACH-000189,0.0954445906194
ACH-000190,0.09076190880280001
ACH-000198,-0.037234047628800004
ACH-000204,0.17627778294
ACH-000206,-0.245003120676
ACH-000207,-0.234270661124
ACH-000211,0.0774976291841
ACH-000215,0.0785285168616
ACH-000221,-0.0878228329048
ACH-000222,-0.108940209772
ACH-000223,-0.156659208424
ACH-000226,-0.25913296009500003
ACH-000227,0.11460808004899999
ACH-000228,-0.07321888910939998
ACH-000231,-0.0981586493401
ACH-000232,0.0431047218255
ACH-000233,-0.0493974275386
ACH-000234,0.0292172790446
ACH-000235,-0.005959043142800001
ACH-000237,-0.10952280554000002
ACH-000238,-0.209462998368
ACH-000243,-0.20224214208799998
ACH-000244,-0.00366810302907
ACH-000246,-0.0274184628443
ACH-000248,-0.07455755028819999
ACH-000250,0.0071120210728
ACH-000251,0.09663925194530001
ACH-000253,0.11679907537
ACH-000255,-0.049510861849
ACH-000256,0.0459219784724
ACH-000257,-0.410333035018
ACH-000258,-0.0944413419455
ACH-000259,0.138963093008
ACH-000260,-0.00415893709946
ACH-000261,0.0490927312264
ACH-000262,-0.15299106574899998
ACH-000263,0.46916695533999997
ACH-000264,-0.0461830003106
ACH-000265,-0.24854949671
ACH-000266,-0.0972052301994
ACH-000272,-0.0385049651773
ACH-000273,-0.045995444534499996
ACH-000274,0.0512312538753
ACH-000277,0.058045741834000006
ACH-000278,-0.11873294227600001
ACH-000279,0.00143729797438
ACH-000280,0.035601334704900005
ACH-000281,-0.297415977137
ACH-000288,-0.147128367235
ACH-000291,0.0657131870723
ACH-000293,0.08114549110910001
ACH-000294,-0.272921888652
ACH-000295,-0.0270072565581
ACH-000296,-0.349798815987
ACH-000302,-0.0700306681702
ACH-000304,-0.0488885041632
ACH-000307,-0.00392452565965
ACH-000308,-0.101331045707
ACH-000310,-0.213800644324
ACH-000311,-0.0695148091082
ACH-000312,-0.022294312798999998
ACH-000315,-0.06380736033630001
ACH-000316,-0.08992109529829999
ACH-000317,-0.142536761331
ACH-000318,0.0459252542627
ACH-000319,0.17154545546799999
ACH-000320,-0.700062403803
ACH-000322,-0.39524697816699994
ACH-000323,-0.293748651802
ACH-000324,-0.248817571195
ACH-000329,-0.120609425152
ACH-000330,-0.0434872640357
ACH-000331,-0.00010120138481299998
ACH-000332,0.040985380528699995
ACH-000334,-0.09404763707560002
ACH-000335,-0.108711791598
ACH-000336,-0.124905772576
ACH-000337,-0.0120016820479
ACH-000339,-0.14954884271500002
ACH-000341,-0.0653941718573
ACH-000348,-0.117817730602
ACH-000350,-0.126752114649
ACH-000352,0.0511794000055
ACH-000356,-0.210917479743
ACH-000361,-0.105244927456
ACH-000362,-0.0009883204619780001
ACH-000363,0.046280334230000005
ACH-000364,-0.074570879207
ACH-000365,-0.090031857907
ACH-000366,-0.0029954244564599996
ACH-000368,-0.053674916108699997
ACH-000374,-0.225325290802
ACH-000375,-0.0357463543657
ACH-000376,-0.0848611203801
ACH-000381,0.0817145846967
ACH-000383,-0.0385767840894
ACH-000387,-0.129999541748
ACH-000389,-0.0799727067452
ACH-000390,-0.0471324715335
ACH-000393,0.0754126575314
ACH-000395,-0.14301294963
ACH-000397,-0.0325252497436
ACH-000401,0.101507975478
ACH-000402,-0.306081237969
ACH-000403,-0.12449574157400001
ACH-000404,0.111280095395
ACH-000406,0.026025549166200004
ACH-000407,0.00260399970721
ACH-000408,0.123263466677
ACH-000410,-0.154791156592
ACH-000411,-0.10656135763
ACH-000414,-0.20736508742600002
ACH-000415,-0.265451715814
ACH-000416,-0.0740474747917
ACH-000420,0.0996139947662
ACH-000421,0.0385534286654
ACH-000424,0.18426757000100003
ACH-000425,-0.0178292733047
ACH-000426,0.0301767667716
ACH-000427,0.27959950183800003
ACH-000433,-0.259249778356
ACH-000436,-0.161784349618
ACH-000444,0.057605594087699996
ACH-000445,-0.0251451966161
ACH-000448,-0.194251650971
ACH-000450,0.0771095257664
ACH-000452,0.0113508329745
ACH-000454,-0.0260714735476
ACH-000458,-0.034453839652
ACH-000459,0.219386506004
ACH-000460,-0.0171582312945
ACH-000461,0.129591589258
ACH-000463,-0.176003514761
ACH-000464,-0.122484872663
ACH-000466,0.210622657955
ACH-000467,0.10931454650599999
ACH-000468,-0.11299730000600001
ACH-000469,0.057713291479099996
ACH-000470,-0.125305951144
ACH-000471,0.086246710349
ACH-000472,-0.0944262671497
ACH-000473,0.050208628767300006
ACH-000475,0.110866473491
ACH-000476,0.154334866949
ACH-000477,0.112889734319
ACH-000480,-0.178023764363
ACH-000481,-0.161906063051
