,PPM1M (132160)
ACH-000426,-0.383325528887
ACH-000427,-0.270806380525
ACH-000433,-0.349276459671
ACH-000436,-0.0954675710287
ACH-000444,-0.208685070641
ACH-000445,-0.12578859682399998
ACH-000448,-0.219727972425
ACH-000450,-0.182853989404
ACH-000452,-0.340464228821
ACH-000454,-0.33025419579799997
ACH-000458,-0.180836251058
ACH-000459,-0.0797636478241
ACH-000460,-0.04032499351569999
ACH-000461,-0.07466117080330001
ACH-000463,-0.035245452506199995
ACH-000464,-0.234965777757
ACH-000466,-0.11873374103800001
ACH-000467,-0.165425971742
ACH-000468,-0.13219562847000002
ACH-000469,-0.21047387440999998
ACH-000470,-0.203529125004
ACH-000471,-0.0790290966065
ACH-000472,-0.16315247843699998
ACH-000473,-0.14943709879
ACH-000475,-0.149306130609
ACH-000476,-0.0674119730681
ACH-000477,-0.13510354382
ACH-000480,-0.206217229312
ACH-000481,-0.234800828098
ACH-000483,-0.38211139692400004
ACH-000484,0.104955211089
ACH-000485,-0.188503374395
ACH-000486,-0.235220315002
ACH-000487,-0.148421398975
ACH-000488,-0.201983125472
ACH-000490,-0.306193881989
ACH-000491,-0.16058648245100002
ACH-000495,-0.507669316346
ACH-000496,-0.150447933752
ACH-000499,-0.0598910968188
ACH-000500,-0.379469983466
ACH-000502,-0.023712072720499997
ACH-000503,0.240609948228
ACH-000505,-0.172845593013
ACH-000507,-0.018627628975400004
ACH-000510,-0.153113524043
ACH-000511,-0.27285335934599997
ACH-000512,-0.24717760536
ACH-000516,-0.23770433975299998
ACH-000517,-0.195191267001
ACH-000518,-0.24567449098000002
ACH-000520,-0.0917830827622
ACH-000521,-0.12415364684499999
ACH-000522,-0.175156318569
ACH-000524,-0.17767796942800002
ACH-000527,-0.0411187055024
ACH-000528,-0.06635181892730001
ACH-000537,-0.13620637671299998
ACH-000541,-0.42981846947999996
ACH-000542,-0.214134747264
ACH-000544,-0.177483406704
ACH-000545,-0.147469106368
ACH-000547,-0.131765029672
ACH-000548,-0.135338221818
ACH-000549,-0.17834851715
ACH-000550,-0.35684813719499997
ACH-000552,-0.32115909581999996
ACH-000556,-0.254510045668
ACH-000557,-0.0730698211273
ACH-000570,-0.107606009987
ACH-000571,-0.293798323855
ACH-000573,-0.19430929833799998
ACH-000576,-0.39691297659999997
ACH-000580,-0.0415338347082
ACH-000584,-0.174184341589
ACH-000585,-0.16514214162799998
ACH-000588,-0.126871800532
ACH-000589,-0.153705530931
ACH-000591,0.0627024244863
ACH-000593,-0.11441613965099999
ACH-000600,-0.318956196997
ACH-000601,-0.17482502699900002
ACH-000604,-0.338934787129
ACH-000605,-0.12019388205
ACH-000606,-0.24380042654599998
ACH-000608,-0.297299222273
ACH-000614,-0.0332356693154
ACH-000616,-0.22604536055799998
ACH-000618,-0.131320811879
ACH-000619,-0.312274009918
ACH-000620,-0.12598565134099998
ACH-000621,-0.09674249166729999
ACH-000622,-0.119488797646
ACH-000623,-0.12416333926100001
ACH-000624,-0.170099875275
ACH-000627,-0.10718108917199999
ACH-000630,-0.217410606666
ACH-000632,-0.168133092377
ACH-000633,0.00767159572179
ACH-000637,0.0744366987894
ACH-000638,-0.174137478418
ACH-000646,0.281268553877
ACH-000647,-0.210591351468
ACH-000648,-0.12363935243100001
ACH-000649,-0.09911333702189999
ACH-000651,-0.07727384603189999
ACH-000652,-0.10393253870100001
ACH-000653,-0.33881210552599994
ACH-000657,-0.119043481141
ACH-000658,-0.19794753778299998
ACH-000661,0.051070820205800005
ACH-000662,0.07884817994639999
ACH-000663,0.07787991514810001
ACH-000665,-0.27222484136
ACH-000671,-0.21523705387699998
ACH-000673,-0.265943918773
ACH-000676,-0.174522357175
ACH-000677,-0.316118447395
ACH-000681,0.115948054671
ACH-000682,-0.30840992227200004
ACH-000683,-0.312799719358
ACH-000684,-0.23389518543
ACH-000688,-0.46389369573
ACH-000693,-0.11822246775
ACH-000694,-0.163407742894
ACH-000695,-0.17911247784200002
ACH-000696,-0.290622657999
ACH-000697,-0.258064508037
ACH-000699,-0.22182538270500002
ACH-000701,-0.184426486626
ACH-000706,-0.298686201327
ACH-000711,-0.246508632889
ACH-000713,-0.18391779438900002
ACH-000714,-0.15716502179400002
ACH-000718,-0.20213082947299998
ACH-000720,-0.152786318466
ACH-000721,-0.234587418368
ACH-000724,-0.027454942477799997
ACH-000725,-0.0603945142898
ACH-000732,-0.33583576141099997
ACH-000734,-0.125093739402
ACH-000735,-0.2512674518
ACH-000736,-0.478264006729
ACH-000738,-0.351925392163
ACH-000746,-0.084443631552
ACH-000747,-0.103326554776
ACH-000748,-0.304316035089
ACH-000753,-0.21669806525899998
ACH-000756,-0.031129376165800002
ACH-000757,-0.148827549884
ACH-000758,-0.16394726039000002
ACH-000760,-0.17706288964000003
ACH-000763,-0.151590460048
ACH-000764,-0.250745639584
ACH-000765,-0.0687622435346
ACH-000766,-0.28412286827100003
ACH-000767,-0.11810960154200001
ACH-000768,-0.211669701824
ACH-000769,0.00981530849396
ACH-000770,-0.142139879154
ACH-000771,-0.0865248225618
ACH-000773,-0.015802125206599998
ACH-000776,0.0302900348208
ACH-000777,-0.0612930590436
ACH-000778,-0.224511424887
ACH-000781,-0.124611810172
ACH-000782,-0.307267730416
ACH-000783,-0.229922320858
ACH-000784,-0.11081095224500001
ACH-000785,-0.13239767517
ACH-000787,-0.17737454272300002
ACH-000788,-0.11032301701099999
ACH-000791,-0.20469044912599998
ACH-000792,-0.405375179017
ACH-000794,-0.193296262633
ACH-000796,-0.24297225082199997
ACH-000799,-0.15199298225299998
ACH-000800,-0.0947909615446
ACH-000802,-0.121211206039
ACH-000804,-0.159949469639
ACH-000805,-0.315834961653
ACH-000809,-0.309908205745
ACH-000810,-0.029529526936400003
ACH-000811,-0.312850453689
ACH-000817,-0.536802441809
ACH-000819,-0.269117881507
ACH-000820,-0.28638854628800003
ACH-000821,-0.41391363193499997
ACH-000822,-0.36879367659900003
ACH-000823,-0.0942058642443
ACH-000824,-0.11502095342900001
ACH-000827,-0.22143865336100002
ACH-000829,-0.322558556279
ACH-000831,-0.239999134646
ACH-000832,-0.299444300564
ACH-000833,-0.17840237674800002
ACH-000834,-0.151886781512
ACH-000835,-0.09954929026519999
ACH-000836,-0.204094460189
ACH-000837,-0.16142670134099998
ACH-000838,-0.049089367918999996
ACH-000839,-0.46214963632
ACH-000840,-0.223764631672
ACH-000841,-0.0443329468059
ACH-000843,-0.0977019788947
ACH-000846,-0.43623895921000005
ACH-000847,-0.05742704010269999
ACH-000848,-0.07058925177469999
ACH-000849,-0.0890308034636
ACH-000851,-0.0726185850069
ACH-000855,-0.161057195293
ACH-000856,-0.110797979911
ACH-000858,-0.106024939443
ACH-000859,-0.16776337516200002
ACH-000861,-0.00903799611956
ACH-000862,-0.14549000976
ACH-000865,-0.14197882096699999
ACH-000866,-0.17239738550099998
ACH-000867,-0.07857203300269999
ACH-000869,-0.053848995409900006
ACH-000872,0.0194419276253
ACH-000873,-0.0177112902664
ACH-000876,-0.21848862608300001
ACH-000878,-0.0857107259468
ACH-000880,-0.118859021664
ACH-000881,-0.11194175447999999
ACH-000882,-0.10788614989
ACH-000884,-0.20224567753699998
ACH-000885,0.0545331596476
ACH-000887,-0.306256999421
ACH-000888,-0.14868398086100001
ACH-000889,-0.20940933822799998
ACH-000890,-0.233317784625
ACH-000896,-0.214702172421
ACH-000898,-0.112987415104
ACH-000900,-0.21279100314100002
ACH-000901,-0.130789021791
ACH-000905,-0.19220160614100001
ACH-000906,-0.18982488173
ACH-000907,-0.103238606972
ACH-000910,0.044017950948400004
ACH-000911,-0.157456276644
ACH-000912,-0.13574771246200001
ACH-000913,-0.00594635353914
ACH-000915,-0.204799204644
ACH-000916,-0.175289172623
ACH-000917,-0.19125623828299998
ACH-000921,-0.254304435215
ACH-000924,-0.321187274079
ACH-000926,-0.254862503756
ACH-000928,-0.106227376342
ACH-000929,0.289078846223
ACH-000932,-0.08104444129369999
ACH-000935,-0.13660612065
ACH-000936,-0.110797355612
ACH-000937,-0.23643063897
ACH-000938,0.0480243681647
ACH-000939,-0.0305196343207
ACH-000941,-0.14957228305700002
ACH-000943,-0.159074963014
ACH-000946,-0.219409990374
ACH-000947,-0.0631643457799
ACH-000948,-0.156752082147
ACH-000950,-0.229573636495
ACH-000953,-0.183100527431
ACH-000957,-0.38111452066699997
ACH-000958,-0.359221952679
ACH-000960,-0.261130491656
ACH-000963,0.17194274375100002
ACH-000968,-0.11115976791400001
ACH-000969,-0.113436917865
ACH-000973,-0.262580980697
ACH-000974,-0.19144063776200002
ACH-000975,-0.114094313727
ACH-000976,-0.254937902001
ACH-000978,0.275673305143
ACH-000980,-0.121115923181
ACH-000984,-0.19299597606600002
ACH-000986,-0.119150769091
ACH-000988,-0.27098210285999996
ACH-000993,-0.228489165862
ACH-000994,-0.243631919972
ACH-000996,-0.23615832554299998
ACH-001001,-0.15896462635199998
ACH-001020,-0.081265860151
ACH-001028,-0.22152248368000002
ACH-001031,-0.10196884092599999
ACH-001038,-0.10818470829000001
ACH-001048,-0.193968917333
ACH-001050,-0.144170159909
ACH-001053,0.052103902935300005
ACH-001054,0.0242998911336
ACH-001061,-0.06520842807959999
ACH-001067,-0.235126693624
ACH-001075,-0.0930753297427
ACH-001096,-0.164657088019
ACH-001128,-0.440714875093
ACH-001134,-0.143471626198
ACH-001151,-0.180680921226
ACH-001163,-0.304284256336
ACH-001164,-0.16967110689
ACH-001173,-0.165570923772
ACH-001183,0.00468121615411
ACH-001184,0.146202960115
ACH-001190,-0.30222756703000003
ACH-001192,-0.237131799447
ACH-001193,0.019038425226
ACH-001196,-0.06561134031089999
ACH-001197,0.0291551541183
ACH-001205,-0.10123122400599999
ACH-001211,-0.269937037452
ACH-001212,-0.261568360129
ACH-001228,-0.171052301825
ACH-001232,-0.18077625148899998
ACH-001239,-0.171655056125
ACH-001274,-0.127093107682
ACH-001275,-0.145015699829
ACH-001277,-0.35101405020800003
ACH-001278,-0.0907590519337
ACH-001280,-0.09286193609369998
ACH-001283,-0.102315800282
ACH-001289,-0.22886814639000003
ACH-001295,-0.0908398385467
ACH-001300,-0.183639666969
ACH-001301,-0.17913617209199997
ACH-001302,-0.0851098488187
ACH-001303,-0.0400386525847
ACH-001306,-0.0147276815027
ACH-001318,-0.162413771224
ACH-001322,-0.346753100687
ACH-001328,-0.157163753822
ACH-001332,-0.331859476595
ACH-001333,-0.156505774476
ACH-001336,-0.130791619243
ACH-001340,-0.147815902888
ACH-001346,-0.103647878138
ACH-001353,-0.11029869692
ACH-001354,-0.025953212872599996
ACH-001367,-0.274024070109
ACH-001368,-0.204823327042
ACH-001374,-0.5341181854689999
ACH-001375,-0.247841901769
ACH-001377,-0.133609603889
ACH-001380,-0.286581700316
ACH-001391,-0.197227666721
ACH-001407,-0.238543116335
ACH-001408,-0.13177206788899998
ACH-001413,-0.28768392519999997
ACH-001430,-0.42668258741099996
ACH-001431,0.184618518864
ACH-001450,-0.200182192975
ACH-001496,-0.122929860811
ACH-001500,-0.14047154693299999
ACH-001521,-0.00958071731865
ACH-001523,-0.201514966393
ACH-001532,-0.264718332304
ACH-001536,-0.224441298736
ACH-001550,-0.124358942906
ACH-001552,-0.363129981278
ACH-001554,-0.198709286418
ACH-001645,-0.0960315161547
ACH-001654,-0.1155053635
ACH-001715,-0.22042291974199998
ACH-001735,-0.257950458172
ACH-001736,-0.146328832164
ACH-001737,-0.485557475308
ACH-001740,-0.245609792648
ACH-001745,-0.33381179075999995
ACH-001750,-0.14557302843800002
ACH-001765,-0.198223143562
ACH-001956,-0.17406076998
ACH-001957,-0.214756674297
