,NCKAP1L (3071)
ACH-000004,-0.346667286198
ACH-000007,-0.0367058845939
ACH-000009,-0.213944490181
ACH-000011,-0.0780791577636
ACH-000012,-0.268511517652
ACH-000013,-0.281270955918
ACH-000014,-0.268551135516
ACH-000015,-0.38224470990500004
ACH-000017,-0.191149753285
ACH-000018,-0.004265568383790001
ACH-000019,-0.363874231903
ACH-000021,-0.207577255095
ACH-000022,-0.23721024414
ACH-000025,-0.426258398992
ACH-000028,-0.24305778960299998
ACH-000030,-0.17687875408700002
ACH-000035,-0.21725766286999998
ACH-000036,-0.12245982037999999
ACH-000037,-0.517884094917
ACH-000039,-0.193249920332
ACH-000040,-0.23358085279399998
ACH-000041,0.0642779938063
ACH-000042,-0.129694199083
ACH-000045,-0.654634523839
ACH-000047,-0.292936209603
ACH-000052,-0.0143892386354
ACH-000053,-0.34432651001100006
ACH-000054,-0.00997471467676
ACH-000055,-0.14130933575500002
ACH-000060,0.0346649885519
ACH-000067,-0.426403325236
ACH-000070,-0.541920367105
ACH-000075,-0.45439256584
ACH-000078,-0.14381496815300002
ACH-000082,-0.17604980778299997
ACH-000085,-0.130216325822
ACH-000086,-0.421040194745
ACH-000087,-0.209293771115
ACH-000092,-0.222171795108
ACH-000095,-0.018996252382
ACH-000097,-0.153006895922
ACH-000098,-0.0534286095729
ACH-000099,-0.0943967408859
ACH-000108,-0.10612708252
ACH-000113,-0.5536675318509999
ACH-000115,-0.38238055446900004
ACH-000116,-0.15768357283099999
ACH-000118,-0.079472081025
ACH-000120,0.14501821699200002
ACH-000123,-0.147374335445
ACH-000127,-0.22271193316399998
ACH-000128,-0.230302388042
ACH-000132,0.07707803120710001
ACH-000133,-0.343996726739
ACH-000137,-0.285100906695
ACH-000138,-0.14871659155300002
ACH-000142,-0.177090455042
ACH-000143,-0.0106805638034
ACH-000146,-0.305216159149
ACH-000148,-0.25891882847500003
ACH-000150,-0.298997314725
ACH-000152,-0.280930434242
ACH-000153,-0.45177191236599995
ACH-000159,-0.19769187452599998
ACH-000160,-0.260097349169
ACH-000163,-0.27356895268000003
ACH-000167,-0.748699637835
ACH-000168,-0.20985141014400002
ACH-000169,-0.103065732126
ACH-000178,-0.181731030293
ACH-000182,-0.160689271138
ACH-000183,-0.294121718285
ACH-000188,-0.09336026727810001
ACH-000189,-0.54774384713
ACH-000190,-0.007485372647750001
ACH-000198,-0.738131979071
ACH-000204,0.047141937686700004
ACH-000206,-0.296008241325
ACH-000207,-0.14031352295
ACH-000211,-0.214008563709
ACH-000215,-0.251096389383
ACH-000221,-0.11904932248700001
ACH-000222,-0.143178864085
ACH-000223,-0.209764348371
ACH-000226,-0.212961001023
ACH-000227,-0.0858193190597
ACH-000228,-0.23158248769499998
ACH-000231,-0.135218418572
ACH-000232,-0.132456541439
ACH-000233,-0.423735220474
ACH-000234,-0.462386667334
ACH-000235,-0.163637198899
ACH-000237,-0.0411927411509
ACH-000238,-0.07676505944239999
ACH-000243,-0.101175506746
ACH-000244,0.0797524815947
ACH-000246,-0.35624106567
ACH-000248,-0.255688189047
ACH-000250,0.007026162232819999
ACH-000251,-0.321966952185
ACH-000253,-0.188961095429
ACH-000255,-0.117460194344
ACH-000256,-0.0024442316332199997
ACH-000257,-0.105439641501
ACH-000258,-0.297451709951
ACH-000259,-0.218964949336
ACH-000260,-0.10207422019
ACH-000261,-0.225893224168
ACH-000262,-0.21292003918699998
ACH-000263,-0.254415334672
ACH-000264,-0.0942434954544
ACH-000265,-0.144217731948
ACH-000266,-0.101101719176
ACH-000272,0.00376964638782
ACH-000273,-0.08958469843969999
ACH-000274,-0.275794434263
ACH-000277,-0.0601315042774
ACH-000278,-0.278670654281
ACH-000279,-0.291631535733
ACH-000280,-0.0886387140781
ACH-000281,0.0316526246992
ACH-000288,-0.367622921686
ACH-000291,-0.21393151994100001
ACH-000293,-0.0044365248093700006
ACH-000294,-0.46172368207500003
ACH-000295,-0.27023023478700003
ACH-000296,-0.321358268629
ACH-000302,-0.209766007048
ACH-000304,-0.0671089660443
ACH-000307,-0.106037861478
ACH-000308,-0.19257086007399998
ACH-000310,0.101881694936
ACH-000311,-0.113474909936
ACH-000312,0.00118724740991
ACH-000315,-0.597590871835
ACH-000316,-0.283944404257
ACH-000317,-0.240153828479
ACH-000318,-0.26959504253100003
ACH-000319,-0.42400222338
ACH-000320,0.0252111149983
ACH-000322,-0.19683092455899998
ACH-000323,-0.112829971719
ACH-000324,-0.13460612285700002
ACH-000329,-0.37268541065899996
ACH-000330,-0.232284999089
ACH-000331,-0.1467571402
ACH-000332,-0.125309412152
ACH-000334,-0.09443841482000001
ACH-000335,-0.230295600737
ACH-000336,-0.470049297528
ACH-000337,-0.257803330948
ACH-000339,-0.226126855116
ACH-000341,-0.0701861267335
ACH-000348,-0.22997808209000004
ACH-000350,-0.0880172425024
ACH-000352,-0.102205544794
ACH-000356,0.027132336059
ACH-000361,-0.130838708971
ACH-000362,-1.00665439872
ACH-000363,-0.07154736689419999
ACH-000364,-0.235010202289
ACH-000365,-0.665019797962
ACH-000366,-0.15135506821
ACH-000368,-0.299362864033
ACH-000374,-0.356708374098
ACH-000375,-0.029732666165400004
ACH-000376,-0.162407115367
ACH-000381,-0.181691850885
ACH-000383,-0.09936039708489999
ACH-000387,-0.20127369396699998
ACH-000389,-0.0913560340773
